date,peak_net_load,code,elem,cont,hours_bound,max_shadow
2026-07-05,58014.65,SEA_AAT1,SEA:138KV-SEA:69KV,DFRYTM58,9,1013.6425170898438
2026-07-05,58014.65,MAGRUD_VICTOR2_1,VICTORIA:138KV-MAGRUDER:138KV,XVIC89,8,650.5423583984375
2026-07-05,58014.65,2270__B,MEXTP:69KV-ITALY:69KV,SBLAWDB8,7,624.3047485351562
2026-07-05,58014.65,6945__A,MGSES:345KV-CATSW:345KV,SRGRMGS5,12,291.52178955078125
2026-07-05,58014.65,MAGRUD_VICTOR2_1,VICTORIA:138KV-MAGRUDER:138KV,DELMSAN5,6,133.85659790039062
2026-07-05,58014.65,940__A,ENWSW:138KV-TMPTN:138KV,SPEBTRU8,7,71.58535766601562
2026-07-05,58014.65,6437__F,SCRCV:138KV-KNAPP:138KV,DMTSCOS5,5,53.380714416503906
2026-07-05,58014.65,35055__A,SAMSW:345KV-VENSW:345KV,SVENFTS5,6,52.65668487548828
2026-07-05,58014.65,OB_WAP98_A,WAP:345KV-OB:345KV,SOBWAP5,6,52.432918548583984
2026-07-05,58014.65,NLARSW_PILONC1_1,NLARSW:138KV-PILONCIL:138KV,DFOAVLO5,5,49.692779541015625
2026-07-05,58014.65,INTF,INTF,BASE,12,39.53863525390625
2026-07-05,58014.65,ACSSW_AX1H,ACSSW:345KV-ACSSW:1KV,SACSARE8,8,34.71638870239258
2026-07-05,58014.65,1545__A,FLTSW:138KV-PRSSW:138KV,SPRSPAR8,5,26.38713836669922
2026-07-05,58014.65,6240__C,SACRC:138KV-DPCRK:138KV,SSUNRGR8,4,17.52835464477539
2026-07-05,58014.65,LAKENA_SAMATH1_1,LAKENASW:69KV-SAMATHIS:69KV,SBGLTWI8,2,14.09398365020752
2026-07-05,58014.65,138_FTS_LNC_1,FTST:138KV-LEONCRK:138KV,BASE,5,13.358213424682617
2026-07-05,58014.65,FB_RS_60_A,RS:138KV-FB:138KV,SWAATH8,3,7.906066417694092
2026-07-05,58014.65,NUECES_WHITE_2_1,NUECES_B:138KV-WHITE_PT:138KV,SMAYWHI8,4,7.577798366546631
2026-07-05,58014.65,6695__B,SNYDR:69KV-AMOTP:69KV,SSNYCGR8,2,3.7855732440948486
2026-07-05,58014.65,HEXT_YELWJC1_1,YELWJCKT:69KV-HEXT:69KV,DYETRJU8,8,3.2339682579040527
2026-07-05,58014.65,DA_WC_89_A,WC:138KV-DA:138KV,SEBHUG8,2,3.1014983654022217
2026-07-05,58014.65,ALPINE_BRONCO1_1,BRONCO:69KV-ALPINE:69KV,XFTS89,2,2.4638333320617676
2026-07-05,58014.65,FB_RS_60_A,RS:138KV-FB:138KV,MATHEB_8,3,1.761565089225769
2026-07-05,58014.65,STPWAP39_1,STP:345KV-WAP:345KV,DWPWFWP5,3,1.5427292585372925
2026-07-05,58014.65,BENTS_FRTER_1B_1,FRONTERA:138KV-S_MISSIN:138KV,SBENS_M8,3,1.2472816705703735
2026-07-05,58014.65,WESLCO_HIDLBRG_1,MV_HBRG4:138KV-MV_WESL4:138KV,MHARNED5,3,0.9065766334533691
2026-07-05,58014.65,G138_15_1,ANGLETON:138KV-WCOLLOCL:138KV,SWCOWCO8,2,0.23640000820159912
2026-07-05,58014.65,138_FTS_LNC_1,FTST:138KV-LEONCRK:138KV,SSOAHOL8,5,0.0
2026-07-05,58014.65,6240__C,SACRC:138KV-DPCRK:138KV,DMTSCOS5,1,0.0
2026-07-05,58014.65,6635__G,MRVLY:69KV-ESTLD:69KV,SCLCGTN8,1,0.0
2026-07-05,58014.65,BI_JN_64_A,JN:345KV-BI:345KV,DWAP_BI5,5,0.0
2026-07-05,58014.65,BRUNI_69_1,BRUNI:138KV-BRUNI:69KV,DFOAVLO5,4,0.0
2026-07-05,58014.65,HON_DEVI_1,HONDOCK:69KV-DEVINESW:69KV,SHONF38,2,0.0
2026-07-05,58014.65,LAKENA_SAMATH1_1,LAKENASW:69KV-SAMATHIS:69KV,DBAKCED5,3,0.0
2026-07-05,58014.65,LAKENA_SAMATH1_1,LAKENASW:69KV-SAMATHIS:69KV,SCARLVO8,2,0.0
2026-07-05,58014.65,MDOPHR99_A,MDO:345KV-PHR:345KV,DWAP_OB5,8,0.0
2026-07-05,58014.65,MOURSUND_FUR_1,FURHMAN:138KV-MOURSUND:138KV,SFURVAN8,8,0.0
2026-07-05,58014.65,NEWM_WAL_1,NEWMAN:138KV-WALNUT1:138KV,SOAKSHI8,1,0.0
2026-07-05,58014.65,PAWNEE_SPRUCE_1,PAWNEE:345KV-CALAVERS:345KV,DELMSAN5,3,0.0
2026-07-05,58014.65,UVALDE_W_BATE1_1,W_BATESV:138KV-UVALDE:138KV,SMOOPEA8,2,0.0
2026-07-12,57521.98999999999,3610__G,PGTP1:138KV-PDSES:138KV,MWTRWLV5,5,2005.3310546875
2026-07-12,57521.98999999999,CONCHO_VRBS1_1,CONCHO:69KV-VRBS:69KV,XBAL89,5,1636.08056640625
2026-07-12,57521.98999999999,SANA_FMR1,SANA:138KV-SANA:69KV,SCOLBAL8,5,1133.0867919921875
2026-07-12,57521.98999999999,2270__B,MEXTP:69KV-ITALY:69KV,SBLURDH8,9,364.8660583496094
2026-07-12,57521.98999999999,NLARSW_PILONC1_1,NLARSW:138KV-PILONCIL:138KV,DFOAVLO5,7,340.8523254394531
2026-07-12,57521.98999999999,PALOUS_WOLFCA1_1,PALOUSE:138KV-WOLFCAMP:138KV,DBIGSCH5,5,208.2142333984375
2026-07-12,57521.98999999999,WESLCO_HIDLBRG_1,MV_HBRG4:138KV-MV_WESL4:138KV,MHARNED5,4,97.09491729736328
2026-07-12,57521.98999999999,35055__A,SAMSW:345KV-VENSW:345KV,SVENFTS5,4,83.88700866699219
2026-07-12,57521.98999999999,MAGRUD_VICTOR2_1,VICTORIA:138KV-MAGRUDER:138KV,DELMSAN5,6,58.261924743652344
2026-07-12,57521.98999999999,1545__A,FLTSW:138KV-PRSSW:138KV,SPRSPAR8,3,31.28882598876953
2026-07-12,57521.98999999999,6945__A,MGSES:345KV-CATSW:345KV,SRGRMGS5,5,26.170364379882812
2026-07-12,57521.98999999999,INTF,INTF,BASE,9,21.663270950317383
2026-07-12,57521.98999999999,940__A,ENWSW:138KV-TMPTN:138KV,SPEBTRU8,3,6.652604103088379
2026-07-12,57521.98999999999,ESCOND_GANSO1_1,ESCONDID:138KV-GANSO:138KV,SBRAHAM8,2,5.686450958251953
2026-07-12,57521.98999999999,STPWAP39_1,STP:345KV-WAP:345KV,DWPWFWP5,10,4.474307537078857
2026-07-12,57521.98999999999,MAGRUD_VICTOR2_1,VICTORIA:138KV-MAGRUDER:138KV,XVIC89,3,1.7990649938583374
2026-07-12,57521.98999999999,138_FTS_LNC_1,FTST:138KV-LEONCRK:138KV,BASE,3,1.0707125663757324
2026-07-12,57521.98999999999,G138_15_1,ANGLETON:138KV-WCOLLOCL:138KV,SWCOWCO8,2,0.9933608174324036
2026-07-12,57521.98999999999,D5_S1_1,HOWARD:138KV-LEON_CRK:138KV,SP5CAG8,5,0.845585823059082
2026-07-12,57521.98999999999,138_IH2_COT_1,IH20:138KV-TNCOLIET:138KV,SSTAWIC8,2,0.592954158782959
2026-07-12,57521.98999999999,BRUNI_69_1,BRUNI:138KV-BRUNI:69KV,DFOAVLO5,7,0.0
2026-07-12,57521.98999999999,BRUNI_69_1,BRUNI:138KV-BRUNI:69KV,SLAQLOB8,1,0.0
2026-07-12,57521.98999999999,GEO_SIG_1,GEOWEST:138KV-SIGMOR:138KV,DFOWSMG5,4,0.0
2026-07-12,57521.98999999999,HEXT_YELWJC1_1,YELWJCKT:69KV-HEXT:69KV,DYETRJU8,1,0.0
2026-07-12,57521.98999999999,MDOPHR99_A,MDO:345KV-PHR:345KV,DWAP_OB5,4,0.0
2026-07-12,57521.98999999999,MOURSUND_FUR_1,FURHMAN:138KV-MOURSUND:138KV,SFURVAN8,5,0.0
2026-07-12,57521.98999999999,NEWM_WAL_1,NEWMAN:138KV-WALNUT1:138KV,SOAKSHI8,1,0.0
2026-07-12,57521.98999999999,WAPWLY72_A,WLY:345KV-WAP:345KV,DBLW2JC5,6,0.0
