ckey,date,priceTypeID,bind_hours,max_sp,sp_sum
ABNTHWST:138KV-ABNTHWST:138.1KV|SABIABM8,2025-07-07,1,11,14.019000053405762,54.12700018286705
ABNTHWST:138KV-ABNTHWST:138.1KV|SABIABM8,2025-07-08,1,10,10.413999557495117,36.56399938464165
ABNTHWST:138KV-ABNTHWST:138.1KV|SABIABM8,2025-07-09,1,9,43.91600036621094,224.72300267219543
ABNTHWST:138KV-ABNTHWST:138.1KV|SABIABM8,2025-07-10,1,10,60.56100082397461,140.86500018835068
ABNTHWST:138KV-ABNTHWST:138.1KV|SABIABM8,2025-07-11,1,4,6.203000068664551,9.086000144481659
ABNTHWST:138KV-ABNTHWST:138.1KV|SABIABM8,2025-07-12,1,7,6.426000118255615,20.856000155210495
ABNTHWST:138KV-ABNTHWST:138.1KV|SABIABM8,2025-07-13,1,8,10.128999710083008,39.55099982023239
ABNTHWST:138KV-ABNTHWST:138.1KV|SABIABM8,2025-07-14,1,9,51.257999420166016,229.45100057125092
ABNTHWST:138KV-ABNTHWST:138.1KV|SABIABM8,2025-07-15,1,9,44.23500061035156,137.58900034427643
ABNTHWST:138KV-ABNTHWST:138.1KV|SABIABM8,2025-07-16,1,8,14.62399959564209,43.281999707221985
ABNTHWST:138KV-ABNTHWST:138.1KV|SABIABM8,2025-07-17,1,4,32.26900100708008,42.75100114941597
ABNTHWST:138KV-ABNTHWST:138.1KV|SABIABM8,2025-07-18,1,7,19.132999420166016,47.728999614715576
ABNTHWST:138KV-ABNTHWST:138.1KV|SABIABM8,2025-07-19,1,6,4.320000171661377,11.19100035727024
ABNTHWST:138KV-ABNTHWST:138.1KV|SABIABM8,2025-07-20,1,1,5.9679999351501465,5.9679999351501465
ABNTHWST:138KV-ABNTHWST:138.1KV|SABIABM8,2025-07-23,1,2,5.456999778747559,8.179999828338623
ABNTHWST:138KV-ABNTHWST:138.1KV|SABIABM8,2025-07-24,1,2,1.9459999799728394,3.2799999713897705
ABNTHWST:138KV-ABNTHWST:138.1KV|SABIABM8,2025-07-26,1,1,49.426998138427734,49.426998138427734
ABNTHWST:138KV-ABNTHWST:138.1KV|SABIABM8,2025-07-27,1,2,6.4039998054504395,6.999999821186066
ABNTHWST:138KV-ABNTHWST:138.1KV|SABIABM8,2025-07-28,1,1,2.375,2.375
ABNTHWST:138KV-ABNTHWST:138.1KV|SABIABM8,2025-07-30,1,1,53.7130012512207,53.7130012512207
ABNTHWST:138KV-ABNTHWST:138.1KV|SABIABM8,2025-08-02,1,1,0.9430000185966492,0.9430000185966492
ABNTHWST:138KV-ABNTHWST:138.1KV|SABIABM8,2025-08-16,1,3,2.0450000762939453,5.240000009536743
ABNTHWST:138KV-ABNTHWST:138.1KV|SABIABM8,2025-08-22,1,8,6.659999847412109,23.612999618053436
ABNTHWST:138KV-ABNTHWST:138.1KV|SABIABM8,2025-09-10,1,2,0.48100000619888306,0.8020000159740448
ABNTHWST:138KV-ABNTHWST:138.1KV|SABIABM8,2025-09-11,1,1,0.3149999976158142,0.3149999976158142
ABNTHWST:138KV-ABNTHWST:138.1KV|SABIABM8,2025-09-12,1,1,0.35899999737739563,0.35899999737739563
ABNTHWST:138KV-ABNTHWST:138.1KV|SABSBLU8,2026-05-03,1,14,13.119000434875488,62.60100042819977
ABNTHWST:138KV-ABNTHWST:138.1KV|SABSBLU8,2026-05-04,1,5,6.125999927520752,13.085999965667725
ABNTHWST:138KV-ABNTHWST:138.1KV|SABSBLU8,2026-05-14,1,1,1.6080000400543213,1.6080000400543213
ABNTHWST:138KV-ABNTHWST:138.1KV|SABSBLU8,2026-05-17,1,3,2.51200008392334,6.051000118255615
ABNTHWST:138KV-ABNTHWST:138.1KV|SABSBLU8,2026-05-30,1,3,9.637999534606934,22.389999389648438
ABNTHWST:138KV-ABNTHWST:138.1KV|SABSBLU8,2026-06-22,1,1,1.4570000171661377,1.4570000171661377
ABNTHWST:138KV-ABNTHWST:138.1KV|SABSBLU8,2026-06-29,1,1,3.7049999237060547,3.7049999237060547
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-06-02,1,2,1.871000051498413,2.095000058412552
ABNTHWST:138KV-ABNTHWST:138.1KV|SHENPAI8,2025-06-03,1,2,9.366000175476074,12.705000162124634
