From Number,From Name,To Number,To Name,Circuit,Status,Branch Device Type,Xfrmr,MW From ,Lim MVA,% of MVA Limit (Max),Labels All,,
213,HANEY,3387,REVOLUTN_8,1,Closed,Line,NO,11.9,80.6,14.8,1210_A,0cf58cb6-73db-4d44-a5aa-e8d04de2ce2d,855820
213,HANEY,3515,HUBBARD_8,1,Closed,Line,NO,-13.8,81,17.1,1210_B,2305,4924fc6c-d7e4-45ad-8b6e-8944f4e94887
214,ROCKETTSW,218,ROCKETT,1,Closed,Line,NO,-25,34,73.6,ROC_ROCK1,3958,a6fc05ef-56f9-4a14-9399-691b503f94e6
214,ROCKETTSW,2351,INDIA1_9,1,Closed,Line,NO,-11.4,115,9.9,ROC_INDI1,1d6d5c74-77d3-4ffd-ae93-2e2e3f2d1b65,5292
216,ENNIS,2331,ENNS_PMP_T8,1,Closed,Line,NO,0,121,0,ENS_ENPTP1,3758,d61da5ca-1c84-4adf-86e3-76bc1c4c2392
217,GLNHEIGHTS,2316,MG_IND_T8,1,Closed,Line,NO,65.6,206,31.9,945_B,4821edc8-01b4-49b1-9a23-cde97e50dab2,5125
217,GLNHEIGHTS,2424,DESSW1_8,1,Closed,Line,NO,-81.2,607.4,13.4,945_A,281,3871149f-8106-460a-a9fc-0ef247655163
218,ROCKETT,222,TRUMBULL9,1,Closed,Line,NO,-30.8,115,26.8,ROC_TRU1,25447900-1d2e-40bc-9599-7ae30ae3f641,3960
220,CEDARHILL,223,SAINTPAUL,1,Closed,Line,NO,-34.9,230,15.2,CED_STP11,406,63687f6b-0004-4b0e-be6a-8b26a05fb29f
220,CEDARHILL,280,LONGBRANCH,1,Closed,Line,NO,9.6,230,4.2,CEDAR_LBRNCH1,407,b965b447-2924-4b50-992c-cc57563e588b
221,TRUMBULL8,2229,PEBBLCRK_8,1,Closed,Line,NO,30.4,240,12.7,921_G,531690,70debd83-336e-4003-b81f-0795bce17f11
221,TRUMBULL8,12344,GAMMA_8,1,Closed,Line,NO,-65.8,240,27.4,921_D,4274b4a7-7248-420b-8ebe-e4608b0bdb50,4925
222,TRUMBULL9,221,TRUMBULL8,1,Closed,Transformer,YES,-15.9,40,39.6,TRUTRF1,279255,a1bb55de-6beb-42c6-bdf5-07a623b6ec0e
222,TRUMBULL9,221,TRUMBULL8,2,Closed,Transformer,YES,-15,40,37.4,TRUTRF2,741116,a830c02a-3a5b-4582-971f-d33484759e44
223,SAINTPAUL,404,JESSICA,1,Closed,Line,NO,-61.1,230,26.6,STP_JSCA1,2e2a0acf-367d-42f3-955f-cf7901e5db47,4216
224,ITASCA,225,FORRESTON,1,Closed,Line,NO,10.2,67,15.3,ITA_FORE1,2cba5ec5-9e22-495e-bab1-6ca00d23bbb7,86
224,ITASCA,228,PEORIA,1,Closed,Line,NO,-17.8,67,26.5,ITA_PEOR1,0d7e37c9-c474-4f44-a4ae-0f9119bd6419,87
225,FORRESTON,2295,BARDWELL_9,1,Closed,Line,NO,-0.4,49,0.8,FRSTN_BRDSW1,146013,50d491ba-6b29-4bd3-9762-4d35a57265ee
228,PEORIA,243,WHITNEYSW,1,Closed,Line,NO,-25.1,67,37.5,WHT_PEO1,3e443591-ac2b-43fa-892b-1e522e3cd05e,4389
230,DWUSSWW,832,MCCREE9,1,Closed,Line,NO,-15.7,18,87.4,STHSD_MCCR1,1cd08ce0-66d2-4e34-b147-5ca3d88e5fbd,4215
230,DWUSSWW,2351,INDIA1_9,1,Closed,Line,NO,14.6,143,10.2,IND_STHSD1,4701,6a379d54-6f4c-4b7a-af58-1ca8652a8145
232,LAMPOSTSW,236,LAMPOST,2,Closed,Line,NO,10.3,230,4.5,LAM_LMPSTSW21,106,970734cb-01b7-4ea6-aad9-0d38c39cac4f
232,LAMPOSTSW,241,WHITNEY8,1,Closed,Line,NO,4.5,384,1.2,WNS_LMPSTSW1,4397,9671cc78-1779-4808-8af2-36d7723cbafb
232,LAMPOSTSW,445,YATES,1,Closed,Line,NO,-14.8,384,3.8,YATES_LMPSTSW1,2386,e7f55a3f-dfbe-4635-941e-cb2d0374e4f6
232,LAMPOSTSW,33236,LAMPOST2,1,Closed,Line,NO,0,230,0,LAM_LMPSTSW1,5324,ddd11d9f-13d5-4fd4-8fb8-d6467636bb16
234,CHATT,3473,ASHCREEK_8,1,Closed,Line,NO,-34.9,120,29,1215_B,3c14f0de-1b2d-4213-a698-c3bdfaf668a1,594877
234,CHATT,3522,HILLBORO1_8,1,Closed,Line,NO,28.6,120,23.8,1215_A,2966,e43b0741-73b6-49dc-be9a-0d13bb8e936d
236,LAMPOST,33236,LAMPOST2,1,Open,Line,NO,0,9999,0,191356,33294fb5-22dd-4d52-a008-3402b507a556,
237,BLANTON,3720,REDHILL_8,1,Closed,Line,NO,-35.7,179.3,19.9,825,776959,efe39760-3ebe-49fb-8003-9d767ef50b29
237,BLANTON,3781,WOODBURY_8,1,Closed,Line,NO,29.3,179.3,16.3,825_C,4e1aa427-b4c8-467e-b191-80edf4b6535d,836184
240,WHITNEY5,244,WHITNYSTR,1,Closed,Transformer,YES,-16.8,450,3.7,WHTNYMR2H,1445f883-fca5-4e28-ae5f-9b8a7288ebd0,279818
240,WHITNEY5,245,WHTNYSTAR,1,Closed,Transformer,YES,-16.8,450,3.7,WHTNYHT1H,05d9be44-c45c-4ee1-9e1f-0c0ea9ff4ff6,279816
240,WHITNEY5,246,BOSQUESW5,1,Closed,Line,NO,33.6,829,4.1,BOSQSW_WHTNY1,309,d3d82f30-8e14-408a-a056-3fb4ccf2e498
241,WHITNEY8,244,WHITNYSTR,1,Closed,Transformer,YES,16.8,450,3.7,WHTNYMR2L,279819,e4faa6b4-c55a-41fb-9494-56f27bd446fd
241,WHITNEY8,245,WHTNYSTAR,1,Closed,Transformer,YES,16.8,450,3.7,WHTNYHT1L,279821,cd72feda-7355-4db7-9052-398fca5cb64d
241,WHITNEY8,252,BOSQUESW8,1,Closed,Line,NO,-26.6,345,7.7,BOS_WHI1,308,b407e6c4-a5bb-4e20-b68a-42f133bb4a6f
241,WHITNEY8,3546,WHITNEY__8,1,Closed,Line,NO,-17.3,478,3.6,121296,36acfa1b-c2ac-4057-9947-e3002362a62c,
241,WHITNEY8,3546,WHITNEY__8,A1,Closed,Line,NO,-17.3,478,3.6,119860,29fe8c89-51a7-4ece-8879-558aca70a3f0,
241,WHITNEY8,3546,WHITNEY__8,A2,Closed,Line,NO,-17.3,717,2.4,118366,47a25a48-42a4-4e1c-ab8f-4703e015afec,
241,WHITNEY8,3546,WHITNEY__8,A3,Closed,Line,NO,-17.3,717,2.4,118367,bb21b966-3932-46cd-9668-69ed3b621c62,
241,WHITNEY8,3546,WHITNEY__8,A4,Closed,Line,NO,-17.3,717,2.4,119858,2df40a0b-c0d7-4138-962a-262fc03c318b,
242,WHITNEYDM,243,WHITNEYSW,1,Closed,Line,NO,23.5,67,35.1,100027_D1,285,9fefbe77-e4ca-402c-a2ea-9a832e58d428
242,WHITNEYDM,327,POWELL,1,Closed,Line,NO,-1,115,0.9,WND_POWE1,4396,59a8e916-5b53-4ce9-9174-1dc854db119c
242,WHITNEYDM,150013,WND_1,1,Closed,Transformer,YES,0,50,0,WNDFMR1,279744,68d53b74-11b4-452d-a67b-265d8c56fe75
243,WHITNEYSW,241,WHITNEY8,1,Closed,Transformer,YES,-0.8,100,0.8,WHTNYFMR2,279272,5ca824e2-f3ef-4755-90c1-914a1cedade3
243,WHITNEYSW,241,WHITNEY8,2,Closed,Transformer,YES,-0.8,100,0.8,WHTNYFMRT,190009,350437f7-1e4f-488f-b328-99a8a12c5858
246,BOSQUESW5,3406,ELM_MOTT__5,1,Closed,Line,NO,449.9,829,54.3,BOSQSW_ELMOT1,305a6fb0-d608-461d-a8a3-6e754f73bf63,4128
246,BOSQUESW5,150141,BOSQ_BSQSU_1,1,Closed,Transformer,YES,0,200,0,BOSQUESWFMR1,279439,50e7cad0-d7f4-4911-a924-d3f812341224
246,BOSQUESW5,150142,BOSQ_BSQSU_2,2,Closed,Transformer,YES,0,200,0,BOSQUESWFMR2,280251,7a8861c4-5780-4484-bda4-ca095c1da252
246,BOSQUESW5,150143,BOSQ_BSQSU_5,5,Closed,Transformer,YES,0,280,0,BOSQUESWFMR5,280089,e49d3bde-cf7e-4fd3-aead-f577dc2615c3
249,ROGERSHL,252,BOSQUESW8,1,Closed,Line,NO,-159.2,390,40.8,1030_B,3060,b7682a78-1fac-4d2b-a990-d61a5cbe0192
249,ROGERSHL,3407,ELM_MOTT__8,1,Closed,Line,NO,142.5,390,36.5,1030_A,752,989fd71c-b0b1-406f-a493-5f5c5b774ca5
250,FRTGATESSW,254,FORTGATES,1,Closed,Line,NO,5.9,14,42.4,FRT_FRTG1,50b51ae1-44f0-4823-a5a0-8e71824c4f31,61
252,BOSQUESW8,37410,TNLKWHITNY1,1,Closed,Line,NO,12.4,231,5.4,OLKW_BOS1,3570,b2636593-a3bd-4689-98dc-7b4f2fe6faae
252,BOSQUESW8,37460,TNOLSEN___1,1,Closed,Line,NO,-7,189,3.7,OLSE_BOS1,3073,e64e4743-f5b4-4945-bc24-5c5071ece34f
252,BOSQUESW8,150144,BOSQ_BSQSU_3,3,Closed,Transformer,YES,0,215,0,BOSQUESWFMR3,1edbf292-2c13-4bc1-b369-083727097aba,280362
252,BOSQUESW8,150145,BOSQ_BSQSU_4,4,Closed,Transformer,YES,0,115,0,BOSQUESWFMR4,280043,d141e797-7dd8-4fd6-8211-5ec377a61c3f
260,KEMPNER,7260,L_KEMPNE8_1Y,1,Closed,Line,NO,-7.9,287,2.7,199437,65cd611c-932e-4a08-81a6-7dfab29a049c,
262,INDIANGAP,265,ENERGYSW,1,Closed,Line,NO,-1.4,8,18,IND_ENER1,4573,87de51d5-e7c4-48ba-8720-97b79768a4ae
265,ENERGYSW,269,ENERGY,1,Closed,Line,NO,9.9,34,29.3,ENE_ENER1,4460,83a745db-7197-418b-b31b-53f1d40693c8
265,ENERGYSW,273,GUSTINE,1,Closed,Line,NO,-11.4,29,39.3,ENE_GUST1,4527,68021099-6aa2-45ac-af4d-059ffd1fdfba
268,WARING,269,ENERGY,1,Closed,Line,NO,-9.5,34,27.8,ENG_WAR1,24313,9effa65d-f8e2-46bb-bcbb-6d9299086eb6
271,WAYLND,1615,BRECK_9,1,Closed,Line,NO,-15,77.4,19.4,6635_A,28f869ca-8946-4013-b50b-dfe4ec19a6a3,
271,WAYLND,1623,MORTNVAL_9,1,Closed,Line,NO,12.1,40,30.3,6635_E,90198,c36c24f9-04de-4b38-ac64-510c38f0d552
273,GUSTINE,277,HASSE,1,Closed,Line,NO,10.2,83,12.3,GUS_HAS1,6043e47e-3268-4d54-ab96-ed0cd7fe8d36,72
278,HASSE8,277,HASSE,1,Closed,Transformer,YES,-5.1,60,8.5,HASHAS1,279038,ed6e4f2d-a410-48a1-b5e1-99f134e19be2
278,HASSE8,277,HASSE,2,Closed,Transformer,YES,-5.2,60,8.6,HASHAS2,11930,8c9e9ace-e557-4431-9f80-80fd48b35a02
278,HASSE8,281,DOWNING,1,Closed,Line,NO,50.3,274,18.4,HAS_DOWN1,701025,9e24e90f-d268-46de-8dbd-751bbe9c9909
278,HASSE8,1649,HASSE_P8,1,Closed,Line,NO,-43.3,9999,0.4,197905,f7d8a261-54ed-4017-a188-98987743fb1e,
279,OLDEN,1629,LAKE_LEON_9,1,Closed,Line,NO,-1.1,103.1,1.1,LEPOI_OLDEN,314f4aca-abe9-4ac9-8dbe-16036b3ee33b,376213
281,DOWNING,33285,RISINGSTAR,1,Closed,Line,NO,78,414,18.8,DOW_RISN1,683224,c2886fc3-d21a-4830-a89f-c5bc89e8d5b6
281,DOWNING,33294,MOUNTARY8,1,Closed,Line,NO,-27.7,388,7.1,DOWN_MOUN,701962,78d59a15-f321-42d4-b0dc-3485558ba9da
283,ZEPHYR,1653,MERCERSGAP_8,1,Closed,Line,NO,-157.7,206,76.6,660_B,1925,22dbed2e-177e-482d-8811-15a27dbb6268
283,ZEPHYR,1655,BRNWDSW_8,1,Closed,Line,NO,152.2,206,73.9,660_A,1924,d1e01b04-8f7d-433e-92f4-484a98af6ee2
284,EARLY,292,HOLDER8,1,Closed,Line,NO,-24.9,128,19.4,EARLY_HOLDER,5c654c7d-6f42-4f87-bb1d-4ecb3199c238,762299
284,EARLY,1655,BRNWDSW_8,1,Closed,Line,NO,22.8,128,17.8,BROWNWOD_EARLY,465d103b-00c6-4c5e-b791-9e4ec30bf25c,762671
286,GREENCK,33286,GREENCK9,2,Closed,Transformer,YES,4.3,40,10.8,GREENCKGCK2,706410,df40882f-a5f9-4695-bd66-6d924d1e1af0
286,GREENCK,33287,GREENCKSB,1,Closed,Transformer,YES,0,40,0,GREENCKGCK1,706409,94845ad5-cab8-4728-bab5-2a17ada35680
286,GREENCK,33294,MOUNTARY8,1,Closed,Line,NO,36.5,388,9.4,GRENCK_MOU,1a0aae84-cbfe-4833-85d5-317d7aac0282,706448
286,GREENCK,33295,STEVNVILL1,1,Closed,Line,NO,-45.3,238,19,GREENCK_STV,6140873c-e2c5-492f-958a-d22061cd2b1b,719758
287,RUCKER,1663,ELLISONSPG_9,1,Open,Line,NO,0,195,0,2150_I,682155,e15cd643-ce2d-41ec-bb6f-01b31f16c275
287,RUCKER,1663,ELLISONSPG_9,2,Closed,Line,NO,-0.8,195,0.4,2150_J,3a5a8eaf-2c74-4885-98e2-cf57c9f6c7fc,682156
288,MORGAN,1648,POWELLDM_8,1,Closed,Line,NO,-33.3,206,16.2,1792_C,2b1b2eb7-696b-485e-b8f0-b3bacc3e5c71,329572
288,MORGAN,900307,POWELLDM_8,2,Closed,Line,NO,23.2,206,11.3,1792_D,329579,425164a6-8c74-4a91-b026-dcc1d6e884bf
290,SHILOHC,1649,HASSE_P8,1,Closed,Line,NO,19.8,179,11.1,651_F,3885,fb1be0b5-8030-4593-aa6f-b2d7f21942e0
290,SHILOHC,1650,COMANCHE_T8,1,Closed,Line,NO,-39.7,179,22.2,651_C,38d5ca8c-7331-4edd-bf6e-219dc1f71635,4475
292,HOLDER8,33285,RISINGSTAR,25,Closed,Line,NO,-40.6,414,9.8,RIS_HLDR_11,866220,ad0a4f46-d323-4dbd-860a-dc1ccca8e8f8
295,STEPHENVIL8,303,NORFORK,1,Closed,Line,NO,7.8,384,2,STV_NORF1,65774,8a0a91ed-0a46-4bc5-aada-1f469bff238e
295,STEPHENVIL8,324,HANNIBAL,1,Closed,Line,NO,-107.9,266,40.6,HANIB_STV1,4add9470-ad80-4403-89e5-d917715318ca,626687
295,STEPHENVIL8,13701,STNVL3_8,1,Closed,Line,NO,50.5,206,24.5,1785_A,3551,b0555e49-6bf9-4436-8635-d27d7749e953
295,STEPHENVIL8,33295,STEVNVILL1,1,Closed,Line,NO,49.7,9999,0.5,736302,7c4fcc9b-7930-4a73-b039-6bd73c60d669,
298,CARLTON,33286,GREENCK9,1,Closed,Line,NO,-4.3,36,12,GREEN_CARL,706541,aed81a45-700a-4cef-81db-cd542601d522
300,JOHNSVILLE,1645,JOHNSNVL_P8,1,Closed,Line,NO,-6.9,287,2.4,115597,6c8a62ec-a436-449f-ad4c-54f02cae1332,
300,JOHNSVILLE,1645,JOHNSNVL_P8,2,Open,Line,NO,0,287,0,194160,c3edfc08-7f21-4700-8da1-cdcec8ed007d,
301,LINGLEVIL,1640,LINGLVLL_P8,1,Closed,Line,NO,-3.9,8888,0,LNG_LNGT1,11462c20-f3cf-4440-857b-bdfb5e2660b6,5226
302,SELDEN,1639,SELDEN_8,1,Closed,Line,NO,-9.3,9999,0.1,0d825c43-1d05-40c9-9952-ac2f58a34358,111405,
303,NORFORK,304,WRIGHT,1,Closed,Line,NO,1.2,384,0.3,NOR_WRIG1,69912,cf15fe82-ccea-4607-ae05-688695e92da4
304,WRIGHT,305,BLUFFDALE,1,Closed,Line,NO,-3.1,384,0.8,BLFDAL_WRGHT1,21011,f49d094a-9830-4ffd-888d-ed09f49f20e2
305,BLUFFDALE,309,TOLARTAP,1,Closed,Line,NO,-11.5,384,3,BLFDAL_TLRTAP1,2c6aab90-3c42-49c6-a8d8-7c73894d5145,67781
306,BUNKER,310,GRBY8,1,Closed,Line,NO,16.9,384,4.4,BNK_GRBY81,94085,ec5602be-accc-426f-9ab4-24798eb8b5b3
306,BUNKER,312,LONG,1,Closed,Line,NO,-108.9,200,54.5,BNK_MIL1,304,dc79986c-306a-4c42-bc11-9bd1698588ac
306,BUNKER,352,PORTROYAL,1,Closed,Line,NO,-15,345,4.3,BNK_PTR1,1d276ce4-3b37-447b-a949-c729a4fddb9e,305
306,BUNKER,381,FRIENDSHIP,1,Closed,Line,NO,65.1,230,28.3,GRB_FRD1,67,8d4dc0e4-5566-4d83-bfec-2b01c8cc4889
306,BUNKER,514,DUBLTRANCH,1,Closed,Line,NO,15,230,6.5,BNK_DBLT1,04043700-c37f-47a7-b39d-10233ab005d0,4670
307,GRANBURY9,308,BUNKER9,1,Closed,Line,NO,-26.9,71,37.8,GRB_GRBY1,4f049715-cae5-44d3-9b21-f787cfb16561,5001
307,GRANBURY9,311,HILLCITY,1,Closed,Line,NO,26.9,192,14,GRB_HILL1,68,e0e62c8e-f665-44d5-b535-32be750a6ee7
308,BUNKER9,306,BUNKER,1,Closed,Transformer,YES,-26.9,75,35.8,BNKFMR1,279194,695c8b09-3b5d-4f8f-ab42-7fb903607772
309,TOLARTAP,310,GRBY8,1,Closed,Line,NO,-13.7,384,3.6,GRBY8_TLRTAP1,34384,d5013c5c-b907-44fc-a415-e0ae4dfb20a5
309,TOLARTAP,37710,TNTOLAR___1,1,Closed,Line,NO,2.2,237,0.9,TLRTAP_TOLR1,68564,ca5dca09-a684-4c26-89c8-4b47a1157bf1
311,HILLCITY,315,GLENROSE,1,Closed,Line,NO,16.8,192,8.7,HIL_GLEN1,0c01629c-0692-439f-b71b-d32e3488f8b8,3976
312,LONG,331,RWMILLER,1,Closed,Line,NO,-114.9,345,33.3,MILLER_LONG21,639494,d6bff685-af60-486d-93a8-61c41b1fb360
312,LONG,33312,LONG2,1,Open,Line,NO,0,9999,0,60eb14d1-d6e2-4f75-9662-fdb0b39bf294,642500,
315,GLENROSE,319,MERIDIAN,1,Closed,Line,NO,12.4,207,6,GLE_MERI1,65,81303cb7-00d8-4438-b261-9b11d758fd1a
319,MERIDIAN,323,CRANFILSGP,1,Closed,Line,NO,4.5,14,32.1,MER_CRAN1,4254,7c0c0813-8dfe-418b-ba74-93c7c4d3a917
319,MERIDIAN,327,POWELL,1,Closed,Line,NO,4.2,115,3.7,MER_POWE1,231ebf44-bd1b-4566-97f6-e24c1c5528eb,4258
320,JAYBIRD,324,HANNIBAL,1,Closed,Line,NO,111,266,41.7,JYBRD_HANIB1,626686,8314e9dc-01f0-402c-aa7e-cf80c45a91f5
320,JAYBIRD,331,RWMILLER,1,Closed,Line,NO,-111,266,41.7,JYBRD_MIL1,01b7d863-e0b6-4dff-8de4-7375562cb281,290001
320,JAYBIRD,151092,BUCKTHRN_8,1,Closed,Line,NO,0,363,0,BUCKTHRN_JBIRD1,20e000bc-48d2-43cc-b95c-538a5d0e588e,82593
325,RICOCHET,1612,BRECK_N_1_8,1,Closed,Line,NO,51.2,179,28.6,6180_B,2188,d559cf94-a4f8-4f8b-b12f-eb94c0ff2e5a
325,RICOCHET,1616,SUN_ECU_T8,1,Closed,Line,NO,-53.6,179,29.9,6180_E,2192,a65e1324-6d00-41c4-a4a4-c65a8a299e05
331,RWMILLER,1576,PALOPNTO_T8,1,Closed,Line,NO,147,309.8,47.4,MIL_PALPNTO1,3756,d5a31e52-7a02-4093-8bb6-acc67d3e1b4d
331,RWMILLER,33312,LONG2,1,Closed,Line,NO,123.9,345,35.9,MILLER_LONG11,606653,c27f94a2-eded-439c-ad89-48b1fddad3ce
331,RWMILLER,150131,MIL_MILLERG1,1,Closed,Transformer,YES,0,95,0,MILFMR1,279200,456e2523-bd0e-4508-812a-23a2fbf9eddf
331,RWMILLER,150132,MIL_MILLERG2,2,Closed,Transformer,YES,0,130,0,MILFMR2,280038,d01827e2-ee7a-4efd-b105-17165c40b112
331,RWMILLER,150133,MIL_MILLERG3,3,Closed,Transformer,YES,0,240,0,MILFMR3,1db1f79b-87cd-4db3-aacc-af29b3528aaa,280359
331,RWMILLER,150134,MIL_MILLERG4,4,Closed,Transformer,YES,0,130,0,MILFMR4,280106,9656dd3e-12c5-4a46-adba-101e38d421d1
331,RWMILLER,150135,MIL_MILLERG5,5,Closed,Transformer,YES,0,130,0,MILFMR5,280028,ccfcd9c6-0505-4df0-b7f4-10b3645cc70a
343,MRSSHPRD,785,ORAN,1,Closed,Line,NO,-4,192,2.1,MSP_ORN1,3574,d0434ed3-1b25-42f6-a59c-544a5a4c7c46
343,MRSSHPRD,795,STHBENDSW,1,Closed,Line,NO,-8.2,192,4.3,MSP_STHB1,4608,a3774e15-775c-4cfc-8ac8-83c63c6f9896
350,ABBYBEND,356,SPUNKY8,1,Closed,Line,NO,66.3,345,19.2,SPU_ABYBND1,4138,f10b55df-1815-4bcb-9263-ca2bf7689c29
350,ABBYBEND,363,HOOD8,1,Closed,Line,NO,-66.8,345,19.3,HOD_ABYBND1,2597,bd2d5c87-125f-4eef-a78e-e5c024ce76b4
352,PORTROYAL,363,HOOD8,1,Closed,Line,NO,-28.1,345,8.2,PTR_HOD1,1acaa327-03fa-4094-90b2-7d620d152879,5003
356,SPUNKY8,391,BONO,1,Closed,Line,NO,48.8,230,21.2,SPU_BON1,4139,cf8b129c-d6fa-436e-ba16-4fe21ba4647f
357,SPUNKY9,356,SPUNKY8,1,Closed,Transformer,YES,-17.5,40,43.7,SPUNKYFMR1,279250,5c7315f0-f038-4e1d-ac9d-43612b2e3f49
357,SPUNKY9,384,GEORGESCRK,1,Closed,Line,NO,5.9,115,5.2,SPU_GEO1,10c5b243-07e6-4cd1-be98-cabe1f1e04f2,4211
357,SPUNKY9,387,NEWHOPE,1,Closed,Line,NO,11.6,115,10,SPU_NHP1,4212,c10e638c-5893-4231-99b0-6fdcd6fade1e
357,SPUNKY9,33357,SPUNKY2,1,Open,Line,NO,0,9999,0,192322,6c8c735f-9405-47d4-9300-cafb0f527261,
363,HOOD8,455,NASSAUBAY,1,Closed,Line,NO,97,345,28.1,HOD_NASB81,19499,37d2d8d8-037e-447f-9a49-f6de77bccf97
363,HOOD8,2277,DCRDVA_DM_8,1,Closed,Line,NO,-191.9,345,55.6,HOOD_DECRDVA1,4255,5f76fdae-2ad0-4339-8068-c88ab5d3f916
370,JNSNCNTY8,394,CONCORD8,1,Closed,Line,NO,29.4,166,17.7,TEN_CRD11,21542125-2d31-455a-8124-95a04ffd1cf9,5255
370,JNSNCNTY8,394,CONCORD8,2,Closed,Line,NO,35.9,345,10.4,TEN_CRD21,0a3980d2-bb3d-48fd-82cb-cd2e0ca1a0e1,4471
370,JNSNCNTY8,415,KEENE,1,Closed,Line,NO,126.6,166,76.3,TEN_KEN1,4307,fc5818c8-3967-4df5-b255-5a16699408a1
370,JNSNCNTY8,150121,TEN_CT1,2,Closed,Transformer,YES,0,213,0,TEN1GTB,280378,289f9cd8-65e0-4cc4-ae3c-259ef1ed5383
370,JNSNCNTY8,150122,TEN_STG,1,Closed,Transformer,YES,0,130,0,TEN1STG,279313,2a8ebf53-4692-4a43-9d42-fcd3e5bf3c7e
373,ACTON,455,NASSAUBAY,1,Closed,Line,NO,-89.6,345,26,NASB_ACT81,19593,6ab1d350-a6d7-4429-95ca-1f44dbb8efd4
373,ACTON,467,WAPLES8,1,Closed,Line,NO,76.5,345,22.2,ACT_WPL81,19594,f1901628-6750-4bff-b6f1-297a8f20d44a
377,FALLCREEK,385,LITTLEHOSS,1,Closed,Line,NO,21.7,166,13.1,FAL_LILHOSS1,09f0efc0-7fe9-4320-995f-e575ff2e7c67,4533
377,FALLCREEK,395,DOMINO,1,Closed,Line,NO,-37.5,166,22.6,FAL_DOM1,5398,c34fc93f-e9b2-4c42-b380-595d1eec28cf
381,FRIENDSHIP,473,THORPSPRGS,1,Closed,Line,NO,51.8,230,22.5,THRP_FRD1,1381bf9e-573f-4e17-82a7-7f6014acb98d,380481
384,GEORGESCRK,33387,NEWHOPE2,1,Closed,Line,NO,0,100,0,GEO_NHP1,64,c121b8cf-e05b-4569-a409-297ebe92ee7a
385,LITTLEHOSS,388,WLDCATTAP,1,Closed,Line,NO,10.2,166,6.1,LHOS_WCTSW1,107,2ae4ecfc-4ee9-41cf-8e39-65c0515a0039
387,NEWHOPE,33387,NEWHOPE2,1,Open,Line,NO,0,9999,0,196630,f74a1d92-c63d-4774-8825-72d733769eb3,
388,WLDCATTAP,394,CONCORD8,1,Closed,Line,NO,-59,166,35.5,CRD_WCTSW1,894,b9f25982-7c62-45ea-aa20-2c69a99c0068
388,WLDCATTAP,420,TOMCAT,1,Closed,Line,NO,69.1,266,26,WLDCTS_TOMCAT,663435,cb916fc8-2809-453e-9a75-4efbc5b9c761
391,BONO,394,CONCORD8,1,Closed,Line,NO,8.7,230,3.8,BON_CRD1,306,b5e31a5f-2464-44b8-b62e-2a82a428e87d
393,CONCORD,394,CONCORD8,1,Closed,Transformer,YES,61.5,300,20.5,CRDCRD1,279307,c30647b8-962c-4a48-83ea-784c9e5cdd65
393,CONCORD,394,CONCORD8,2,Closed,Transformer,YES,62.4,300,20.8,CRDCRD2,279882,b85db146-8b0f-4d79-85d8-8aeedd054269
393,CONCORD,1902,JHNSONSW_P5,1,Closed,Line,NO,-123.9,1072,11.6,JOHSWG1,06006241-f02a-48dc-bdd7-8cdb1f541f61,4750
394,CONCORD8,398,JOSHUA,1,Closed,Line,NO,138.9,230,60.4,CRD_JOSH1,505,82198dde-1af6-4b38-853e-5314a96b6ddf
395,DOMINO,467,WAPLES8,1,Closed,Line,NO,-48.7,166,29.3,DOM_WPL1,4535,e11f11ed-ed31-4dd8-b117-0f787b042f81
398,JOSHUA,399,CROWLEY,1,Closed,Line,NO,119.1,230,51.8,JOS_CROW1,323f6e94-826d-4487-b3dd-1cff7ec4fafe,93
399,CROWLEY,405,EGAN,1,Closed,Line,NO,96.7,230,42,EGN_CROW1,4374,6352c4db-7d82-423e-b22f-3d6ed2c75b26
404,JESSICA,419,LILLIAN8,1,Closed,Line,NO,-78.1,230,34,LIL_JSCA1,5343,a5507f3c-bf56-4b44-a725-9378145e8e4a
405,EGAN,412,BURLESON,1,Closed,Line,NO,86.4,230,37.6,EGN_BUR1,899,e2aca923-0dba-4c44-92b5-3af18ae6440d
405,EGAN,33405,EGAN2,1,Open,Line,NO,0,9999,0,02859f03-0577-4556-b3a1-914b95632e83,399196,
412,BURLESON,430,TIMBERGREN,1,Closed,Line,NO,68.8,230,29.9,BUR_TIMB1,2ff3b859-8501-4729-a78e-8319e299c922,399
415,KEENE,435,LKALVARADO,1,Closed,Line,NO,112.7,166,67.9,KEN_LAL1,5323,c4bebcb7-093d-4c4e-b7fd-b88eb7388b2e
419,LILLIAN8,428,VALLYBRNCH,1,Closed,Line,NO,-43.7,230,19,LIL_VLYB1,0fa3a0af-af04-4c28-b0ae-38eca1c39555,
419,LILLIAN8,439,HIGHPOINT,1,Closed,Line,NO,-53.9,166,32.5,LIL_HIGHPNT1,13acf041-e10a-42b6-ba9e-7d31baf46de7,421765
420,TOMCAT,433,WILDCAT,1,Closed,Line,NO,65.8,266,24.7,TOMCAT_WILDCAT,4315,8e2b004a-154c-4af2-bc5f-e8fa666c7013
420,TOMCAT,2282,CHARCA_8,1,Closed,Line,NO,1.7,313.6,0.5,828_A,668198,da5be273-9cc3-446e-ad2f-cb478bab4d88
420,TOMCAT,2282,CHARCA_8,2,Closed,Line,NO,1.7,313.6,0.5,828_B,668199,c84e35ed-abd6-4e95-83dd-5fbcf20d518c
