teid,RdfId,PsseType,NodeType,CircuitIdentifier,Name,BusNumber1,BusName1,Substation1,BusNumber2,BusName2,Substation2,EquipmentName,OpEqName,branch_id,branch_name,b1,b2,ckt,DeviceType,FromName,ToName,OP_EQCODE,EQNAME,match_status,opeq_status
2756,484a5393-97ca-46b6-97c6-ee8cf610d715,Branch,ACLineSegment,1,1375_B _B 1 138kV,3357,PLSNTSPG_8,PLSSP,3358,CENTVILL_8,CNI45,_B,1375__B,60000201.0,1230_D,,,1,Line,PLSNTSPG_8,CENTVILL_8,1230__D,_D,duplicate_match,different
2757,5ac4f25e-8ac7-4b21-93b6-496be64510f5,Branch,ACLineSegment,1,1265_B _B 1 138kV,3354,CROCKETT_8,CRKET,3355,GRPLMGTA_8,GPMTP,_B,1265__B,60114760.0,1265_B,,,1,Line,GRPLMGTA_8,CROCKETT_8,1265__B,_B,duplicate_match,different
2757,5ac4f25e-8ac7-4b21-93b6-496be64510f5,Branch,ACLineSegment,1,1265_B _B 1 138kV,3354,CROCKETT_8,CRKET,3355,GRPLMGTA_8,GPMTP,_B,1265__B,60000202.0,1230_E,,,1,Line,CROCKETT_8,GRPLMGTA_8,1230__E,_E,duplicate_match,different
2771,615968e0-c454-429e-9601-59db9b9c1144,Branch,ACLineSegment,1,1240__K _A 1 138kV,212,WINKLER,WINKLER,3127,TRINIDAD_8,TRSES,_A,1245__A,60000219.0,1240_K,,,1,Line,WINKLER,TRINIDAD_8,1240__K,_K,duplicate_match,different
2771,615968e0-c454-429e-9601-59db9b9c1144,Branch,ACLineSegment,1,1240__K _A 1 138kV,212,WINKLER,WINKLER,3127,TRINIDAD_8,TRSES,_A,1245__A,60012640.0,1245_A,,,1,Line,WINKLER,TRINIDAD_8,1245__A,_A,duplicate_match,different
2772,0a0aa93e-ec24-4728-8a1a-4e1c9ee48668,Branch,ACLineSegment,1,1250_N _N 1 138kV,3507,BIGBRNM2_8,BBSES,3509,BBRN_OPN_8,BBMN2,_N,1250__N,60012688.0,1250_N,,,1,Line,BIGBRNM2_8,BBRN_OPN_8,1250__N,_N,duplicate_match,different
2772,0a0aa93e-ec24-4728-8a1a-4e1c9ee48668,Branch,ACLineSegment,1,1250_N _N 1 138kV,3507,BIGBRNM2_8,BBSES,3509,BBRN_OPN_8,BBMN2,_N,1250__N,60000220.0,1240_N,,,1,Line,BIGBRNM2_8,BBRN_OPN_8,1240__N,_N,duplicate_match,different
2789,cd5a60c0-e19a-407a-856b-1f458448ed5c,Branch,ACLineSegment,1,670T670_1 1 1 138kV,7310,L_SIMGID8_1Y,GIDEON,7324,L_BUTLER8_1Y,BUTLER,1,670T670_1,60000739.0,195T260,,,1,Line,L_SIMGID8_1Y,L_BUTLER8_1Y,195T260_1,1,duplicate_match,different
2789,cd5a60c0-e19a-407a-856b-1f458448ed5c,Branch,ACLineSegment,1,670T670_1 1 1 138kV,7310,L_SIMGID8_1Y,GIDEON,7324,L_BUTLER8_1Y,BUTLER,1,670T670_1,60009142.0,670T6701,,,1,Line,L_SIMGID8_1Y,L_BUTLER8_1Y,670T670_1,1,duplicate_match,different
2790,2ecc08d2-ce9a-41de-8d75-6eff7d5d9f9e,Branch,ACLineSegment,1,671T671_1 1 1 138kV,7270,L_BELLSO8_1Y,BELLSO,7287,L_BELLNO8_1Y,BELLNO,1,671T671_1,60000776.0,202T467,,,1,Line,L_BELLSO8_1Y,L_BELLNO8_1Y,202T467_1,1,duplicate_match,different
2790,2ecc08d2-ce9a-41de-8d75-6eff7d5d9f9e,Branch,ACLineSegment,1,671T671_1 1 1 138kV,7270,L_BELLSO8_1Y,BELLSO,7287,L_BELLNO8_1Y,BELLNO,1,671T671_1,60009139.0,671T6711,,,1,Line,L_BELLNO8_1Y,L_BELLSO8_1Y,671T671_1,1,duplicate_match,different
2822,c1925b67-660f-4d1c-b873-918ae83b55e4,Branch,ACLineSegment,1,MEDIOC_WARBUR1_1 1 1 138kV,5607,WRBRTN8,WARBURTN,8912,MEDIOCR4A,MEDIOCRK,1,MEDIOC_WARBUR1_1,60009587.0,MEDIOC_WARBUR11,,,1,Line,MEDIOCR4A,WRBRTN8,MEDIOC_WARBUR1_1,1,duplicate_match,different
2822,c1925b67-660f-4d1c-b873-918ae83b55e4,Branch,ACLineSegment,1,MEDIOC_WARBUR1_1 1 1 138kV,5607,WRBRTN8,WARBURTN,8912,MEDIOCR4A,MEDIOCRK,1,MEDIOC_WARBUR1_1,60005826.0,LHILL_WARBU_1B,,,1,Line,WRBRTN8,MEDIOCR4A,LHILL_WARBU_1B_1,1,duplicate_match,different
2839,e13d6712-cd7d-4b5d-8630-706a69368f73,Branch,ACLineSegment,1,994T393_1 1 1 138kV,3630,COPPERCV1_8,CPRCV,7061,L_COPPCO8_1Y,COPPCV,1,994T393_1,60008649.0,994T3931,,,1,Line,COPPERCV1_8,L_COPPCO8_1Y,994T393_1,1,duplicate_match,different
2839,e13d6712-cd7d-4b5d-8630-706a69368f73,Branch,ACLineSegment,1,994T393_1 1 1 138kV,3630,COPPERCV1_8,CPRCV,7061,L_COPPCO8_1Y,COPPCV,1,994T393_1,60000173.0,1181T393,,,1,Line,COPPERCV1_8,L_COPPCO8_1Y,1181T393_1,1,duplicate_match,different
2840,e140cc70-0fee-4d6b-b2df-d59a96da7c28,Branch,ACLineSegment,1,274T155_1 1 1 138kV,7567,L_LYLEWO8_1Y,LYLEWO,7571,L_LEXING8_1Y,LEXING,1,702T702_1,60001040.0,274T155,,,1,Line,L_LYLEWO8_1Y,L_LEXING8_1Y,274T155_1,1,duplicate_match,different
2840,e140cc70-0fee-4d6b-b2df-d59a96da7c28,Branch,ACLineSegment,1,274T155_1 1 1 138kV,7567,L_LYLEWO8_1Y,LYLEWO,7571,L_LEXING8_1Y,LEXING,1,702T702_1,60010920.0,702T7021,,,1,Line,L_LEXING8_1Y,L_LYLEWO8_1Y,702T702_1,1,duplicate_match,different
2849,e22ea01d-2f6b-423a-9b29-570618bea5d4,Branch,ACLineSegment,1,SABIN_NEVAD_1 1 1 138kV,811,NEVADA,NEVADA,991,SABINECRKTAP,SABNCRKT,1,SABIN_NEVAD_1,60089147.0,SABIN_NEVAD,,,1,Line,NEVADA,SABINECRKTAP,SABIN_NEVAD_1,1,duplicate_match,different
2849,e22ea01d-2f6b-423a-9b29-570618bea5d4,Branch,ACLineSegment,1,SABIN_NEVAD_1 1 1 138kV,811,NEVADA,NEVADA,991,SABINECRKTAP,SABNCRKT,1,SABIN_NEVAD_1,60006374.0,NEVADA_SHELBY,,,1,Line,NEVADA,SHELBY1,NEVADA_SHELBY_1,1,duplicate_match,different
2853,e299f5bc-478f-4c56-89d3-838c8d14c74c,Branch,ACLineSegment,1,LOSP_PI2_1 1 1 345kV,9041,LOSTPN34,LOSTPINE,170174,LOSTPINE5,LOSTPI,1,LOST_PI2_1,60005924.0,LOSP_PI2,,,1,Line,L_LOSTPI1_1Y,LOSTPN34,LOSP_PI2_1,1,duplicate_match,different
2853,e299f5bc-478f-4c56-89d3-838c8d14c74c,Branch,ACLineSegment,1,LOSP_PI2_1 1 1 345kV,9041,LOSTPN34,LOSTPINE,170174,LOSTPINE5,LOSTPI,1,LOST_PI2_1,60010952.0,LOST_PI21,,,1,Line,LOSTPINE5,LOSTPN34,LOST_PI2_1,1,duplicate_match,different
2904,9f976665-20c4-4fc5-aec7-be2c963fa1c5,Branch,ACLineSegment,1,924T214_1 1 1 138kV,7132,L_GILLES8_1Y,GILLES,76390,L_FORTMA8_1N,FORTMA,1,924T214_1,60000417.0,1435T214,,,1,Line,L_GILLES8_1Y,L_FORTMA8_1N,1435T214_1,1,duplicate_match,different
2904,9f976665-20c4-4fc5-aec7-be2c963fa1c5,Branch,ACLineSegment,1,924T214_1 1 1 138kV,7132,L_GILLES8_1Y,GILLES,76390,L_FORTMA8_1N,FORTMA,1,924T214_1,60008700.0,924T2141,,,1,Line,L_FORTMA8_1N,L_GILLES8_1Y,924T214_1,1,duplicate_match,different
2962,d0b15482-208c-43aa-abbd-1f4f0aa65178,Branch,ACLineSegment,1,ESKSW_TRNT1_1 1 1 69kV,1340,ESKOTA_9,ESKSW,6247,TRNT2A,TRNT,1,ESKSW_TRNT1_1,60002258.0,6585,,,1,Line,ESKOTA_9,TRNT2A,6585__A,_A,duplicate_match,different
2962,d0b15482-208c-43aa-abbd-1f4f0aa65178,Branch,ACLineSegment,1,ESKSW_TRNT1_1 1 1 69kV,1340,ESKOTA_9,ESKSW,6247,TRNT2A,TRNT,1,ESKSW_TRNT1_1,60009486.0,ESKSW_TRNT11,,,1,Line,TRNT2A,ESKOTA_9,ESKSW_TRNT1_1,1,duplicate_match,different
2966,e43b0741-73b6-49dc-be9a-0d13bb8e936d,Branch,ACLineSegment,1,1215_A _A 1 138kV,234,CHATT,CHATT,3522,HILLBORO1_8,HLSBR,_A,1215__A,60000185.0,1210_A_OldTeid,,,1,Line,CHATT,HILLBORO1_8,1210__A_OldTeid,_A,duplicate_match,different
2966,e43b0741-73b6-49dc-be9a-0d13bb8e936d,Branch,ACLineSegment,1,1215_A _A 1 138kV,234,CHATT,CHATT,3522,HILLBORO1_8,HLSBR,_A,1215__A,60012563.0,1215_A,,,1,Line,CHATT,HILLBORO1_8,1215__A,_A,duplicate_match,different
2999,bfed40c4-ffba-4c89-88a9-4a1f5dbe8fe5,Branch,ACLineSegment,1,983T435_1 1 1 138kV,8426,CITGO_NO4A,CITGO_NO,8470,HIWAY_94A,HIWAY_9,1,983T435_1,60008719.0,983T4351,,,1,Line,CITGO_NO4A,HIWAY_94A,983T435_1,1,duplicate_match,different
2999,bfed40c4-ffba-4c89-88a9-4a1f5dbe8fe5,Branch,ACLineSegment,1,983T435_1 1 1 138kV,8426,CITGO_NO4A,CITGO_NO,8470,HIWAY_94A,HIWAY_9,1,983T435_1,60080823.0,CITGO__HIWAY_11,,,1,Line,,,CITGO__HIWAY_1_1,1,duplicate_match,different
3021,a5100d38-c3dc-4bd4-871c-7eb323ae492b,Branch,ACLineSegment,1,239T281_1 1 1 69kV,7426,L_LEAKEY9_1Y,LEAKEY,7428,L_UTOPIA9_1Y,UTOPIA,1,9524_T21489_1,60000958.0,239T281,,,1,Line,L_LEAKEY9_1Y,L_UTOPIA9_1Y,239T281_1,1,duplicate_match,different
3021,a5100d38-c3dc-4bd4-871c-7eb323ae492b,Branch,ACLineSegment,1,239T281_1 1 1 69kV,7426,L_LEAKEY9_1Y,LEAKEY,7428,L_UTOPIA9_1Y,UTOPIA,1,9524_T21489_1,60010917.0,9524_T214891,,,1,Line,L_UTOPIA9_1Y,L_LEAKEY9_1Y,9524_T21489_1,1,duplicate_match,different
3050,c6596cfd-8d33-4618-b932-82340d5cd4b9,Branch,ACLineSegment,1,GRAYBC_HARROL1_1 1 1 69kV,6071,GRAYBCKT2A,GRAYBCKT,6072,HARROLD2A,HARROLD,1,GRAYBC_HARROL1_1,60009016.0,GRAYBC_HARROL11,,,1,Line,GRAYBCKT2A,HARROLD2A,GRAYBC_HARROL1_1,1,duplicate_match,different
3050,c6596cfd-8d33-4618-b932-82340d5cd4b9,Branch,ACLineSegment,1,GRAYBC_HARROL1_1 1 1 69kV,6071,GRAYBCKT2A,GRAYBCKT,6072,HARROLD2A,HARROLD,1,GRAYBC_HARROL1_1,60005112.0,GRAYBC_HARR1,,,1,Line,GRAYBCKT2A,HARR2A,GRAYBC_HARR1_1,1,duplicate_match,different
3126,a5cb2ca7-4c43-4fea-9304-20c26b7a6509,Branch,ACLineSegment,1,395_A_1 _1 1 345kV,970,BENDAVIS_5,BNDVS,2478,ROYSE_S5,RYSSW,_1,395_A__1,60092473.0,395_A_1,,,1,Line,ROYSE_S5,BENDAVIS_5,395_A__1,_1,duplicate_match,different
3126,a5cb2ca7-4c43-4fea-9304-20c26b7a6509,Branch,ACLineSegment,1,395_A_1 _1 1 345kV,970,BENDAVIS_5,BNDVS,2478,ROYSE_S5,RYSSW,_1,395_A__1,60001486.0,395_A,,,1,Line,BENDAVIS_5,ROYSE_S5,395_A_1,1,duplicate_match,different
3157,e717666b-aba8-48f8-9b76-28f25982c4a1,Branch,ACLineSegment,1,ABPOWE_ABPLTT1_1 1 1 69kV,6278,ABPLTTP2A,ABPLTTP,6282,ABPOWERS2A,ABPOWERS,1,ABPOWE_ABPLTT1_1,60013294.0,ABPOWE_ABPLTT11,,,1,Line,ABPOWERS2A,ABPLTTP2A,ABPOWE_ABPLTT1_1,1,duplicate_match,different
3157,e717666b-aba8-48f8-9b76-28f25982c4a1,Branch,ACLineSegment,1,ABPOWE_ABPLTT1_1 1 1 69kV,6278,ABPLTTP2A,ABPLTTP,6282,ABPOWERS2A,ABPOWERS,1,ABPOWE_ABPLTT1_1,60002867.0,ABPG_ABPLTT1,,,1,Line,ABPLTTP2A,ABPG2A,ABPG_ABPLTT1_1,1,duplicate_match,different
3160,e7795b4a-8c7a-417a-8709-dcb6d26b3682,Branch,ACLineSegment,1,40T189_1 1 1 138kV,7104,L_WIRTZ_8_1Y,WIRTZ,7126,L_FERGUS8_1Y,FERGUS,1,40T189_1,60107558.0,40T189,,,1,Line,L_WIRTZ_8_1Y,L_FERGUS8_1Y,40T189_1,1,duplicate_match,same_element
3160,e7795b4a-8c7a-417a-8709-dcb6d26b3682,Branch,ACLineSegment,1,40T189_1 1 1 138kV,7104,L_WIRTZ_8_1Y,WIRTZ,7126,L_FERGUS8_1Y,FERGUS,1,40T189_1,60001507.0,40T1891,,,1,Line,L_FERGUS8_1Y,L_WIRTZ_8_1Y,40T189_1,1,duplicate_match,same_element
3170,e8b399fb-4a7e-4831-89fa-6d34fba8b73d,Branch,ACLineSegment,1,464T464_1 1 1 138kV,8255,HAMILTON4A,HAMILTON,78255,L_PINTCR8_1Y,PINTCR,1,464T464_1,60001573.0,464T4641,,,1,Line,HAMILTON4A,L_PINTCR8_1Y,464T464_1,1,duplicate_match,different
3170,e8b399fb-4a7e-4831-89fa-6d34fba8b73d,Branch,ACLineSegment,1,464T464_1 1 1 138kV,8255,HAMILTON4A,HAMILTON,78255,L_PINTCR8_1Y,PINTCR,1,464T464_1,60001066.0,297T464,,,1,Line,BRACKETT4A,HAMILTN4,297T464_1,1,duplicate_match,different
3176,b176b1f6-7a91-49e9-a41d-8a20a20186da,Branch,ACLineSegment,1,1375_A _A 1 138kV,3358,CENTVILL_8,CNI45,3394,JEWETTA_8,JEWET,_A,1375__A,60000200.0,1230_C,,,1,Line,CENTVILL_8,JEWETTA_8,1230__C,_C,duplicate_match,different
3176,b176b1f6-7a91-49e9-a41d-8a20a20186da,Branch,ACLineSegment,1,1375_A _A 1 138kV,3358,CENTVILL_8,CNI45,3394,JEWETTA_8,JEWET,_A,1375__A,60114747.0,1375_A,,,1,Line,JEWETTA_8,CENTVILL_8,1375__A,_A,duplicate_match,different
3196,a5ff709b-51c4-4f0e-8a50-2926c8ca8278,Branch,ACLineSegment,1,1525_C _C 1 138kV,3271,PALSTNS_8,PLSTH,3272,PALESTNE_8,PLSTN,_C,1525__C,60011538.0,1525_C,,,1,Line,PALSTNS_8,PALESTNE_8,1525__C,_C,duplicate_match,different
3196,a5ff709b-51c4-4f0e-8a50-2926c8ca8278,Branch,ACLineSegment,1,1525_C _C 1 138kV,3271,PALSTNS_8,PLSTH,3272,PALESTNE_8,PLSTN,_C,1525__C,60000460.0,1520_E,,,1,Line,PALSTNS_8,PALESTNE_8,1520__E,_E,duplicate_match,different
3210,730f7f15-1340-4a13-94c4-479db65f0b65,Branch,ACLineSegment,1,ABINDU_ELMCRK1_1 1 1 138kV,6255,ELMCRK4A,ELMCRK,60772,ABIP4A,ABINDUST,1,ABINDU_ELMCRK1_1,60002841.0,ABEC_ABINDU1,,,1,Line,ABEC4A,ABIP4A,ABEC_ABINDU1_1,1,duplicate_match,different
3210,730f7f15-1340-4a13-94c4-479db65f0b65,Branch,ACLineSegment,1,ABINDU_ELMCRK1_1 1 1 138kV,6255,ELMCRK4A,ELMCRK,60772,ABIP4A,ABINDUST,1,ABINDU_ELMCRK1_1,60009056.0,ABINDU_ELMCRK11,,,1,Line,ELMCRK4A,ABIP4A,ABINDU_ELMCRK1_1,1,duplicate_match,different
3211,8c8d4abb-e192-4c8d-af5b-b3024dcc3c22,Branch,ACLineSegment,1,EASTMU_PAINTC1_1 1 1 138kV,6117,EASTMUND4B,EASTMUND,6161,PAINTCRE4A,PAINTCRE,1,EASTMU_PAINTC1_1,60004494.0,EASTMU_PAIP1,,,1,Line,EASTMUND4B,PAIP4A,EASTMU_PAIP1_1,1,duplicate_match,different
3211,8c8d4abb-e192-4c8d-af5b-b3024dcc3c22,Branch,ACLineSegment,1,EASTMU_PAINTC1_1 1 1 138kV,6117,EASTMUND4B,EASTMUND,6161,PAINTCRE4A,PAINTCRE,1,EASTMU_PAINTC1_1,60008425.0,EASTMU_PAINTC11,,,1,Line,EASTMUND4B,PAINTCRE4A,EASTMU_PAINTC1_1,1,duplicate_match,different
3212,9f06db2a-3875-47d2-98ed-28a6b90e72df,Branch,ACLineSegment,1,ABNTHW_CALLAH1_1 1 1 138kV,6228,ABNTHWST4A,ABNTHWST,6229,CALLAHAN4A,CALLAHAN,1,ABNTHW_CALLAH1_1,60009047.0,ABNTHW_CALLAH11,,,1,Line,ABNTHWST4A,CALLAHAN4A,ABNTHW_CALLAH1_1,1,duplicate_match,different
3212,9f06db2a-3875-47d2-98ed-28a6b90e72df,Branch,ACLineSegment,1,ABNTHW_CALLAH1_1 1 1 138kV,6228,ABNTHWST4A,ABNTHWST,6229,CALLAHAN4A,CALLAHAN,1,ABNTHW_CALLAH1_1,60002859.0,ABNW_CALLAH1,,,1,Line,ABNW4A,CALLAHAN4A,ABNW_CALLAH1_1,1,duplicate_match,different
3213,4da663dd-48bf-49f2-b94b-f2f4d3535105,Branch,ACLineSegment,1,EASTMU_PAINTC2_1 1 1 138kV,6110,EASTMUND4A,EASTMUND,6169,PAINTCRE4B,PAINTCRE,1,EASTMU_PAINTC2_1,60004495.0,EASTMU_PAIP2,,,1,Line,EASTMUND4A,PAIP4B,EASTMU_PAIP2_1,1,duplicate_match,different
3213,4da663dd-48bf-49f2-b94b-f2f4d3535105,Branch,ACLineSegment,1,EASTMU_PAINTC2_1 1 1 138kV,6110,EASTMUND4A,EASTMUND,6169,PAINTCRE4B,PAINTCRE,1,EASTMU_PAINTC2_1,60008424.0,EASTMU_PAINTC21,,,1,Line,PAINTCRE4B,EASTMUND4A,EASTMU_PAINTC2_1,1,duplicate_match,different
3214,fac88980-68e9-43ca-a3d7-969302295bed,Branch,ACLineSegment,1,ELMCRK_TWILIG1_1 1 1 138kV,6255,ELMCRK4A,ELMCRK,6256,TWILIGHT4A,TWILIGHT,1,ELMCRK_TWILIG1_1,60009055.0,ELMCRK_TWILIG11,,,1,Line,ELMCRK4A,TWILIGHT4A,ELMCRK_TWILIG1_1,1,duplicate_match,different
3214,fac88980-68e9-43ca-a3d7-969302295bed,Branch,ACLineSegment,1,ELMCRK_TWILIG1_1 1 1 138kV,6255,ELMCRK4A,ELMCRK,6256,TWILIGHT4A,TWILIGHT,1,ELMCRK_TWILIG1_1,60002845.0,ABEC_ABTT1,,,1,Line,ABEC4A,ABTT4A,ABEC_ABTT1_1,1,duplicate_match,different
3232,a8fc0ed3-269b-4110-aafc-3e67c288fa66,Branch,ACLineSegment,1,649T649_1 1 1 138kV,7323,L_SHADGL8_1Y,SHADGL,7330,L_MANOR_8_1Y,MANOR,1,649T649_1,60009144.0,649T6491,,,1,Line,L_MANOR_8_1Y,L_SHADGL8_1Y,649T649_1,1,duplicate_match,different
3232,a8fc0ed3-269b-4110-aafc-3e67c288fa66,Branch,ACLineSegment,1,649T649_1 1 1 138kV,7323,L_SHADGL8_1Y,SHADGL,7330,L_MANOR_8_1Y,MANOR,1,649T649_1,60000810.0,210T574,,,1,Line,L_SHADGL8_1Y,L_MANOR_8_1Y,210T574_1,1,duplicate_match,different
3244,c97c50c0-85d6-4540-951d-bbf0aab90fc5,Branch,ACLineSegment,1,HARROL_WAGGON1_1 1 1 69kV,6072,HARROLD2A,HARROLD,6075,WAGGONER2A,WAGGONER,1,HARROL_WAGGON1_1,60005230.0,HARR_WAGGON1,,,1,Line,HARR2A,WAGGONER2A,HARR_WAGGON1_1,1,duplicate_match,different
3244,c97c50c0-85d6-4540-951d-bbf0aab90fc5,Branch,ACLineSegment,1,HARROL_WAGGON1_1 1 1 69kV,6072,HARROLD2A,HARROLD,6075,WAGGONER2A,WAGGONER,1,HARROL_WAGGON1_1,60009017.0,HARROL_WAGGON11,,,1,Line,HARROLD2A,WAGGONER2A,HARROL_WAGGON1_1,1,duplicate_match,different
3264,ea302771-7cce-40ae-8904-4790b7ac6998,Branch,ACLineSegment,1,SANSAS_TERRY_1 1 1 69kV,7074,L_SASASW9_1Y,SASASW,23826,TERRY_9,TERRY,1,SANSAS_TERRY_1,60008103.0,SANSAS_TERRY1,,,1,Line,L_SASASW9_1Y,TERRY_9,SANSAS_TERRY_1,1,duplicate_match,different
3264,ea302771-7cce-40ae-8904-4790b7ac6998,Branch,ACLineSegment,1,SANSAS_TERRY_1 1 1 69kV,7074,L_SASASW9_1Y,SASASW,23826,TERRY_9,TERRY,1,SANSAS_TERRY_1,60000858.0,21T310,,,1,Line,L_SASASW9_1Y,L_TERRY_9_1Y,21T310_1,1,duplicate_match,different
3274,888f032a-aba4-4776-afc0-761451181fe3,Branch,ACLineSegment,1,89T204_1 1 1 138kV,7174,L_HENNE_8_1Y,HENNE,7180,L_ZORN__8_1Y,ZORN,1,89T204_1,60002724.0,89T2041,,,1,Line,L_ZORN__8_1Y,L_HENNE_8_1Y,89T204_1,1,duplicate_match,same_element
3274,888f032a-aba4-4776-afc0-761451181fe3,Branch,ACLineSegment,1,89T204_1 1 1 138kV,7174,L_HENNE_8_1Y,HENNE,7180,L_ZORN__8_1Y,ZORN,1,89T204_1,60110572.0,89T204,,,1,Line,L_HENNE_8_1Y,L_ZORN__8_1Y,89T204_1,1,duplicate_match,same_element
3278,88b51601-9e30-4cf6-a9a2-c713b561bcbc,Branch,ACLineSegment,1,CEDARG_ROBT1_1 1 1 69kV,6326,ROBT2A,ROBT,6327,CEDARGAP2A,CEDARGAP,1,CEDARG_ROBT1_1,60002826.0,ABCG_ROBT1,,,1,Line,ROBT2A,ABCG2A,ABCG_ROBT1_1,1,duplicate_match,different
3278,88b51601-9e30-4cf6-a9a2-c713b561bcbc,Branch,ACLineSegment,1,CEDARG_ROBT1_1 1 1 69kV,6326,ROBT2A,ROBT,6327,CEDARGAP2A,CEDARGAP,1,CEDARG_ROBT1_1,60009089.0,CEDARG_ROBT11,,,1,Line,ROBT2A,CEDARGAP2A,CEDARG_ROBT1_1,1,duplicate_match,different
3287,895fc444-c171-491f-b008-564b41fba5c5,Branch,ACLineSegment,1,552T552 1 1 138kV,6586,MCCAMY4,MCAM,76001,L_TIPPET8_1Y,TIPPET,1,552T552_1,60001692.0,552T5521,,,1,Line,MCCAMY4,L_TIPPET8_1Y,552T552_1,1,duplicate_match,different
3287,895fc444-c171-491f-b008-564b41fba5c5,Branch,ACLineSegment,1,552T552 1 1 138kV,6586,MCCAMY4,MCAM,76001,L_TIPPET8_1Y,TIPPET,1,552T552_1,60000060.0,10578T552,,,1,Line,MCCAMY4,L_DESKY28_1Y,10578T552_1,1,duplicate_match,different
3300,01a60301-3dda-492f-b0fa-b7362ca24702,Branch,ACLineSegment,1,138_DEL_DWC_1 1 1 138kV,38373,TNDELAWR__1,DELAWARE,38374,TNDELAWRC_1,DELAWARC,1,138_DEL_DWC_1,60007008.0,RT_VL_47,,,47,Line,RETREV__69X,VLASCO__69A,RT_VL_47_A,A,duplicate_match,different
3300,01a60301-3dda-492f-b0fa-b7362ca24702,Branch,ACLineSegment,1,138_DEL_DWC_1 1 1 138kV,38373,TNDELAWR__1,DELAWARE,38374,TNDELAWRC_1,DELAWARC,1,138_DEL_DWC_1,60008173.0,138_DEL_DWC1,,,1,Line,TNDELAWRC_1,TNDELAWR__1,138_DEL_DWC_1,1,duplicate_match,different
3305,ab330367-cbb1-436c-a20d-f9e0862c3254,Branch,ACLineSegment,1,OLI_BEN1_1 1 1 138kV,818,OLINGER,OLINGR,968,BENDAVIS_8,BNDVS,1,OLI_BEN1_1,60006517.0,OLI_BEN11,,,1,Line,BENDAVIS_8,OLINGER,OLI_BEN1_1,1,duplicate_match,same_element
3305,ab330367-cbb1-436c-a20d-f9e0862c3254,Branch,ACLineSegment,1,OLI_BEN1_1 1 1 138kV,818,OLINGER,OLINGR,968,BENDAVIS_8,BNDVS,1,OLI_BEN1_1,60110564.0,OLI_BEN1,,,1,Line,OLINGER,BENDAVIS_8,OLI_BEN1_1,1,duplicate_match,same_element
3309,ab66766a-0834-48a4-80ff-7e3ab418da5f,Branch,ACLineSegment,1,T4_V0_1 1 1 138kV,5210,HILLCTY1_8,HILLCTRY,5415,STONEGAT,V0,1,T4_V0_1,60010208.0,T4_V01,,,1,Line,HILLCTY1_8,STONEGAT,T4_V0_1,1,duplicate_match,different
3309,ab66766a-0834-48a4-80ff-7e3ab418da5f,Branch,ACLineSegment,1,T4_V0_1 1 1 138kV,5210,HILLCTY1_8,HILLCTRY,5415,STONEGAT,V0,1,T4_V0_1,60007452.0,T4_V0_1,,,1,Line,HILLCTY1_8,STONEGAT,T4_V0_1_1,1,duplicate_match,different
3312,ca60b4f4-0a97-4858-b346-bd788b401731,Branch,ACLineSegment,1,470T470_1 1 1 138kV,76318,L_BUTMAN8_1Y,BUTMAN,76319,L_MCELMU8_1Y,MCELMU,1,470T470_1,60001581.0,470T4701,,,1,Line,L_MCELMU8_1Y,L_BUTMAN8_1Y,470T470_1,1,duplicate_match,different
3312,ca60b4f4-0a97-4858-b346-bd788b401731,Branch,ACLineSegment,1,470T470_1 1 1 138kV,76318,L_BUTMAN8_1Y,BUTMAN,76319,L_MCELMU8_1Y,MCELMU,1,470T470_1,60000634.0,177T470,,,1,Line,L_BUTMAN8_1Y,L_MCELTA8_1Y,177T470_1,1,duplicate_match,different
3316,ca896968-5f71-4f0a-bea2-ec2ebd8c35bb,Branch,ACLineSegment,2,ROSHIL_RC_TALTY 1 2 138kV,6894,ROSHILRC,ROSHILRC,6902,TALTY_RC,TALTY_RC,1,RSHIL_RC_TALTY_1,60006616.0,PATN_RC_TALTY,,,2,Line,PATN_RC,TALTY_RC,PATN_RC_TALTY_1,1,duplicate_match,different
3316,ca896968-5f71-4f0a-bea2-ec2ebd8c35bb,Branch,ACLineSegment,2,ROSHIL_RC_TALTY 1 2 138kV,6894,ROSHILRC,ROSHILRC,6902,TALTY_RC,TALTY_RC,1,RSHIL_RC_TALTY_1,60012171.0,RSHIL_RC_TALTY1,,,2,Line,ROSHILRC,TALTY_RC,RSHIL_RC_TALTY_1,1,duplicate_match,different
3331,eb4f6842-9c20-44a8-87a8-17c00cea6d4c,Branch,ACLineSegment,1,VOGELS_VOGELT1_1 1 1 69kV,6239,VOGELTAP2A,VOGELTAP,6240,VOGELSTR2A,VOGELSTR,1,VOGELS_VOGELT1_1,60002886.0,ABVO_ABVT1,,,1,Line,ABVT2A,ABVO2A,ABVO_ABVT1_1,1,duplicate_match,different
3331,eb4f6842-9c20-44a8-87a8-17c00cea6d4c,Branch,ACLineSegment,1,VOGELS_VOGELT1_1 1 1 69kV,6239,VOGELTAP2A,VOGELTAP,6240,VOGELSTR2A,VOGELSTR,1,VOGELS_VOGELT1_1,60009050.0,VOGELS_VOGELT11,,,1,Line,VOGELSTR2A,VOGELTAP2A,VOGELS_VOGELT1_1,1,duplicate_match,different
