teid,RdfId,PsseType,NodeType,CircuitIdentifier,Name,BusNumber1,BusName1,Substation1,BusNumber2,BusName2,Substation2,EquipmentName,OpEqName,branch_id,branch_name,b1,b2,ckt,DeviceType,FromName,ToName,OP_EQCODE,EQNAME,match_status,opeq_status
280077,e01d801f-e5a4-4ed9-a712-3477ba89bb08,Transformer,PowerTransformer,2,FMR4 138kV-26kV,1951,HANDLEYD_8,HLSES,150052,HLSES_UNIT4,HLSES,FMR4,HLSES_FMR4,60110771.0,HLSES_FMR4,,,2,Transformer,HANDLEYD_8,HLSES_UNIT4,HLSES_FMR4,,duplicate_match,different
280079,e03ad75d-f268-4d9b-b3d3-1e37cef71d85,Transformer,PowerTransformer,2,382L 138kV-1kV,84522,LON_HILL4C,LON_HILL,8450,LH2DUM,LON_HILL,382L,LON_HILL_382L,60010055.0,LON_HILL_345_1382L_H,,,2,Transformer,LH2DUM,LON_HILL4C,LON_HILL_345_1382L_H,345_1382L_H,duplicate_match,different
280079,e03ad75d-f268-4d9b-b3d3-1e37cef71d85,Transformer,PowerTransformer,2,382L 138kV-1kV,84522,LON_HILL4C,LON_HILL,8450,LH2DUM,LON_HILL,382L,LON_HILL_382L,60005912.0,LON_HILL_345_1382L,,,2,Transformer,LH2DUM,LON_HILL4A,LON_HILL_345_1382L,345_1382L,duplicate_match,different
280081,e096d5df-4ac6-41dd-9536-392d904eac84,Transformer,PowerTransformer,G1,XT5A 345kV-1kV,49204,GENTHW5X05_5,THW,49149,49149_STAR,THW,XT5A,THW_XT5A,60111600.0,THW_XT5A,,,G1,Transformer,49149_STAR,GENTHW5X05_5,THW_XT5A,,duplicate_match,different
280081,e096d5df-4ac6-41dd-9536-392d904eac84,Transformer,PowerTransformer,G1,XT5A 345kV-1kV,49204,GENTHW5X05_5,THW,49149,49149_STAR,THW,XT5A,THW_XT5A,60087858.0,THW_THWXT5A,,,G1,Transformer,T_H_W___345B,49149_STAR,THW_THWXT5A,THWXT5A,duplicate_match,different
280082,e1094537-c77c-479c-958a-53705c25a15b,Transformer,PowerTransformer,1,TF-B 345kV-18kV,7049,L_BASTEN5_1Y,BASTEN,170182,BAST_GTG2100,BASTEN,TF-B,BASTEN_TF-B,60111011.0,BASTEN_TF-B,,,1,Transformer,L_BASTEN5_1Y,BAST_GTG2100,BASTEN_TF-B,,duplicate_match,different
280082,e1094537-c77c-479c-958a-53705c25a15b,Transformer,PowerTransformer,1,TF-B 345kV-18kV,7049,L_BASTEN5_1Y,BASTEN,170182,BAST_GTG2100,BASTEN,TF-B,BASTEN_TF-B,60003212.0,BASTEN_1EY-TF-B,,,2,Transformer,L_BASTEN5_1Y,BAST_GTG2100,BASTEN_1EY-TF-B,1EY-TF-B,duplicate_match,different
280086,e373118e-b130-442c-88ec-c61678211b51,Transformer,PowerTransformer,G1,MT2 138kV-24kV,49201,GENCBY2_02_8,CBY,110072,CBY_CBY_G2,CBY,MT2,CBY_MT2,60111594.0,CBY_MT2,,,G1,Transformer,GENCBY2_02_8,CBY_CBY_G2,CBY_MT2,,duplicate_match,different
280086,e373118e-b130-442c-88ec-c61678211b51,Transformer,PowerTransformer,G1,MT2 138kV-24kV,49201,GENCBY2_02_8,CBY,110072,CBY_CBY_G2,CBY,MT2,CBY_MT2,60080631.0,CBY_CBYMT2_,,,G1,Transformer,CBY_CBY_G2,CEDARP__138B,CBY_CBYMT2_,CBYMT2_,duplicate_match,different
280088,e427a821-b10e-46cc-bf13-665e0530b4f2,Transformer,PowerTransformer,1,GSU2 138kV-6.9000001kV,7348,L_MARBFA8_1Y,MARBFA,170052,MAR_MARBFAG2,MARBFA,GSU2,MARBFA_GSU2,60006039.0,MARBFA_14GSUT2,,,2,Transformer,MAR_MARBFAG2,L_MARBFA8_1Y,MARBFA_14GSUT2,14GSUT2,duplicate_match,different
280088,e427a821-b10e-46cc-bf13-665e0530b4f2,Transformer,PowerTransformer,1,GSU2 138kV-6.9000001kV,7348,L_MARBFA8_1Y,MARBFA,170052,MAR_MARBFAG2,MARBFA,GSU2,MARBFA_GSU2,60111045.0,MARBFA_GSU2,,,1,Transformer,L_MARBFA8_1Y,MAR_MARBFAG2,MARBFA_GSU2,,duplicate_match,different
280089,e49d3bde-cf7e-4fd3-aead-f577dc2615c3,Transformer,PowerTransformer,5,FMR5 345kV-18kV,246,BOSQUESW5,BOSQUESW,150143,BOSQ_BSQSU_5,BOSQUESW,FMR5,BOSQUESW_FMR5,60110602.0,BOSQUESW_FMR5,,,5,Transformer,BOSQUESW5,BOSQ_BSQSU_5,BOSQUESW_FMR5,,duplicate_match,different
280089,e49d3bde-cf7e-4fd3-aead-f577dc2615c3,Transformer,PowerTransformer,5,FMR5 345kV-18kV,246,BOSQUESW5,BOSQUESW,150143,BOSQ_BSQSU_5,BOSQUESW,FMR5,BOSQUESW_FMR5,60080323.0,BOSQUESW_GSUXFMR5,,,5,Transformer,,,BOSQUESW_GSUXFMR5,GSUXFMR5,duplicate_match,different
280092,e720f4ca-c307-4579-8a57-db80fb87532a,Transformer,PowerTransformer,3,FMR1 138kV-13.8kV,18100,PBGENBUS_B,PB2SES,130011,PB2SES_CT1,PB2SES,FMR1,PB2SES_FMR1,60085653.0,PB2SES_UCXFMR1,,,3,Transformer,,,PB2SES_UCXFMR1,UCXFMR1,duplicate_match,different
280092,e720f4ca-c307-4579-8a57-db80fb87532a,Transformer,PowerTransformer,3,FMR1 138kV-13.8kV,18100,PBGENBUS_B,PB2SES,130011,PB2SES_CT1,PB2SES,FMR1,PB2SES_FMR1,60010471.0,PB2SES_FMR1,,,3,Transformer,PBGENBUS_B,PB2SES_CT1,PB2SES_FMR1,FMR1,duplicate_match,different
280093,e88a0223-a315-4544-835e-bf3f013c988c,Transformer,PowerTransformer,2,T2 345kV-34.5kV,180958,PYRON_1_5,PYR,181031,PYR_PYRON2,PYR,T2,PYR_T2,60112787.0,PYR_T2,,,2,Transformer,PYRON_1_5,PYR_PYRON2,PYR_T2,,duplicate_match,different
280093,e88a0223-a315-4544-835e-bf3f013c988c,Transformer,PowerTransformer,2,T2 345kV-34.5kV,180958,PYRON_1_5,PYR,181031,PYR_PYRON2,PYR,T2,PYR_T2,60006813.0,PYR_PYR_T2,,,2,Transformer,PYR_PYRON1,INDL_1_5,PYR_PYR_T2,PYR_T2,duplicate_match,different
280096,ea95f503-8592-4a5a-8481-fcdeb47b9c6e,Transformer,PowerTransformer,3,2HX 345kV-12.5kV,11879,WLFHOSTR,WHCCS,150172,WHCCS_CT2,WHCCS,2HX,WHCCS_2HX,60111224.0,WHCCS_2HX,,,3,Transformer,WLFHOSTR,WHCCS_CT2,WHCCS_2HX,,duplicate_match,same_element
280096,ea95f503-8592-4a5a-8481-fcdeb47b9c6e,Transformer,PowerTransformer,3,2HX 345kV-12.5kV,11879,WLFHOSTR,WHCCS,150172,WHCCS_CT2,WHCCS,2HX,WHCCS_2HX,100007800.0,WHCCS_2HX,,,3,load,WLFHOSTR,WHCCS_CT2,WHCCS_2HX,2HX,duplicate_match,same_element
280100,ec2fb7f8-5635-4f42-85e6-718453b5569a,Transformer,PowerTransformer,4,FMR1 138kV-16kV,160234,NEDIN_1_8,NEDIN,160231,NED_NEDIN_G1,NEDIN,FMR1,NEDIN_FMR1,60112556.0,NEDIN_FMR1,,,4,Transformer,NED_NEDIN_G1,NEDIN_1_8,NEDIN_FMR1,,duplicate_match,different
280100,ec2fb7f8-5635-4f42-85e6-718453b5569a,Transformer,PowerTransformer,4,FMR1 138kV-16kV,160234,NEDIN_1_8,NEDIN,160231,NED_NEDIN_G1,NEDIN,FMR1,NEDIN_FMR1,60084986.0,NEDIN_UXFMR1,,,4,Transformer,,,NEDIN_UXFMR1,UXFMR1,duplicate_match,different
280101,ec991abd-aedc-4b3a-9202-2c396bb79417,Transformer,PowerTransformer,3,FMR5 138kV-26kV,1950,HANDLEYC_8,HLSES,150053,HLSES_UNIT5,HLSES,FMR5,HLSES_FMR5,60082994.0,HLSES_UXFMR5,,,3,Transformer,,,HLSES_UXFMR5,UXFMR5,duplicate_match,different
280101,ec991abd-aedc-4b3a-9202-2c396bb79417,Transformer,PowerTransformer,3,FMR5 138kV-26kV,1950,HANDLEYC_8,HLSES,150053,HLSES_UNIT5,HLSES,FMR5,HLSES_FMR5,60110769.0,HLSES_FMR5,,,3,Transformer,HANDLEYC_8,HLSES_UNIT5,HLSES_FMR5,,duplicate_match,different
280106,9656dd3e-12c5-4a46-adba-101e38d421d1,Transformer,PowerTransformer,4,FMR4 138kV-13.8kV,331,RWMILLER,MIL,150134,MIL_MILLERG4,MIL,FMR4,MIL_FMR4,60110608.0,MIL_FMR4,,,4,Transformer,RWMILLER,MIL_MILLERG4,MIL_FMR4,,duplicate_match,different
280106,9656dd3e-12c5-4a46-adba-101e38d421d1,Transformer,PowerTransformer,4,FMR4 138kV-13.8kV,331,RWMILLER,MIL,150134,MIL_MILLERG4,MIL,FMR4,MIL_FMR4,60084571.0,MIL_UNIT4_XFMR,,,4,Transformer,,,MIL_UNIT4_XFMR,UNIT4_XFMR,duplicate_match,different
280107,97559fd8-2f70-4d79-a4d5-172da72708bd,Transformer,PowerTransformer,3,T1 138kV-18kV,160264,CCEC_1_8,CCEC,160263,CCEC_ST1,CCEC,T1,CCEC_T1,60003727.0,CCEC_ST1,,,3,Transformer,CCEC_ST1,CCEC_1_8,CCEC_ST1,ST1,duplicate_match,different
280107,97559fd8-2f70-4d79-a4d5-172da72708bd,Transformer,PowerTransformer,3,T1 138kV-18kV,160264,CCEC_1_8,CCEC,160263,CCEC_ST1,CCEC,T1,CCEC_T1,60112559.0,CCEC_T1,,,3,Transformer,CCEC_ST1,CCEC_1_8,CCEC_T1,,duplicate_match,different
280108,98876062-edb0-4850-b4e1-00033d8dc209,Transformer,PowerTransformer,2,TF-A 138kV-18kV,8981,HECGT14A,DUKE,160191,DUK_DUKE_GT1,DUKE,TF-A,DUKE_TF-A,60010016.0,DUKE_1-EY-TF-A,,,2,Transformer,HECGT14A,DUK_DUKE_GT1,DUKE_1-EY-TF-A,1-EY-TF-A,duplicate_match,different
280108,98876062-edb0-4850-b4e1-00033d8dc209,Transformer,PowerTransformer,2,TF-A 138kV-18kV,8981,HECGT14A,DUKE,160191,DUK_DUKE_GT1,DUKE,TF-A,DUKE_TF-A,60111118.0,DUKE_TF-A,,,2,Transformer,HECGT14A,DUK_DUKE_GT1,DUKE_TF-A,,duplicate_match,different
280110,98fd8768-3987-46ab-9e0e-a0857f5ad22d,Transformer,PowerTransformer,1,FMR3 345kV-18kV,140077,KMCHI_1_5,KMCHI,140073,KMCHI_1ST,KMCHI,FMR3,KMCHI_FMR3,60112256.0,KMCHI_FMR3,,,1,Transformer,KMCHI_1ST,KMCHI_1_5,KMCHI_FMR3,,duplicate_match,different
280110,98fd8768-3987-46ab-9e0e-a0857f5ad22d,Transformer,PowerTransformer,1,FMR3 345kV-18kV,140077,KMCHI_1_5,KMCHI,140073,KMCHI_1ST,KMCHI,FMR3,KMCHI_FMR3,60083534.0,KMCHI_1ST,,,1,Transformer,,,KMCHI_1ST,1ST,duplicate_match,different
280117,9a6b07e7-ad3e-47fa-afc6-3132babf3d13,Transformer,PowerTransformer,13,TR09 69kV-13.8kV,110449,FORMOSA_9_9,FORMOSA,110460,FO_FORMOSG10,FORMOSA,TR09,FORMOSA_TR09,60111808.0,FORMOSA_TR09,,,13,Transformer,FORMOSA_9_9,FO_FORMOSG10,FORMOSA_TR09,,duplicate_match,different
280117,9a6b07e7-ad3e-47fa-afc6-3132babf3d13,Transformer,PowerTransformer,13,TR09 69kV-13.8kV,110449,FORMOSA_9_9,FORMOSA,110460,FO_FORMOSG10,FORMOSA,TR09,FORMOSA_TR09,60004748.0,FORMOSA_TR09H,,,13,Transformer,FORMOSA_9_9,FO_FORMOSG10,FORMOSA_TR09H,TR09H,duplicate_match,different
280125,9fba16f9-8afd-4c9c-aa84-478d1f330faf,Transformer,PowerTransformer,3,FMR3 69kV-13.8kV,937,STEAM_D,STEAM,150714,STEA_STEAM_3,STEAM,FMR3,STEAM_FMR3,60110641.0,STEAM_FMR3,,,3,Transformer,STEAM_D,STEA_STEAM_3,STEAM_FMR3,,duplicate_match,different
280125,9fba16f9-8afd-4c9c-aa84-478d1f330faf,Transformer,PowerTransformer,3,FMR3 69kV-13.8kV,937,STEAM_D,STEAM,150714,STEA_STEAM_3,STEAM,FMR3,STEAM_FMR3,60087578.0,STEAM_GSUXFMR3,,,3,Transformer,,,STEAM_GSUXFMR3,GSUXFMR3,duplicate_match,different
280126,9fffc3c7-74e7-46fd-bac1-c9fa30a646ad,Transformer,PowerTransformer,1,GSU2 138kV-18kV,7310,L_SIMGID8_1Y,GIDEON,170072,GID_GIDEONG2,GIDEON,GSU2,GIDEON_GSU2,60111038.0,GIDEON_GSU2,,,1,Transformer,L_SIMGID8_1Y,GID_GIDEONG2,GIDEON_GSU2,,duplicate_match,different
280126,9fffc3c7-74e7-46fd-bac1-c9fa30a646ad,Transformer,PowerTransformer,1,GSU2 138kV-18kV,7310,L_SIMGID8_1Y,GIDEON,170072,GID_GIDEONG2,GIDEON,GSU2,GIDEON_GSU2,60005041.0,GIDEON_3_GSUT2,,,2,Transformer,L_SIMGID8_1Y,GID_GIDEONG2,GIDEON_3_GSUT2,3_GSUT2,duplicate_match,different
280128,a084ae07-c12b-45be-9778-d5dd46ddb9cb,Transformer,PowerTransformer,2,69T2 69kV-138kV,6225,ABNTHWST2B,ABNTHWST,6228,ABNTHWST4A,ABNTHWST,69T2,ABNTHWST_69T2,60002856.0,ABNW_138_69T2,,,2,Transformer,ABNW2B,ABNW4A,ABNW_138_69T2,138_69T2,duplicate_match,different
280128,a084ae07-c12b-45be-9778-d5dd46ddb9cb,Transformer,PowerTransformer,2,69T2 69kV-138kV,6225,ABNTHWST2B,ABNTHWST,6228,ABNTHWST4A,ABNTHWST,69T2,ABNTHWST_69T2,60009306.0,ABNTHWST_138_69T2,,,2,Transformer,ABNTHWST2B,ABNTHWST4A,ABNTHWST_138_69T2,138_69T2,duplicate_match,different
280130,a1418c00-dc28-4a2c-b750-da829adb8427,Transformer,PowerTransformer,1,MR21 345kV-18kV,900730,LPCCS_1_5,LPCCS,140064,LPCCS_CT21,LPCCS,MR21,LPCCS_MR21,60010697.0,LPCCS_MR21,,,1,Transformer,LPCCS_CT21,LPCCS_1_5,LPCCS_MR21,MR21,duplicate_match,different
280130,a1418c00-dc28-4a2c-b750-da829adb8427,Transformer,PowerTransformer,1,MR21 345kV-18kV,900730,LPCCS_1_5,LPCCS,140064,LPCCS_CT21,LPCCS,MR21,LPCCS_MR21,60084129.0,LPCCS_UCXFMR21,,,1,Transformer,,,LPCCS_UCXFMR21,UCXFMR21,duplicate_match,different
280133,a2a93ebb-115f-4e05-9cda-d9f44926edb8,Transformer,PowerTransformer,8,TR04 69kV-13.8kV,110444,FORMOSA_4_9,FORMOSA,110454,FOR_FORMOSG4,FORMOSA,TR04,FORMOSA_TR04,60004743.0,FORMOSA_TR04H,,,8,Transformer,FORMOSA_4_9,FOR_FORMOSG4,FORMOSA_TR04H,TR04H,duplicate_match,different
280133,a2a93ebb-115f-4e05-9cda-d9f44926edb8,Transformer,PowerTransformer,8,TR04 69kV-13.8kV,110444,FORMOSA_4_9,FORMOSA,110454,FOR_FORMOSG4,FORMOSA,TR04,FORMOSA_TR04,60111803.0,FORMOSA_TR04,,,8,Transformer,FORMOSA_4_9,FOR_FORMOSG4,FORMOSA_TR04,,duplicate_match,different
280134,a339d043-bd9c-4ef2-a59a-564b549f2751,Transformer,PowerTransformer,1,U805 138kV-21kV,110279,AMOCOOIL_6_8,AMOCOOIL,110284,AMO_AMOCO_S2,AMOCOOIL,U805,AMOCOOIL_U805,60111781.0,AMOCOOIL_U805,,,1,Transformer,AMOCOOIL_6_8,AMO_AMOCO_S2,AMOCOOIL_U805,,duplicate_match,different
280134,a339d043-bd9c-4ef2-a59a-564b549f2751,Transformer,PowerTransformer,1,U805 138kV-21kV,110279,AMOCOOIL_6_8,AMOCOOIL,110284,AMO_AMOCO_S2,AMOCOOIL,U805,AMOCOOIL_U805,60079579.0,AMOCOOIL_GSUT805,,,1,Transformer,AMOCOOIL_6_8,AMO_AMOCO_S2,AMOCOOIL_GSUT805,GSUT805,duplicate_match,different
280135,a3c37e08-596d-4d62-9dd7-c54bf82752ad,Transformer,PowerTransformer,G1,MT8 345kV-20kV,49207,GENWAP8_08_5,WAP,110018,WAP_WAP_G8,WAP,MT8,WAP_MT8,60111606.0,WAP_MT8,,,G1,Transformer,GENWAP8_08_5,WAP_WAP_G8,WAP_MT8,,duplicate_match,different
280135,a3c37e08-596d-4d62-9dd7-c54bf82752ad,Transformer,PowerTransformer,G1,MT8 345kV-20kV,49207,GENWAP8_08_5,WAP,110018,WAP_WAP_G8,WAP,MT8,WAP_MT8,60088364.0,WAP_WAPMT8_,,,G1,Transformer,WAP_WAP_G8,W_A_P___345B,WAP_WAPMT8_,WAPMT8_,duplicate_match,different
280136,a3e53f11-8004-4836-8cff-ab802fa17a4c,Transformer,PowerTransformer,1,FMR3 138kV-14.4kV,818,OLINGER,OLINGR,150083,OLIN_OLING_3,OLINGR,FMR3,OLINGR_FMR3,60110623.0,OLINGR_FMR3,,,1,Transformer,OLINGER,OLIN_OLING_3,OLINGR_FMR3,,duplicate_match,different
280136,a3e53f11-8004-4836-8cff-ab802fa17a4c,Transformer,PowerTransformer,1,FMR3 138kV-14.4kV,818,OLINGER,OLINGR,150083,OLIN_OLING_3,OLINGR,FMR3,OLINGR_FMR3,60085353.0,OLINGR_GSUXFMR3,,,1,Transformer,,,OLINGR_GSUXFMR3,GSUXFMR3,duplicate_match,different
280143,a5374cf9-6af1-4a7a-9d11-7ca8bd7004fb,Transformer,PowerTransformer,1,FMR2 345kV-18kV,140077,KMCHI_1_5,KMCHI,140071,KMCHI_1CT101,KMCHI,FMR2,KMCHI_FMR2,60112255.0,KMCHI_FMR2,,,1,Transformer,KMCHI_1CT101,KMCHI_1_5,KMCHI_FMR2,,duplicate_match,different
280143,a5374cf9-6af1-4a7a-9d11-7ca8bd7004fb,Transformer,PowerTransformer,1,FMR2 345kV-18kV,140077,KMCHI_1_5,KMCHI,140071,KMCHI_1CT101,KMCHI,FMR2,KMCHI_FMR2,60083532.0,KMCHI_1CT101,,,1,Transformer,,,KMCHI_1CT101,1CT101,duplicate_match,different
280149,3d5a38ed-b957-49c1-90cb-249bf3fa67c0,Transformer,PowerTransformer,4,TR01 69kV-13.8kV,110441,FORMOSA_1_9,FORMOSA,110451,FOR_FORMOSG1,FORMOSA,TR01,FORMOSA_TR01,60111800.0,FORMOSA_TR01,,,4,Transformer,FORMOSA_1_9,FOR_FORMOSG1,FORMOSA_TR01,,duplicate_match,different
280149,3d5a38ed-b957-49c1-90cb-249bf3fa67c0,Transformer,PowerTransformer,4,TR01 69kV-13.8kV,110441,FORMOSA_1_9,FORMOSA,110451,FOR_FORMOSG1,FORMOSA,TR01,FORMOSA_TR01,60004740.0,FORMOSA_TR01H,,,4,Transformer,FORMOSA_1_9,FOR_FORMOSG1,FORMOSA_TR01H,TR01H,duplicate_match,different
280150,3d617e21-d04a-46a5-9bcb-35874e032c98,Transformer,PowerTransformer,1,MR22 345kV-18kV,900730,LPCCS_1_5,LPCCS,140065,LPCCS_CT22,LPCCS,MR22,LPCCS_MR22,60084130.0,LPCCS_UCXFMR22,,,1,Transformer,,,LPCCS_UCXFMR22,UCXFMR22,duplicate_match,different
280150,3d617e21-d04a-46a5-9bcb-35874e032c98,Transformer,PowerTransformer,1,MR22 345kV-18kV,900730,LPCCS_1_5,LPCCS,140065,LPCCS_CT22,LPCCS,MR22,LPCCS_MR22,60010694.0,LPCCS_MR22,,,1,Transformer,LPCCS_CT22,LPCCS_1_5,LPCCS_MR22,MR22,duplicate_match,different
280152,4194c141-50b4-4120-a8c0-f793e1f9ea2a,Transformer,PowerTransformer,1,24_2 24kV-138kV,170124,CALAVER_OWS2,CALAVERS,5395,SOMMERS,CALAVERS,24_2,CALAVERS_24_2,60080570.0,CALAVERS_138_24_2,,,1,Transformer,SOMMERS,CALAVER_OWS2,CALAVERS_138_24_2,138_24_2,duplicate_match,different
280152,4194c141-50b4-4120-a8c0-f793e1f9ea2a,Transformer,PowerTransformer,1,24_2 24kV-138kV,170124,CALAVER_OWS2,CALAVERS,5395,SOMMERS,CALAVERS,24_2,CALAVERS_24_2,60021256.0,CALAVERS_24_2,,,1,Transformer,SOMMERS,CALAVER_OWS2,CALAVERS_24_2,24_2,duplicate_match,different
280153,425b8d4c-5e16-47fc-b650-413e7337af21,Transformer,PowerTransformer,2,FMR2 138kV-13.8kV,1024,FSCOGEN_8,FLCNS,130002,FLCNS_UNIT2,FLCNS,FMR2,FLCNS_FMR2,60082129.0,FLCNS_UXFMR2,,,2,Transformer,,,FLCNS_UXFMR2,UXFMR2,duplicate_match,different
280153,425b8d4c-5e16-47fc-b650-413e7337af21,Transformer,PowerTransformer,2,FMR2 138kV-13.8kV,1024,FSCOGEN_8,FLCNS,130002,FLCNS_UNIT2,FLCNS,FMR2,FLCNS_FMR2,60110678.0,FLCNS_FMR2,,,2,Transformer,FSCOGEN_8,FLCNS_UNIT2,FLCNS_FMR2,,duplicate_match,different
280155,429404ca-f22d-4a9e-84f2-5459dd05f368,Transformer,PowerTransformer,1,T1 69kV-138kV,5930,PWRPLT69,SILASRAY,59300,PWRPLANT,SILASRAY,T1,SILASRAY_T1,60007215.0,SILASRAY_T1,,,1,Transformer,PWRPLT69,PWRPLANT,SILASRAY_T1,T1,duplicate_match,different
280155,429404ca-f22d-4a9e-84f2-5459dd05f368,Transformer,PowerTransformer,1,T1 69kV-138kV,5930,PWRPLT69,SILASRAY,59300,PWRPLANT,SILASRAY,T1,SILASRAY_T1,60010423.0,SILASRAY_T1_L,,,1,Transformer,PWRPLT69,PWRPLANT,SILASRAY_T1_L,T1_L,duplicate_match,different
280156,4306227a-65b3-4de8-be56-134664dbbcad,Transformer,PowerTransformer,3,13_3 138kV-18kV,160205,LGE4A,LGE,160202,LGE_LGE_GT2,LGE,13_3,LGE_13_3,60083877.0,LGE_138_13_3,,,3,Transformer,,,LGE_138_13_3,138_13_3,duplicate_match,different
280156,4306227a-65b3-4de8-be56-134664dbbcad,Transformer,PowerTransformer,3,13_3 138kV-18kV,160205,LGE4A,LGE,160202,LGE_LGE_GT2,LGE,13_3,LGE_13_3,60112551.0,LGE_13_3,,,3,Transformer,LGE_LGE_GT2,LGE4A,LGE_13_3,,duplicate_match,different
280157,43173980-7311-4910-b096-aa4656d48c4b,Transformer,PowerTransformer,1,MR2A 345kV-22kV,1900,COMCHPKW_5,CPSES,150112,CPSES_UNIT2,CPSES,MR2A,CPSES_MR2A,60081122.0,CPSES_UXFMR2A,,,1,Transformer,,,CPSES_UXFMR2A,UXFMR2A,duplicate_match,different
280157,43173980-7311-4910-b096-aa4656d48c4b,Transformer,PowerTransformer,1,MR2A 345kV-22kV,1900,COMCHPKW_5,CPSES,150112,CPSES_UNIT2,CPSES,MR2A,CPSES_MR2A,60110754.0,CPSES_MR2A,,,1,Transformer,COMCHPKW_5,CPSES_UNIT2,CPSES_MR2A,,duplicate_match,different
280158,446d0bc9-b528-419f-b7cf-7b0b1e4c93de,Transformer,PowerTransformer,G1,XT4A 138kV-1kV,49203,GENTHW4X04_8,THW,49171,49171_STAR,THW,XT4A,THW_XT4A,60111597.0,THW_XT4A,,,G1,Transformer,49171_STAR,GENTHW4X04_8,THW_XT4A,,duplicate_match,different
280158,446d0bc9-b528-419f-b7cf-7b0b1e4c93de,Transformer,PowerTransformer,G1,XT4A 138kV-1kV,49203,GENTHW4X04_8,THW,49171,49171_STAR,THW,XT4A,THW_XT4A,60087856.0,THW_THWXT4A,,,G1,Transformer,49171_STAR,T_H_W___138E,THW_THWXT4A,THWXT4A,duplicate_match,different
280160,46154534-24ea-4350-b907-12ddbe8790c5,Transformer,PowerTransformer,G1,MT7 345kV-20kV,49206,GENWAP7_07_5,WAP,110017,WAP_WAP_G7,WAP,MT7,WAP_MT7,60111605.0,WAP_MT7,,,G1,Transformer,GENWAP7_07_5,WAP_WAP_G7,WAP_MT7,,duplicate_match,different
280160,46154534-24ea-4350-b907-12ddbe8790c5,Transformer,PowerTransformer,G1,MT7 345kV-20kV,49206,GENWAP7_07_5,WAP,110017,WAP_WAP_G7,WAP,MT7,WAP_MT7,60088363.0,WAP_WAPMT7_,,,G1,Transformer,WAP_WAP_G7,W_A_P___345A,WAP_WAPMT7_,WAPMT7_,duplicate_match,different
280163,4728a81b-7951-4f36-8a78-8c6030cab25d,Transformer,PowerTransformer,2,13_2 138kV-18kV,160205,LGE4A,LGE,160201,LGE_LGE_GT1,LGE,13_2,LGE_13_2,60083876.0,LGE_138_13_2,,,2,Transformer,,,LGE_138_13_2,138_13_2,duplicate_match,different
280163,4728a81b-7951-4f36-8a78-8c6030cab25d,Transformer,PowerTransformer,2,13_2 138kV-18kV,160205,LGE4A,LGE,160201,LGE_LGE_GT1,LGE,13_2,LGE_13_2,60112553.0,LGE_13_2,,,2,Transformer,LGE_LGE_GT1,LGE4A,LGE_13_2,,duplicate_match,different
280165,481f04c5-002b-4622-8fd1-dde26e21544d,Transformer,PowerTransformer,1,MPT2 138kV-13.8kV,9188,DECK_MB3,DECKER,170155,DECKE_DPGT_3,DECKER,MPT2,DECKER_MPT2,60081498.0,DECKER_DP_MPT2,,,1,Transformer,DECKE_DPGT_3,DECK_MB3,DECKER_DP_MPT2,DP_MPT2,duplicate_match,different
280165,481f04c5-002b-4622-8fd1-dde26e21544d,Transformer,PowerTransformer,1,MPT2 138kV-13.8kV,9188,DECK_MB3,DECKER,170155,DECKE_DPGT_3,DECKER,MPT2,DECKER_MPT2,60111135.0,DECKER_MPT2,,,1,Transformer,DECK_MB3,DECKE_DPGT_3,DECKER_MPT2,,duplicate_match,different
280167,4a236290-7855-477e-998a-a12c0ce0aad9,Transformer,PowerTransformer,G1,26T 138kV-13.8kV,110797,CBEC_1_8,CBEC,110796,CBEC_STG2,CBEC,26T,CBEC_26T,60003688.0,CBEC_26T701,,,G1,Transformer,CBEC_STG2,CBEC_1_8,CBEC_26T701,26T701,duplicate_match,different
280167,4a236290-7855-477e-998a-a12c0ce0aad9,Transformer,PowerTransformer,G1,26T 138kV-13.8kV,110797,CBEC_1_8,CBEC,110796,CBEC_STG2,CBEC,26T,CBEC_26T,60111860.0,CBEC_26T,,,G1,Transformer,CBEC_STG2,CBEC_1_8,CBEC_26T,,duplicate_match,different
280171,4d52179f-3548-4556-83e1-a716481e66ee,Transformer,PowerTransformer,10,TR06 69kV-13.8kV,110446,FORMOSA_6_9,FORMOSA,110456,FOR_FORMOSG6,FORMOSA,TR06,FORMOSA_TR06,60111805.0,FORMOSA_TR06,,,10,Transformer,FORMOSA_6_9,FOR_FORMOSG6,FORMOSA_TR06,,duplicate_match,different
280171,4d52179f-3548-4556-83e1-a716481e66ee,Transformer,PowerTransformer,10,TR06 69kV-13.8kV,110446,FORMOSA_6_9,FORMOSA,110456,FOR_FORMOSG6,FORMOSA,TR06,FORMOSA_TR06,60004745.0,FORMOSA_TR06H,,,10,Transformer,FORMOSA_6_9,FOR_FORMOSG6,FORMOSA_TR06H,TR06H,duplicate_match,different
280172,4e58bb88-659a-44e4-8429-15c7315df04c,Transformer,PowerTransformer,1,24_5 24kV-345kV,170125,CALAVER_JKS1,CALAVERS,5400,SPRUCE,CALAVERS,24_5,CALAVERS_24_5,60021259.0,CALAVERS_24_5,,,1,Transformer,CALAVER_JKS1,SPRUCE,CALAVERS_24_5,24_5,duplicate_match,different
