teid,branch_id,base_model_status,dampsse_default_status,dampsse_pct_inservice,implied_default_status,pct_closed,in_service_date,in_service_date_source,base_from_name,base_to_name,base_circuit,DeviceType,classification
4968,60003143.0,Closed,Open,0.0,Open,0.0,1990-01-01 00:00:00,default,SHELL__POI_8,AIRPRO_POI_8,85,Line,residual_review
553239,60012023.0,Closed,Open,0.0,Open,0.0,2021-12-01 00:01:00,energization_outage,PES1_8,H_O_C__POI_8,1,Line,residual_review
878949,60115186.0,Closed,Open,0.0,,,1990-01-01 00:00:00,default,GOODNITE_5,GOODNITE_W1,T4,Transformer,residual_review
878950,60115187.0,Closed,Open,0.0,,,1990-01-01 00:00:00,default,GOODNITE_5,GOODNITE_W1,T5,Transformer,residual_review
878951,60115188.0,Closed,Open,0.0,,,1990-01-01 00:00:00,default,GOODNITE_5,GOODNITE_W1,T6,Transformer,residual_review
280349,60112771.0,Closed,Open,0.0014,Open,0.294,1990-01-01 00:00:00,default,H_HOLLOW_1_8,H_HOLLO_WND1,1,Transformer,residual_review
325253,60111700.0,Closed,Open,0.0018,Open,0.118,1990-01-01 00:00:00,default,LARDSTAT4A,LARDSTAT0A,1,Transformer,residual_review
552447,60012167.0,Closed,Open,0.0374,Open,0.0,2022-04-29 16:00:00,energization_outage,TRIBUTE4A,BENFICKL4A,1,Line,residual_review
571544,60114815.0,Closed,Open,0.0507,,,1990-01-01 00:00:00,default,L_DESEME8_1Y,DSKYTAP1,1,Line,residual_review
571545,60114814.0,Closed,Open,0.0507,,,1990-01-01 00:00:00,default,L_TIPPET8_1Y,DSKYT2,1,Line,residual_review
864377,60104915.0,Closed,Open,0.0918,Open,0.0,1990-01-01 00:00:00,default,KINGFISHER,PALMITO345,1,Line,residual_review
864378,60104916.0,Closed,Open,0.1081,Open,0.0,1990-01-01 00:00:00,default,KINGFISHER,PALMITO345,2,Line,residual_review
305618,60111666.0,Closed,Open,0.2902,Open,0.176,1990-01-01 00:00:00,default,TESLA7A,TESLA1A,3,Transformer,residual_review
280084,60053244.0,Closed,Open,0.3406,,,1990-01-01 00:00:00,default,NUECES_B2A,NUECES_B4A,1,Transformer,residual_review
