teid,n_hours,n_inservice,dampsse_ids,pct_inservice,dampsse_default_status,branch_id,implied_default_status,pct_closed,from_bus,to_bus,DeviceType,ercotDampsseId,dampsse_name_raw,dampsse_from_station,dampsse_to_station
324095,17520,17354,1,0.9905,Closed,60009234.0,Closed,1.0,BIGVUE_X03B8,LYONDL03TPB8,Line,5431,BCVLY_03_A,LY,BCV
324096,17520,17354,1,0.9905,Closed,60009237.0,Closed,1.0,CHANLV_S03_8,LYONDL03TPB8,Line,10350,CV_LY_03_A,CV,LY
324103,17520,17520,1,1.0,Closed,60008904.0,Closed,1.0,YUCCADR_8,GASPADTA4A,Line,311,6332__A,RVIEW,YUCSW
324198,17520,17515,1,0.9997,Closed,60008993.0,Closed,1.0,BLOSSOM,SKYLIN1_8,Line,2204,H4_P3_1,H4,SKYLINE
324212,17520,17520,1,1.0,Closed,60008992.0,Closed,1.0,BLOSSOM,HARMONY,Line,746,H4_J4_1,H4,J4
324420,17520,17420,1,0.9943,Closed,60008021.0,Closed,1.0,LAURELESSUB8,MARCONI4A,Line,3965,LAUREL_MARCON1_1,LAURELES,MARCONI
324429,17520,17386,1,0.9924,Closed,60008122.0,Closed,1.0,MARCONI4A,P_ISABEL4A,Line,5652,MARCON_P_ISAB1_1,P_ISABEL,MARCONI
324518,17520,17240,1,0.984,Closed,60009285.0,Closed,1.0,WINDMILL,HWFWF_5,Line,5452,ASTRA_TLINE_1,ASTRA,WINDMILL
324528,17520,17240,1,0.984,Closed,60112310.0,Closed,1.0,HWFWF_W1,HWFWF_5,Transformer,832,ASTRA_TR1,ASTRA,ASTRA
324690,17520,17488,1,0.9982,Closed,60009208.0,Closed,1.0,SOLSTICE4C,PIGCREEK4A,Line,7430,PIGCRE_SOLSTI1_1,SOLSTICE,PIGCREEK
324699,17520,17520,1,1.0,Closed,60009127.0,Closed,1.0,PIGCREEK4A,MUSQUIZ4A,Line,5705,MUSQUI_PIGCRE1_1,PIGCREEK,MUSQUIZ
324748,17520,17520,1,1.0,Closed,60009184.0,Closed,1.0,MEDIOCR4A,HAISLEY4A,Line,2270,HAISLE_MEDIOC1_1,MEDIOCRK,HAISLEY
324911,17520,16915,1,0.9655,Closed,60009049.0,Closed,1.0,HENDRICK4A,ABNTHWST4A,Line,5160,ABNTHW_HENDRI1_1,HENDRICK,ABNTHWST
324919,17520,17520,1,1.0,Closed,60009026.0,Closed,1.0,PAINTCRE4B,HENDRICK4A,Line,2298,HENDRI_PAINTC1_1,PAINTCRE,HENDRICK
324998,17520,17520,1,1.0,Closed,60009011.0,Closed,1.0,YUCCA4A,ESMERALD4A,Line,11174,ESMERA_YUCCA1_1,ESMERALD,YUCCA
325089,17520,17175,1,0.9803,Closed,60009179.0,Closed,1.0,WHITEPT4A,HECKER4A,Line,2216,HECKER_WHITE_1_1,WHITE_PT,HECKER
325106,17520,17350,1,0.9903,Closed,60009272.0,Closed,1.0,L_BENEDU8_1Y,L_UPTON_8_1Y,Line,64,631T631_1,BENEDU,UPTON_
325108,17520,17512,1,0.9995,Closed,60009180.0,Closed,1.0,MCCAMPB4A,HECKER4A,Line,2195,HECKER_MCCAMP1_1,HECKER,MCCAMPBE
325207,17520,17405,1,0.9934,Closed,60008518.0,Closed,1.0,POMELO7A,DELSOL7A,Line,10931,DELSOL_POMELO1_1,DELSOL,POMELO
325253,17520,32,1,0.0018,Open,60111700.0,Open,0.118,LARDSTAT4A,LARDSTAT0A,Transformer,4538,LARDSTAT_LSTM,LARDSTAT,LARDSTAT
325392,17520,17520,1,1.0,Closed,60009232.0,Closed,1.0,ALKANE_X96B8,SANDY__S96_8,Line,5205,ALKSDY96_A,SDY,ALK
325393,17520,17520,1,1.0,Closed,60009233.0,Closed,1.0,SANDY__S96_8,LAPORT96TP_8,Line,5504,LP_SDY96_A,SDY,LP
325475,17520,17444,1,0.9957,Closed,60112157.0,Closed,1.0,SPTX12B_S1,SPTX12B_8,Transformer,7879,SPTX12B_T1,SPTX12B,SPTX12B
325557,17520,17520,1,1.0,Closed,60009279.0,Closed,1.0,L_CASTIL8_1Y,SPTX12B_8,Line,316,639T639_1,CASTIL,SPTX12B
325569,17520,17520,1,1.0,Closed,60009177.0,Closed,1.0,HECKER4A,CHENIRE4A,Line,8655,CHENIE_HECKER1_1,HECKER,CHENIERE
325580,17520,17520,1,1.0,Closed,60009178.0,Closed,1.0,HECKER4A,CHENIRE4B,Line,8726,CHENIE_HECKER2_1,HECKER,CHENIERE
325666,17520,17460,1,0.9966,Closed,60009291.0,Closed,1.0,N_SHARPE4A,SANTASW4A,Line,5816,N_SHAR_SANTAS1_1,N_SHARPE,SANTASW
325739,17520,17440,1,0.9954,Closed,60009292.0,Closed,1.0,CHAWIND_8,SANTASW4A,Line,9034,SANTACRUTL_1,SANTACRU,SANTASW
326065,17520,17520,1,1.0,Closed,60009887.0,Closed,1.0,RAYTPNRMOPEN,LASPULGA4A,Line,8861,RAYMTAP_LSPLGS_1,LASPULGA,MV_RAYTP
326072,17520,17520,1,1.0,Closed,60009005.0,Closed,1.0,ERAYMNDVLSB8,LASPULGA4A,Line,4218,LSPLGS_ERAYMVL_1,LASPULGA,MV_ERAY2
326159,17520,17496,1,0.9986,Closed,60009225.0,Closed,1.0,TNOCOTILO_0,TNPINON___0,Line,3453,69_PIN_OCO_1,TNPINION,OCOTILLO
326161,17520,17520,1,1.0,Closed,60009226.0,Closed,1.0,TNARMDLO2_0,TNOCOTILO_0,Line,2140,69_OCO_ARM_1,ARMDL02,OCOTILLO
326174,17520,17520,1,1.0,Closed,60047395.0,Closed,1.0,TNPUCKTFLD0,TNOCOTILO_0,Line,5519,M-69-L5_2,PUCKETT,OCOTILLO
326653,17520,17503,1,0.999,Closed,60009228.0,Closed,1.0,TNARROWHD_1,TNARROWHCP1,Line,2992,138_ARW_ARP_1,ARROWHDP,ARROWHD
326663,17520,17503,1,0.999,Closed,60009227.0,Closed,1.0,TNARROWHD_1,TNARROWHCC1,Line,2993,138_ARW_ARS_1,ARROWHDC,ARROWHD
326900,17520,17481,1,0.9978,Closed,60009246.0,Closed,1.0,BIPORT_X82B8,OYSCRK_C82_8,Line,6892,BFPOYS82_A,OYS,BFP
326921,17520,17429,1,0.9948,Closed,60111489.0,Closed,1.0,ZENITH__B138,ZENITH_A2STR,Transformer,9555,ZEN_AT2H,ZEN,ZEN
327000,17520,17466,1,0.9969,Closed,60009565.0,Closed,1.0,BULVERDE,GREEN_MT,Line,11151,F0_S5_1,S5,F0
327019,17520,17501,1,0.9989,Closed,60008996.0,Closed,1.0,BULVERDE,STONEGAT,Line,9026,S5_V0_1,S5,V0
327060,17520,17520,1,1.0,Closed,60112802.0,Closed,1.0,FERMI_CAP,FERMI_8,Transformer,2727,FERMI_T1,FERMI,FERMI
327067,17520,17520,1,1.0,Closed,60009186.0,Closed,1.0,MAXWELL4A,FERMI_8,Line,5812,MXWL_FERMI_1,FERMI,MAXWELL
327085,17520,17512,1,0.9995,Closed,60111474.0,Closed,1.0,JONCRK__B138,JONCRK_A1STR,Transformer,4444,JCK_AT1H,JCK,JCK
327088,17520,17512,1,0.9995,Closed,60111473.0,Closed,1.0,JONCRK__B138,JONCRK_A2STR,Transformer,4445,JCK_AT2H,JCK,JCK
327201,17520,14650,1,0.8362,Closed,60011645.0,Closed,0.944,SEADOC36TP_8,SEAWAY36TP_8,Line,10962,DOCDOC36_1,DOC,DOC
327202,17520,17174,1,0.9803,Closed,60012906.0,Closed,1.0,SEAWAY36TP_8,SEADOC_X36T8,Line,10880,DOCTAP36_1,DOC,DOC
327203,17520,17089,1,0.9754,Closed,60004336.0,Closed,0.95,SEADOC_X02T8,SEADOC02TP_8,Line,10879,DOCTAP02_1,DOC,DOC
327254,17520,16951,1,0.9675,Closed,60011629.0,Closed,1.0,BOOSTR36TP_8,COPPER_X02B8,Line,8459,BSTCPR36_A,BST,CPR
327255,17520,14650,1,0.8362,Closed,60011630.0,Closed,0.9,SEADOC36TP_8,BOOSTR36TP_8,Line,8530,BSTDOC36_A,DOC,BST
327256,17520,17174,1,0.9803,Closed,60011644.0,Closed,1.0,SEAWAY36TP_8,SEAWAY_X36T8,Line,10330,DOCSI_36_A,SI,DOC
327257,17520,17486,1,0.9981,Closed,60009861.0,Closed,1.0,JONCRK__B138,VLASCO__B138,Line,2414,JCKVL_02_A,JCK,VL
327258,17520,17089,1,0.9754,Closed,60009251.0,Closed,0.95,SEADOC02TP_8,JONCRK__B138,Line,10936,DOCJCK02_A,DOC,JCK
327259,17520,17089,1,0.9754,Closed,60009256.0,Closed,0.95,SEADOC02TP_8,SEAWAY_02SW8,Line,10367,DOCSIS02_A,DOC,SIS
327415,17520,17504,1,0.9991,Closed,60111905.0,Closed,1.0,CALHOUN_N1,CALHOUN_8,Transformer,1255,CALHOUN_GSU1,CALHOUN,CALHOUN
327424,17520,17504,1,0.9991,Closed,60111904.0,Closed,1.0,CALHOUN_8,CALHOUN_N2,Transformer,1215,CALHOUN_GSU2,CALHOUN,CALHOUN
327437,17520,17077,1,0.9747,Closed,60009077.0,Closed,1.0,ABOM2A,SAWGRASS2A,Line,7291,OILMIT_SAWGRA1_1,OILMITAP,SAWGRASS
327446,17520,0,1,0.0,Open,60009079.0,Open,0.0,SAWGRASS2A,WTEXGULF2A,Line,9146,SAWGRA_WTEXGU1_1,WTEXGULF,SAWGRASS
327616,17520,17520,1,1.0,Closed,60009012.0,Closed,1.0,YUCCA4A,CASSAVA4A,Line,8483,CASSAV_YUCCA1_1,CASSAVA,YUCCA
327657,17520,17520,1,1.0,Closed,60008938.0,Closed,1.0,SANADTAP_8,MIDFARMS_8,Line,9758,6093__A,ANDRT,MDFRM
327734,17520,17504,1,0.9991,Closed,60009155.0,Closed,1.0,JOSLIN4A,CALHOUN_8,Line,2420,JOSLIN_CALHOUN_1,JOSLIN,CALHOUN
327768,17520,17520,1,1.0,Closed,60009111.0,Closed,1.0,CASSAVA2A,MERR2A,Line,8511,CASSAV_MERR1_1,MERR,CASSAVA
327770,17520,16070,1,0.9172,Closed,60010490.0,Closed,1.0,L_CEDACA5_1Y,L_BAKERS5_1Y,Line,6854,BAKRFLD_CEDCAN_1,CEDACA,BAKESW
327895,17520,17304,1,0.9877,Closed,60009113.0,Closed,1.0,BARNHCV2A,CASSAVA2A,Line,6830,BARNHC_CASSAV1_1,BARNHCV,CASSAVA
327924,17520,17520,1,1.0,Closed,60009121.0,Closed,1.0,SOUTHABI2B,SAWGRASS2A,Line,9037,SAWGRA_SOUTHA1_1,SAWGRASS,SOUTHABI
328352,17520,17511,1,0.9995,Closed,60009197.0,Closed,1.0,DERMOTT_8,FLUVANNA_8,Line,503,FLUVANNA_TLINE_1,DMTSW,FLUVANNA
