teid,branch_id,ercotDampsseId,from_bus,to_bus,ckt,default_status,default_status_source,in_service_date,retirement_date,DeviceType,match_status,in_service_date_source,retirement_date_source,dates_review_flag,status_review_flag,dampsse_default_status,dampsse_pct_inservice,implied_default_status,pct_closed
519,60007734.0,10768.0,PLACEDOSUB9,VANDERBLTSB9,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9973,Closed,1.0
670184,60091702.0,11802.0,POTOSI_T4A,CERRORIC4A,1,Closed,dampsse_inservice,2024-12-04 16:00:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,mixed,Closed,0.7557,Closed,0.75
579211,60012237.0,3192.0,TNTXCITYMN1,TNCATTAIL_1,1,Closed,dampsse_inservice,2022-09-30 15:01:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,1.0,Closed,1.0
25363,60007219.0,9052.0,SILVER,SILR2A,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,1.0,Closed,1.0
713,60002138.0,237.0,WHITE2_T8,WHITE2_8,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,1.0,Closed,1.0
1019,60001232.0,8051.0,L_WIRTZ_8_1Y,L_BURNET8_1Y,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,multiple_confirmed_retirement_events,clear_majority,Closed,0.9916,Closed,1.0
392116,60009833.0,1642.0,TNARROWHD_1,LOTEBUSH4A,1,Closed,dampsse_inservice,2019-02-21 17:11:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,0.999,Closed,1.0
747861,60113935.0,13233.0,ROBERTSON,CANNON_8,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,duplicate_resolved_by_opeqcode,default,default,evidence_dropped_wrong_device,clear_majority,Closed,1.0,Closed,1.0
1721,60000708.0,4953.0,WACO_MM11_8,WACOMMP11_8,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.993,Closed,1.0
603719,60092515.0,888.0,YNG_WND_5,THOMPRCE_5,1,Closed,dampsse_inservice,2022-12-08 20:42:00,2099-12-31 00:00:00,Line,duplicate_resolved_by_opeqcode,energization_outage,default,ok,no_pto_data,Closed,0.9989,,
1020,60003624.0,8658.0,CAL_WWKS2A,ODEM2A,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.7457,Closed,0.85
430361,60010867.0,1949.0,BEAVER_T9,BARELSPNG_T9,1,Closed,dampsse_inservice,2020-02-05 00:01:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,0.9904,Closed,0.9
5390,60002713.0,3666.0,PARIS_SW1_8,PAR_PUMP_T8,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9772,Closed,0.95
1022,60002152.0,239.0,SIKES_8,WFSTHOSP_8,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,1.0,Closed,1.0
1044,60000541.0,4750.0,ROYSE_B8,WYLIE_P8,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,1.0,Closed,1.0
263010,60005762.0,4047.0,LASPULGA4A,RIOHONDO4A,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9892,Closed,1.0
379141,60009488.0,13.0,GUNSIGHT_8,FLOWRGRVE_8,1,Closed,dampsse_inservice,2019-03-27 00:01:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,0.9994,Closed,1.0
2563,60003931.0,8788.0,MCNEIL_MB1,HOWARDLN,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,1.0,Closed,1.0
4363,60004699.0,11122.0,FONDRN_S25_8,WESTWD25TPA8,25,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9651,Closed,1.0
3285,60002512.0,3562.0,SHPFIELD_T9,WFLLSBSN_T9,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,1.0,Closed,1.0
331163,60009202.0,10522.0,ENTERPRISE,BRYN_TAMU_B,1,Closed,dampsse_inservice,2017-06-22 11:30:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,1.0,Closed,1.0
365,60006671.0,7394.0,PELICAN4A,WHITEPT4A,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9612,Closed,1.0
4567,60110563.0,3268.0,ROSEHILL,GRLDBTWN_8,1,Open,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,duplicate_resolved_exact_duplicate,default,default,ok,clear_majority,Open,0.2824,Open,0.0
4568,60002670.0,3625.0,PL_TENNY_8,PL_COMM2_8,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9998,Closed,1.0
4569,60001032.0,6363.0,P_WHITES8_1_,P_BUTTER8_1_,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,1.0,Closed,1.0
472379,60011210.0,4818.0,SALADO1_8,SALADO_S1_8,1,Closed,dampsse_inservice,2020-11-11 00:01:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,0.9995,Closed,1.0
3117,60000301.0,3048.0,BAYOULC_8,DOUGLAS_8,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9992,Closed,1.0
296,60003248.0,6886.0,NORTHZULCH,BEDIAS,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9923,Closed,1.0
728601,60097000.0,12463.0,PRIMAVERA4A,TERVERDE4A,1,Closed,dampsse_inservice,2025-05-16 08:00:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,0.8473,Closed,0.933
196,60002361.0,1905.0,BRNWD_S_8,BRNWD1_8,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,1.0,Closed,1.0
408018,60010263.0,725.0,GIBBS4A,MCCAMPB4A,1,Closed,dampsse_inservice,2019-10-11 14:43:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,1.0,Closed,1.0
833128,60104526.0,13087.0,THORPSPRGS,SPOCK138,1,Open,dampsse_inservice,2025-12-03 16:47:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Open,0.0,Open,0.167
1583,60008076.0,6867.0,SAPOWER4B,BENFICKL4A,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,duplicate_resolved_by_opeqcode,default,default,ok,clear_majority,Closed,0.9909,Closed,1.0
615265,60012702.0,11237.0,BRONCO2A,HOUSEMT2_9,1,Closed,dampsse_inservice,2023-09-12 10:15:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,1.0,Closed,1.0
28242,60007724.0,10566.0,WALKERTA_8,VINSON4A,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,1.0,Closed,1.0
609728,60012675.0,3385.0,DEPORT_P8,HAWKHLOW_8,1,Closed,dampsse_inservice,2022-12-11 15:30:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,0.9896,Closed,1.0
828155,60098480.0,12711.0,W_A_P__POI5A,HEN_5,02,Closed,dampsse_inservice,2025-12-16 12:54:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,0.5508,Closed,1.0
1186,60005341.0,2222.0,HIWAY_94A,MORRIS4B,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9316,Closed,1.0
1444,60001090.0,6542.0,PARKD_2EN8,MDLTM2_8,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9772,Closed,0.95
2320,60000408.0,3277.0,CORS_MOBT_8,CORS_MAG1_8,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9964,Closed,1.0
12063,60004597.0,11020.0,ENLOE_SW,LKCRK_P8,1,Closed,dampsse_inservice,2015-08-15 17:00:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,1.0,Closed,1.0
4575,60110585.0,9593.0,P_LEHIGH9_1_,P_CENTEX9_1_,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,duplicate_resolved_exact_duplicate,default,default,ok,clear_majority,Closed,0.9527,Closed,1.0
325393,60009233.0,5504.0,SANDY__S96_8,LAPORT96TP_8,96,Closed,dampsse_inservice,2017-05-04 07:29:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,1.0,Closed,1.0
1162,60003087.0,5382.0,LOYOLASUB8,ARMSTRON4A,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9496,Closed,1.0
109256,60004187.0,10296.0,L_CUERO_8_1Y,THOMASTN4B,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9978,Closed,0.95
556821,60012132.0,4948.0,KNGCRK_8,OAKGROVE_P8,1,Closed,dampsse_inservice,2022-04-26 03:36:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,0.9995,Closed,1.0
324748,60009184.0,2270.0,MEDIOCR4A,HAISLEY4A,1,Closed,dampsse_inservice,2017-03-10 11:48:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,1.0,Closed,1.0
665429,60089146.0,11605.0,HIDEOUT,JCKCNTY8,1,Closed,dampsse_inservice,2024-05-08 17:19:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,multiple_confirmed_energization_events,clear_majority,Closed,1.0,Closed,1.0
94034,60006819.0,8852.0,TCC,SWRI,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9999,Closed,1.0
455180,60011291.0,203.0,ROUGHCRK_8,LLOYDCRK_8,1,Closed,dampsse_inservice,2020-12-18 17:35:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,1.0,Closed,1.0
589257,60012791.0,3846.0,SALVARE7A,JIMTREEC7A,1,Closed,dampsse_inservice,2023-03-08 16:00:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,1.0,Closed,1.0
596978,60012606.0,6821.0,BOGGY__POI_8,AIRPRO_POI_8,85,Closed,dampsse_inservice,2022-11-04 13:26:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,0.9363,Closed,1.0
3300,60008173.0,3063.0,TNDELAWRC_1,TNDELAWR__1,1,Closed,dampsse_inservice,2016-02-23 10:57:00,2099-12-31 00:00:00,Line,duplicate_resolved_by_opeqcode,energization_outage,default,ok,clear_majority,Closed,1.0,Closed,1.0
573487,60012187.0,5592.0,SHAKEPOI4A,MCLNSLR_8,1,Closed,dampsse_inservice,2022-07-12 14:00:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,0.9982,Closed,1.0
290001,60008356.0,2451.0,JAYBIRD,RWMILLER,1,Closed,dampsse_inservice,2016-08-18 10:20:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,0.9913,Closed,1.0
334,60007143.0,9189.0,RDCANYON_1_8,SCURRYSWCH,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,1.0,Closed,1.0
724245,60093237.0,12136.0,CHAMPION_8,KOLBLAKE_P8,1,Open,dampsse_inservice,2024-12-13 17:52:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,mixed,Open,0.4512,Closed,0.5
1700,60001295.0,6733.0,BLKWEL2_8,JENKNS2_8,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9809,Closed,1.0
4582,60004273.0,10834.0,DERBYSUB9,DILLEYSUB9,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,1.0,Closed,1.0
864356,60113299.0,14373.0,LEMAY4A,BANGL4A,1,Open,dampsse_inservice,2026-06-30 00:00:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Open,0.0,Open,0.0
4583,60000715.0,4956.0,THOUSE__5,ELM_MOTT__5,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,1.0,Closed,1.0
608745,60012494.0,3114.0,KEO_2_8,FTBLOCKS_8,1,Closed,dampsse_inservice,2022-10-05 00:01:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,0.9986,Closed,1.0
2193,60001955.0,107.0,CALMONT1_8,WHILL2_8,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9953,Closed,1.0
3775,60003994.0,10152.0,LOMAX__X35B8,CELNEC_X35B8,35,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9939,Closed,1.0
2639,60000124.0,1549.0,MSQTE1_8,ESIDE1T_8,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9628,Closed,1.0
188100,60008504.0,4891.0,L_NIXOAE8_1Y,L_GILLET8_1Y,1,Closed,dampsse_inservice,2016-05-24 12:23:00,2099-12-31 00:00:00,Line,duplicate_resolved_by_opeqcode,energization_outage,default,ok,clear_majority,Closed,1.0,Closed,1.0
2863,60000316.0,1689.0,DIBOLL_8,DIBOLET_8,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9803,Closed,1.0
605675,60012679.0,6587.0,BUNTIN2_8,CCRESTS_8,1,Closed,dampsse_inservice,2022-12-19 18:00:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,0.9923,Closed,1.0
536975,60012160.0,4195.0,SANTIAGO4A,MADDUX4A,1,Closed,dampsse_inservice,2022-05-02 20:55:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,0.9945,Closed,1.0
425,60002372.0,1932.0,CRANENORTH_9,CRANEHUM_9,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,1.0,Closed,1.0
3779,60003085.0,5301.0,ARMAND_X35B8,FAIRMT__B138,35,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,1.0,Closed,1.0
126440,60000119.0,1307.0,GRESHRD_8,STRYKER_8,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,1.0,Closed,1.0
53844,60007950.0,10187.0,KINGSROW138,COOPERCK,1,Closed,dampsse_inservice,2015-12-14 09:13:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,0.9602,Closed,1.0
4588,60001893.0,2.0,BENBRK_A_8,BENBRKSUB1_8,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9973,Closed,1.0
624203,60012916.0,11360.0,BEWLEY_8,MCGREG_T_8,3,Closed,dampsse_inservice,2023-07-28 18:48:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,0.8025,Closed,0.9
300931,60006965.0,8905.0,ROUNDMOTSW9,RICEBIRDSW9,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,1.0,Closed,1.0
552333,60012493.0,9986.0,BIG_STAR_5,CISTERN,1,Closed,dampsse_inservice,2022-12-06 08:00:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,multiple_confirmed_energization_events,clear_majority,Closed,1.0,Closed,1.0
1417,60001717.0,9702.0,SHER_S_8,WHTMND_8,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,1.0,Closed,1.0
1332,60001047.0,6365.0,THOUSE_A_5,LAKE_CRK1_5,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9744,Closed,0.938
314626,60008780.0,11001.0,DUP1_V_1_8,STONERSY_2,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9729,Closed,1.0
567139,60012230.0,1708.0,TN16TH_ST_1,TNALAMOST_1,1,Closed,dampsse_inservice,2022-05-12 22:58:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,0.8106,Closed,0.95
62,60004962.0,625.0,FRTGATESSW,GATESVILLE,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,1.0,Closed,1.0
620281,60012685.0,11226.0,PEPPERVINE_8,WACOMM1T_8,1,Closed,dampsse_inservice,2023-10-15 17:58:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,0.9998,Closed,1.0
419792,60010182.0,3648.0,EULESS_8,GV_360_1_8,1,Closed,dampsse_inservice,2019-12-11 14:00:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,0.9989,Closed,1.0
163,60002719.0,3691.0,VALLYSES1_8,ECTOR_P8,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9969,Closed,1.0
1731,60001127.0,6644.0,CKRELL1_8,HMPTN1_8,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9925,Closed,1.0
1698,60001289.0,8147.0,BLKWEL1_8,JENKNS1_8,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9975,Closed,1.0
620177,60012921.0,11224.0,MALLARD_8,TAYLOR1_8,1,Closed,dampsse_inservice,2023-04-14 18:00:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,0.9834,Closed,1.0
383009,60009908.0,1805.0,L_MEVISW8_1Y,L_DESEME8_1Y,1,Closed,dampsse_inservice,2019-05-10 07:36:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,0.9996,Closed,1.0
263302,60004201.0,10176.0,CYFAIR09TP_8,KLUGE___81B8,09,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9424,Closed,1.0
1821,60001159.0,6754.0,CHILSW_S8,DVIL1_8,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9989,Closed,1.0
2976,60000145.0,1509.0,DFW_DE1T1_8,DFW_DE2T1_8,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,mixed,Closed,0.7114,Closed,0.6
771746,60099487.0,8405.0,CAVENDER_P8,VAN_AL_8,2,Closed,dampsse_inservice,2025-12-20 19:23:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,0.6544,Closed,0.889
933,60000834.0,6404.0,IRONBRG_9,DUCKCVTA_9,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.998,Closed,1.0
2304,60001783.0,9745.0,BOWMAN_5,FISHRDSS1_5,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,1.0,Closed,1.0
4661,60002279.0,2023.0,BIGSPRIG_9,BSPGGULF_9,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,1.0,Closed,1.0
1494,60002058.0,312.0,EPDC_FRNK_8,EPDC3_8,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9817,Closed,1.0
209229,60008020.0,10763.0,VANHUMBLSUB9,VANHUMBLESW9,1,Closed,dampsse_inservice,2015-12-02 00:05:00,2099-12-31 00:00:00,Line,duplicate_resolved_by_opeqcode,energization_outage,default,ok,clear_majority,Closed,1.0,Closed,1.0
868492,60112865.0,14304.0,HANBY_8,MSQTE1_8,7,Open,dampsse_inservice,2026-09-25 20:00:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,energization_planned_not_actualized,mixed,Open,0.0,Closed,0.5
741566,60096983.0,12435.0,BRADBERRY_8,REINDEER_8,1,Closed,dampsse_inservice,2025-05-14 14:13:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,0.6497,Closed,0.933
668185,60078173.0,11579.0,PEPPERVINE_8,WACOSANG1_8,2,Closed,dampsse_inservice,2024-01-30 07:53:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,0.9334,Closed,1.0
4664,60009905.0,2064.0,L_SOMETA8_1Y,L_ROBBSW8_1Y,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,duplicate_resolved_by_opeqcode,default,default,ok,clear_majority,Closed,0.9947,Closed,1.0
4305,60007637.0,10502.0,TUGTSVILSW,LEONJUNCTN,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,1.0,Closed,1.0
285614,60002294.0,2027.0,SLAMESA_9,CENTDWSN_9,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,1.0,Closed,1.0
746440,60098221.0,12493.0,GRINDSTONE_8,WTHFRDSS_8,1,Closed,dampsse_inservice,2025-04-28 12:56:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,0.9364,Closed,1.0
4667,60001536.0,8266.0,L_NIXOGV9_1Y,L_NIXON_9_1Y,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,1.0,Closed,1.0
2458,60003863.0,8803.0,L_FPPYD25_1Y,HOLMAN,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9373,Closed,0.95
1181,60006857.0,8954.0,RANDADO4A,ZAPATA4A,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,1.0,Closed,1.0
87585,60008144.0,10162.0,JARDIN4A,STECTLA4A,1,Closed,dampsse_inservice,2015-11-18 16:11:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,0.9954,Closed,1.0
290122,60000986.0,6389.0,HOLLAND_9,BARTLET_T_9,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.8404,Closed,0.944
4670,60003408.0,7106.0,DUBLTRANCH,BUNKER,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,1.0,Closed,1.0
1590,60000530.0,4714.0,ROYSE_A8,RCKWL_8,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9993,Closed,1.0
322437,60008903.0,1736.0,YUCCADR_8,WHITOIL_8,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,1.0,Closed,1.0
870706,60112909.0,14350.0,L_HUECSP8_1Y,L_COMAL_8_1Y,1,Closed,dampsse_inservice,2026-05-08 14:02:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,0.9048,Closed,1.0
4674,60003820.0,8697.0,CHOCBAYU4A,V_DUPSW4A,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9978,Closed,1.0
306961,60003415.0,7091.0,MILLER_X88B8,BARNES_X88T8,88,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,1.0,Closed,1.0
44609,60007365.0,10504.0,STCO2A,STERLING,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9886,Closed,1.0
328422,60008883.0,10538.0,SWNDL_SU,SWINDELL,1,Closed,dampsse_inservice,2017-05-30 15:35:00,2099-12-31 00:00:00,Line,matched,energization_outage,default,ok,clear_majority,Closed,1.0,Closed,1.0
4675,60007404.0,10398.0,WESTBY_R48_8,STEWRT__B138,48,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9987,Closed,1.0
1480,60001727.0,9610.0,CORINTH1_8,ARGYLE1_8,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,1.0,Closed,1.0
4677,60002807.0,3832.0,AUSTIN1,TUTTLE,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9995,Closed,1.0
294,60003129.0,5339.0,RHOME,AURORA,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,1.0,Closed,1.0
4678,60004174.0,10344.0,CUSTER1_P8,CUSTER,1,Closed,dampsse_inservice,1990-01-01 00:00:00,2099-12-31 00:00:00,Line,matched,default,default,ok,clear_majority,Closed,0.9959,Closed,1.0
