teid,RdfId,PsseType,NodeType,CircuitIdentifier,Name,BusNumber1,BusName1,Substation1,BusNumber2,BusName2,Substation2,EquipmentName,OpEqName,branch_id,branch_name,b1,b2,ckt,DeviceType,FromName,ToName,OP_EQCODE,EQNAME,match_status,unmatched_reason
96881,32480edf-485a-4189-b49b-277303f4f23b,Transformer,PowerTransformer,3,MR1T 13.8kV-1kV,1186,MIDCONW_3,MCNSW,24004,MIDCONW_1,MCNSW,MR1T,MCNSW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
546680,3281aafe-1ced-4872-9f3f-4ead9871138e,Transformer,PowerTransformer,1,AT3T 13.2kV-1kV,7217,L_LOCKHA1_3Y,LOCKHA,77216,L_LOCKHA1_2Y,LOCKHA,AT3T,LOCKHA_AT3T,,,,,,,,,,,unmatched,transformer_tertiary_stub
453260,334f0796-1084-4e43-b4dd-801805db3790,Transformer,PowerTransformer,A1,AT1T 23kV-1kV,49054,DEPWTR_A1TER,DPW,49160,DEPWTR_A1STR,DPW,AT1T,DPW_AT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
593153,3367826a-fe7a-48a4-8a2e-a1dbed22688d,Transformer,PowerTransformer,T1,12T 12.5kV-1kV,89413,VALER_E0A,VALERO_E,89412,VALER_E0B,VALERO_E,12T,VALERO_E_12T,,,,,,,,,,,unmatched,transformer_tertiary_stub
646858,33794f37-d3ce-44e1-88a3-c6af57235df8,Transformer,PowerTransformer,1,T3T 13.8kV-1kV,900688,WHITEPT0C,WHITE_PT,89617,WHITEPT0D,WHITE_PT,T3T,WHITE_PT_T3T,,,,,,,,,,,unmatched,transformer_tertiary_stub
370249,344c272c-cccc-4527-8c77-f3e2632a7983,Transformer,PowerTransformer,1,XF1T 13.8kV-1kV,24999,CRSCNT_1,CRSCN,24122,CRSCN1_1,CRSCN,XF1T,CRSCN_XF1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
755663,3558b79f-a21f-48a3-a2be-c8c7875c9175,Transformer,PowerTransformer,1,XFT1 12.5kV-1kV,89613,NAVALBS0A,NAVALBAS,89614,NAVALBS0B,NAVALBAS,XFT1,NAVALBAS_XFT1,,,,,,,,,,,unmatched,transformer_tertiary_stub
279681,360d491f-af24-41f3-a47f-14090e4e8872,Transformer,PowerTransformer,1,T_1T 13.2kV-1kV,9130,NL_TERTY,NORTHLAN,9395,NORTHLAN_1KV,NORTHLAN,T_1T,NORTHLAN_T_1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
676577,376911f6-8a24-43a0-9aaa-47ce6ff998b0,Transformer,PowerTransformer,X2,TR2Y 12.47kV-1kV,110461,FORMOSA_1,FORMOSA,111146,FORMOSA_TR2,FORMOSA,TR2Y,FORMOSA_TR2Y,,,,,,,,,,,unmatched,transformer_tertiary_stub
503637,37bee34b-863f-421b-be15-469b4e79ad5d,Transformer,PowerTransformer,A4,AT4T 13kV-1kV,49021,WHITOK_A4TER,WO,49199,49199,WO,AT4T,WO_AT4T,,,,,,,,,,,unmatched,transformer_tertiary_stub
280417,38740a34-09bc-43fb-8c7a-850ecc62ca30,Transformer,PowerTransformer,G1,XT4E 13.8kV-1kV,110049,THW_THWGT43,THW,49172,49172_STAR,THW,XT4E,THW_XT4E,,,,,,,,,,,unmatched,transformer_tertiary_stub
279288,387f9917-1db8-4754-a010-6a296a8a81ac,Transformer,PowerTransformer,2,MR2T 13.8kV-1kV,12434,SGVLSW1_3,SGVSW,24105,SGVSW2_1,SGVSW,MR2T,SGVSW_MR2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
27035,397cf7a7-8de1-4eb0-9446-3c9747aabb37,Transformer,PowerTransformer,1,13X 13.8kV-1kV,131244,QALSW_GT3,QALSW,131248,QALSW_13_1KV,QALSW,13X,QALSW_13X,,,,,,,,,,,unmatched,transformer_tertiary_stub
662091,39f2d61e-90a6-4c94-8f93-79edeb2ce3f5,Transformer,PowerTransformer,T1,P131 34.5kV-13.8kV,112013,APTXCITY_L2,APTXCITY,112011,APTXCITY_G1,APTXCITY,P131,APTXCITY_P131,,,,,,,,,,,unmatched,transformer_other
114370,3a0b448c-0969-4cd5-96dd-58e6664ec5c7,Transformer,PowerTransformer,A2,AT2T 23kV-1kV,49051,MEADOW_A2TER,MDO,49133,MEADOW_A2STR,MDO,AT2T,MDO_AT2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279560,3a26125e-e4df-4a83-b018-5d4d4eafe59f,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,11795,MOSES1_3,MNSES,24085,MNSES1_1,MNSES,MR1T,MNSES_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
280420,3ab45725-2a25-43c0-9b57-24a5b77507e0,Transformer,PowerTransformer,3,MR3T 13.8kV-1kV,11884,EVRMAN1_3,EVRSW,24070,EVRSW3_1,EVRSW,MR3T,EVRSW_MR3T,,,,,,,,,,,unmatched,transformer_tertiary_stub
222519,3bb9834c-cfa6-419d-a939-68a202a37bc2,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,13414,TEMP_SS__3,TMPSW,24110,TMPSW1_1,TMPSW,MR1T,TMPSW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
774298,3c70255f-1c92-4bf7-82ad-84dacbfb9b8c,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,24971,PRNGMOSS1_3,PRMSW,24165,PRNGMOSS1_T,PRMSW,MR1T,PRMSW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279817,3c8f4901-d0e9-4c46-8dc3-fc3640f70355,Transformer,PowerTransformer,1,HT1T 13.8kV-1kV,36996,WHNTY131,WHTNY,245,WHTNYSTAR,WHTNY,HT1T,WHTNY_HT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279478,3d2bc9e0-bb63-46ba-bc0b-b33ee2b97799,Transformer,PowerTransformer,A2,AT2T 23kV-1kV,49084,BELAIR_A2TER,BI,49101,BELAIR_A2STR,BI,AT2T,BI_AT2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279410,3d72936b-9620-46c9-a8e1-5d54c2a1a252,Transformer,PowerTransformer,1,BT1T 12.5kV-1kV,963,SHELBY3,SHELBY,996,SHELBY_1,SHELBY,BT1T,SHELBY_BT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
379014,3ded4b0c-8cf2-4b1f-b1f2-1427530be91a,Transformer,PowerTransformer,A2,A2T 14.4kV-1kV,110156,DOW_A2_1,DOW,49192,DOW__A2STR,DOW,A2T,DOW_A2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
319570,3f6f95bd-6cfb-4130-8434-238ed85fd03b,Transformer,PowerTransformer,2,AT3T 13.2kV-1kV,7838,L_SALEM_1_3Y,SALEM,777290,L_SELAM01_1Y,SALEM,AT3T,SALEM_AT3T,,,,,,,,,,,unmatched,transformer_tertiary_stub
377190,41c7d81a-557d-42fc-9ef5-e027049d82e2,Transformer,PowerTransformer,1,AT1T 12.5kV-1kV,840,DENTSW12,DENTSW,841,DENTSW1,DENTSW,AT1T,DENTSW_AT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279366,41cd13bc-d5f7-4c98-930d-46e8ed3d30f7,Transformer,PowerTransformer,1,138T 13.8kV-1kV,8341,ED1TERT,NEDIN,8381,8381_3STAR,NEDIN,138T,NEDIN_138T,,,,,,,,,,,unmatched,transformer_tertiary_stub
503225,42bf3b9a-ac6a-479b-9aba-1f30c5047b8c,Transformer,PowerTransformer,2,AX2T 13.8kV-1kV,11216,QUARRYFLD2_3,QRYSW,24138,QUARRY_2,QRYSW,AX2T,QRYSW_AX2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
410007,437c2938-154b-471f-8e74-a7f63232e9cc,Transformer,PowerTransformer,T2,T2TC 34.5kV-1kV,134594,QUEEN_S4,QUEEN_SL,134596,T2,QUEEN_SL,T2TC,QUEEN_SL_T2TC,,,,,,,,,,,unmatched,transformer_tertiary_stub
279103,43f62a08-e390-4806-bcb0-e2db6573c3cd,Transformer,PowerTransformer,G1,XT7B 13.8kV-1kV,110092,GBY_GBYGT73,GBY,49130,49130_STAR,GBY,XT7B,GBY_XT7B,,,,,,,,,,,unmatched,transformer_tertiary_stub
95424,444d0da0-295f-4af1-abdb-fe7ceb54bb93,Transformer,PowerTransformer,T4,XT4T 13.8kV-1kV,111135,BAC_CTG4,BAC,111139,111139_STAR,BAC,XT4T,BAC_XT4T,,,,,,,,,,,unmatched,transformer_tertiary_stub
485857,45d78788-8494-44fd-a6c9-51ad75fa3b3c,Transformer,PowerTransformer,1,T3T 13.5kV-1kV,59142,LP_COOP_T,LPLCO,59141,COT3,LPLCO,T3T,LPLCO_T3T,,,,,,,,,,,unmatched,transformer_tertiary_stub
534357,45e89ce3-9f12-4eb0-a545-41711a2e39ed,Transformer,PowerTransformer,T6,XT2Y 13.8kV-1kV,112414,RABBS_N4,RAB,112422,112422,RAB,XT2Y,RAB_XT2Y,,,,,,,,,,,unmatched,transformer_tertiary_stub
280006,4676d003-6cd1-446d-bccb-1f568b3886db,Transformer,PowerTransformer,A4,AT4T 23kV-1kV,49047,P_H_R__A4TER,PHR,49146,P_H_R__A4STR,PHR,AT4T,PHR_AT4T,,,,,,,,,,,unmatched,transformer_tertiary_stub
319011,4697b8ea-a747-4f4d-a7ff-68b0e2a673a5,Transformer,PowerTransformer,A6,AT6T 23kV-1kV,49069,DOW____A6TER,DOW,49196,DOW____A6STR,DOW,AT6T,DOW_AT6T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279551,47bffcb4-c5db-4c25-aebf-a60b073ddbf5,Transformer,PowerTransformer,1,AT1T 13.2kV-1kV,77281,L_TWINBU1_1Y,TWINBU,77155,L_TWINBU_1Z,TWINBU,AT1T,TWINBU_AT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
842705,4800bbe6-fa4b-4ebc-9dc8-d4e9f0d5a507,Transformer,PowerTransformer,T6,SU4Y 13.8kV-1kV,171104,TIMPP_N8,TIMPP,171108,TIMPP_0_T4,TIMPP,SU4Y,TIMPP_SU4Y,,,,,,,,,,,unmatched,transformer_tertiary_stub
279520,493764ed-1f73-479f-9077-c41843f160e7,Transformer,PowerTransformer,A1,AT1T 23kV-1kV,49068,LEG____A1TER,LEG,49168,49168_STAR,LEG,AT1T,LEG_AT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279089,4946e844-e478-4e9b-aaf0-0ccf35d506c1,Transformer,PowerTransformer,1,XF1T 12.5kV-1kV,978,JKCREEK3,JK_CK,999,JCREEK_1,JK_CK,XF1T,JK_CK_XF1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
373935,497d84b2-5943-49ea-ad29-b76af3616f00,Transformer,PowerTransformer,1,MR1T 2.4000001kV-1kV,24998,WHTSTLMNT2_8,WSMSW,24123,WHTSTLMNT1_8,WSMSW,MR1T,WSMSW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
486656,4a359df6-0048-46b7-85c4-1fb1396b8d40,Transformer,PowerTransformer,1,T4T 13.8kV-1kV,59163,LP_YEL_T2,LPLYH,59153,YHT4STAR,LPLYH,T4T,LPLYH_T4T,,,,,,,,,,,unmatched,transformer_tertiary_stub
650239,4b1ebf2e-1847-44a6-9843-fabc3d7b4b41,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,24986,LPNSW_13_1,LPNSW,24145,LPNSW_1_1,LPNSW,MR1T,LPNSW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
742155,4c270a9c-ede8-4218-81f8-78c056a0b0e0,Transformer,PowerTransformer,1,XF1T 13.09kV-1kV,60461,KINNISON0A,KINNISON,60117,KINDUM,KINNISON,XF1T,KINNISON_XF1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
720544,4c2c57e0-4fbd-486d-a790-43a8f42613a8,Transformer,PowerTransformer,R2,XF2T 13.8kV-1kV,60105,MULWTER0A,MULBERRY,60103,MULWDUM0A,MULBERRY,XF2T,MULBERRY_XF2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
87564,4c315ce4-098f-4f41-b24c-dc25ec5af014,Transformer,PowerTransformer,2,AT1T 13.2kV-1kV,77683,L_CLEASP1_1Y,CLEASP,77681,L_CLEASP1_1Z,CLEASP,AT1T,CLEASP_AT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
728512,4d85a348-f9da-440b-b516-784c5b5af6f3,Transformer,PowerTransformer,2,MR2T 13.8kV-1kV,24976,TEMP_PEC__34,TMPCR,24161,TMPCR1_2,TMPCR,MR2T,TMPCR_MR2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
422441,4e53582a-b05c-4a28-a0e2-169d1307e042,Transformer,PowerTransformer,A3,AT3T 23kV-1kV,49038,JONCRK_A3TER,JCK,49138,JONCRK_A3STR,JCK,AT3T,JCK_AT3T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279823,4e8d402a-27c8-47f2-a1d3-f660128c60d5,Transformer,PowerTransformer,1,XF1C 13.8kV-1kV,8328,LP3TERT,LA_PALMA,8315,LP3DUM,LA_PALMA,XF1C,LA_PALMA_XF1C,,,,,,,,,,,unmatched,transformer_tertiary_stub
730818,4f26a3d3-6fd0-436c-8558-cf8f69a3a007,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,24977,REDLAND_3,REDSW,24160,REDLAND_1,REDSW,MR1T,REDSW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279308,50192552-effd-47f1-84c5-6565a344d8b3,Transformer,PowerTransformer,1,MR1T 13kV-1kV,11952,HANDLEY_3,HLSES,24075,HLSES1_1,HLSES,MR1T,HLSES_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
485159,50ad7d56-436f-4bac-b0b3-cfda114d2012,Transformer,PowerTransformer,1,T3T 13.5kV-1kV,59112,LP_MCKNZE_T1,LPLMK,59113,LPLMKSTAR,LPLMK,T3T,LPLMK_T3T,,,,,,,,,,,unmatched,transformer_tertiary_stub
324290,51299159-f6c4-4f03-ada2-a93b9f52c7a8,Transformer,PowerTransformer,2,AT2T 13.2kV-1kV,7834,L_ZORN__1_2Y,ZORN,777181,L_ZORN__1_2Z,ZORN,AT2T,ZORN_AT2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279085,515fd0a2-9c5a-4213-a18e-f808d23584c9,Transformer,PowerTransformer,G1,XT8A 13.8kV-1kV,110097,GBY_GBYGT84,GBY,49118,49118_STAR,GBY,XT8A,GBY_XT8A,,,,,,,,,,,unmatched,transformer_tertiary_stub
152815,5250c933-4856-44ca-8cba-c84bd73c392a,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,11920,SHRY_B_3,SHRSW,24036,SHRSW1_1,SHRSW,MR1T,SHRSW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279747,52df536f-c4fe-4abc-8821-36daceb1cc7e,Transformer,PowerTransformer,1,T1T 34.5kV-1kV,170236,HHGT_1,HHGT,170252,HHGT_1_STAR,HHGT,T1T,HHGT_T1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279612,54330674-e099-4575-9cc0-94f8b2d23085,Transformer,PowerTransformer,2,MR2T 13.8kV-1kV,5373,SKYAUTO2,SKYLINE,5365,SKYSTAR2,SKYLINE,MR2T,SKYLINE_MR2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
280183,54edba3f-4d57-4197-bf35-c98fd0caf72c,Transformer,PowerTransformer,2,AT2T 13.2kV-1kV,9330,AUSTROT2,AUSTRO,9396,AUSTRO2_1KV,AUSTRO,AT2T,AUSTRO_AT2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
534353,565f55b7-c9e8-4372-a5f2-7e2e96f6480a,Transformer,PowerTransformer,T2,XT1X 13.8kV-1kV,112411,RABBS_N1,RAB,112420,112420,RAB,XT1X,RAB_XT1X,,,,,,,,,,,unmatched,transformer_tertiary_stub
3867,56e259ce-5374-4b71-afe2-169f42081411,Transformer,PowerTransformer,A1,AT1T 23kV-1kV,49026,P_H_R__A1TER,PHR,49126,P_H_R__A1STR,PHR,AT1T,PHR_AT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
410003,576f6eb3-7438-464a-bd7e-c49f64a3da11,Transformer,PowerTransformer,T1,T1SC 34.5kV-1kV,134591,QUEEN_S1,QUEEN_SL,134595,T1,QUEEN_SL,T1SC,QUEEN_SL_T1SC,,,,,,,,,,,unmatched,transformer_tertiary_stub
279567,579aaa37-f530-4dba-a25b-114da97369bd,Transformer,PowerTransformer,1,MR3T 13.8kV-1kV,3392,JEWETT1_3,JEWET,24076,JEWET3_1,JEWET,MR3T,JEWET_MR3T,,,,,,,,,,,unmatched,transformer_tertiary_stub
700694,58b753a8-33d8-4c03-a4e8-1be12936eef9,Transformer,PowerTransformer,T3,MPTB 34.5kV-1kV,153531,ELZA_SLR_B1,ELZA_SLR,153534,ELZA_SLR_L1,ELZA_SLR,MPTB,ELZA_SLR_MPTB,,,,,,,,,,,unmatched,transformer_tertiary_stub
458031,5950d69f-7129-41c8-8003-ff9369407062,Transformer,PowerTransformer,T2,XT2T 13.8kV-1kV,111133,BAC_CTG2,BAC,111138,111138,BAC,XT2T,BAC_XT2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279708,59ad1f2e-2b21-476f-9d6d-66b0a9d633ee,Transformer,PowerTransformer,4,MR4T 13.8kV-1kV,5215,HCAUTO4,HILLCTRY,5217,HC_STAR4,HILLCTRY,MR4T,HILLCTRY_MR4T,,,,,,,,,,,unmatched,transformer_tertiary_stub
848232,5aeadb76-bb67-482c-b72f-568313a6de5a,Transformer,PowerTransformer,1,MR2T 13.8kV-1kV,12430,WATMLL1_3,WTRML,24157,WTRML1_11,WTRML,MR2T,WTRML_MR2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279423,5bb2c542-5263-486f-bfd2-6f95e25c2a1c,Transformer,PowerTransformer,1,MR1T 13.2kV-1kV,3519,HILLBORO1_3,HLSBR,24074,HLSBR1_1,HLSBR,MR1T,HLSBR_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279170,5bb8d6f4-388f-42d3-83d1-14272fd0cf17,Transformer,PowerTransformer,A1,AT1T 13kV-1kV,49027,S_CHAN_A1TER,SC,49127,S_CHAN_A1STR,SC,AT1T,SC_AT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279070,5bc4819f-1b1d-4b84-a6e7-13f5c8ca329d,Transformer,PowerTransformer,1,MR2T 12kV-1kV,29108,CROCKETT_3,CRKET,24060,CRKET2_1,CRKET,MR2T,CRKET_MR2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
280022,5c063b26-c309-4afa-8241-86932aea4927,Transformer,PowerTransformer,2,AT4T 13.2kV-1kV,77289,L_SALEM_1_4Y,SALEM,777289,L_SALEM1_1,SALEM,AT4T,SALEM_AT4T,,,,,,,,,,,unmatched,transformer_tertiary_stub
42411,5c0856d6-47db-4d87-9770-89080372dc7c,Transformer,PowerTransformer,1,15X 13.8kV-1kV,131243,QALSW_STG1,QALSW,131249,QALSW_15_1KV,QALSW,15X,QALSW_15X,,,,,,,,,,,unmatched,transformer_tertiary_stub
280223,5c2aa5a3-e868-4462-869b-4c6703502b86,Transformer,PowerTransformer,G1,XT3D 13.8kV-1kV,110044,THW_THWGT33,THW,49139,49139_STAR,THW,XT3D,THW_XT3D,,,,,,,,,,,unmatched,transformer_tertiary_stub
21504,5c70a15e-e145-4dca-9fe1-72ae426eb3d8,Transformer,PowerTransformer,A2,AT2T 13kV-1kV,49056,GABLE__A2TER,GS,49156,GABLE__A2STR,GS,AT2T,GS_AT2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279075,5d8e3654-de4a-49f5-b369-e0d6ddf82bc5,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,11698,SULP_SS1_3,SSPSW,24108,SSPSW1_1,SSPSW,MR1T,SSPSW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
486708,5eadd3fa-3764-4255-b505-4215b4b2da4b,Transformer,PowerTransformer,1,T2T 13.8kV-1kV,59176,LP_DUNBAR_T1,LPLDB,59179,DBT2STAR,LPLDB,T2T,LPLDB_T2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279967,5eddb28c-f5a7-4265-b29f-65fec6aadb84,Transformer,PowerTransformer,1,12T2 13.8kV-1kV,170064,LEON__LCPCT2,LEON_CRK,5270,LCPSTR12,LEON_CRK,12T2,LEON_CRK_12T2,,,,,,,,,,,unmatched,transformer_tertiary_stub
411478,5fbd5158-416a-4d21-8d43-77b649501b19,Transformer,PowerTransformer,2,T2TC 34.5kV-1kV,134511,HILO_4_5,HI_LONE,134514,HILO_1KV2,HI_LONE,T2TC,HI_LONE_T2TC,,,,,,,,,,,unmatched,transformer_tertiary_stub
279003,5fd366ee-5041-4171-9b66-f01a77d51558,Transformer,PowerTransformer,1,381T 13.8kV-1kV,8499,LH3TERT,LON_HILL,8449,LH1DUM,LON_HILL,381T,LON_HILL_381T,,,,,,,,,,,unmatched,transformer_tertiary_stub
609338,60190de7-945c-4905-b4a2-d9a326622418,Transformer,PowerTransformer,1,T1_T 4.1599998kV-1kV,847,LOOKOUT4_T1,LOOKOUT,858,858,LOOKOUT,T1_T,LOOKOUT_T1_T,,,,,,,,,,,unmatched,transformer_tertiary_stub
842702,605947d7-604d-486b-a898-b54765a95916,Transformer,PowerTransformer,T3,SU3Y 13.8kV-1kV,171102,TIMPP_N6,TIMPP,171107,TIMPP_0_T3,TIMPP,SU3Y,TIMPP_SU3Y,,,,,,,,,,,unmatched,transformer_tertiary_stub
715168,60954862-6ee2-4e73-b2c3-f28f1c8acb0a,Transformer,PowerTransformer,1,XF1T 13.8kV-1kV,88659,NAISMITH0A,NAISMITH,88661,NAISMITH0C,NAISMITH,XF1T,NAISMITH_XF1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
754789,6120ecf8-ad8b-4131-9d39-3cbd883fe1ed,Transformer,PowerTransformer,2,MR2T 13.2kV-1kV,24973,CALMONT2_T,CMTSW,24164,CALMONT2_1,CMTSW,MR2T,CMTSW_MR2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
486705,61bf2954-7616-45bd-9465-5597a5c6d82c,Transformer,PowerTransformer,1,T1T 13.8kV-1kV,59177,LP_DUNBAR_T2,LPLDB,59172,DBT1STAR,LPLDB,T1T,LPLDB_T1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
61448,6250055e-bc6d-4ddd-8b5a-8a30f8617bb2,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,11910,VENUS2_3,VENSW,24041,VENSW1_1,VENSW,MR1T,VENSW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
281278,62be7a4b-b46d-47d9-9fef-71820a5da9ad,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,5212,HCAUTO1,HILLCTRY,5206,HC_STAR1,HILLCTRY,MR1T,HILLCTRY_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
94515,639f0cbd-42d8-40c0-9879-a5e20e93b6f7,Transformer,PowerTransformer,A1,AT1T 23kV-1kV,49085,ZENITH_A1TER,ZEN,49185,ZENITH_A1STR,ZEN,AT1T,ZEN_AT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
327089,63f40572-3ded-4674-af3a-bca9d731f41f,Transformer,PowerTransformer,A2,AT2T 23kV-1kV,49037,JONCRK_A2TER,JCK,49137,JONCRK_A2STR,JCK,AT2T,JCK_AT2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
410004,6453472c-2f15-49c5-b633-8a7161983961,Transformer,PowerTransformer,T1,T1TC 34.5kV-1kV,134592,QUEEN_S2,QUEEN_SL,134595,T1,QUEEN_SL,T1TC,QUEEN_SL_T1TC,,,,,,,,,,,unmatched,transformer_tertiary_stub
280197,65057f02-7368-488d-a016-a1184d2923f8,Transformer,PowerTransformer,2,T2T 34.5kV-1kV,170237,HHGT_2,HHGT,170253,HHGT_2_STAR,HHGT,T2T,HHGT_T2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
299945,6571d8d0-bcd6-43a8-b2da-3d40b2483f5a,Transformer,PowerTransformer,A3,AT3T 23kV-1kV,49075,N_BELT_A3TER,NB,49175,N_BELT_A3STR,NB,AT3T,NB_AT3T,,,,,,,,,,,unmatched,transformer_tertiary_stub
720971,65a623c2-6ee3-41cc-9841-7924b4621de4,Transformer,PowerTransformer,2,MR2T 13.8kV-1kV,10065,ROCKHOUND2_3,RCKSW,24159,ROCKHOUND2_T,RCKSW,MR2T,RCKSW_MR2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
329839,65cd00f7-774e-4615-b5f9-4823eae37f54,Transformer,PowerTransformer,1,AX1T 13.2kV-1kV,11701,TCOSW1_3,TCOSW,24013,TOCO_1,TCOSW,AX1T,TCOSW_AX1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
630888,66084611-f6bc-40ea-aa9f-84496ed6dcb6,Transformer,PowerTransformer,2,MR2T 13.8kV-1kV,11370,EXPANSE2_3,EXPSW,24150,HIIEE,EXPSW,MR2T,EXPSW_MR2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279490,6708f361-aa5a-4454-9f84-d8c3fe3e36ac,Transformer,PowerTransformer,2A,A2AT 20.9kV-1kV,49006,CEDARP_2ATER,CBY,49107,CEDARP_2BSTR,CBY,A2AT,CBY_A2AT,,,,,,,,,,,unmatched,transformer_tertiary_stub
308387,67e58151-f6eb-4522-b1a4-0bb1ecfd6562,Transformer,PowerTransformer,A1,AT1T 23kV-1kV,49061,ADICKS_A1TER,ADK,49161,ADICKS_A1STR,ADK,AT1T,ADK_AT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279292,6a121220-6dc8-4ee5-8c3d-cbbea4c0ecef,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,11440,CMCHE_SS_3,CMNSW,24055,CMNSW1_1,CMNSW,MR1T,CMNSW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
280211,6a51941b-2703-4503-8db5-7bf9cb17b11d,Transformer,PowerTransformer,2,MR2T 13.2kV-1kV,11033,MGCK2_3,MGSES,24017,700208_3STAR,MGSES,MR2T,MGSES_MR2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
410006,6a6d7cca-7df4-43c6-9a9c-b9004e44b007,Transformer,PowerTransformer,T2,T2SC 34.5kV-1kV,134593,QUEEN_S3,QUEEN_SL,134596,T2,QUEEN_SL,T2SC,QUEEN_SL_T2SC,,,,,,,,,,,unmatched,transformer_tertiary_stub
764612,6b82f501-9b7d-41b9-b009-8e280fa89a6c,Transformer,PowerTransformer,1,XF1T 12kV-1kV,8451,NUECESB0A,NUECES_B,8440,NBDMYA,NUECES_B,XF1T,NUECES_B_XF1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279529,6cbed699-11bc-408b-82f2-592db0b58c94,Transformer,PowerTransformer,A1,AT1T 12.47kV-1kV,49058,H_O_C__A1TER,HOC,49158,H_O_C__A1STR,HOC,AT1T,HOC_AT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
280225,6cfddb67-c755-42ed-8ed4-091c68152237,Transformer,PowerTransformer,2,XT2T 13.2kV-1kV,957,GREENV_IN_T2,GN_S_I,990,GREENV_IN_2,GN_S_I,XT2T,GN_S_I_XT2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279451,6f04d980-8ff1-4814-bbd6-db186d6b2ca7,Transformer,PowerTransformer,1,MR2T 12kV-1kV,3476,NAVARRO1_3,NVARO,24088,NVARO2_1,NVARO,MR2T,NVARO_MR2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
