teid,RdfId,PsseType,NodeType,CircuitIdentifier,Name,BusNumber1,BusName1,Substation1,BusNumber2,BusName2,Substation2,EquipmentName,OpEqName,branch_id,branch_name,b1,b2,ckt,DeviceType,FromName,ToName,OP_EQCODE,EQNAME,match_status,unmatched_reason
298403,dfa58421-e3f9-4e75-b320-bd9a82fae740,Branch,SeriesCompensator,SG,1,110157,DOWGEN_7,DOWGEN,110161,DOW_647Y,DOWGEN,1,DOW_2672_1,,,,,,,,,,,unmatched,generation_plant_internal
341323,e370b7f3-2b89-483d-9c9d-e5fb3c0f52d3,Branch,SeriesCompensator,SG,1,110952,SL_9_1,SL,110953,SL_9,SL,1,SL_RX1264_1,,,,,,,,,,,unmatched,generation_plant_internal
341333,e6b74eff-8902-49aa-b3fc-a089c5b40df5,Branch,SeriesCompensator,SG,1,110943,SL_SL_G3,SL,110944,SL_SL_G4,SL,1,SL_RX1285_1,,,,,,,,,,,unmatched,generation_plant_internal
298528,e83ce11a-c3e0-4aa1-a69a-3aa4c745c532,Branch,SeriesCompensator,SG,1,110125,DOW_DOW_ST65,DOWGEN,110126,DOW_G66_ST65,DOWGEN,1,DOW_RE-T650_1,,,,,,,,,,,unmatched,generation_plant_internal
298404,e8717aa1-d65a-4f07-8653-8e079a2e0af0,Branch,SeriesCompensator,SG,1,110124,DOWG_DOW_G66,DOWGEN,110126,DOW_G66_ST65,DOWGEN,1,DOW_RE-T660_1,,,,,,,,,,,unmatched,generation_plant_internal
847499,e8bcf1e0-99fa-40ef-9f12-aa8079333c5c,Branch,SeriesCompensator,S2,1,151481,RRC_WIND_W3,RRC_WIND,151482,RRC_WIND_B1,RRC_WIND,1,RRC_WIND_CLR2_1,,,,,,,,,,,unmatched,generation_plant_internal
341334,eb01df10-cf50-4714-b8cc-0dfed34c5881,Branch,SeriesCompensator,SG,1,110952,SL_9_1,SL,110954,SL_10,SL,1,SL_RX1293_1,,,,,,,,,,,unmatched,generation_plant_internal
341322,f2ad56c6-6496-4c8e-afa7-122817ff2f1d,Branch,SeriesCompensator,SG,1,110944,SL_SL_G4,SL,110949,SL_5,SL,1,SL_CBL_1302_1,,,,,,,,,,,unmatched,generation_plant_internal
676202,fbe119fc-4367-40cc-8eb5-169462fe2deb,Branch,SeriesCompensator,2,1,144562,BAKE_SLR_S2,BAKE_SLR,144568,BAKE_SLR_L2,BAKE_SLR,1,BAKER_CLR2_1,,,,,,,,,,,unmatched,generation_plant_internal
539289,ff6d3e88-9197-482d-bcc3-961cf9fd9134,Branch,SeriesCompensator,2,1,152082,NOBLESLR_R2,NOBLESLR,152086,NOBLE_T2L,NOBLESLR,1,R2_1,,,,,,,,,,,unmatched,generation_plant_internal
279831,00865c40-079c-42bb-a453-5c2ef19ef3a4,Transformer,PowerTransformer,1,MT6L 13.8kV-1kV,170138,BRAU_VHB6CT6,BRAUNIG,5036,BR_STR56,BRAUNIG,MT6L,BRAUNIG_MT6L,,,,,,,,,,,unmatched,transformer_tertiary_stub
299937,00d15f1b-2c63-4356-b356-0ce382ea274e,Transformer,PowerTransformer,A2,AT2T 23kV-1kV,49070,N_BELT_A2TER,NB,49170,N_BELT_A2STR,NB,AT2T,NB_AT2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279966,02224448-e594-4552-9ba3-cc1141e6dfe0,Transformer,PowerTransformer,1,12T1 13.8kV-1kV,170063,LEON__LCPCT1,LEON_CRK,5270,LCPSTR12,LEON_CRK,12T1,LEON_CRK_12T1,,,,,,,,,,,unmatched,transformer_tertiary_stub
280308,0279cc14-81ef-41b9-8521-a96fe90cb5ec,Transformer,PowerTransformer,1,138T 13.8kV-1kV,8160,CC1TERT,COLETO,8163,CC1DUM0A,COLETO,138T,COLETO_138T,,,,,,,,,,,unmatched,transformer_tertiary_stub
834211,02abb331-13a2-40e5-bf1a-09531c0fb026,Transformer,PowerTransformer,1,MR3T 13.2kV-1kV,24966,FERIS_13,FERIS,24170,FERIS_1,FERIS,MR3T,FERIS_MR3T,,,,,,,,,,,unmatched,transformer_tertiary_stub
280311,02de114e-e657-4769-9b52-b32d23cdb5ee,Transformer,PowerTransformer,G1,XT5F 13.8kV-1kV,110055,THW_N4,THW,49174,49174_STAR,THW,XT5F,THW_XT5F,,,,,,,,,,,unmatched,transformer_tertiary_stub
327086,02f20d6c-b8e7-40a4-ba14-114df8e2a1ae,Transformer,PowerTransformer,A1,AT1T 23kV-1kV,49036,JONCRK_A1TER,JCK,49136,JONCRK_A1STR,JCK,AT1T,JCK_AT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279416,037ca947-2f27-48b9-ba68-bf5bb4cdb276,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,29577,COLLIN1_3,CN345,24056,CN3451_1,CN345,MR1T,CN345_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
829940,04684b80-5ba7-4966-a3f7-f79f1e90787e,Transformer,PowerTransformer,1,XF1T 12.47kV-1kV,8402,GARZA0A,GARZA,8398,GZDMYA,GARZA,XF1T,GARZA_XF1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279771,04eda456-f73a-4524-8c1f-1df45e909645,Transformer,PowerTransformer,1,AT2T 13kV-1kV,49042,WHITOK_A2TER,WO,49141,WHITOK_A2STR,WO,AT2T,WO_AT2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
339763,05f25c0c-10e3-4166-a709-bebc4659d9e8,Transformer,PowerTransformer,2,G0CY 13.8kV-1kV,151198,DEC_0Y,DEC,151204,DEC_0_1,DEC,G0CY,DEC_G0CY,,,,,,,,,,,unmatched,transformer_tertiary_stub
280317,070f6b65-be4e-46f4-b7ca-0bed1c299872,Transformer,PowerTransformer,2,MR1T 13.8kV-1kV,16358,RNRDPL1_3,RENSW,24099,RENSW1_1,RENSW,MR1T,RENSW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
487186,077e83f5-4ad9-44e0-8afa-37f31c041136,Transformer,PowerTransformer,1,T2T 13.5kV-1kV,59167,LP_HOLLY_T,LPLHY,59165,T2STAR,LPLHY,T2T,LPLHY_T2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
28082,07b90537-baf8-4da7-b0f4-78392b613482,Transformer,PowerTransformer,3,MR7T 13.8kV-1kV,24140,TRINIDAD2_3,TRSES,24048,TRSES7_1,TRSES,MR7T,TRSES_MR7T,,,,,,,,,,,unmatched,transformer_tertiary_stub
609506,07ed4848-3932-45a9-b75a-76461e5ecc7e,Transformer,PowerTransformer,A1,AT1T 13kV-1kV,49004,CLINTN_A1TER,CL,49103,CLINTN_A1STR,CL,AT1T,CL_AT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279324,08247734-57f7-4266-bd5a-a7bd05b0e25f,Transformer,PowerTransformer,2,ATBT 24.9kV-1kV,5908,SMIGLT1,SANMIGL,5904,NOTMODMIDPT1,SANMIGL,ATBT,SANMIGL_ATBT,,,,,,,,,,,unmatched,transformer_tertiary_stub
304179,0a594eed-6e08-4bb1-8b7e-e55901251fcd,Transformer,PowerTransformer,A2,AT2T 23kV-1kV,49067,TOMBAL_A2TER,TB,49167,TOMBAL_A2STR,TB,AT2T,TB_AT2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
676578,0adc127e-f8ce-4f26-b51a-da28ae7c0096,Transformer,PowerTransformer,X2,TR2X 12.47kV-1kV,110458,FOR_FORMOSG8,FORMOSA,111146,FORMOSA_TR2,FORMOSA,TR2X,FORMOSA_TR2X,,,,,,,,,,,unmatched,transformer_tertiary_stub
280328,0b06deca-e2dd-422e-a45f-3eb25bfc14ae,Transformer,PowerTransformer,3,MR1T 13.8kV-1kV,1787,RIVERCST_3,RCSES,24097,RCSES1_1,RCSES,MR1T,RCSES_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279110,0b734089-2213-4a1f-bb1e-f5708681bdee,Transformer,PowerTransformer,3,FM3T 12.4kV-1kV,969,GIBN_CREK_T3,GIBCRK,955,GIBN_CRK_1_1,GIBCRK,FM3T,GIBCRK_FM3T,,,,,,,,,,,unmatched,transformer_tertiary_stub
720714,0c15529f-8b0b-4547-8837-206ddd38b196,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,10064,ROCKHOUND1_3,RCKSW,24158,ROCKHOUND1_T,RCKSW,MR1T,RCKSW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279569,0c610009-07d7-43ff-8dd9-79bb27ddb1e8,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,29176,FORGROV_3,FGRSW,24071,FGRSW1_1,FGRSW,MR1T,FGRSW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
313720,0c8a4184-5e17-47ea-a10a-5398aade546e,Transformer,PowerTransformer,1,AT1T 13.2kV-1kV,76998,L_NORTMC1_1Y,NORTMC,776999,LNORSTR1,NORTMC,AT1T,NORTMC_AT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
7285,0d4f13f4-07f9-4c64-b3ac-0c37b07df3f7,Transformer,PowerTransformer,5,AT5T 13.2kV-1kV,77154,L_KENDAL1_5Y,KENDAL,77801,L_KENDAL1_3,KENDAL,AT5T,KENDAL_AT5T,,,,,,,,,,,unmatched,transformer_tertiary_stub
859555,0d8a38de-aae2-4209-8336-a4dd6aa4216b,Transformer,PowerTransformer,2,MR2T 13.8kV-1kV,24962,TMPSW13_2,TMPSW,24174,TMPSW1_2,TMPSW,MR2T,TMPSW_MR2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
280334,0dacd2a8-4240-46dc-bc61-789cb718425c,Transformer,PowerTransformer,3,MR4T 13.8kV-1kV,11034,MGCKTERT4_3,MGSES,24018,700209_3STAR,MGSES,MR4T,MGSES_MR4T,,,,,,,,,,,unmatched,transformer_tertiary_stub
486976,0e0ca7c9-f8fe-4a44-a267-674af7a3a329,Transformer,PowerTransformer,1,T2T 13.8kV-1kV,59190,LP_POSEY_T2,LPLPY,59191,PYT2STAR,LPLPY,T2T,LPLPY_T2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
140019,0e959adc-30e1-4437-87de-25a391bcf745,Transformer,PowerTransformer,2,MR2T 13.8kV-1kV,11927,LIGGETTA2_3,LIGSW,24031,LIGSW2_1,LIGSW,MR2T,LIGSW_MR2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279258,0f249239-3d40-4e4d-bfdb-f26e518147b8,Transformer,PowerTransformer,A3,AT3T 23kV-1kV,49082,JENETA_A3TER,JN,49182,JENETA_A3STR,JN,AT3T,JN_AT3T,,,,,,,,,,,unmatched,transformer_tertiary_stub
61859,0f24c776-dfdd-4fa6-b3f4-cbffb1788df4,Transformer,PowerTransformer,3T,MR3T 13.8kV-1kV,18530,ODSSAEHV3_3,ODEHV,24109,ODEHV3_1,ODEHV,MR3T,ODEHV_MR3T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279459,0fff20e3-7302-423b-beff-a786e0c4923a,Transformer,PowerTransformer,2,T2T 12.4kV-1kV,972,W_DENT_T2,W_DENT,997,W_DENT_1,W_DENT,T2T,W_DENT_T2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
493699,100ba992-78dc-493a-99e9-4edb173396e6,Transformer,PowerTransformer,6,T6T 12.47kV-1kV,110966,BOG_T6T,BOG,110970,BOG_T6,BOG,T6T,BOG_T6T,,,,,,,,,,,unmatched,transformer_tertiary_stub
280015,122f975a-dff6-4bb1-96c5-c3bed2eb26bd,Transformer,PowerTransformer,A2,AT2T 12.47kV-1kV,49020,DWNTWN_A2TER,DT,49120,DWNTWN_A2STR,DT,AT2T,DT_AT2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
59947,143dac19-b2b4-4a9a-befb-bd741771c8da,Transformer,PowerTransformer,A1,AT1T 23kV-1kV,49031,OBRIEN_A1TER,OB,49164,OBRIEN_A1STR,OB,AT1T,OB_AT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
60485,15657499-8b28-4ce0-8b56-040f9d40167f,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,18527,MOSS_3,MOSSW,24033,MOSSW1_1,MOSSW,MR1T,MOSSW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279964,15d256f8-a706-497b-b2ef-1cc69ad699e6,Transformer,PowerTransformer,2,34T4 13.8kV-1kV,170066,LEON__LCPCT4,LEON_CRK,5271,LCPSTR34,LEON_CRK,34T4,LEON_CRK_34T4,,,,,,,,,,,unmatched,transformer_tertiary_stub
280350,174181e8-8cab-404f-aeee-86b4dcc43585,Transformer,PowerTransformer,1,A1-T 13.09kV-1kV,8303,LD2TERT,LAREDO,8292,LD2DUM,LAREDO,A1-T,LAREDO_A1-T,,,,,,,,,,,unmatched,transformer_tertiary_stub
493693,18d5a94f-7721-460d-a865-66832cceded7,Transformer,PowerTransformer,5,T5T 12.47kV-1kV,110964,BOG_T5T,BOG,110969,BOG_T5,BOG,T5T,BOG_T5T,,,,,,,,,,,unmatched,transformer_tertiary_stub
419978,1953ac24-13b6-4d45-85b9-7e4f855211d4,Transformer,PowerTransformer,2,AX2T 13.8kV-1kV,24995,ACSSW_13,ACSSW,24126,ACSSW_2,ACSSW,AX2T,ACSSW_AX2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
21244,19ff6692-770f-4de7-bc6e-05a3d16835e0,Transformer,PowerTransformer,1,A5T 14.4kV-1kV,110152,DOW_A5_1,DOW,49195,DOW____A5STR,DOW,A5T,DOW_A5T,,,,,,,,,,,unmatched,transformer_tertiary_stub
731939,1a557434-5e2f-4698-bfcd-cbb1c674ea70,Transformer,PowerTransformer,T2,SU2Y 13.8kV-1kV,171094,TIMPP_N4,TIMPP,171098,TIMPP_0_T2,TIMPP,SU2Y,TIMPP_SU2Y,,,,,,,,,,,unmatched,transformer_tertiary_stub
280355,1a6721d7-2258-44ef-8fb0-81fb9e2e5a29,Transformer,PowerTransformer,2,382T 13.8kV-1kV,8502,LH4TERT,LON_HILL,8450,LH2DUM,LON_HILL,382T,LON_HILL_382T,,,,,,,,,,,unmatched,transformer_tertiary_stub
246538,1a94281c-1df0-4a1b-83f2-9ba53d51817e,Transformer,PowerTransformer,2,MR2T 13.8kV-1kV,13410,LAKE_CRK1_3,LCSES,24077,LCSES2_1,LCSES,MR2T,LCSES_MR2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
626865,1acf94e0-010a-4f2a-9324-79f7c9f56a6a,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,11367,EXPANSE1_3,EXPSW,900636,HIIEE,EXPSW,MR1T,EXPSW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279356,1b64cf97-1d67-411d-91a4-00e4e7b064dc,Transformer,PowerTransformer,2,A2-T 13.09kV-1kV,8298,LD1TERT,LAREDO,8291,LD1DUM,LAREDO,A2-T,LAREDO_A2-T,,,,,,,,,,,unmatched,transformer_tertiary_stub
334202,1b74b014-528e-49ef-9169-87e74b2b7056,Transformer,PowerTransformer,2,2TR2 17.5kV-1kV,23916,TULECNY2,TULECNYN,79525,TULESTR,TULECNYN,2TR2,TULECNYN_2TR2,,,,,,,,,,,unmatched,transformer_tertiary_stub
533374,1c037657-c401-4629-b5a2-b171546a4286,Transformer,PowerTransformer,2,CT2T 12.5kV-1kV,983,MCCREE2_T2,MCCREE,9501,MCCREE_2,MCCREE,CT2T,MCCREE_CT2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279830,1c435af1-b235-4bcb-ba7b-4e0e063cbf8f,Transformer,PowerTransformer,1,MT7L 13.8kV-1kV,170139,BRAU_VHB6CT7,BRAUNIG,5037,BR_STR78,BRAUNIG,MT7L,BRAUNIG_MT7L,,,,,,,,,,,unmatched,transformer_tertiary_stub
126113,1c9ef8fa-3951-4c9c-b419-4901259b4b3a,Transformer,PowerTransformer,1,AX1T 13.8kV-1kV,18534,DERMOTT1_3,DMTSW,24000,DMTSW1_1,DMTSW,AX1T,DMTSW_AX1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
280358,1ccbd0d2-06a7-49b6-ba4f-3f7950c9b600,Transformer,PowerTransformer,G1,XT3E 13.8kV-1kV,110045,THW_THWGT34,THW,49139,49139_STAR,THW,XT3E,THW_XT3E,,,,,,,,,,,unmatched,transformer_tertiary_stub
279508,1cec2d83-c483-46ec-8a25-1f6ba14115c2,Transformer,PowerTransformer,1,VFT 17.5kV-17.5kV,80170,LARDVFT0B,LARDVFT,80014,LARDC,LARDVFT,VFT,LARDVFT_VFT,,,,,,,,,,,unmatched,transformer_other
736075,1d2411ad-f283-40d3-a08c-4be857bed40a,Transformer,PowerTransformer,1,XF1T 13.8kV-1kV,89616,WHITEPT0C,WHITE_PT,8988,WHITEPT1A,WHITE_PT,XF1T,WHITE_PT_XF1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279751,1d52fa22-5dfa-4529-94c1-d9447b6c037c,Transformer,PowerTransformer,G2,2MP0 34.5kV-13.8kV,110946,SL_2,SL,110942,SL_SL_G2,SL,2MP0,SL_2MP0,,,,,,,,,,,unmatched,transformer_other
719726,1d8010ee-dbe3-4d1c-8a55-6faa6fbe42ce,Transformer,PowerTransformer,R1,XF1T 13.8kV-1kV,60104,MULETER0A,MULBERRY,60102,MULEDUM0A,MULBERRY,XF1T,MULBERRY_XF1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279263,1db1b211-e12f-46cf-bd85-fde14e33c803,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,11881,ROCKYCRK_3,RKCRK,24100,RKCRK1_1,RKCRK,MR1T,RKCRK_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279762,1e7746fa-fb60-40fa-b2b4-572da2c694ca,Transformer,PowerTransformer,A1,AT1T 23kV-1kV,49039,T_H_W__A1TER,THW,49179,T_H_W__A1STR,THW,AT1T,THW_AT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
681448,20659d3c-ee78-4378-8509-ec2a92cfa437,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,25089,TEASW_13_1,TEASW,26089,TEASW_1_1,TEASW,MR1T,TEASW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
748682,20935dfe-376e-467f-bffa-f1f8920d1df2,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,10055,CATTLEMAN1_3,CATSW,20055,CATTLEMAN3_3,CATSW,MR1T,CATSW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279241,211e7fe6-0101-43ca-be6e-68e73a907d10,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,12948,SARGT1_3,SARRD,24103,SARRD1_1,SARRD,MR1T,SARRD_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
90206,214c4c25-2696-4c1e-81b7-274ad5b5df56,Transformer,PowerTransformer,A2,AT2T 23kV-1kV,49045,RTHWOD_A2TER,RTW,49152,RTHWOD_A2STR,RTW,AT2T,RTW_AT2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279640,223e3701-fe97-43b1-91c6-e9b69151c77f,Transformer,PowerTransformer,1,AT1T 13.2kV-1kV,9078,LYTTON_T1,LYTTON_S,9398,LYTTON1_1KV,LYTTON_S,AT1T,LYTTON_S_AT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
493696,2357d3de-f9da-4420-8087-823f9d1a9430,Transformer,PowerTransformer,4,T4T 12.47kV-1kV,110962,BOG_T4T,BOG,110968,BOG_T4,BOG,T4T,BOG_T4T,,,,,,,,,,,unmatched,transformer_tertiary_stub
280451,23f4c33d-c29a-4451-9ddf-2732521a409a,Transformer,PowerTransformer,A1,AT1T 23kV-1kV,49062,DOW____A1TER,DOW,49191,DOW____A1STR,DOW,AT1T,DOW_AT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
31519,250a2e11-2eba-4df4-91b3-966f11bb184f,Transformer,PowerTransformer,1,XF2T 13.8kV-1kV,11572,ORAN2_3,ORANS,24045,ORANS2_1,ORANS,XF2T,ORANS_XF2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
280369,258f58ed-82d5-4d9f-b7db-9e05b583613e,Transformer,PowerTransformer,4,MR4T 13.8kV-1kV,5060,CAGAUTO4,CAGNON,5064,CAGSTAR4,CAGNON,MR4T,CAGNON_MR4T,,,,,,,,,,,unmatched,transformer_tertiary_stub
41016,25df6fb0-f641-4612-8ab6-4f0c6d94383b,Transformer,PowerTransformer,1,XF9T 14.4kV-1kV,110145,DOWGEN_6,DOWGEN,110148,DOWGEN_STAR,DOWGEN,XF9T,DOWGEN_XF9T,,,,,,,,,,,unmatched,transformer_tertiary_stub
24405,266aed0e-1bda-42c4-8be9-77bed8183159,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,18000,HCKSW2_3,HCKSW,24012,HCKSW1_1,HCKSW,MR1T,HCKSW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
834977,267d4a5d-c983-4e41-91e3-7152c2a0ece9,Transformer,PowerTransformer,1,XF1T 12kV-1kV,80030,MAGRUDER0A,MAGRUDER,80031,MAGRUDER1A,MAGRUDER,XF1T,MAGRUDER_XF1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
842704,273b8484-d290-484d-9550-3009f9db1c2f,Transformer,PowerTransformer,T5,SU4X 13.8kV-1kV,171103,TIMPP_N7,TIMPP,171108,TIMPP_0_T4,TIMPP,SU4X,TIMPP_SU4X,,,,,,,,,,,unmatched,transformer_tertiary_stub
307566,2740b565-b006-4455-839b-31f9b1de73e4,Transformer,PowerTransformer,3,MR1T 13.8kV-1kV,18537,WILLOWVAL_3,WLVSW,24046,WLVSW1_1,WLVSW,MR1T,WLVSW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
731936,278857ef-4c2e-41fe-9cd9-d9b421d977f2,Transformer,PowerTransformer,T1,SU1Y 13.8kV-1kV,171092,TIMPP_N2,TIMPP,171097,TIMPP_0_T1,TIMPP,SU1Y,TIMPP_SU1Y,,,,,,,,,,,unmatched,transformer_tertiary_stub
280380,28d75a21-905b-436f-b3f6-08dac98ebc3f,Transformer,PowerTransformer,1,T1T 12.4kV-1kV,984,W_DENT_T1,W_DENT,998,W_DENT_2,W_DENT,T1T,W_DENT_T1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
321285,297e3355-d956-4f8f-bbbe-dffc9ac85ef2,Transformer,PowerTransformer,A1,AT1T 13kV-1kV,49016,GARDEN_A1TER,GV,49116,GARDEN_A1STR,GV,AT1T,GV_AT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
855781,2a4c45be-5fb6-40ab-8964-99416c2e789c,Transformer,PowerTransformer,1,FMRT 13.8kV-1kV,60114,BALLING0A,BALLINGE,6339,BL1DUM,BALLINGE,FMRT,BALLINGE_FMRT,,,,,,,,,,,unmatched,transformer_tertiary_stub
280389,2b0bc8ec-76b9-4df8-8479-8f0b48f388b8,Transformer,PowerTransformer,1,T1_T 34.5kV-1kV,900735,BLFTERT1,BLUF_CRK,60075,BLCKDUM1,BLUF_CRK,T1_T,BLUF_CRK_T1_T,,,,,,,,,,,unmatched,transformer_tertiary_stub
334274,2b85d7e1-ea8f-4385-8e60-feb18cfed22f,Transformer,PowerTransformer,2,2TR2 17.5kV-1kV,23902,ALIBATE2,ALIBATES,79524,ALIBSTR,ALIBATES,2TR2,ALIBATES_2TR2,,,,,,,,,,,unmatched,transformer_tertiary_stub
126152,2bf08965-03fb-406f-a947-49d5edb23c96,Transformer,PowerTransformer,2,AX2T 13.8kV-1kV,18533,DERMOTT2_3,DMTSW,24001,DMTSW2_1,DMTSW,AX2T,DMTSW_AX2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279025,2c411fd1-f23a-4cdf-92c2-bf26d7bce480,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,11850,ROANOKE1_3,RNKSW,24101,RNKSW1_1,RNKSW,MR1T,RNKSW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
493695,2c58c087-38f0-4e12-82ad-c8fc8ba2a1ad,Transformer,PowerTransformer,4,T4S 12.47kV-1kV,110961,BOG_T4S,BOG,110968,BOG_T4,BOG,T4S,BOG_T4S,,,,,,,,,,,unmatched,transformer_tertiary_stub
279304,2ce2710b-8fd9-4bd6-9347-7576cbeacd51,Transformer,PowerTransformer,3,MR2T 13.8kV-1kV,13439,SAND2_ONC_3,SNDSW,24106,SNDSW2_1,SNDSW,MR2T,SNDSW_MR2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
647464,2d5b0bd7-aaff-46bd-b601-77e4ce49d469,Transformer,PowerTransformer,1,XF3T 12.5kV-1kV,88742,BROOKHOL0A,BROOKHOL,88741,BROOKHOL0B,BROOKHOL,XF3T,BROOKHOL_XF3T,,,,,,,,,,,unmatched,transformer_tertiary_stub
55020,2d914fdd-e0cf-416a-a4e2-e54b15a9835e,Transformer,PowerTransformer,1,XF1T 13.8kV-1kV,11571,ORAN1_3,ORANS,24044,ORANS1_1,ORANS,XF1T,ORANS_XF1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
280021,2dad9806-d5bd-44de-8d9e-71d5fdf7469d,Transformer,PowerTransformer,A1,AT1T 23kV-1kV,49018,GRNBYU_A1TER,GBY,49119,GRNBYU_A1STR,GBY,AT1T,GBY_AT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
19350,2e348202-4ae2-4bae-bac7-e79aaf2ab8f8,Transformer,PowerTransformer,13,ST 18kV-1kV,170136,BRAU_AVR1_ST,BRAUNIG,5474,AVR_STR1,BRAUNIG,ST,BRAUNIG_ST,,,,,,,,,,,unmatched,transformer_tertiary_stub
429040,2e780634-71bc-4ebe-9da5-2e4c09304e52,Transformer,PowerTransformer,1,AX1T 13.8kV-1kV,11085,RIVERTON1_3,RVRSW,24129,RVRSW_2A,RVRSW,AX1T,RVRSW_AX1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279018,2e8adaf0-d15f-47e1-878c-4ae3c38f227b,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,1686,PARIS_SW1_3,PRSSW,24094,PRSSW1_1,PRSSW,MR1T,PRSSW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
280397,2fdf2985-b6a3-42a3-9967-c494caf11163,Transformer,PowerTransformer,G1,XT4F 13.8kV-1kV,110050,THW_THWGT44,THW,49172,49172_STAR,THW,XT4F,THW_XT4F,,,,,,,,,,,unmatched,transformer_tertiary_stub
346166,31d8b939-4c1f-42ef-ad8c-0662907024fe,Transformer,PowerTransformer,1,AT1T 13.2kV-1kV,7771,L_BERGHE1_1Y,BERGHE,77855,L_BERGHE1_2Y,BERGHE,AT1T,BERGHE_AT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
207095,3236eebb-034c-4404-a532-8d82d4abd327,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,3660,HUTTOSS1_3,HUTTO,13660,HUTTOSS1_1,HUTTO,MR1T,HUTTO_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
493689,3241c036-628f-4cd0-a1ce-7fdb07ec6e22,Transformer,PowerTransformer,2,T2S 12.47kV-1kV,110958,BOG_T2S,BOG,110967,BOG_T2,BOG,T2S,BOG_T2S,,,,,,,,,,,unmatched,transformer_tertiary_stub
725836,3244e766-ae3f-477c-976a-15bd0375db55,Transformer,PowerTransformer,1,XF1T 12.5kV-1kV,8213,DS0A,DILLEYSW,8211,DSDMYA,DILLEYSW,XF1T,DILLEYSW_XF1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
