teid,ReasonID,BranchId,EquipmentName,equip_name_norm,cim_opeqname_norm,cim_branchname_norm,plannedStartDate,actualStartDate,actualEndDate
334189,4,,TCN7TR2,TCN7TR2,TULECNYN7TR2,TULECNYN345,2017-11-01 00:00:00,2017-11-01 00:00:00,2017-11-13 12:02:00
358589,4,,PLM7TR2,PLM7TR2,PALMITO7TR2,PALMITO7TR2H,2018-05-16 00:00:00,2018-05-16 00:00:00,2018-10-31 19:00:00
113629,9,,1804,1804,MDOAT2,MDOAT2H,2016-11-11 18:01:00,2016-11-11 18:01:00,2016-11-20 06:59:00
352312,4,,G138_172,G138172,G138171,G138171,2018-05-08 19:01:00,2018-05-08 19:01:00,2018-05-14 16:44:00
330408,4,,Power Transformer,POWERTRANSFORMER,MASOCTAT3,MASOCTAT3H,2017-09-06 00:00:00,2017-09-06 00:00:00,2017-10-24 18:00:00
94590,4,,907T214631,907T214631,TUNACRSIRIUS1,TUNACRSIRIUS1,2016-03-16 00:00:00,2016-03-16 00:00:00,2016-05-11 16:00:00
113628,9,,CB_1814,CB1814,MDOAT2H,MDOAT2HH,2016-11-10 13:50:00,2016-11-10 13:50:00,2016-12-16 12:57:00
175279,4,,GAUSS_PANADT11,GAUSSPANADT11,GAUSSSMOKYH11,GAUSSSMOKYH11,2016-08-10 00:00:00,,
113628,9,,CB_1814,CB1814,MDOAT2H,MDOAT2HH,2016-12-30 13:51:00,2016-12-30 13:51:00,2017-01-10 23:59:00
327202,4,,DOCTPB021,DOCTPB021,DOCTAP361,DOCTAP361,2017-03-08 00:01:00,2017-03-08 00:01:00,2017-03-08 16:55:00
327201,4,,BSTBST021,BSTBST021,DOCDOC361,DOCDOC361,2017-03-08 00:01:00,2017-03-08 00:01:00,2017-03-08 16:55:00
330408,4,,Power Transformer,POWERTRANSFORMER,MASOCTAT3,MASOCTAT3H,2017-10-24 18:01:00,2017-10-24 18:01:00,2017-10-25 18:00:00
352312,4,,G138_172,G138172,G138171,G138171,2018-04-18 00:00:00,2018-04-18 00:00:00,2018-05-08 19:00:00
274394,4,,EHA-XF-0001,EHAXF0001,AEEC0003,AEEC0003,2016-08-15 00:01:00,2016-08-15 00:01:00,2016-08-30 23:59:00
333517,4,,ROCKSP_ROPEC1,ROCKSPROPEC1,ROCKSPROCKSP11,ROCKSPROCKSP11,2017-08-09 00:00:00,,
274394,4,,EHA-XF-0001,EHAXF0001,AEEC0003,AEEC0003,2016-08-31 00:00:00,2016-08-31 00:00:00,2016-08-31 11:46:00
198761,9,,4062,4062,ESMERAWOLFBE11,ESMERAWOLFBE11,2016-06-14 13:19:00,2016-06-14 13:19:00,2016-06-18 18:00:00
196470,9,,W311,W311,WAKEWET2,WAKEWET2H,2015-04-22 00:00:00,2015-04-22 00:00:00,2015-10-13 23:59:00
330408,4,,Power Transformer,POWERTRANSFORMER,MASOCTAT3,MASOCTAT3H,2017-10-25 18:01:00,2017-10-25 18:01:00,2017-10-26 08:41:00
366035,4,,STL_T1,STLT1,STELLAT1,STELLAT1,2018-09-28 16:01:00,2018-09-28 16:01:00,2018-10-12 17:51:00
325580,4,,DSW_21051,DSW21051,CHENIEHECKER21,CHENIEHECKER21,2017-05-24 00:00:00,,
325569,4,,CB_21050,CB21050,CHENIEHECKER11,CHENIEHECKER11,2017-05-24 00:00:00,,
334189,4,,TCN7TR2,TCN7TR2,TULECNYN7TR2,TULECNYN345,2017-11-13 12:03:00,2017-11-13 12:03:00,2018-01-15 00:00:00
89299,4,,SST1,SST1,SSPURTWOS3T1,SSPURTWOS3T1,2015-06-27 00:00:00,2015-06-27 00:00:00,2015-07-28 10:44:00
89306,4,,SST2,SST2,SSPURTWOS3T2,SSPURTWOS3T2,2015-06-27 00:00:00,2015-06-27 00:00:00,2015-07-28 10:44:00
124041,4,,Power Transformer T2,POWERTRANSFORMERT2,SALTFORKT2,SALTFORKT2H,2016-09-01 00:00:00,,
123345,4,,Power Transformer T1,POWERTRANSFORMERT1,SALTFORKT1,SALTFORKT1H,2016-09-01 00:00:00,,
347844,4,,SU_XF_VEALMOOR34507TR1_ST,SUXFVEALMOOR34507TR1ST,VEALMOOR7TR1,VEALMOORVLMTR1H,2018-06-02 08:27:00,2018-06-02 08:27:00,2018-06-05 08:30:00
207211,9,,OLD1303_SW,OLD1303SW,700E,700E,2015-10-02 16:01:00,2015-10-02 15:23:00,2015-11-24 23:59:00
364660,4,,6575_I,6575I,6575A,6575A,2018-08-01 00:00:00,2018-07-31 23:41:00,2018-07-31 23:42:00
318929,4,,Power Transformer TR2,POWERTRANSFORMERTR2,SIRIUSTR2,SIRIUSTR2,2016-09-01 00:00:00,,
206317,9,,3042,3042,ABERNAWHITRVR1,ABERNAWHITRVR1,2015-01-27 23:58:00,2015-01-27 23:57:00,2015-01-27 23:59:00
347844,4,,SU_XF_VEALMOOR34507TR1_ST,SUXFVEALMOOR34507TR1ST,VEALMOOR7TR1,VEALMOORVLMTR1H,2018-06-05 08:31:00,2018-06-05 08:31:00,2018-12-31 19:00:00
27933,4,,Power Transformer AT1H,POWERTRANSFORMERAT1H,JORAT1H,JORAT1HH,2016-10-05 00:00:00,,
347844,4,,SU_XF_VEALMOOR34507TR1_ST,SUXFVEALMOOR34507TR1ST,VEALMOOR7TR1,VEALMOORVLMTR1H,2019-01-02 13:41:00,2019-01-02 13:41:00,
316941,4,,Power Transformer BLST,POWERTRANSFORMERBLST,BOOTLEGBLST,BOOTLEGBLST,2016-09-01 00:00:00,,
274394,4,,EHA-XF-0001,EHAXF0001,AEEC0003,AEEC0003,2016-01-06 00:00:00,2016-01-06 00:00:00,2016-08-15 00:00:00
