teid,old_branch_id,old_branch_name,old_op_eqcode,recommended_collapseid,new_branch_name,new_op_eqcode,confidence
279805,60003261,BELLSO_54AT2,BELLSO_54AT2,60016873,BELLSO_AT2H,BELLSO_AT2H,probable_renamed_duplicate
279805,60008818,BELLSO_AT2L,BELLSO_AT2L,60016873,BELLSO_AT2H,BELLSO_AT2H,probable_renamed_duplicate
279807,60006654,PEARSAL2_AET902,PEARSAL2_AET902,60111621,PEARSAL2_T902,PEARSAL2_T902,probable_renamed_duplicate
279808,60006653,PEARSAL2_AET901,PEARSAL2_AET901,60111619,PEARSAL2_T901,PEARSAL2_T901,probable_renamed_duplicate
279814,60021260,CALAVERS_24_6,CALAVERS_24_6,60080574,CALAVERS_345_24_6,CALAVERS_345_24_6,probable_renamed_duplicate
279825,60088691,WIRTZ_WIRGSUT1,WIRTZ_WIRGSUT1,60111024,WIRTZ_GSU7,WIRTZ_GSU7,probable_renamed_duplicate
279832,60006957,RIOPECOS_138_69_2_L,RIOPECOS_138_69_2_L,60060759,RIOPECOS_138_69_2_H,RIOPECOS_138_69_2_H,probable_renamed_duplicate
279834,60080344,BRAUNIG_345_18_2,BRAUNIG_345_18_2,60110929,BRAUNIG_18_2,BRAUNIG_18_2,probable_renamed_duplicate
279835,60003469,BRAUNIG_345_18_3H,BRAUNIG_345_18_3H,60110928,BRAUNIG_18_3,BRAUNIG_18_3,probable_renamed_duplicate
279836,60003475,BRAUNIG_MT78H,BRAUNIG_MT78H,60110893,BRAUNIG_MT78,BRAUNIG_MT78,probable_renamed_duplicate
279837,60003472,BRAUNIG_MT56H,BRAUNIG_MT56H,60110894,BRAUNIG_MT56,BRAUNIG_MT56,probable_renamed_duplicate
279838,60080341,BRAUNIG_138_20_1,BRAUNIG_138_20_1,60110895,BRAUNIG_20_1,BRAUNIG_20_1,probable_renamed_duplicate
279839,60080342,BRAUNIG_138_22_2,BRAUNIG_138_22_2,60110896,BRAUNIG_22_2,BRAUNIG_22_2,probable_renamed_duplicate
279840,60080343,BRAUNIG_138_22_3,BRAUNIG_138_22_3,60110892,BRAUNIG_22_3,BRAUNIG_22_3,probable_renamed_duplicate
279842,60007700,VANBLT_138_69_1,VANBLT_138_69_1,60110936,VANBLTSS_138_69_1,VANBLTSS_138_69_1,probable_renamed_duplicate
279848,60005481,INKSDA_12GSUT1,INKSDA_12GSUT1,60111023,INKSDA_GSU1,INKSDA_GSU1,probable_renamed_duplicate
279849,60054331,OGSES_FRM1_L,OGSES_FRM1_L,60112059,OGSES_FRM1,OGSES_FRM1,probable_renamed_duplicate
279849,60006501,OGSES_OGAXFRM1,OGSES_OGAXFRM1,60112059,OGSES_FRM1,OGSES_FRM1,probable_renamed_duplicate
279851,60087201,SCLPCOGN_SCLPGSU4,SCLPCOGN_SCLPGSU4,60111818,SCLPCOGN_GSU4,SCLPCOGN_GSU4,probable_renamed_duplicate
279866,60006523,OLINGR_GSUXFMR4,OLINGR_GSUXFMR4,60110626,OLINGR_FMR4,OLINGR_FMR4,probable_renamed_duplicate
279869,60006503,OGSES_OGMPT2,OGSES_OGMPT2,60112061,OGSES_MPT2,OGSES_MPT2,probable_renamed_duplicate
279870,60006502,OGSES_OGMPT1,OGSES_OGMPT1,60112060,OGSES_MPT1,OGSES_MPT1,probable_renamed_duplicate
279881,60006642,PC_SOUTH_PC3_T1,PC_SOUTH_PC3_T1,60112132,PC_SOUTH_P3T1,PC_SOUTH_P3T1,probable_renamed_duplicate
279884,60045392,LOBO_1_138_69_AUTOH,LOBO_1_138_69_AUTOH,60111714,LOBO_1_138_69_AUTOL,LOBO_1_138_69_AUTOL,probable_renamed_duplicate
279884,60005889,LOBO_1_138_69_AUTO,LOBO_1_138_69_AUTO,60111714,LOBO_1_138_69_AUTOL,LOBO_1_138_69_AUTOL,probable_renamed_duplicate
279885,60005890,LOBO_2_345_138_H,LOBO_2_345_138_H,60045401,LOBO_2_345_138_L,LOBO_2_345_138_L,probable_renamed_duplicate
279890,60084879,NCARBIDE_XF-113B,NCARBIDE_XF-113B,60111787,NCARBIDE_113B,NCARBIDE_113B,probable_renamed_duplicate
279891,60003726,CCEC_CTG2,CCEC_CTG2,60112560,CCEC_TG2,CCEC_TG2,probable_renamed_duplicate
279893,60021258,CALAVERS_24_4,CALAVERS_24_4,60080572,CALAVERS_138_24_4,CALAVERS_138_24_4,probable_renamed_duplicate
279901,60006223,MLSES_UXFMR2,MLSES_UXFMR2,60110815,MLSES_FMR2,MLSES_FMR2,probable_renamed_duplicate
279909,60007727,VL_AT2_H,VL_AT2_H,60088293,VL_AT2_L,VL_AT2_L,probable_renamed_duplicate
279910,60005720,LA_PALMA_138_69A2,LA_PALMA_138_69A2,60043691,LA_PALMA_138_69A2_H,LA_PALMA_138_69A2_H,probable_renamed_duplicate
279910,60009994,LA_PALMA_138_69A2_L,LA_PALMA_138_69A2_L,60043691,LA_PALMA_138_69A2_H,LA_PALMA_138_69A2_H,probable_renamed_duplicate
279917,60003685,CBEC_23T701,CBEC_23T701,60111854,CBEC_23T,CBEC_23T,probable_renamed_duplicate
279921,60004726,FLCNS_AXFMR2_L,FLCNS_AXFMR2_L,60032369,FLCNS_AMR2_L,FLCNS_AMR2_L,probable_renamed_duplicate
279921,60010363,FLCNS_AMR2,FLCNS_AMR2,60032369,FLCNS_AMR2_L,FLCNS_AMR2_L,probable_renamed_duplicate
279930,60006224,MLSES_UXFMR3,MLSES_UXFMR3,60110814,MLSES_FMR3,MLSES_FMR3,probable_renamed_duplicate
279931,60046939,LVOK_138_69_2_H,LVOK_138_69_2_H,60110993,LVOK_138_69_2_L,LVOK_138_69_2_L,probable_renamed_duplicate
279931,60005964,LVOK_138_69_2,LVOK_138_69_2,60110993,LVOK_138_69_2_L,LVOK_138_69_2_L,probable_renamed_duplicate
279936,60079582,AMOCOOIL_XT450,AMOCOOIL_XT450,60111779,AMOCOOIL_GXU5,AMOCOOIL_GXU5,probable_renamed_duplicate
279940,60004744,FORMOSA_TR05H,FORMOSA_TR05H,60111804,FORMOSA_TR05,FORMOSA_TR05,probable_renamed_duplicate
279941,60007426,SWEETWN4_4B,SWEETWN4_4B,60112757,SWEETWN4_XF4B,SWEETWN4_XF4B,probable_renamed_duplicate
279946,60004349,DOW_DOW_A3P,DOW_DOW_A3P,60111465,DOW_A3P,DOW_A3P,probable_renamed_duplicate
279951,60006915,RENSW_AXFMR1L,RENSW_AXFMR1L,60110782,RENSW_AXFMR1L-H,RENSW_AXFMR1L-H,probable_renamed_duplicate
279957,60082275,FPPYD1_T_402,FPPYD1_T_402,60111016,FPPYD1_GSU1,FPPYD1_GSU1,probable_renamed_duplicate
279959,60004334,DNDAM_XF_2_138,DNDAM_XF_2_138,60112251,DNDAM_XF_2,DNDAM_XF_2,probable_renamed_duplicate
279960,60004333,DNDAM_XF_1_138,DNDAM_XF_1_138,60112250,DNDAM_XF_1,DNDAM_XF_1,probable_renamed_duplicate
279970,60005805,LEON_CRK_XF12H,LEON_CRK_XF12H,60110914,LEON_CRK_12H,LEON_CRK_12H,probable_renamed_duplicate
279971,60005808,LEON_CRK_XF34H,LEON_CRK_XF34H,60110913,LEON_CRK_34H,LEON_CRK_34H,probable_renamed_duplicate
279984,60006508,OKLA_345_1382,OKLA_345_1382,60110969,OKLA_345_1382_L,OKLA_345_1382_L,probable_renamed_duplicate
280005,60006700,PHR_AT4L_H,PHR_AT4L_H,60111451,PHR_AT4_H,PHR_AT4_H,probable_renamed_duplicate
280020,60004972,GBY_AT1L_H,GBY_AT1L_H,60111423,GBY_AT1_H,GBY_AT1_H,probable_renamed_duplicate
280023,60010017,DUKE_1-EY-TF-B,DUKE_1-EY-TF-B,60111119,DUKE_TF-B,DUKE_TF-B,probable_renamed_duplicate
280029,60003381,BLUF_CRK_T1_L,BLUF_CRK_T1_L,60009967,BLUF_CRK_T1_L_H,BLUF_CRK_T1_L_H,probable_renamed_duplicate
280031,60007424,SWEETWN3_XFMRT2_L,SWEETWN3_XFMRT2_L,60087684,SWEETWN3_XFMRT2,SWEETWN3_XFMRT2,probable_renamed_duplicate
280031,60010110,SWEETWN3_XF31_L,SWEETWN3_XF31_L,60087684,SWEETWN3_XFMRT2,SWEETWN3_XFMRT2,probable_renamed_duplicate
280031,60011168,SWEETWN3_XF31,SWEETWN3_XF31,60087684,SWEETWN3_XFMRT2,SWEETWN3_XFMRT2,probable_renamed_duplicate
280035,60003992,CMTSW_AXFMR2,CMTSW_AXFMR2,60077522,CMTSW_AMT42,CMTSW_AMT42,probable_renamed_duplicate
280042,60087199,SCLPCOGN_SCLPGSU2,SCLPCOGN_SCLPGSU2,60111819,SCLPCOGN_GSU2,SCLPCOGN_GSU2,probable_renamed_duplicate
280047,60003709,CBY4_GSU-XF-42001,CBY4_GSU-XF-42001,60111747,CBY4_XF42,CBY4_XF42,probable_renamed_duplicate
280049,60063760,SCLPCOGN_PATA_L,SCLPCOGN_PATA_L,60087196,SCLPCOGN_SCLPATA,SCLPCOGN_SCLPATA,probable_renamed_duplicate
280049,60007128,SCLPCOGN_SCLPATA_L,SCLPCOGN_SCLPATA_L,60087196,SCLPCOGN_SCLPATA,SCLPCOGN_SCLPATA,probable_renamed_duplicate
280049,60010600,SCLPCOGN_PATA,SCLPCOGN_PATA,60087196,SCLPCOGN_SCLPATA,SCLPCOGN_SCLPATA,probable_renamed_duplicate
280050,60084259,MARSFO_73GSUT2,MARSFO_73GSUT2,60111046,MARSFO_GSU2,MARSFO_GSU2,probable_renamed_duplicate
280063,60038028,HHGT_UT1,HHGT_UT1,60082851,HHGT_TR1,HHGT_TR1,probable_renamed_duplicate
280064,60079576,AMOCOOIL_GSUT2,AMOCOOIL_GSUT2,60111784,AMOCOOIL_GSU2,AMOCOOIL_GSU2,probable_renamed_duplicate
280069,60066398,SOUTHABI_138_69T2_H,SOUTHABI_138_69T2_H,60111001,SOUTHABI_138_69T2_L,SOUTHABI_138_69T2_L,probable_renamed_duplicate
280071,60004977,GBY_AT5_H,GBY_AT5_H,60004978,GBY_AT5L_H,GBY_AT5L_H,probable_renamed_duplicate
280074,60032279,FLATON_AT3L,FLATON_AT3L,60082113,FLATON_AT3_L,FLATON_AT3_L,probable_renamed_duplicate
280074,60004724,FLATON_AT3,FLATON_AT3,60082113,FLATON_AT3_L,FLATON_AT3_L,probable_renamed_duplicate
280076,60004746,FORMOSA_TR07H,FORMOSA_TR07H,60111806,FORMOSA_TR07,FORMOSA_TR07,probable_renamed_duplicate
280084,60053244,NUECES_B_138_69A1_H,NUECES_B_138_69A1_H,60111093,NUECES_B_138_69A1_L,NUECES_B_138_69A1_L,probable_renamed_duplicate
280084,60006433,NUECES_B_138_69A1,NUECES_B_138_69A1,60111093,NUECES_B_138_69A1_L,NUECES_B_138_69A1_L,probable_renamed_duplicate
280087,60006358,NEDIN_138_69A2,NEDIN_138_69A2,60052176,NEDIN_138_69A2_H,NEDIN_138_69A2_H,probable_renamed_duplicate
280087,60010011,NEDIN_138_69A2_L,NEDIN_138_69A2_L,60052176,NEDIN_138_69A2_H,NEDIN_138_69A2_H,probable_renamed_duplicate
280107,60003727,CCEC_ST1,CCEC_ST1,60112559,CCEC_T1,CCEC_T1,probable_renamed_duplicate
280108,60010016,DUKE_1-EY-TF-A,DUKE_1-EY-TF-A,60111118,DUKE_TF-A,DUKE_TF-A,probable_renamed_duplicate
280113,60006357,NEDIN_138_69A1,NEDIN_138_69A1,60052175,NEDIN_138_69A1_H,NEDIN_138_69A1_H,probable_renamed_duplicate
280113,60009997,NEDIN_138_69A1_L,NEDIN_138_69A1_L,60052175,NEDIN_138_69A1_H,NEDIN_138_69A1_H,probable_renamed_duplicate
280117,60004748,FORMOSA_TR09H,FORMOSA_TR09H,60111808,FORMOSA_TR09,FORMOSA_TR09,probable_renamed_duplicate
280119,60017413,BIGLAKE_XFMR_W2_H,BIGLAKE_XFMR_W2_H,60110995,BIGLAKE_XFMR_W2_L,BIGLAKE_XFMR_W2_L,probable_renamed_duplicate
280121,60007621,TRSES_AXFMR4L,TRSES_AXFMR4L,60011049,TRSES_AXFMR4LH,TRSES_AXFMR4LH,probable_renamed_duplicate
280133,60004743,FORMOSA_TR04H,FORMOSA_TR04H,60111803,FORMOSA_TR04,FORMOSA_TR04,probable_renamed_duplicate
280134,60079579,AMOCOOIL_GSUT805,AMOCOOIL_GSUT805,60111781,AMOCOOIL_U805,AMOCOOIL_U805,probable_renamed_duplicate
280149,60004740,FORMOSA_TR01H,FORMOSA_TR01H,60111800,FORMOSA_TR01,FORMOSA_TR01,probable_renamed_duplicate
280152,60021256,CALAVERS_24_2,CALAVERS_24_2,60080570,CALAVERS_138_24_2,CALAVERS_138_24_2,probable_renamed_duplicate
280155,60007215,SILASRAY_T1,SILASRAY_T1,60010423,SILASRAY_T1_L,SILASRAY_T1_L,probable_renamed_duplicate
280159,60044289,LENSW_AXFMR5L,LENSW_AXFMR5L,60110721,LENSW_AXFMR5H,LENSW_AXFMR5H,probable_renamed_duplicate
280165,60081498,DECKER_DP_MPT2,DECKER_DP_MPT2,60111135,DECKER_MPT2,DECKER_MPT2,probable_renamed_duplicate
280167,60003688,CBEC_26T701,CBEC_26T701,60111860,CBEC_26T,CBEC_26T,probable_renamed_duplicate
280171,60004745,FORMOSA_TR06H,FORMOSA_TR06H,60111805,FORMOSA_TR06,FORMOSA_TR06,probable_renamed_duplicate
280172,60021259,CALAVERS_24_5,CALAVERS_24_5,60080573,CALAVERS_345_24_5,CALAVERS_345_24_5,probable_renamed_duplicate
280177,60003684,CBEC_22T701,CBEC_22T701,60111857,CBEC_22T,CBEC_22T,probable_renamed_duplicate
280179,60007216,SILASRAY_T2,SILASRAY_T2,60010424,SILASRAY_T2_L,SILASRAY_T2_L,probable_renamed_duplicate
280181,60004227,DANSBY_GSUXFMR2,DANSBY_GSUXFMR2,60111382,DANSBY_T2_H,DANSBY_T2_H,probable_renamed_duplicate
280184,60004352,DOW_DOW_A4P,DOW_DOW_A4P,60111464,DOW_A4P,DOW_A4P,probable_renamed_duplicate
280209,60004072,CORONA_CORONA_AT4,CORONA_CORONA_AT4,60025254,CORONA_AT4H,CORONA_AT4H,probable_renamed_duplicate
280209,60008807,CORONA_AT4L,CORONA_AT4L,60025254,CORONA_AT4H,CORONA_AT4H,probable_renamed_duplicate
280217,60004074,CORONA_GSUT2,CORONA_GSUT2,60111020,CORONA_GSU2,CORONA_GSU2,probable_renamed_duplicate
280220,60004747,FORMOSA_TR08H,FORMOSA_TR08H,60111807,FORMOSA_TR08,FORMOSA_TR08,probable_renamed_duplicate
280222,60005470,INDL_IND_T2,INDL_IND_T2,60112790,INDL_T2,INDL_T2,probable_renamed_duplicate
280226,60110982,ABEAST_138_69_T2,ABEAST_138_69_T2,60115042,ABEAST_138_69_T2_L,ABEAST_138_69_T2_L,probable_renamed_duplicate
280226,60115041,ABEAST_138_69_T2_H,ABEAST_138_69_T2_H,60115042,ABEAST_138_69_T2_L,ABEAST_138_69_T2_L,probable_renamed_duplicate
280227,60079578,AMOCOOIL_GSUT4,AMOCOOIL_GSUT4,60111780,AMOCOOIL_GSU4,AMOCOOIL_GSU4,probable_renamed_duplicate
280231,60004725,FLCNS_AXFMR1_L,FLCNS_AXFMR1_L,60032368,FLCNS_AMR1_L,FLCNS_AMR1_L,probable_renamed_duplicate
280231,60010362,FLCNS_AMR1,FLCNS_AMR1,60032368,FLCNS_AMR1_L,FLCNS_AMR1_L,probable_renamed_duplicate
280239,60004742,FORMOSA_TR03H,FORMOSA_TR03H,60111802,FORMOSA_TR03,FORMOSA_TR03,probable_renamed_duplicate
280245,60087200,SCLPCOGN_SCLPGSU3,SCLPCOGN_SCLPGSU3,60111820,SCLPCOGN_GSU3,SCLPCOGN_GSU3,probable_renamed_duplicate
280248,60105077,PRY_PRY1_H,PRY_PRY1_H,60105078,PRY_PRY1_L,PRY_PRY1_L,probable_renamed_duplicate
280248,60006784,PRY_PRY1,PRY_PRY1,60105078,PRY_PRY1_L,PRY_PRY1_L,probable_renamed_duplicate
280249,60003708,CBY4_GSU-XF-41001,CBY4_GSU-XF-41001,60111745,CBY4_XF41,CBY4_XF41,probable_renamed_duplicate
280258,60067943,SWEETWN2_XF21,SWEETWN2_XF21,60112760,SWEETWN2_XF21L,SWEETWN2_XF21L,probable_renamed_duplicate
280258,60087677,SWEETWN2_UXFMR2,SWEETWN2_UXFMR2,60112760,SWEETWN2_XF21L,SWEETWN2_XF21L,probable_renamed_duplicate
280258,60007422,SWEETWN2_UXFMR2_L,SWEETWN2_UXFMR2_L,60112760,SWEETWN2_XF21L,SWEETWN2_XF21L,probable_renamed_duplicate
280265,60007587,TNP_ONE_TNP1GSU2,TNP_ONE_TNP1GSU2,60111408,TNP_ONE_GSU2,TNP_ONE_GSU2,probable_renamed_duplicate
280268,60007566,TKWSW1_ROS_T2,TKWSW1_ROS_T2,60112785,TKWSW1_T2,TKWSW1_T2,probable_renamed_duplicate
280275,60079581,AMOCOOIL_XT420,AMOCOOIL_XT420,60111777,AMOCOOIL_GXU2,AMOCOOIL_GXU2,probable_renamed_duplicate
280277,60088093,UCC_COGN_TR_STG,UCC_COGN_TR_STG,60111839,UCC_COGN_TRST,UCC_COGN_TRST,probable_renamed_duplicate
280300,60007229,SJO_SJO2,SJO_SJO2,60110622,SJO_SJO2_L,SJO_SJO2_L,probable_renamed_duplicate
280305,60006296,N_SHARPE_345_138_AUTO,N_SHARPE_345_138_AUTO,60053661,N_SHARPE_345_138_AUTO_L,N_SHARPE_345_138_AUTO_L,probable_renamed_duplicate
280312,60079577,AMOCOOIL_GSUT3,AMOCOOIL_GSUT3,60111783,AMOCOOIL_GSU3,AMOCOOIL_GSU3,probable_renamed_duplicate
280322,60005869,LMESA_AXFMR2,LMESA_AXFMR2,60110691,LMESA_AXFMR2_L,LMESA_AXFMR2_L,probable_renamed_duplicate
280324,60007821,WHITE_PT_138_69A1,WHITE_PT_138_69A1,60074057,WHITE_PT_138_69A1_H,WHITE_PT_138_69A1_H,probable_renamed_duplicate
280324,60010015,WHITE_PT_138_69A1_L,WHITE_PT_138_69A1_L,60074057,WHITE_PT_138_69A1_H,WHITE_PT_138_69A1_H,probable_renamed_duplicate
280332,60007721,VICTORIA_138_69A2,VICTORIA_138_69A2,60072275,VICTORIA_138_69A2_H,VICTORIA_138_69A2_H,probable_renamed_duplicate
280332,60009991,VICTORIA_138_69A2_L,VICTORIA_138_69A2_L,60072275,VICTORIA_138_69A2_H,VICTORIA_138_69A2_H,probable_renamed_duplicate
280335,60009979,RIOPECOS_138_69_1_L,RIOPECOS_138_69_1_L,60060758,RIOPECOS_138_69_1_H,RIOPECOS_138_69_1_H,probable_renamed_duplicate
280336,60004226,DANSBY_GSUXFMR1,DANSBY_GSUXFMR1,60111381,DANSBY_T1_H,DANSBY_T1_H,probable_renamed_duplicate
280340,60007425,SWEETWN4_4A,SWEETWN4_4A,60112758,SWEETWN4_XF4A,SWEETWN4_XF4A,probable_renamed_duplicate
280345,60003658,CAPRIDGE_WCR3-T1,CAPRIDGE_WCR3-T1,60112780,CAPRIDGE_R3T1,CAPRIDGE_R3T1,probable_renamed_duplicate
280348,60021257,CALAVERS_24_3,CALAVERS_24_3,60080571,CALAVERS_138_24_3,CALAVERS_138_24_3,probable_renamed_duplicate
280367,60003657,CAPRIDGE_WCR2-T1,CAPRIDGE_WCR2-T1,60112781,CAPRIDGE_R2T1,CAPRIDGE_R2T1,probable_renamed_duplicate
280373,60032847,FORMOSA_TR22_L,FORMOSA_TR22_L,60082237,FORMOSA_TR22H,FORMOSA_TR22H,probable_renamed_duplicate
280373,60004755,FORMOSA_TR22L,FORMOSA_TR22L,60082237,FORMOSA_TR22H,FORMOSA_TR22H,probable_renamed_duplicate
280373,60010593,FORMOSA_TR22,FORMOSA_TR22,60082237,FORMOSA_TR22H,FORMOSA_TR22H,probable_renamed_duplicate
280374,60079580,AMOCOOIL_XT410,AMOCOOIL_XT410,60111778,AMOCOOIL_GXU1,AMOCOOIL_GXU1,probable_renamed_duplicate
280379,60003687,CBEC_25T701,CBEC_25T701,60111855,CBEC_25T,CBEC_25T,probable_renamed_duplicate
280386,60063761,SCLPCOGN_PATB_L,SCLPCOGN_PATB_L,60087197,SCLPCOGN_SCLPATB,SCLPCOGN_SCLPATB,probable_renamed_duplicate
280386,60007129,SCLPCOGN_SCLPATB_L,SCLPCOGN_SCLPATB_L,60087197,SCLPCOGN_SCLPATB,SCLPCOGN_SCLPATB,probable_renamed_duplicate
280386,60010601,SCLPCOGN_PATB,SCLPCOGN_PATB,60087197,SCLPCOGN_SCLPATB,SCLPCOGN_SCLPATB,probable_renamed_duplicate
280388,60087340,SJS_SJSXT2_,SJS_SJSXT2_,60111816,SJS_XT2,SJS_XT2,probable_renamed_duplicate
280400,60005911,LON_HILL_345_1382H,LON_HILL_345_1382H,60010004,LON_HILL_345_1382H_H,LON_HILL_345_1382H_H,probable_renamed_duplicate
280401,60010451,DECKER_MT_2,DECKER_MT_2,60081500,DECKER_DP_MT_2,DECKER_DP_MT_2,probable_renamed_duplicate
280402,60003526,BTE_AT-2_L,BTE_AT-2_L,60010606,BTE_AT-2,BTE_AT-2,probable_renamed_duplicate
280408,60004075,CORONA_GSUT3,CORONA_GSUT3,60111021,CORONA_GSU3,CORONA_GSU3,probable_renamed_duplicate
280409,60006093,MCDLD_SAN_T2,MCDLD_SAN_T2,60112113,MCDLD_T2,MCDLD_T2,probable_renamed_duplicate
280414,60043690,LA_PALMA_138_69A1_H,LA_PALMA_138_69A1_H,60111081,LA_PALMA_138_69A1_L,LA_PALMA_138_69A1_L,probable_renamed_duplicate
280415,60004741,FORMOSA_TR02H,FORMOSA_TR02H,60111801,FORMOSA_TR02,FORMOSA_TR02,probable_renamed_duplicate
280422,60003686,CBEC_24T701,CBEC_24T701,60111859,CBEC_24T,CBEC_24T,probable_renamed_duplicate
280425,60005983,LYTTON_S_AT3_H,LYTTON_S_AT3_H,60084196,LYTTON_S_AT3_L,LYTTON_S_AT3_L,probable_renamed_duplicate
280429,60017411,BIGLAKE_LOAD,BIGLAKE_LOAD,60110996,BIGLAKE_SOURCE,BIGLAKE_SOURCE,probable_renamed_duplicate
280436,60067029,STASW_AXFMRL,STASW_AXFMRL,60110696,STASW_AXFMRH,STASW_AXFMRH,probable_renamed_duplicate
280440,60004347,DOW_AT1L_H,DOW_AT1L_H,60111468,DOW_AT1_H,DOW_AT1_H,probable_renamed_duplicate
280759,60000368,139T134,139T134_1,60009684,686T6861,686T686_1,probable_renamed_duplicate
281631,60007431,SWN2_A,SWN2_A_1,60009296,L_SWEET2_1381,L_SWEET2_138_1,probable_renamed_duplicate
298189,60004393,DOWGEN_GSUXF81,DOWGEN_GSUXF81,60111758,DOWGEN_XF81,DOWGEN_XF81,probable_renamed_duplicate
298190,60004395,DOWGEN_GSUXF83,DOWGEN_GSUXF83,60111760,DOWGEN_XF83,DOWGEN_XF83,probable_renamed_duplicate
298191,60004396,DOWGEN_GSUXF84,DOWGEN_GSUXF84,60111761,DOWGEN_XF84,DOWGEN_XF84,probable_renamed_duplicate
298249,60004389,DOWGEN_GSUXF13,DOWGEN_GSUXF13,60111754,DOWGEN_XF13,DOWGEN_XF13,probable_renamed_duplicate
298356,60004397,DOWGEN_GSUXF95,DOWGEN_GSUXF95,60111763,DOWGEN_XF95,DOWGEN_XF95,probable_renamed_duplicate
298401,60004398,DOWGEN_GSUXF96,DOWGEN_GSUXF96,60111762,DOWGEN_XF9P,DOWGEN_XF9P,probable_renamed_duplicate
298451,60004392,DOWGEN_GSUXF69,DOWGEN_GSUXF69,60010544,DOWGEN_XF69,DOWGEN_XF69,probable_renamed_duplicate
298453,60004394,DOWGEN_GSUXF82,DOWGEN_GSUXF82,60111759,DOWGEN_XF82,DOWGEN_XF82,probable_renamed_duplicate
298586,60004391,DOWGEN_GSUXF68,DOWGEN_GSUXF68,60010543,DOWGEN_XF68,DOWGEN_XF68,probable_renamed_duplicate
300172,60051717,NADAS_AT1L,NADAS_AT1L,60110935,NADAS_AT1H,NADAS_AT1H,probable_renamed_duplicate
300920,60060382,RICEBI_LOW,RICEBI_LOW,60110934,RICEBI_HIGH,RICEBI_HIGH,probable_renamed_duplicate
301797,60005957,LV1_MPT-1A_H,LV1_MPT-1A_H,60112576,LV1_MPTA,LV1_MPTA,probable_renamed_duplicate
301894,60005958,LV1_MPT-1B_H,LV1_MPT-1B_H,60112577,LV2_MPTB,LV2_MPTB,probable_renamed_duplicate
302226,60006322,NAV_WSHACK_B,NAV_WSHACK__B,60012331,NAV_ASPIR_B,NAV_ASPIR__B,probable_renamed_duplicate
302554,60002890,ACACIA_T1001H,ACACIA_T1001H,60111650,ACACIA_T1H,ACACIA_T1H,probable_renamed_duplicate
302760,60002154,6455T440,6455T440_1,60008945,1327T4401,1327T440_1,probable_renamed_duplicate
303339,60006981,ROBB_KINGTAP2,ROBB_KINGTAP2_1,60011009,ROBB_KINGTA21,ROBB_KINGTA2_1,probable_renamed_duplicate
305690,60089179,15110,15110_A,60092094,15110_A,15110__A,probable_renamed_duplicate
305690,60004426,DRIVER_SKYWEST,DRIVER_SKYWEST_1,60092094,15110_A,15110__A,probable_renamed_duplicate
306375,60008539,THREE_RI_AUT3_L,THREE_RI_AUT3_L,60069269,THREE_RI_AUT3_H,THREE_RI_AUT3_H,probable_renamed_duplicate
307143,60004975,GBY_AT2L_H,GBY_AT2L_H,60111424,GBY_AT2_H,GBY_AT2_H,probable_renamed_duplicate
307991,60004455,DUNLAP_AT1H,DUNLAP_AT1H,60029126,DUNLAP_AT1L,DUNLAP_AT1L,probable_renamed_duplicate
313285,60004710,FERGCC_1EY-TF-B,FERGCC_1EY-TF-B,60112748,FERGCC_GSU2,FERGCC_GSU2,probable_renamed_duplicate
313286,60004709,FERGCC_1EY-TF-A,FERGCC_1EY-TF-A,60112747,FERGCC_GSU1,FERGCC_GSU1,probable_renamed_duplicate
313287,60004711,FERGCC_1EY-TF-C,FERGCC_1EY-TF-C,60112749,FERGCC_GSU0,FERGCC_GSU0,probable_renamed_duplicate
314832,60004537,EILAND_ELBOW1,EILAND_ELBOW_1,60115034,160751,16075_1,probable_renamed_duplicate
314859,60008783,DUP11_OldTeid,DUP11_1_OldTeid,60098081,DUP111,DUP11_1,probable_renamed_duplicate
315693,60006593,PANDA_S_10BAT10,PANDA_S_10BAT10,60112248,PANDA_S_10AT,PANDA_S_10AT,probable_renamed_duplicate
315698,60006594,PANDA_S_11BAT10,PANDA_S_11BAT10,60112249,PANDA_S_11AT,PANDA_S_11AT,probable_renamed_duplicate
315708,60006595,PANDA_S_12BAT10,PANDA_S_12BAT10,60112247,PANDA_S_12AT,PANDA_S_12AT,probable_renamed_duplicate
316306,60006596,PANDA_T1_10BAT10,PANDA_T1_10BAT10,60112419,PANDA_T1_10AT,PANDA_T1_10AT,probable_renamed_duplicate
316342,60006597,PANDA_T1_11BAT10,PANDA_T1_11BAT10,60112420,PANDA_T1_11AT,PANDA_T1_11AT,probable_renamed_duplicate
316345,60006598,PANDA_T1_12BAT10,PANDA_T1_12BAT10,60112421,PANDA_T1_12AT,PANDA_T1_12AT,probable_renamed_duplicate
320953,60053646,N_SHARPE_138_PS3_A,N_SHARPE_138_PS3_A,60111719,N_SHARPE_138_PS3_B,N_SHARPE_138_PS3_B,probable_renamed_duplicate
325830,60050930,MOULSO_AT3L,MOULSO_AT3L,60111049,MOULSO_AT3H,MOULSO_AT3H,probable_renamed_duplicate
327932,60021777,CASSAVA_CASA1_L,CASSAVA_CASA1_L,60111651,CASSAVA_CASA1_H,CASSAVA_CASA1_H,probable_renamed_duplicate
329572,60008876,1790_H,1790__H,60096904,1792_C,1792__C,probable_renamed_duplicate
