teid,old_branch_id,old_branch_name,old_op_eqcode,recommended_collapseid,new_branch_name,new_op_eqcode,confidence
278956,60006641,PC_SOUTH_PC2_T1,PC_SOUTH_PC2_T1,60112131,PC_SOUTH_P2T1,PC_SOUTH_P2T1,probable_renamed_duplicate
278963,60007791,WEC_WECXFMR1,WEC_WECXFMR1,60112261,WEC_XFMR,WEC_XFMR,probable_renamed_duplicate
278980,60057168,PLVSW_AXFMR1-L,PLVSW_AXFMR1-L,60110713,PLVSW_AXFMR1-H,PLVSW_AXFMR1-H,probable_renamed_duplicate
278981,60006640,PC_NORTH_PC1_T1,PC_NORTH_PC1_T1,60112127,PC_NORTH_P1T1,PC_NORTH_P1T1,probable_renamed_duplicate
278985,60004681,FALFUR_138_69A1,FALFUR_138_69A1,60031649,FALFUR_138_69A1_H,FALFUR_138_69A1_H,probable_renamed_duplicate
278985,60010010,FALFUR_138_69A1_L,FALFUR_138_69A1_L,60031649,FALFUR_138_69A1_H,FALFUR_138_69A1_H,probable_renamed_duplicate
278990,60003543,BUFF_GAP_UXFMR1,BUFF_GAP_UXFMR1,60112770,BUFF_GAP_FMR1,BUFF_GAP_FMR1,probable_renamed_duplicate
278991,60007211,SILASRAY_GSU-10,SILASRAY_GSU-10,60111644,SILASRAY_SGT1,SILASRAY_SGT1,probable_renamed_duplicate
278992,60003131,AUSTPL_AUSGSUT1,AUSTPL_AUSGSUT1,60112665,AUSTPL_GSU1,AUSTPL_GSU1,probable_renamed_duplicate
278998,60006657,PEARSALL_138_69_4,PEARSALL_138_69_4,60115059,PEARSALL_138_69_4_L,PEARSALL_138_69_4_L,probable_renamed_duplicate
279001,60005908,LON_HILL_345_1381H,LON_HILL_345_1381H,60010005,LON_HILL_345_1381H_H,LON_HILL_345_1381H_H,probable_renamed_duplicate
279013,60007713,VERS_138_69_1,VERS_138_69_1,60072245,VERS_138_69_1_H,VERS_138_69_1_H,probable_renamed_duplicate
279013,60009966,VERS_138_69_1_L,VERS_138_69_1_L,60072245,VERS_138_69_1_H,VERS_138_69_1_H,probable_renamed_duplicate
279022,60081729,DUPV1_COGEN_STEPUP,DUPV1_COGEN_STEPUP,60111838,DUPV1_GSU1,DUPV1_GSU1,probable_renamed_duplicate
279038,60005234,HAS_HASSE19,HAS_HASSE19,60037262,HAS_HAS1_L,HAS_HAS1_L,probable_renamed_duplicate
279039,60004298,DIESEL_GSUXFMR1,DIESEL_GSUXFMR1,60010358,DIESEL_FMR1,DIESEL_FMR1,probable_renamed_duplicate
279044,60087339,SJS_SJSXT1_,SJS_SJSXT1_,60111815,SJS_XT1,SJS_XT1,probable_renamed_duplicate
279046,60009299,LENSW_AXFMR2L,LENSW_AXFMR2L,60044288,LENSW_AXFMR2H,LENSW_AXFMR2H,probable_renamed_duplicate
279047,60030287,ELMOT_AXFMR1H,ELMOT_AXFMR1H,60110859,ELMOT_AXFMR1L,ELMOT_AXFMR1L,probable_renamed_duplicate
279052,60007586,TNP_ONE_TNP1GSU1,TNP_ONE_TNP1GSU1,60111407,TNP_ONE_GSU1,TNP_ONE_GSU1,probable_renamed_duplicate
279053,60007725,VISTRON_NB-9302A,VISTRON_NB-9302A,60010447,VISTRON_T1,VISTRON_T1,probable_renamed_duplicate
279054,60004224,DANSBY_138_69_2_L,DANSBY_138_69_2_L,60027359,DANSBY_138_69_2,DANSBY_138_69_2,probable_renamed_duplicate
279059,60007620,TRSES_AXFMR4H,TRSES_AXFMR4H,60011048,TRSES_AXFMR4H_2,TRSES_AXFMR4H_2,probable_renamed_duplicate
279063,60057140,PLSTN_AXFMR3-H,PLSTN_AXFMR3-H,60110844,PLSTN_AXFMR3-L,PLSTN_AXFMR3-L,probable_renamed_duplicate
279072,60004128,CRKET_AXFMR2L,CRKET_AXFMR2L,60009958,CRKET_AXFMR2L1,CRKET_AXFMR2L1,probable_renamed_duplicate
279073,60004127,CRKET_AXFMR2H,CRKET_AXFMR2H,60009959,CRKET_AXFMR2H1,CRKET_AXFMR2H1,probable_renamed_duplicate
279084,60006354,NCDSE_AXFMR1L,NCDSE_AXFMR1L,60009957,NCDSE_AXFMR1L_1,NCDSE_AXFMR1L_1,probable_renamed_duplicate
279092,60006222,MLSES_UXFMR1,MLSES_UXFMR1,60110817,MLSES_FMR1,MLSES_FMR1,probable_renamed_duplicate
279120,60005229,HARLNSW_138_69A1H,HARLNSW_138_69A1H,60037075,HARLNSW_138_69A1H_H,HARLNSW_138_69A1H_H,probable_renamed_duplicate
279120,60009996,HARLNSW_138_69A1H_L,HARLNSW_138_69A1H_L,60037075,HARLNSW_138_69A1H_H,HARLNSW_138_69A1H_H,probable_renamed_duplicate
279122,60007801,WESTYA_XFMR1,WESTYA_XFMR1,60073867,WESTYA_XFMR1_H,WESTYA_XFMR1_H,probable_renamed_duplicate
279122,60010042,WESTYA_XFMR1_L,WESTYA_XFMR1_L,60073867,WESTYA_XFMR1_H,WESTYA_XFMR1_H,probable_renamed_duplicate
279133,60007565,TKWSW1_ROS_T1,TKWSW1_ROS_T1,60112786,TKWSW1_T1,TKWSW1_T1,probable_renamed_duplicate
279155,60033726,FTLN_138_69T1_H,FTLN_138_69T1_H,60110999,FTLN_138_69T1_L,FTLN_138_69T1_L,probable_renamed_duplicate
279155,60004848,FTLN_138_69T1,FTLN_138_69T1,60110999,FTLN_138_69T1_L,FTLN_138_69T1_L,probable_renamed_duplicate
279158,60003654,CAPRIDG4_WCR4-T1,CAPRIDG4_WCR4-T1,60021583,CAPRIDG4_T1,CAPRIDG4_T1,probable_renamed_duplicate
279161,60003656,CAPRIDGE_WCR1-T1,CAPRIDGE_WCR1-T1,60112779,CAPRIDGE_R1T1,CAPRIDGE_R1T1,probable_renamed_duplicate
279164,60007876,WOODWRD1_XF_H,WOODWRD1_XF_H,60112106,WOODWRD1_XF,WOODWRD1_XF,probable_renamed_duplicate
279167,60007116,SC_AT1L_H,SC_AT1L_H,60111441,SC_AT1_H,SC_AT1_H,probable_renamed_duplicate
279168,60087683,SWEETWN3_XFMRT1,SWEETWN3_XFMRT1,60112756,SWEETWN3_XF32,SWEETWN3_XF32,probable_renamed_duplicate
279169,60005632,KING_SW_XFMR_H,KING_SW_XFMR_H,60112108,KING_SW_XFMR,KING_SW_XFMR,probable_renamed_duplicate
279173,60017412,BIGLAKE_XFMR_E1_H,BIGLAKE_XFMR_E1_H,60110994,BIGLAKE_XFMR_E1_L,BIGLAKE_XFMR_E1_L,probable_renamed_duplicate
279176,60032144,FIREROCK_138_PS_L,FIREROCK_138_PS_L,60110988,FIREROCK_138_PS_H,FIREROCK_138_PS_H,probable_renamed_duplicate
279179,60004859,FTST_138_69T1,FTST_138_69T1,60033802,FTST_138_69T1_H,FTST_138_69T1_H,probable_renamed_duplicate
279179,60009981,FTST_138_69T1_L,FTST_138_69T1_L,60033802,FTST_138_69T1_H,FTST_138_69T1_H,probable_renamed_duplicate
279180,60074819,WINK_KAT1_L,WINK_KAT1_L,60111398,WINK_KAT1,WINK_KAT1,probable_renamed_duplicate
279180,60007838,WINK_WINKAT1,WINK_WINKAT1,60111398,WINK_KAT1,WINK_KAT1,probable_renamed_duplicate
279187,60025851,CRAN_XFMR1_H,CRAN_XFMR1_H,60111000,CRAN_XFMR1_L,CRAN_XFMR1_L,probable_renamed_duplicate
279189,60005868,LMESA_AXFMR1,LMESA_AXFMR1,60011734,LMESA_AXFMR1_L,LMESA_AXFMR1_L,probable_renamed_duplicate
279191,60003203,BARL_XFMR1,BARL_XFMR1,60016208,BARL_XFMR1_H,BARL_XFMR1_H,probable_renamed_duplicate
279191,60009983,BARL_XFMR1_L,BARL_XFMR1_L,60016208,BARL_XFMR1_H,BARL_XFMR1_H,probable_renamed_duplicate
279197,60004783,FPPYD2_T_406,FPPYD2_T_406,60111015,FPPYD2_GSU3,FPPYD2_GSU3,probable_renamed_duplicate
279198,60005541,JN_AT1_H_OldTeid,JN_AT1_H_OldTeid,60111525,JN_AT1H_H,JN_AT1H_H,probable_renamed_duplicate
279199,60005542,JN_AT1L_H,JN_AT1L_H,60111527,JN_AT1_H,JN_AT1_H,probable_renamed_duplicate
279206,60005545,JN_AT3L_H,JN_AT3L_H,60111526,JN_AT3_H,JN_AT3_H,probable_renamed_duplicate
279207,60084505,MGSES_UCXFMR2,MGSES_UCXFMR2,60110683,MGSES_FMR2,MGSES_FMR2,probable_renamed_duplicate
279208,60084507,MGSES_UCXFMR4,MGSES_UCXFMR4,60110682,MGSES_FMR4,MGSES_FMR4,probable_renamed_duplicate
279209,60084509,MGSES_UCXFMR6,MGSES_UCXFMR6,60110686,MGSES_FMR6,MGSES_FMR6,probable_renamed_duplicate
279211,60084508,MGSES_UCXFMR5,MGSES_UCXFMR5,60110687,MGSES_FMR5,MGSES_FMR5,probable_renamed_duplicate
279212,60084504,MGSES_UCXFMR1,MGSES_UCXFMR1,60110685,MGSES_FMR1,MGSES_FMR1,probable_renamed_duplicate
279217,60084506,MGSES_UCXFMR3,MGSES_UCXFMR3,60110684,MGSES_FMR3,MGSES_FMR3,probable_renamed_duplicate
279222,60003051,ANASW_AXFMR2H,ANASW_AXFMR2H,60097083,ANASW_AXFMR2H-H,ANASW_AXFMR2H-H,probable_renamed_duplicate
279225,60003052,ANASW_AXFMR2L,ANASW_AXFMR2L,60097084,ANASW_AXFMR2L-H,ANASW_AXFMR2L-H,probable_renamed_duplicate
279228,60007401,STV_XFMR19,STV_XFMR19,60067690,STV_XFMR18,STV_XFMR18,probable_renamed_duplicate
279237,60007107,SARRD_AXFMR1L,SARRD_AXFMR1L,60110812,SARRD_AXFMR1L-H,SARRD_AXFMR1L-H,probable_renamed_duplicate
279238,60007106,SARRD_AXFMR1H,SARRD_AXFMR1H,60110810,SARRD_AXFMR1H-H,SARRD_AXFMR1H-H,probable_renamed_duplicate
279255,60095185,TRU_XFMR1_1_138_69,TRU_XFMR1_1_138_69,60095186,TRU_XFMR1_2_138_69,TRU_XFMR1_2_138_69,probable_renamed_duplicate
279255,60007629,TRU_TRUAT1,TRU_TRUAT1,60095186,TRU_XFMR1_2_138_69,TRU_XFMR1_2_138_69,probable_renamed_duplicate
279261,60054655,OLSEN_NAT1_L,OLSEN_NAT1_L,60111395,OLSEN_NAT1,OLSEN_NAT1,probable_renamed_duplicate
279261,60006539,OLSEN_OLSENAT1,OLSEN_OLSENAT1,60111395,OLSEN_NAT1,OLSEN_NAT1,probable_renamed_duplicate
279272,60007824,WHTNY_AXFMR2,WHTNY_AXFMR2,60011728,WHTNY_AXFMR2_L,WHTNY_AXFMR2_L,probable_renamed_duplicate
279294,60036202,GRMSW_AXFMR1_L,GRMSW_AXFMR1_L,60110718,GRMSW_AXFMR1,GRMSW_AXFMR1,probable_renamed_duplicate
279296,60005645,KLNSW_AXFMR1,KLNSW_AXFMR1,60110870,KLNSW_AXFMR1H_H,KLNSW_AXFMR1H_H,probable_renamed_duplicate
279301,60007165,SGMTN_UCXFMR1,SGMTN_UCXFMR1,60112098,SGMTN_FMR1,SGMTN_FMR1,probable_renamed_duplicate
279325,60004958,GARZA_138_69A1,GARZA_138_69A1,60034202,GARZA_138_69A1_H,GARZA_138_69A1_H,probable_renamed_duplicate
279325,60009998,GARZA_138_69A1_L,GARZA_138_69A1_L,60034202,GARZA_138_69A1_H,GARZA_138_69A1_H,probable_renamed_duplicate
279332,60003098,ASHERTON_138_69A1,ASHERTON_138_69A1,60015328,ASHERTON_138_69A1_H,ASHERTON_138_69A1_H,probable_renamed_duplicate
279332,60009993,ASHERTON_138_69A1_L,ASHERTON_138_69A1_L,60015328,ASHERTON_138_69A1_H,ASHERTON_138_69A1_H,probable_renamed_duplicate
279341,60003725,CCEC_CTG1,CCEC_CTG1,60112561,CCEC_TG1,CCEC_TG1,probable_renamed_duplicate
279344,60006937,RIO_GRAN_138_69A1,RIO_GRAN_138_69A1,60060877,RIO_GRAN_138_69A1_H,RIO_GRAN_138_69A1_H,probable_renamed_duplicate
279344,60010013,RIO_GRAN_138_69A1_L,RIO_GRAN_138_69A1_L,60060877,RIO_GRAN_138_69A1_H,RIO_GRAN_138_69A1_H,probable_renamed_duplicate
279345,60002983,ALICE_138_69A1,ALICE_138_69A1,60013990,ALICE_138_69A1_H,ALICE_138_69A1_H,probable_renamed_duplicate
279345,60010008,ALICE_138_69A1_L,ALICE_138_69A1_L,60013990,ALICE_138_69A1_H,ALICE_138_69A1_H,probable_renamed_duplicate
279347,60006432,NUECES_B_138_22_3_H,NUECES_B_138_22_3_H,60112537,NUECES_B_22_3,NUECES_B_22_3,probable_renamed_duplicate
279351,60043429,LARDVFTS_230_138_1_L,LARDVFTS_230_138_1_L,60111710,LARDVFTS_230_138_1_H,LARDVFTS_230_138_1_H,probable_renamed_duplicate
279369,60010018,DUKE_1-EY-TF-C,DUKE_1-EY-TF-C,60111120,DUKE_TF-C,DUKE_TF-C,probable_renamed_duplicate
279371,60006931,RINCON_138_69A1,RINCON_138_69A1,60060575,RINCON_138_69A1_H,RINCON_138_69A1_H,probable_renamed_duplicate
279371,60010000,RINCON_138_69A1_L,RINCON_138_69A1_L,60060575,RINCON_138_69A1_H,RINCON_138_69A1_H,probable_renamed_duplicate
279378,60004073,CORONA_GSUT1,CORONA_GSUT1,60111022,CORONA_GSU1,CORONA_GSU1,probable_renamed_duplicate
279380,60003383,BLUF_CRK_T2_H,BLUF_CRK_T2_H,60010037,BLUF_CRK_T2_H_H,BLUF_CRK_T2_H_H,probable_renamed_duplicate
279383,60003384,BLUF_CRK_T2_L,BLUF_CRK_T2_L,60009968,BLUF_CRK_T2_L_H,BLUF_CRK_T2_L_H,probable_renamed_duplicate
279387,60005055,GILLES_38AT1,GILLES_38AT1,60035102,GILLES_AT1H,GILLES_AT1H,probable_renamed_duplicate
279387,60008811,GILLES_AT1L,GILLES_AT1L,60035102,GILLES_AT1H,GILLES_AT1H,probable_renamed_duplicate
279398,60007039,SACH_138_69T1,SACH_138_69T1,60062440,SACH_138_69T1_H,SACH_138_69T1_H,probable_renamed_duplicate
279398,60009972,SACH_138_69T1_L,SACH_138_69T1_L,60062440,SACH_138_69T1_H,SACH_138_69T1_H,probable_renamed_duplicate
279407,60004762,FORTMA_FORTMA_AT2_L,FORTMA_FORTMA_AT2_L,60082270,FORTMA_FORTMA_AT2,FORTMA_FORTMA_AT2,probable_renamed_duplicate
279414,60004649,EXN_TRTH101,EXN_TRTH101,60111796,EXN_H101,EXN_H101,probable_renamed_duplicate
279429,60066397,SOUTHABI_138_69T1_H,SOUTHABI_138_69T1_H,60110980,SOUTHABI_138_69T1_L,SOUTHABI_138_69T1_L,probable_renamed_duplicate
279430,60005974,LWSSW_AXFMR22,LWSSW_AXFMR22,60047047,LWSSW_AXFMR21,LWSSW_AXFMR21,probable_renamed_duplicate
279472,60009371,AK_AKXT01_H,AK_AKXT01_H,60111775,AK_AKXT01,AK_AKXT01,probable_renamed_duplicate
279473,60030446,EL_CAMPO_138_69_1_H,EL_CAMPO_138_69_1_H,60111059,EL_CAMPO_138_69_1_L,EL_CAMPO_138_69_1_L,probable_renamed_duplicate
279473,60004542,EL_CAMPO_138_69_1,EL_CAMPO_138_69_1,60111059,EL_CAMPO_138_69_1_L,EL_CAMPO_138_69_1_L,probable_renamed_duplicate
279488,60003811,CHLD_138_69T1,CHLD_138_69T1,60023252,CHLD_69T1_L,CHLD_69T1_L,probable_renamed_duplicate
279488,60011743,CHLD_69T1,CHLD_69T1,60023252,CHLD_69T1_L,CHLD_69T1_L,probable_renamed_duplicate
279494,60065203,SJO_SJO1,SJO_SJO1,60111389,SJO_SJO1_L,SJO_SJO1_L,probable_renamed_duplicate
279494,60007231,SJO_XFMR1,SJO_XFMR1,60111389,SJO_SJO1_L,SJO_SJO1_L,probable_renamed_duplicate
279505,60003702,CBY_AT3L_H,CBY_AT3L_H,60097988,CBY_AT3_H,CBY_AT3_H,probable_renamed_duplicate
279509,60054559,OLMOSW_AT1L,OLMOSW_AT1L,60111050,OLMOSW_AT1H,OLMOSW_AT1H,probable_renamed_duplicate
279542,60003987,CMBTP_AXFMR1,CMBTP_AXFMR1,60024179,CMBTP_AXFMR1_138_W,CMBTP_AXFMR1_138_W,probable_renamed_duplicate
279542,60011739,CMBTP_AXFMR1_69_W,CMBTP_AXFMR1_69_W,60024179,CMBTP_AXFMR1_138_W,CMBTP_AXFMR1_138_W,probable_renamed_duplicate
279546,60007147,SCSES_UXFMR1,SCSES_UXFMR1,60110823,SCSES_FMR1,SCSES_FMR1,probable_renamed_duplicate
279555,60006434,NUECES_B_142_18_8_H,NUECES_B_142_18_8_H,60112538,NUECES_B_18_8,NUECES_B_18_8,probable_renamed_duplicate
279556,60006435,NUECES_B_142_18_9_H,NUECES_B_142_18_9_H,60112539,NUECES_B_18_9,NUECES_B_18_9,probable_renamed_duplicate
279575,60028293,DIALV_AXFMR1-H,DIALV_AXFMR1-H,60110831,DIALV_AXFMR1-L,DIALV_AXFMR1-L,probable_renamed_duplicate
279582,60021604,CAPRIDGE_AT1_L,CAPRIDGE_AT1_L,60112783,CAPRIDGE_AT1,CAPRIDGE_AT1,probable_renamed_duplicate
279583,60067944,SWEETWN2_XF22,SWEETWN2_XF22,60087676,SWEETWN2_UXFMR1,SWEETWN2_UXFMR1,probable_renamed_duplicate
279585,60006812,PYR_PYR_T1,PYR_PYR_T1,60112788,PYR_T1,PYR_T1,probable_renamed_duplicate
279593,60056813,PITSBU_AT1H,PITSBU_AT1H,60111026,PITSBU_AT1L,PITSBU_AT1L,probable_renamed_duplicate
279593,60006711,PITSBU_37AT1,PITSBU_37AT1,60111026,PITSBU_AT1L,PITSBU_AT1L,probable_renamed_duplicate
279594,60005469,INDL_IND_T1,INDL_IND_T1,60112789,INDL_T1,INDL_T1,probable_renamed_duplicate
279596,60006092,MCDLD_FOR_T1,MCDLD_FOR_T1,60112112,MCDLD_T1,MCDLD_T1,probable_renamed_duplicate
279606,60003785,CHAMPION_CHP_T1,CHAMPION_CHP_T1,60112784,CHAMPION_T1,CHAMPION_T1,probable_renamed_duplicate
279608,60009971,SANORTH_138_69T1_L,SANORTH_138_69T1_L,60063098,SANORTH_138_69T1_H,SANORTH_138_69T1_H,probable_renamed_duplicate
279617,60041804,KENEDSW_138_69A1_H,KENEDSW_138_69A1_H,60111069,KENEDSW_138_69A1_L,KENEDSW_138_69A1_L,probable_renamed_duplicate
279617,60005607,KENEDSW_138_69A1,KENEDSW_138_69A1,60111069,KENEDSW_138_69A1_L,KENEDSW_138_69A1_L,probable_renamed_duplicate
279633,60003707,CBY4_GSU-XF-04001,CBY4_GSU-XF-04001,60111746,CBY4_XF04,CBY4_XF04,probable_renamed_duplicate
279634,60032846,FORMOSA_TR21_L,FORMOSA_TR21_L,60082236,FORMOSA_TR21H,FORMOSA_TR21H,probable_renamed_duplicate
279634,60004754,FORMOSA_TR21L,FORMOSA_TR21L,60082236,FORMOSA_TR21H,FORMOSA_TR21H,probable_renamed_duplicate
279634,60010592,FORMOSA_TR21,FORMOSA_TR21,60082236,FORMOSA_TR21H,FORMOSA_TR21H,probable_renamed_duplicate
279637,60003963,CLEASP_AT1,CLEASP_AT1,60080856,CLEASP_AT1_L,CLEASP_AT1_L,probable_renamed_duplicate
279643,60003211,BASTEN_1EY-TF-A,BASTEN_1EY-TF-A,60111013,BASTEN_TF-A,BASTEN_TF-A,probable_renamed_duplicate
279645,60007083,SANMAR_SANMAR_AT3,SANMAR_SANMAR_AT3,60062958,SANMAR_AT3H,SANMAR_AT3H,probable_renamed_duplicate
279645,60008812,SANMAR_AT3L,SANMAR_AT3L,60062958,SANMAR_AT3H,SANMAR_AT3H,probable_renamed_duplicate
279646,60006251,MOUNTO_41AT1,MOUNTO_41AT1,60051005,MOUNTO_AT1H,MOUNTO_AT1H,probable_renamed_duplicate
279648,60003683,CBEC_21T701,CBEC_21T701,60111853,CBEC_21T,CBEC_21T,probable_renamed_duplicate
279649,60072274,VICTORIA_138_69A1_H,VICTORIA_138_69A1_H,60111067,VICTORIA_138_69A1_L,VICTORIA_138_69A1_L,probable_renamed_duplicate
279649,60007720,VICTORIA_138_69A1,VICTORIA_138_69A1,60111067,VICTORIA_138_69A1_L,VICTORIA_138_69A1_L,probable_renamed_duplicate
279659,60079575,AMOCOOIL_GSUT1,AMOCOOIL_GSUT1,60111782,AMOCOOIL_GSU1,AMOCOOIL_GSU1,probable_renamed_duplicate
279665,60087198,SCLPCOGN_SCLPGSU1,SCLPCOGN_SCLPGSU1,60111817,SCLPCOGN_GSU1,SCLPCOGN_GSU1,probable_renamed_duplicate
279672,60115039,ABEAST_138_69_T1_H,ABEAST_138_69_T1_H,60115040,ABEAST_138_69_T1_L,ABEAST_138_69_T1_L,probable_renamed_duplicate
279676,60081497,DECKER_DP_MPT1,DECKER_DP_MPT1,60111134,DECKER_MPT1,DECKER_MPT1,probable_renamed_duplicate
279682,60007071,SANDCR_SANDCR_AT1,SANDCR_SANDCR_AT1,60062838,SANDCR_AT1H,SANDCR_AT1H,probable_renamed_duplicate
279682,60008810,SANDCR_AT1L,SANDCR_AT1L,60062838,SANDCR_AT1H,SANDCR_AT1H,probable_renamed_duplicate
279685,60004948,GABRIE_59AT1,GABRIE_59AT1,60033959,GABRIE_AT1H,GABRIE_AT1H,probable_renamed_duplicate
279685,60008821,GABRIE_AT1L,GABRIE_AT1L,60033959,GABRIE_AT1H,GABRIE_AT1H,probable_renamed_duplicate
279687,60005040,GIDEON_2_GSUT1,GIDEON_2_GSUT1,60111040,GIDEON_GSU1,GIDEON_GSU1,probable_renamed_duplicate
279694,60033400,FRIEND_R_XFMR1_H,FRIEND_R_XFMR1_H,60110997,FRIEND_R_XFMR1_L,FRIEND_R_XFMR1_L,probable_renamed_duplicate
279694,60004802,FRIEND_R_XFMR1,FRIEND_R_XFMR1,60110997,FRIEND_R_XFMR1_L,FRIEND_R_XFMR1_L,probable_renamed_duplicate
279704,60003537,BUDA_68AT2,BUDA_68AT2,60020219,BUDA_AT2H,BUDA_AT2H,probable_renamed_duplicate
279705,60065705,SMITHV_AT3H,SMITHV_AT3H,60111041,SMITHV_AT3L,SMITHV_AT3L,probable_renamed_duplicate
279705,60007264,SMITHV_58AT3,SMITHV_58AT3,60111041,SMITHV_AT3L,SMITHV_AT3L,probable_renamed_duplicate
279714,60004282,DEVIHI_66AT3,DEVIHI_66AT3,60028108,DEVIHI_AT3H,DEVIHI_AT3H,probable_renamed_duplicate
279716,60005796,LEHIGH_LEHIGHAT2,LEHIGH_LEHIGHAT2,60044137,LEHIGH_AT2H,LEHIGH_AT2H,probable_renamed_duplicate
279717,60035251,GLIDDE_AT1H,GLIDDE_AT1H,60111034,GLIDDE_AT1L,GLIDDE_AT1L,probable_renamed_duplicate
279717,60005062,GLIDDE_138_69A1,GLIDDE_138_69A1,60111034,GLIDDE_AT1L,GLIDDE_AT1L,probable_renamed_duplicate
279718,60006038,MARBFA_13GSUT1,MARBFA_13GSUT1,60111044,MARBFA_GSU1,MARBFA_GSU1,probable_renamed_duplicate
279721,60005081,GONZAL_50AT3,GONZAL_50AT3,60035639,GONZAL_AT3H,GONZAL_AT3H,probable_renamed_duplicate
279721,60008829,GONZAL_AT3L,GONZAL_AT3L,60035639,GONZAL_AT3H,GONZAL_AT3H,probable_renamed_duplicate
279723,60005954,LULING_47AT1,LULING_47AT1,60046809,LULING_AT1H,LULING_AT1H,probable_renamed_duplicate
279723,60008815,LULING_AT1L,LULING_AT1L,60046809,LULING_AT1H,LULING_AT1H,probable_renamed_duplicate
279724,60079881,BANDER_65AT2,BANDER_65AT2,60111048,BANDER_65AT2_L,BANDER_65AT2_L,probable_renamed_duplicate
279724,60016139,BANDER_AT2H,BANDER_AT2H,60111048,BANDER_65AT2_L,BANDER_65AT2_L,probable_renamed_duplicate
279745,60088671,WIPOPA_GSU_12,WIPOPA_GSU_12,60111037,WIPOPA_GSUA,WIPOPA_GSUA,probable_renamed_duplicate
279758,60003525,BTE_AT-1_L,BTE_AT-1_L,60010605,BTE_AT-1,BTE_AT-1,probable_renamed_duplicate
279764,60084878,NCARBIDE_XF-113A,NCARBIDE_XF-113A,60111788,NCARBIDE_113A,NCARBIDE_113A,probable_renamed_duplicate
279772,60021245,CALAVERS_22_1,CALAVERS_22_1,60080569,CALAVERS_138_22_1,CALAVERS_138_22_1,probable_renamed_duplicate
279777,60004650,EXN_TRTH201,EXN_TRTH201,60111798,EXN_H201,EXN_H201,probable_renamed_duplicate
279779,60087688,SWEETWND_0UXFMR1,SWEETWND_0UXFMR1,60112754,SWEETWND_XF1,SWEETWND_XF1,probable_renamed_duplicate
279780,60076843,YELWJCKT_PS_1_L,YELWJCKT_PS_1_L,60110987,YELWJCKT_PS_1_H,YELWJCKT_PS_1_H,probable_renamed_duplicate
279781,60005274,HEIGHTTN_HEIGHAT2,HEIGHTTN_HEIGHAT2,60011758,HEIGHTTN_HEIGHAT2_L,HEIGHTTN_HEIGHAT2_L,probable_renamed_duplicate
279782,60005273,HEIGHTTN_HEIGHAT1,HEIGHTTN_HEIGHAT1,60111404,HEIGHTTN_HEIGHAT1_L,HEIGHTTN_HEIGHAT1_L,probable_renamed_duplicate
279783,60007919,YELWJCKT_138_69_2,YELWJCKT_138_69_2,60076784,YELWJCKT_138_69_2_H,YELWJCKT_138_69_2_H,probable_renamed_duplicate
279783,60009970,YELWJCKT_138_69_2_L,YELWJCKT_138_69_2_L,60076784,YELWJCKT_138_69_2_H,YELWJCKT_138_69_2_H,probable_renamed_duplicate
279784,60076783,YELWJCKT_138_69_1_L,YELWJCKT_138_69_1_L,60110986,YELWJCKT_138_69_1_H,YELWJCKT_138_69_1_H,probable_renamed_duplicate
279788,60004651,EXN_TRTH301,EXN_TRTH301,60111797,EXN_H301,EXN_H301,probable_renamed_duplicate
279789,60026904,CUERO_AT3L,CUERO_AT3L,60081360,CUERO_AT3_L,CUERO_AT3_L,probable_renamed_duplicate
279789,60004188,CUERO_AT3_H,CUERO_AT3_H,60081360,CUERO_AT3_L,CUERO_AT3_L,probable_renamed_duplicate
279789,60008853,CUERO_AT3H,CUERO_AT3H,60081360,CUERO_AT3_L,CUERO_AT3_L,probable_renamed_duplicate
279790,60004653,EXN_TRTH501,EXN_TRTH501,60111799,EXN_H501,EXN_H501,probable_renamed_duplicate
279793,60031297,EXN_5901_L,EXN_5901_L,60111419,EXN_5901,EXN_5901,probable_renamed_duplicate
279793,60004639,EXN_T5901,EXN_T5901,60111419,EXN_5901,EXN_5901,probable_renamed_duplicate
279795,60031298,EXN_5902_L,EXN_5902_L,60111418,EXN_5902,EXN_5902,probable_renamed_duplicate
279795,60004640,EXN_T5902,EXN_T5902,60111418,EXN_5902,EXN_5902,probable_renamed_duplicate
279796,60031299,EXN_5903_L,EXN_5903_L,60111420,EXN_5903,EXN_5903,probable_renamed_duplicate
279796,60004641,EXN_T5903,EXN_T5903,60111420,EXN_5903,EXN_5903,probable_renamed_duplicate
279797,60004642,EXN_TP390,EXN_TP390,60111794,EXN_T390,EXN_T390,probable_renamed_duplicate
279798,60004643,EXN_TP396,EXN_TP396,60010569,EXN_T396,EXN_T396,probable_renamed_duplicate
279799,60004644,EXN_TP397,EXN_TP397,60111789,EXN_T397,EXN_T397,probable_renamed_duplicate
279800,60004645,EXN_TP401,EXN_TP401,60111792,EXN_T401,EXN_T401,probable_renamed_duplicate
279801,60004646,EXN_TP402,EXN_TP402,60111790,EXN_T402,EXN_T402,probable_renamed_duplicate
279802,60004647,EXN_TP403,EXN_TP403,60111791,EXN_T403,EXN_T403,probable_renamed_duplicate
279803,60004648,EXN_TP404,EXN_TP404,60111793,EXN_T404,EXN_T404,probable_renamed_duplicate
279804,60004652,EXN_TRTH401,EXN_TRTH401,60111795,EXN_H401,EXN_H401,probable_renamed_duplicate
