teid,branch_id,branch_name,op_eqcode,device_type,from_name,to_name,ckt,other_branch_ids_sharing_teid,other_branch_names_sharing_teid
1882,60004157,CRPL_RIST1,CRPL_RIST1_1,Line,CRPL2A,RIST2A,1,60008061,CROSSP_RIST11
1882,60008061,CROSSP_RIST11,CROSSP_RIST1_1,Line,RIST2A,CROSSPLA2A,1,60004157,CRPL_RIST1
1886,60003730,CCRT_VERH1,CCRT_VERH1_1,Line,VERH2A,CCRT2A,1,60009122,CHERRT_VERH11
1886,60009122,CHERRT_VERH11,CHERRT_VERH1_1,Line,CHERRTAP2A,VERH2A,1,60003730,CCRT_VERH1
1890,60002997,ALMC_MARF1,ALMC_MARF1_1,Line,ALMC2A,MARF2A,1,60009128,ALMC_MARFA11
1890,60009128,ALMC_MARFA11,ALMC_MARFA1_1,Line,MARFA2A,ALMC2A,1,60002997,ALMC_MARF1
1894,60005241,HASTXT_JOSS1,HASTXT_JOSS1_1,Line,JOSS2A,HASTXTP2A,1,60009020,HASTXT_JOSSEL11
1894,60009020,HASTXT_JOSSEL11,HASTXT_JOSSEL1_1,Line,HASTXTP2A,JOSSELLE2A,1,60005241,HASTXT_JOSS1
1899,60002874,ABRC_ROBRST1,ABRC_ROBRST1_1,Line,ABRP2A,ABRC2A,1,60009038,RAINEY_ROBRST1
1899,60009038,RAINEY_ROBRST1,RAINEY_ROBRST1_1,Line,ROBRSTAP2A,RAINEYCR2A,1,60002874,ABRC_ROBRST1
1900,60003807,CHLC_CHLC_V1,CHLC_CHLC_V1_1,Line,CHLC_VER2A,CHLC2A,1,60009015,CHILLI_CHLC_V11
1900,60009015,CHILLI_CHLC_V11,CHILLI_CHLC_V1_1,Line,CHLC_VER2A,CHILLICO2A,1,60003807,CHLC_CHLC_V1
1902,60002849,ABED_CLYM_T1,ABED_CLYM_T1_1,Line,ABED2A,CLYDMGT2,1,60009082,CLYM_T_ELMDAL11
1902,60009082,CLYM_T_ELMDAL11,CLYM_T_ELMDAL1_1,Line,ELMDALE2A,CLYM2A,1,60002849,ABED_CLYM_T1
1907,60007109,SASO_SAST1,SASO_SAST1_1,Line,SAST4A,SASO4A,1,60008070,SASOUT_SAST11
1907,60008070,SASOUT_SAST11,SASOUT_SAST1_1,Line,SASOUTH4A,SAST4A,1,60007109,SASO_SAST1
1910,60005210,HAML_PLST1,HAML_PLST1_1,Line,HAML2A,PLST2A,1,60008047,HAMLIN_PLST11
1910,60008047,HAMLIN_PLST11,HAMLIN_PLST1_1,Line,HAMLIN2A,PLST2A,1,60005210,HAML_PLST1
1914,60002825,ABCG_ABSO1,ABCG_ABSO1_1,Line,ABSO2A,ABCG2A,1,60009091,CEDARG_SOUTHA11
1914,60009091,CEDARG_SOUTHA11,CEDARG_SOUTHA1_1,Line,SOUTHABI2B,CEDARGAP2A,1,60002825,ABCG_ABSO1
1915,60003803,CHIL_KIRK1,CHIL_KIRK1_1,Line,CHIL2A,KIRK2A,1,60009010,CHIL_KIRKLA11
1915,60009010,CHIL_KIRKLA11,CHIL_KIRKLA1_1,Line,CHIL2A,KIRKLAND2A,1,60003803,CHIL_KIRK1
1917,60002858,ABNW_ABVT1,ABNW_ABVT1_1,Line,ABNW2A,ABVT2A,1,60009044,ABNTHW_VOGELT11
1917,60009044,ABNTHW_VOGELT11,ABNTHW_VOGELT1_1,Line,ABNTHWST2A,VOGELTAP2A,1,60002858,ABNW_ABVT1
1918,60002848,ABED_ABPG1,ABED_ABPG1_1,Line,ABPG2A,ABED2A,1,60009076,ABPOWE_ELMDAL11
1918,60009076,ABPOWE_ELMDAL11,ABPOWE_ELMDAL1_1,Line,ELMDALE2A,ABPOWERS2A,1,60002848,ABED_ABPG1
1919,60005209,HAML_HAMTXT1,HAML_HAMTXT1_1,Line,HAMTXTP2A,HAML2A,1,60008046,HAMLIN_HAMTXT1
1919,60008046,HAMLIN_HAMTXT1,HAMLIN_HAMTXT1_1,Line,HAMTXTP2A,HAMLIN2A,1,60005209,HAML_HAMTXT1
1920,60007063,SAMF_TANK1,SAMF_TANK1_1,Line,SAMF2A,TANK2A,1,60008436,SAMATH_TANK11
1920,60008436,SAMATH_TANK11,SAMATH_TANK1_1,Line,TANK2A,SAMATHIS2A,1,60007063,SAMF_TANK1
1934,60004058,CONCHO_VRBS11,CONCHO_VRBS1_1,Line,VRBS2A,CONCHO2A,1,60086796,SACO_VRBS11
1934,60086796,SACO_VRBS11,SACO_VRBS1_1,Line,VRBS2A,SACO2A,1,60004058,CONCHO_VRBS11
1936,60007046,SAJS_SAJT1,SAJS_SAJT1_1,Line,SAJT2A,SAJS2A,1,60008418,JACKSN_JACKSO11
1936,60008418,JACKSN_JACKSO11,JACKSN_JACKSO1_1,Line,JACKSNTP2A,JACKSONS2A,1,60007046,SAJS_SAJT1
1944,60004109,CRAN_MCEL1,CRAN_MCEL1_1,Line,MCEL2A,CRAN2A,2,60008092,CRAN_MCELRO11
1944,60008092,CRAN_MCELRO11,CRAN_MCELRO1_1,Line,CRAN2A,MCELROY2A,2,60004109,CRAN_MCEL1
1949,60003636,CALCRK_PAIP1,CALCRK_PAIP1_1,Line,PAIP4A,CALCRKTP4A,1,60008428,CALCRK_PAINTC11
1949,60008428,CALCRK_PAINTC11,CALCRK_PAINTC1_1,Line,CALCRKTP4A,PAINTCRE4A,1,60003636,CALCRK_PAIP1
1955,60003187,BALG_ROWE1,BALG_ROWE1_1,Line,BALG2A,ROWE2A,1,60009097,BALLIN_ROWE11
1955,60009097,BALLIN_ROWE11,BALLIN_ROWE1_1,Line,BALLINGE2A,ROWE2A,1,60003187,BALG_ROWE1
1957,60005056,GIRA_GIRA_T1,GIRA_GIRA_T1_1,Line,GIRA2A,GIRA_TAP2A,1,60009023,GIRARD_GIRA_T11
1957,60009023,GIRARD_GIRA_T11,GIRARD_GIRA_T1_1,Line,GIRA_TAP2A,GIRARD2A,1,60005056,GIRA_GIRA_T1
1962,60007043,SAEM_SANO1,SAEM_SANO1_1,Line,SAEM2A,SANO2A,1,60008432,SAEM_SANORT11
1962,60008432,SAEM_SANORT11,SAEM_SANORT1_1,Line,SANORTH2A,SAEM2A,1,60007043,SAEM_SANO1
1966,60002922,AFTO_ESPU1,AFTO_ESPU1_1,Line,AFTO2A,ESPU2A,1,60009022,AFTON_ESPU11
1966,60009022,AFTON_ESPU11,AFTON_ESPU1_1,Line,AFTON2A,ESPU2A,1,60002922,AFTO_ESPU1
1968,60003108,ATBR_BRONTE11,ATBR_BRONTE1_1,Line,ATBR2A,BRONTE2A,1,60079771,ATBR_BRNT11
1968,60079771,ATBR_BRNT11,ATBR_BRNT1_1,Line,ATBR2A,BRNT2A,1,60003108,ATBR_BRONTE11
1974,60079741,ARPT_WESTYA11,ARPT_WESTYA1_1,Line,,,1,60112581,REDGATE_GS1H
1974,60112581,REDGATE_GS1H,REDGATE_GS1H,Transformer,REDGATE_5,RG_GSU1,G1,60079741,ARPT_WESTYA11
1975,60006562,OZNA_OZNR1,OZNA_OZNR1_1,Line,OZNR2A,OZNA2A,1,60008084,OZNR_OZONA11
1975,60008084,OZNR_OZONA11,OZNR_OZONA1_1,Line,OZONA2A,OZNR2A,1,60006562,OZNA_OZNR1
1976,60000641,1790_F,1790__F,Line,WALNUTSP_8,WHITNEY__8,1,60096903,1792_B
1976,60096903,1792_B,1792__B,Line,WHITNEY__8,POWELLDM_8,1,60000641,1790_F
2013,60111447,PHR_AT2H_H,PHR_AT2H_H,Transformer,P_H_R___B345,P_H_R__A2STR,A2,60006693,PHR_AT2_H_OldTeid
2013,60006693,PHR_AT2_H_OldTeid,PHR_AT2_H_OldTeid,Transformer,P_H_R__POI_8,P_H_R__A2STR,A2,60111447,PHR_AT2H_H
2030,60000388,14040_C,14040__C,Line,CRMWDTAP_8,CRMWDSVN_8,1,60079045,6470_A
2030,60079045,6470_A,6470__A,Line,,,1,60000388,14040_C
2290,60005705,L_MILP_S_MCAL1,L_MILP_S_MCAL1_1,Line,S_MCALLN4A,L_MILPAS4A,1,"60111452, 60006694","PHR_AT2_H, PHR_AT2L_H"
2334,60000587,1700_B,1700__B,Line,ROYSE_B8,BLACKLAND1_8,1,60010894,1703_A
2334,60010894,1703_A,1703__A,Line,ROYSE_B8,BLACKLND_8,1,60000587,1700_B
2422,60002891,ACME_KIRK1,ACME_KIRK1_1,Line,ACME2A,KIRK2A,1,60009014,ACME_KIRKLA1
2422,60009014,ACME_KIRKLA1,ACME_KIRKLA1_1,Line,ACME2A,KIRKLAND2A,1,60002891,ACME_KIRK1
2442,60002835,ABEA_ABPLTT1,ABEA_ABPLTT1_1,Line,ABEA2A,ABPLTTP2A,1,60009073,ABEAST_ABPLTT11
2442,60009073,ABEAST_ABPLTT11,ABEAST_ABPLTT1_1,Line,ABEAST2A,ABPLTTP2A,1,60002835,ABEA_ABPLTT1
2452,60003379,BLUF_C_REDCRE11,BLUF_C_REDCRE1_1,Line,BLF_CRK7A,REDCREEK7A,1,60080273,BLUF_C_SARC11
2452,60080273,BLUF_C_SARC11,BLUF_C_SARC1_1,Line,BLF_CRK7A,SARC7A,1,60003379,BLUF_C_REDCRE11
2531,60002842,ABEC_ABNW_2A,ABEC_ABNW_2A_1,Line,ABNW4A,ABEC4A,1,60009031,ABNTHW_ELMCRK11
2531,60009031,ABNTHW_ELMCRK11,ABNTHW_ELMCRK1_1,Line,ELMCRK4A,ABNTHWST4B,1,60002842,ABEC_ABNW_2A
2849,60089147,SABIN_NEVAD,SABIN_NEVAD_1,Line,NEVADA,SABINECRKTAP,1,60006374,NEVADA_SHELBY
2849,60006374,NEVADA_SHELBY,NEVADA_SHELBY_1,Line,NEVADA,SHELBY1,1,60089147,SABIN_NEVAD
2853,60005924,LOSP_PI2,LOSP_PI2_1,Line,L_LOSTPI1_1Y,LOSTPN34,1,60010952,LOST_PI21
2853,60010952,LOST_PI21,LOST_PI2_1,Line,LOSTPINE5,LOSTPN34,1,60005924,LOSP_PI2
2999,60080823,CITGO__HIWAY_11,CITGO__HIWAY_1_1,Line,,,1,60008719,983T4351
2999,60008719,983T4351,983T435_1,Line,CITGO_NO4A,HIWAY_94A,1,60080823,CITGO__HIWAY_11
3050,60005112,GRAYBC_HARR1,GRAYBC_HARR1_1,Line,GRAYBCKT2A,HARR2A,1,60009016,GRAYBC_HARROL11
3050,60009016,GRAYBC_HARROL11,GRAYBC_HARROL1_1,Line,GRAYBCKT2A,HARROLD2A,1,60005112,GRAYBC_HARR1
3157,60002867,ABPG_ABPLTT1,ABPG_ABPLTT1_1,Line,ABPLTTP2A,ABPG2A,1,60013294,ABPOWE_ABPLTT11
3157,60013294,ABPOWE_ABPLTT11,ABPOWE_ABPLTT1_1,Line,ABPOWERS2A,ABPLTTP2A,1,60002867,ABPG_ABPLTT1
3170,60001066,297T464,297T464_1,Line,BRACKETT4A,HAMILTN4,1,60001573,464T4641
3170,60001573,464T4641,464T464_1,Line,HAMILTON4A,L_PINTCR8_1Y,1,60001066,297T464
3210,60002841,ABEC_ABINDU1,ABEC_ABINDU1_1,Line,ABEC4A,ABIP4A,1,60009056,ABINDU_ELMCRK11
3210,60009056,ABINDU_ELMCRK11,ABINDU_ELMCRK1_1,Line,ELMCRK4A,ABIP4A,1,60002841,ABEC_ABINDU1
3211,60004494,EASTMU_PAIP1,EASTMU_PAIP1_1,Line,EASTMUND4B,PAIP4A,1,60008425,EASTMU_PAINTC11
3211,60008425,EASTMU_PAINTC11,EASTMU_PAINTC1_1,Line,EASTMUND4B,PAINTCRE4A,1,60004494,EASTMU_PAIP1
3212,60002859,ABNW_CALLAH1,ABNW_CALLAH1_1,Line,ABNW4A,CALLAHAN4A,1,60009047,ABNTHW_CALLAH11
3212,60009047,ABNTHW_CALLAH11,ABNTHW_CALLAH1_1,Line,ABNTHWST4A,CALLAHAN4A,1,60002859,ABNW_CALLAH1
3213,60004495,EASTMU_PAIP2,EASTMU_PAIP2_1,Line,EASTMUND4A,PAIP4B,1,60008424,EASTMU_PAINTC21
3213,60008424,EASTMU_PAINTC21,EASTMU_PAINTC2_1,Line,PAINTCRE4B,EASTMUND4A,1,60004495,EASTMU_PAIP2
3214,60002845,ABEC_ABTT1,ABEC_ABTT1_1,Line,ABEC4A,ABTT4A,1,60009055,ELMCRK_TWILIG11
3214,60009055,ELMCRK_TWILIG11,ELMCRK_TWILIG1_1,Line,ELMCRK4A,TWILIGHT4A,1,60002845,ABEC_ABTT1
3244,60005230,HARR_WAGGON1,HARR_WAGGON1_1,Line,HARR2A,WAGGONER2A,1,60009017,HARROL_WAGGON11
3244,60009017,HARROL_WAGGON11,HARROL_WAGGON1_1,Line,HARROLD2A,WAGGONER2A,1,60005230,HARR_WAGGON1
3264,60000858,21T310,21T310_1,Line,L_SASASW9_1Y,L_TERRY_9_1Y,1,60008103,SANSAS_TERRY1
3264,60008103,SANSAS_TERRY1,SANSAS_TERRY_1,Line,L_SASASW9_1Y,TERRY_9,1,60000858,21T310
3278,60002826,ABCG_ROBT1,ABCG_ROBT1_1,Line,ROBT2A,ABCG2A,1,60009089,CEDARG_ROBT11
3278,60009089,CEDARG_ROBT11,CEDARG_ROBT1_1,Line,ROBT2A,CEDARGAP2A,1,60002826,ABCG_ROBT1
3287,60000060,10578T552,10578T552_1,Line,MCCAMY4,L_DESKY28_1Y,1,60001692,552T5521
3287,60001692,552T5521,552T552_1,Line,MCCAMY4,L_TIPPET8_1Y,1,60000060,10578T552
3300,60007008,RT_VL_47,RT_VL_47_A,Line,RETREV__69X,VLASCO__69A,47,60008173,138_DEL_DWC1
3300,60008173,138_DEL_DWC1,138_DEL_DWC_1,Line,TNDELAWRC_1,TNDELAWR__1,1,60007008,RT_VL_47
3312,60000634,177T470,177T470_1,Line,L_BUTMAN8_1Y,L_MCELTA8_1Y,1,60001581,470T4701
3312,60001581,470T4701,470T470_1,Line,L_MCELMU8_1Y,L_BUTMAN8_1Y,1,60000634,177T470
3316,60006616,PATN_RC_TALTY,PATN_RC_TALTY_1,Line,PATN_RC,TALTY_RC,2,60012171,RSHIL_RC_TALTY1
3316,60012171,RSHIL_RC_TALTY1,RSHIL_RC_TALTY_1,Line,ROSHILRC,TALTY_RC,2,60006616,PATN_RC_TALTY
3331,60002886,ABVO_ABVT1,ABVO_ABVT1_1,Line,ABVT2A,ABVO2A,1,60009050,VOGELS_VOGELT11
3331,60009050,VOGELS_VOGELT11,VOGELS_VOGELT1_1,Line,VOGELSTR2A,VOGELTAP2A,1,60002886,ABVO_ABVT1
3348,60002873,ABRC_FTPP1,ABRC_FTPP1_1,Line,FTPP4A,ABRC4A,1,60009041,FTPP_RAINEY11
3348,60009041,FTPP_RAINEY11,FTPP_RAINEY1_1,Line,RAINEYCR4A,FTPP4A,1,60002873,ABRC_FTPP1
3411,60003014,ALTU_PER,ALTU_PER_1,Line,ALTUDA2A,PRSMNGAP2A,1,60008100,310T3841
3411,60008100,310T3841,310T384_1,Line,L_PERSGA9_1Y,L_ALTUDA9_1Y,1,60003014,ALTU_PER
3424,60005574,JUNC_MENPHT1,JUNC_MENPHT1_1,Line,JUNC2A,MENPHTP2,1,60009103,JUNCTI_MENPHT11
3424,60009103,JUNCTI_MENPHT11,JUNCTI_MENPHT1_1,Line,JUNCTION2A,MENPHTP2A,1,60005574,JUNC_MENPHT1
3430,60003070,APO_FIRW,APO_FIRW_1,Line,APOLLO,FIREWHEEL,1,60007939,LOOK_APO1
3430,60007939,LOOK_APO1,LOOK_APO_1,Line,APOLLO,LOOKOUT,1,60003070,APO_FIRW
3494,60003249,BEEVIL_CHAS_T1,BEEVIL_CHAS_T1_1,Line,BEEVILLE2A,CHAS_TAP2A,1,60008118,BEEVIL_ERALIO1
3494,60008118,BEEVIL_ERALIO1,BEEVIL_ERALIO1_1,Line,BEEVILLE2A,ERALIO2A,1,60003249,BEEVIL_CHAS_T1
3564,60003207,BARNHR_BGLK1,BARNHR_BGLK1_1,Line,BARNHRT2A,BGLK2A,1,60009112,BARNHR_BIGLAK11
3564,60009112,BARNHR_BIGLAK11,BARNHR_BIGLAK1_1,Line,BARNHRT2A,BIGLAKE2A,1,60003207,BARNHR_BGLK1
3565,60001056,289T2441,289T244_1,Line,L_CICO__8_1Y,L_MENGCR8_1Y,1,60079036,265T2441
3565,60079036,265T2441,265T244_1,Line,L_MECRTA8_1Y,L_CICO__8_1Y,1,60001056,289T2441
3666,60001158,321T170,321T170_1,Line,L_ROTOTA8_1Y,L_ROUNTO8_1Y,1,60009689,321T6671
3666,60009689,321T6671,321T667_1,Line,L_ROTOTA8_1Y,L_ROUNTO8_2Y,1,60001158,321T170
3688,60080822,CITGOW_WEIL_T11,CITGOW_WEIL_T1_1,Line,,,1,60003787,CHAMPL_WEIL_T11
3688,60003787,CHAMPL_WEIL_T11,CHAMPL_WEIL_T1_1,Line,WEIL_TRC4A,CHAMPLIN4A,1,60080822,CITGOW_WEIL_T11
3792,60006325,NAVO_KRGRV,NAVO_KRGRV_1,Line,NAVO,KRUGRVL1_8,1,60009529,OKPNTS_KRGRV1
3792,60009529,OKPNTS_KRGRV1,OKPNTS_KRGRV_1,Line,KRUGRVL1_8,OKPNTSS1,1,60006325,NAVO_KRGRV
3809,60001257,343T315,343T315_1,Line,L_TRPOTA8_1Y,L_CEDAVA8_1Y,1,60008112,623T6231
3809,60008112,623T6231,623T623_1,Line,P_TRADPO8_1_,P_CEDAVA8_1_,1,60001257,343T315
3824,60006985,ROBT_TUSC1,ROBT_TUSC1_1,Line,ROBT2A,TUSC2A,1,60009090,ROBT_TUSCOL11
3824,60009090,ROBT_TUSCOL11,ROBT_TUSCOL1_1,Line,TUSCOLA2A,ROBT2A,1,60006985,ROBT_TUSC1
3886,60002869,ABPLTT_ABSH1,ABPLTT_ABSH1_1,Line,ABSH2A,ABPLTTP2A,1,60009068,ABPLTT_SHELTO11
3886,60009068,ABPLTT_SHELTO11,ABPLTT_SHELTO1_1,Line,ABPLTTP2A,SHELTONS2A,1,60002869,ABPLTT_ABSH1
3889,60003791,CHAS_T_SKIDMO1,CHAS_T_SKIDMO1_1,Line,SKIDMORE2A,CHAS_TAP2A,1,60008129,ERALIO_SKIDMO11
3889,60008129,ERALIO_SKIDMO11,ERALIO_SKIDMO1_1,Line,SKIDMORE2A,ERALIO2A,1,60003791,CHAS_T_SKIDMO1
3966,60081214,CRTCHFLD_RPR1,CRTCHFLD_RPR_1,Line,,,1,60007284,SNDYSS_CRCHFLD1
3966,60007284,SNDYSS_CRCHFLD1,SNDYSS_CRCHFLD_1,Line,CRTCHFLD,SANDYSW,1,60081214,CRTCHFLD_RPR1
3980,60086636,ROS-WYN1,ROS-WYN_1,Line,,,1,60012654,14080_A
3980,60012654,14080_A,14080__A,Line,LAMESA_8,BUZZDRAW_8,1,60086636,ROS-WYN1
3987,60002888,ABWA_ABWT1,ABWA_ABWT1_1,Line,ABWT2A,ABWA2A,1,60009052,ABWALN_WALNTT11
3987,60009052,ABWALN_WALNTT11,ABWALN_WALNTT1_1,Line,ABWALNUT2A,WALNTTAP2A,1,60002888,ABWA_ABWT1
4047,60007260,SLTCRK_SCRYSW,SLTCRK_SCRYSW_1,Line,SCURRYSWCH,SALTCREEK,1,60010128,SCKSS_SCRYSW1
4047,60010128,SCKSS_SCRYSW1,SCKSS_SCRYSW_1,Line,SCURRYSWCH,SLTCRKSW,1,60007260,SLTCRK_SCRYSW
4048,60007265,SMR_LKKE,SMR_LKKE_1,Line,SEYMOUR,LAKEKEMPSW,1,60009431,SMR_MABEL1
4048,60009431,SMR_MABEL1,SMR_MABEL_1,Line,SEYMOUR,MABELLE,1,60007265,SMR_LKKE
4053,60002862,ABNW_MULBER1,ABNW_MULBER1_1,Line,ABNW4A,MULBERRY4D,1,60009048,ABNTHW_MULBER11
4053,60009048,ABNTHW_MULBER11,ABNTHW_MULBER1_1,Line,MULBERRY4D,ABNTHWST4A,1,60002862,ABNW_MULBER1
4082,60001124,314T2831,314T283_1,Line,QUANEXSB9,QUANEXSW9,1,60079039,314T2851
4082,60079039,314T2851,314T285_1,Line,L_QUANEX9_1Y,L_QUANSW9_1Y,1,60001124,314T2831
4111,60004703,FDR_OZN,FDR_OZN_1,Line,FDRAN2A,OZNA2A,1,60008083,FRIEND_OZONA11
4111,60008083,FRIEND_OZONA11,FRIEND_OZONA1_1,Line,FDRAN2A,OZONA2A,1,60004703,FDR_OZN
4171,60088432,WEIDER_SKY1,WEIDER_SKY_1,Line,L_WEIDER8_1Y,SKYLIN4_8,1,60007793,WEIDR_TRI_CNTY1
4171,60007793,WEIDR_TRI_CNTY1,WEIDR_TRI_CNTY_1,Line,TRI_CNTY,L_WEIDER8_1Y,1,60088432,WEIDER_SKY1
4180,60002861,ABNW_FTPP_1A,ABNW_FTPP_1A_1,Line,ABRC4A,ABNW4A,1,60009030,ABNTHW_RAINEY11
4180,60009030,ABNTHW_RAINEY11,ABNTHW_RAINEY1_1,Line,RAINEYCR4A,ABNTHWST4B,1,60002861,ABNW_FTPP_1A
4186,60003546,BUKB_THRM1,BUKB_THRM1_1,Line,THRM2A,BUKB2A,1,60008671,BUSHKN_THRM1
4186,60008671,BUSHKN_THRM1,BUSHKN_THRM1_1,Line,THRM2A,BUSHKNOB2A,1,60003546,BUKB_THRM1
4191,60082687,GRE_PAR1,GRE_PAR_1,Line,L_PARKWA8_1Y,GREEN_MT,1,60006610,PAR_TRI_CNTY1
4191,60006610,PAR_TRI_CNTY1,PAR_TRI_CNTY_1,Line,TRI_CNTY,L_PARKWA8_1Y,1,60082687,GRE_PAR1
4275,60002180,6475_C,6475__C,Line,ODESEHV_8,ODESSA2_8,1,60011477,6512_B
4275,60011477,6512_B,6512__B,Line,ODESEHV_8,LIQAIRTP_8,1,60002180,6475_C
4310,60007693,VAL_MUEN,VAL_MUEN_1,Line,VALLEYVIEW,MUENSTER,1,60008362,MYRA_VAL1
4310,60008362,MYRA_VAL1,MYRA_VAL_1,Line,MYRA,VALLEYVIEW,1,60007693,VAL_MUEN
4315,60088853,TOMCAT_WILDCAT,TOMCAT_WILDCAT_1,Line,TOMCAT,WILDCAT,1,60007773,WCT_WCTSW
4315,60007773,WCT_WCTSW,WCT_WCTSW_1,Line,WLDCATTAP,WILDCAT,1,60088853,TOMCAT_WILDCAT
4359,60087069,SAPS_SAST11,SAPS_SAST1_1,Line,SAPS4B,SAST4A,1,60007099,SAPOWE_SAST11
4359,60007099,SAPOWE_SAST11,SAPOWE_SAST1_1,Line,SAPOWER4B,SAST4A,1,60087069,SAPS_SAST11
4361,60006277,MUNDAY_MUNDAY1,MUNDAY_MUNDAY1_1,Line,MUNDAY,MUNDAYST2A,1,60008364,MAUDST_MUNDYR11
4361,60008364,MAUDST_MUNDYR11,MAUDST_MUNDYR1_1,Line,MUNDAY,MAUDST2A,1,60006277,MUNDAY_MUNDAY1
4426,60001205,333T449,333T449_1,Line,INDN4A,RIOPECOS4A,1,60001557,449T4491
4426,60001557,449T4491,449T449_1,Line,RIOPECOS4A,L_TUNACR8_1Y,1,60001205,333T449
4444,60002875,ABRL_ABTT1,ABRL_ABTT1_1,Line,ABTT4A,ABRL4A,1,60009057,REBECC_TWILIG11
4444,60009057,REBECC_TWILIG11,REBECC_TWILIG1_1,Line,TWILIGHT4A,REBECCA4A,1,60002875,ABRL_ABTT1
4466,60007901,WTSN_JWT,WTSN_JWT_1,Line,WATSONCHPL,JEWETTA_8,1,60010831,SKPR_JWT1
4466,60010831,SKPR_JWT1,SKPR_JWT_1,Line,JEWETTA_8,SKIPPER,1,60007901,WTSN_JWT
4484,60003792,CHASEF_CHAS_T1,CHASEF_CHAS_T1_1,Line,CHASEFLD2A,CHAS_TAP2A,1,60008147,CHASEF_ERALIO11
4484,60008147,CHASEF_ERALIO11,CHASEF_ERALIO1_1,Line,CHASEFLD2A,ERALIO2A,1,60003792,CHASEF_CHAS_T1
4497,60005639,KINGSW_KING_T2,KINGSW_KING_T2_1,Line,L_KINGMO8_1Y,KING_SW_2_8,1,60011026,KINGSW_KNGWTAP1
4497,60011026,KINGSW_KNGWTAP1,KINGSW_KNGWTAP_1,Line,KING_NW_8,KING_SW_2_8,1,60005639,KINGSW_KING_T2
4554,60002967,ALBANY_BUKB1,ALBANY_BUKB1_1,Line,BUKB2A,ALBANY2A,1,60008672,ALBANY_BUSHKN11
4554,60008672,ALBANY_BUSHKN11,ALBANY_BUSHKN1_1,Line,BUSHKNOB2A,ALBANY2A,1,60002967,ALBANY_BUKB1
4600,60001206,3340_A,3340__A,Line,DENDR_W8,LKMT2T_8,1,60011917,3340_E
4600,60011917,3340_E,3340__E,Line,LKMT2T_8,REGRW2_8,1,60001206,3340_A
4620,60088692,WJ_BEN1,WJ_BEN_1,Line,,,1,60007943,WYNN_BEN1
4620,60007943,WYNN_BEN1,WYNN_BEN_1,Line,BENDAVIS_8,WYNNJOYCE,1,60088692,WJ_BEN1
4650,60002941,AIR_NDE,AIR_NDE_1,Line,JMCRSTL138,N_DENT_8,1,60009437,MSBCH_N_DENT1
4650,60009437,MSBCH_N_DENT1,MSBCH_N_DENT_1,Line,N_DENT_8,MASCHBRANCH,1,60002941,AIR_NDE
4698,60001053,286T6081,286T608_1,Line,L_SWIFTE8_1Y,L_BASTCI8_2Y,1,60079037,286T3671
4698,60079037,286T3671,286T367_1,Line,L_CAMPSW8_1Y,L_BASTCI8_2Y,1,60001053,286T6081
4736,60003183,BALG_FTCHAD1,BALG_FTCHAD1_1,Line,CHAD4A,BALG4A,1,60009088,BALLIN_FTCHAD1
4736,60009088,BALLIN_FTCHAD1,BALLIN_FTCHAD1_1,Line,CHAD4A,BALLINGE4A,1,60003183,BALG_FTCHAD1
4737,60001083,3049,3049_1,Line,PALMHURSTSB8,NEDIN4A,1,60009593,NEDNBRG_WEDNBG1
4737,60009593,NEDNBRG_WEDNBG1,NEDNBRG_WEDNBG_1,Line,NEDIN4A,WEDINBURGSB8,2,60001083,3049
4755,60000959,23T310,23T310_1,Line,L_TERRY_9_1Y,L_RICHSP9_1Y,1,60008104,RICHSP_TERRY1
4755,60008104,RICHSP_TERRY1,RICHSP_TERRY_1,Line,RICHSPG_9,TERRY_9,1,60000959,23T310
4786,60002843,ABEC_ABNW2,ABEC_ABNW2_1,Line,ABNW2B,ABEC2A,1,60009045,ABNTHW_ELMCRK21
4786,60009045,ABNTHW_ELMCRK21,ABNTHW_ELMCRK2_1,Line,ELMCRK2A,ABNTHWST2B,1,60002843,ABEC_ABNW2
4787,60079040,389T5181,389T518_1,Line,L_HI46WE8_1Y,L_ANTLER8_1Y,1,60001877,610T6101
4787,60001877,610T6101,610T610_1,Line,L_ANTLER8_1Y,L_HIGH468_1Y,1,60079040,389T5181
4796,60002945,AIRLIN_B_DAVI1,AIRLIN_B_DAVI1_1,Line,B_DAVIS4A,AIRLINE4A,1,60009746,AIRLIN_B_DAVI21
4796,60009746,AIRLIN_B_DAVI21,AIRLIN_B_DAVI2_1,Line,B_DAVIS4A,AIRLINE4A,2,60002945,AIRLIN_B_DAVI1
4876,60003065,ANSN_RADM1,ANSN_RADM1_1,Line,ANSN2A,RADM2A,1,60008669,ANSN_RADIUM11
4876,60008669,ANSN_RADIUM11,ANSN_RADIUM1_1,Line,ANSN2A,RADIUM2A,1,60003065,ANSN_RADM1
4970,60004274,DER_PEAR,DER_PEAR_1,Line,DERBYSUB9,PEARSALLSW9,1,60008791,HCKSW_AXFMR1HH
4970,60008791,HCKSW_AXFMR1HH,HCKSW_AXFMR1HH,Transformer,HICKS_SW1_5,HCKSW1_1,1,60004274,DER_PEAR
4982,60000387,14040_B,14040__B,Line,SPRABERY_8,CRMWDTAP_8,1,60079046,6470_B
4982,60079046,6470_B,6470__B,Line,,,1,60000387,14040_B
