teid,branch_id,branch_name,op_eqcode,device_type,from_name,to_name,ckt,other_branch_ids_sharing_teid,other_branch_names_sharing_teid
4990,60006454,OAK_TEMP,OAK_TEMP_1,Line,OAKLAND,GPLTEMP,1,60008882,SHT_OAKL
4990,60008882,SHT_OAKL,SHT_OAKL_1,Line,OAKLAND,SHILOHTP,1,60006454,OAK_TEMP
5025,60006778,PRT_TEMP,PRT_TEMP_1,Line,PRAXAIRT,GPLTEMP,1,60008884,SHT_PRAT1
5025,60008884,SHT_PRAT1,SHT_PRAT_1,Line,SHILOHTP,PRAXAIRT,1,60006778,PRT_TEMP
5046,60080187,BILHAT86A,BILHAT86_A,Line,BARHIL__138A,HACHER__138X,59,60003344,BILHAT59A
5046,60003344,BILHAT59A,BILHAT59_A,Line,BARHIL_X59B8,HACHER_X59B8,59,60080187,BILHAT86A
5066,60079033,180002_D1,180002_D_1,Line,,,1,60011472,COOPERCK_BRKR1
5066,60011472,COOPERCK_BRKR1,COOPERCK_BRKR_1,Line,BRINKER138,COOPERCK,1,60079033,180002_D1
5107,60005416,HRN_DANS,HRN_DANS_1,Line,HEARNE8,BRYN_DSBY138,1,60011855,GOOD_DAN1
5107,60011855,GOOD_DAN1,GOOD_DAN_1,Line,BRYN_DSBY138,GOODLAND,1,60005416,HRN_DANS
5137,60003011,ALPR_ALTU,ALPR_ALTU_1,Line,ALPR2A,ALTUDA2A,1,60008099,301T3841
5137,60008099,301T3841,301T384_1,Line,ALPR2A,L_ALTUDA9_1Y,1,60003011,ALPR_ALTU
5171,60001549,441T441,441T441_1,Line,UPTON_8,CRANEAST_8,1,60012333,724T7231
5171,60012333,724T7231,724T723_1,Line,L_UPTON_8_1Y,L_CRANEA8_1Y,1,60001549,441T441
5172,60003109,ATBR_MILES11,ATBR_MILES1_1,Line,ATBR2A,MILES2A,1,60079772,ATBR_MILE11
5172,60079772,ATBR_MILE11,ATBR_MILE1_1,Line,ATBR2A,MILE2A,1,60003109,ATBR_MILES11
5196,60003179,BAIR_PUTN1,BAIR_PUTN1_1,Line,BAIR2A,PUTN2A,1,60009086,BAIRD_PUTN11
5196,60009086,BAIRD_PUTN11,BAIRD_PUTN1_1,Line,PUTN2A,BAIRD2A,1,60003179,BAIR_PUTN1
5239,60002948,AIRLIN_WOOLRI1,AIRLIN_WOOLRI1_1,Line,AIRLINE4A,WOOLRIDG4A,1,60009754,AIRLIN_WOOLRI31
5239,60009754,AIRLIN_WOOLRI31,AIRLIN_WOOLRI3_1,Line,WOOLRIDG4A,AIRLINE4A,3,60002948,AIRLIN_WOOLRI1
5274,60001547,43T365,43T365_1,Line,L_FLATRO8_1Y,L_PALEPE8_1Y,1,60012172,43T7421
5274,60012172,43T7421,43T742_1,Line,P_FLATRO8_1_,P_PALEPE8_1_,1,60001547,43T365
5311,60007048,SAJT_SASO1,SAJT_SASO1_1,Line,SAJT2A,SASL2A,1,60008417,JACKSN_SASOUT11
5311,60008417,JACKSN_SASOUT11,JACKSN_SASOUT1_1,Line,SASOUTH2A,JACKSNTP2A,1,60007048,SAJT_SASO1
5313,60004448,DUKE_NEDIN2,DUKE_NEDIN2_1,Line,NEDIN4A,HEC4A,2,"60108220, 60009169","HEC_NEDIN2, HEC_NEDIN21"
5337,60000164,1163T163,1163T163_1,Line,L_MCNEIL8_1Y,L_HOLATA8_1Y,1,60008703,921T1631
5337,60008703,921T1631,921T163_1,Line,L_MCNEIL8_1Y,L_HOWALA8_1Y,1,60000164,1163T163
5383,60000342,138_NAL_MDO,138_NAL_MDO_1,Line,TNNALVIN__1,MEADOW__138A,1,60008743,138_NAL_CM11
5383,60008743,138_NAL_CM11,138_NAL_CM1_1,Line,TNNALVIN__1,MEADOW_B138A,1,60000342,138_NAL_MDO
5387,60005852,LIVOK_BRK8,LIVOK_BRK8_1,Line,BROCK,LIVEOAK,1,60008358,WSTLOP_BRK81
5387,60008358,WSTLOP_BRK81,WSTLOP_BRK8_1,Line,BROCK,WSTLOOP,1,60005852,LIVOK_BRK8
5404,60006851,RA_RTW66,RA_RTW66_A,Line,RAYFRD668020,RTHWOD__138A,66,60008486,RA_RTW22A
5404,60008486,RA_RTW22A,RA_RTW22_A,Line,RTHWOD__A138,RAYFRD_S22_8,22,60006851,RA_RTW66
5413,60005892,LOBO_SANMGS1,LOBO_SANMGS1_1,Line,MIGUEL5,LOBO7A,1,60010211,LOBO_FOWLRTN
5413,60010211,LOBO_FOWLRTN,LOBO_FOWLRTN_1,Line,FOWLERTONSW5,LOBO7A,1,60005892,LOBO_SANMGS1
9627,60079019,1387T2751,1387T275_1,Line,L_ROCKIS8_1Y,L_GLIDDE8_1Y,1,60008108,619T6191
9627,60008108,619T6191,619T619_1,Line,L_GLIDDE8_1Y,ROCKISLANSB8,1,60079019,1387T2751
10394,60001105,308T2751,308T275_1,Line,SHERIDANSB8,ROCKISLANSB8,1,60079016,1308T2751
10394,60079016,1308T2751,1308T275_1,Line,L_SHERID8_1Y,L_ROCKIS8_1Y,1,60001105,308T2751
11930,60082815,HAS_HASSE28,HAS_HASSE28,Transformer,,,2,"60037263, 60005235, 60011034","HAS_HAS2_L, HAS_HASSE29, HAS_HAS2"
11930,60011034,HAS_HAS2,HAS_HAS2,Transformer,HASSE8,HASSE,2,"60082815, 60037263, 60005235","HAS_HASSE28, HAS_HAS2_L, HAS_HASSE29"
20172,60005849,LIPAN_FOX,LIPAN_FOX_1,Line,FOX8,LIPAN_8,1,60009421,VULCAN_FOX1
20172,60009421,VULCAN_FOX1,VULCAN_FOX_1,Line,FOX8,VULCAN,1,60005849,LIPAN_FOX
21011,60080223,BLFDAL_WRGHT81,BLFDAL_WRGHT8_1,Line,,,1,60003368,BLFDAL_WRGHT1
21011,60003368,BLFDAL_WRGHT1,BLFDAL_WRGHT_1,Line,WRIGHT,BLUFFDALE,1,60080223,BLFDAL_WRGHT81
26899,60002982,ALIBTS_RAILHD1,ALIBTS_RAILHD_1,Line,ALIBATES,RAILHEAD,2,60079489,ALIBATE_GRAY_21
26899,60079489,ALIBATE_GRAY_21,ALIBATE_GRAY_2_1,Line,,,2,60002982,ALIBTS_RAILHD1
31053,60111728,PNPI_XT2,PNPI_XT2,Transformer,PNPI_GT2,PNPI_8,XF,60006737,PNPI_PNPIXT2H
31053,60006737,PNPI_PNPIXT2H,PNPI_PNPIXT2H,Transformer,WAP_GT2,PNPI_8,XF,60111728,PNPI_XT2
34522,60081641,DOW031,DOW03_1,Line,DOW_G37_G35,DOWGEN_6_8,SG,60004371,DOW03A1
34522,60004371,DOW03A1,DOW03A_1,Line,DOWGEN_13_8,DOWGEN_6_8,SG,60081641,DOW031
34525,60081642,DOW35-11,DOW35-1_1,Line,DOW_84_82_83,DOWGEN_6_8,35,60004375,DOW441
34525,60004375,DOW441,DOW44_1,Line,DOWGEN_16_8,DOW_G96_ST95,35,60081642,DOW35-11
34536,60081643,DOW44-11,DOW44-1_1,Line,DOW_G96_ST95,DOWGEN_5_8,SG,60004370,DOW02B1
34536,60004370,DOW02B1,DOW02B_1,Line,DOWGEN_16_8,DOWGEN_5_8,SG,60081643,DOW44-11
34537,60081644,DOW44-21,DOW44-2_1,Line,DOW_G96_ST95,DOWGEN_12_8,SG,60004372,DOW03B1
34537,60004372,DOW03B1,DOW03B_1,Line,DOWGEN_13_8,DOW_G37_G35,SG,60081644,DOW44-21
34538,60081645,DOW88-11,DOW88-1_1,Line,DOWGEN_13_8,DOWGEN_5_8,SG,60004386,DOW881
34538,60004386,DOW881,DOW88_1,Line,DOWGEN_3_8,DOWGEN_15_8,SG,60081645,DOW88-11
35416,60001872,6100_J,6100__J,Line,AMOCO3BA_T8,ARENATAP_8,1,60001874,6101_B
35416,60001874,6101_B,6101__B,Line,WINKSS_8,CHEYENTA_8,1,60001872,6100_J
36678,60000993,249T442,249T442_1,Line,ARCOCTAP_8,L_PLEAFA8_1Y,1,60009271,644T6441
36678,60009271,644T6441,644T644_1,Line,L_ARCO__8_1Y,L_PLEAFA8_1Y,1,60000993,249T442
41969,60003986,CLYM_WTU_DE1,CLYM_WTU_DE1_1,Line,DENTONT2,CLYDMAG2,1,60009084,CLYDEM_WTU_DE11
41969,60009084,CLYDEM_WTU_DE11,CLYDEM_WTU_DE1_1,Line,DENTONT2,CLYDEMAG2A,1,60003986,CLYM_WTU_DE1
42487,60002840,ABEA_PUTN1,ABEA_PUTN1_1,Line,ABEA4A,PUTN4A,1,60009609,ABEAST_PUTN11
42487,60009609,ABEAST_PUTN11,ABEAST_PUTN1_1,Line,PUTN4C,ABEAST4A,1,60002840,ABEA_PUTN1
43609,60083286,JCKCNTY2_UNIT4_XFMR,JCKCNTY2_UNIT4_XFMR,Transformer,,,1,60110618,JCKCNTY2_U4XF
43609,60110618,JCKCNTY2_U4XF,JCKCNTY2_U4XF,Transformer,JCKCNTY5,JCKCNTY2_CT4,1,60083286,JCKCNTY2_UNIT4_XFMR
43703,60083285,JCKCNTY2_STG2_XFMR,JCKCNTY2_STG2_XFMR,Transformer,,,1,60110617,JCKCNTY2_G2XF
43703,60110617,JCKCNTY2_G2XF,JCKCNTY2_G2XF,Transformer,JCKCNTY5,JCKCNTY2_ST2,1,60083285,JCKCNTY2_STG2_XFMR
59944,60004846,FTFP_FTPHPM1,FTFP_FTPHPM1_1,Line,FTPHPMP2A,FTFP2A,1,60008051,FTPHPU_PHANPM11
59944,60008051,FTPHPU_PHANPM11,FTPHPU_PHANPM1_1,Line,FTPHPUMP2A,PHANPMPT2A,1,60004846,FTFP_FTPHPM1
65774,60087653,STV_NORF81,STV_NORF8_1,Line,,,1,60007400,STV_NORF1
65774,60007400,STV_NORF1,STV_NORF_1,Line,NORFORK,STEPHENVIL8,1,60087653,STV_NORF81
67781,60080222,BLFDAL_TLRTAP81,BLFDAL_TLRTAP8_1,Line,,,1,60003367,BLFDAL_TLRTAP1
67781,60003367,BLFDAL_TLRTAP1,BLFDAL_TLRTAP_1,Line,TOLARTAP,BLUFFDALE,1,60080222,BLFDAL_TLRTAP81
68156,60003602,CACTUS_SHEF1,CACTUS_SHEF1_1,Line,SHEF2A,CACTUS2A,1,60008087,CACTUS_SHEFFI11
68156,60008087,CACTUS_SHEFFI11,CACTUS_SHEFFI1_1,Line,SHEFFIEL2A,CACTUS2A,1,60003602,CACTUS_SHEF1
68564,60087886,TLRTAP_TOLR81,TLRTAP_TOLR8_1,Line,,,1,60007569,TLRTAP_TOLR1
68564,60007569,TLRTAP_TOLR1,TLRTAP_TOLR_1,Line,TOLARTAP,TNTOLAR___1,1,60087886,TLRTAP_TOLR81
69127,60110856,SCES_G001,SCES_G001,Transformer,SANDYCRK_5,SCES_UNIT1,01,60087189,SCES_1GTBXF001
69127,60087189,SCES_1GTBXF001,SCES_1GTBXF001,Transformer,,,01,60110856,SCES_G001
69912,60085114,NOR_WRIG81,NOR_WRIG8_1,Line,,,1,60006398,NOR_WRIG1
69912,60006398,NOR_WRIG1,NOR_WRIG_1,Line,WRIGHT,NORFORK,1,60085114,NOR_WRIG81
74946,60003419,BNTMIS16A,BNTMIS16_A,Line,MINING16TP_9,BENTON16TP_9,16,60084575,MINMIS16A
74946,60084575,MINMIS16A,MINMIS16_A,Line,MINING_RAD16,MINING__69X,SR,60003419,BNTMIS16A
81961,60089991,13010_A,13010__A,Line,WISHBONE_P8,BUFFALO,1,60008228,BUFFALO_SLSRAN
81961,60008228,BUFFALO_SLSRAN,BUFFALO_SLSRAN_1,Line,SLSRANCH,BUFFALO,1,60089991,13010_A
97351,60007189,SHI_TEMP,SHI_TEMP_1,Line,GPLTEMP,SHILOH9,1,60008886,SHT_SHIL1
97351,60008886,SHT_SHIL1,SHT_SHIL_1,Line,SHILOHTP,SHILOH9,1,60007189,SHI_TEMP
99469,60080352,BRI_COTRD1,BRI_COTRD_1,Line,,,1,60005816,LFTN_COTRD1
99469,60005816,LFTN_COTRD1,LFTN_COTRD_1,Line,LOFTIN,CWDRDSW1_9,1,60080352,BRI_COTRD1
102869,60048230,MASOCT_AT2L,MASOCT_AT2L,Transformer,L_MASOCT8_1Y,L_MASOCT9_1Y,3,"60084276, 60111676, 60006057","MASOCT_AT2_L, MASOCT_AT2H, MASOCT_AT2_H"
114569,60000340,138_LIGON_PAT1,138_LIGON_PAT_1,Line,KEO_3_8,KEO_2_8,S2,60088816,X31
114569,60088816,X31,X3_1,Line,,,S2,60000340,138_LIGON_PAT1
123711,60001538,431_OldTeid,431__A_OldTeid,Line,BELL_E_5,SAND_TXU_5,1,60098080,431_A
123711,60098080,431_A,431__A,Line,SAND_TXU_5,BELL_E_5,2,60001538,431_OldTeid
131445,60080644,CCTPAT_NOVICT11,CCTPAT_NOVICT1_1,Line,CCTPATL2,NOVC2A,1,60006418,NOVICT_TALPAA11
131445,60006418,NOVICT_TALPAA11,NOVICT_TALPAA1_1,Line,NOVC2A,TALPATL2A,1,60080644,CCTPAT_NOVICT11
191599,60061570,ROMNEY128,ROMNEY1_28,Line,,,,60006994,ROMNEY1
191599,60006994,ROMNEY1,ROMNEY1_4Q3128,Line,ROMNEY1_W,ROMNEY1_E,SC,60061570,ROMNEY128
200491,60061571,ROMNEY209,ROMNEY2_09,Line,,,,60006995,ROMNEY2
200491,60006995,ROMNEY2,ROMNEY2_4Q3109,Line,ROMNEY2_W,ROMNEY2_E,SC,60061571,ROMNEY209
211408,60002834,ABEA_ABPG1,ABEA_ABPG1_1,Line,ABEA2B,ABPG2A,1,60009074,ABEAST_ABPOWE11
211408,60009074,ABEAST_ABPOWE11,ABEAST_ABPOWE1_1,Line,ABEAST2B,ABPOWERS2A,1,60002834,ABEA_ABPG1
218594,60042831,KOPPERL123,KOPPERL1_23,Line,,,,60005687,KOPPERL1
218594,60005687,KOPPERL1,KOPPERL1_5Q3123,Line,KOPPRL1W,KOPPRL1E,SC,60042831,KOPPERL123
219180,60042832,KOPPERL207,KOPPERL2_07,Line,,,,60005688,KOPPERL2
219180,60005688,KOPPERL2,KOPPERL2_5Q3107,Line,KOPPRL2W,KOPPRL2E,SC,60042832,KOPPERL207
257884,60100827,DEVINE_LYTLE211,DEVINE_LYTLE21_1,Line,DEVINE2A,LYTLE2A,1,60004283,DEVINE_LYTLE21_OldTeid
257884,60004283,DEVINE_LYTLE21_OldTeid,DEVINE_LYTLE21_1_OldTeid,Line,DEVINE2A,LYTLE22A,1,60100827,DEVINE_LYTLE211
278957,60110725,TNSKA_FMR1,TNSKA_FMR1,Transformer,TENASKA_8,TNSKA_GT1,1,60087924,TNSKA_UXFMR1
278957,60087924,TNSKA_UXFMR1,TNSKA_UXFMR1,Transformer,,,1,60110725,TNSKA_FMR1
278959,60088561,WHTTAIL_WHTL_T1,WHTTAIL_WHTL_T1,Transformer,,,1,60112263,WHTTAIL_WHTL
278959,60112263,WHTTAIL_WHTL,WHTTAIL_WHTL,Transformer,WHTTAIL_WR1,WHTTAIL_1_8,1,60088561,WHTTAIL_WHTL_T1
278965,60083533,KMCHI_1CT201,KMCHI_1CT201,Transformer,,,1,60112259,KMCHI_FMR1
278965,60112259,KMCHI_FMR1,KMCHI_FMR1,Transformer,KMCHI_1CT201,KMCHI_1_5,1,60083533,KMCHI_1CT201
278970,60006580,PAIP_138_69_2,PAIP_138_69_2,Transformer,,,1,60008533,PAINTCRE_138_69_2
278970,60008533,PAINTCRE_138_69_2,PAINTCRE_138_69_2,Transformer,PAINTCRE2A,PAINTCRE4A,1,60006580,PAIP_138_69_2
278983,60081453,DCSES_UCXFMR1,DCSES_UCXFMR1,Transformer,,,2,60110752,DCSES_FMR1
278983,60110752,DCSES_FMR1,DCSES_FMR1,Transformer,DECRDOVA_8,DCSES_CT10,T3,60081453,DCSES_UCXFMR1
279008,60003080,ARANSAS_138_69A1,ARANSAS_138_69A1,Transformer,,,1,60111090,ARANSASP_138_69A1
279008,60111090,ARANSASP_138_69A1,ARANSASP_138_69A1,Transformer,ARANSASP2A,ARANSASP4A,1,60003080,ARANSAS_138_69A1
279020,60085756,PEARSAL2_AET903,PEARSAL2_AET903,Transformer,,,1,60111620,PEARSAL2_T903
279020,60111620,PEARSAL2_T903,PEARSAL2_T903,Transformer,PEARSALLSCB8,PEARSA_ENG13,1,60085756,PEARSAL2_AET903
279023,60084397,MDANP_UCXFMR1_H,MDANP_UCXFMR1_H,Transformer,,,1,60110766,MDANP_FMR1
279023,60110766,MDANP_FMR1,MDANP_FMR1,Transformer,MDLTHELP_S5,MDANP_CT1,1,60084397,MDANP_UCXFMR1_H
279038,60082814,HAS_HASSE18,HAS_HASSE18,Transformer,,,1,"60037262, 60110605, 60005234","HAS_HAS1_L, HAS_HAS1, HAS_HASSE19"
279038,60110605,HAS_HAS1,HAS_HAS1,Transformer,HASSE8,HASSE,1,"60082814, 60037262, 60005234","HAS_HASSE18, HAS_HAS1_L, HAS_HASSE19"
279046,60005797,LENSW_AXFMR2,LENSW_AXFMR2,Transformer,,,1,"60044288, 60009299","LENSW_AXFMR2H, LENSW_AXFMR2L"
279049,60007726,VISTRON_NB-9302B,VISTRON_NB-9302B,Transformer,VISTRON4A,VISTRON_TG1,2,60011065,VISTRON_T2
279049,60011065,VISTRON_T2,VISTRON_T2,Transformer,VISTRON4B,VISTRON_TG1,2,60007726,VISTRON_NB-9302B
279055,60082530,GBY_GBYXT7C,GBY_GBYXT7C,Transformer,49130_STAR,GRNBYU__138F,G1,60111610,GBY_XT7C
279055,60111610,GBY_XT7C,GBY_XT7C,Transformer,49130_STAR,GENGBY7_08_8,G1,60082530,GBY_GBYXT7C
279056,60082532,GBY_GBYXT8F,GBY_GBYXT8F,Transformer,49117_STAR,GRNBYU__138F,G1,60111611,GBY_XT8F
279056,60111611,GBY_XT8F,GBY_XT8F,Transformer,49117_STAR,GENGBY7_08_8,G1,60082532,GBY_GBYXT8F
279060,60082531,GBY_GBYXT8C,GBY_GBYXT8C,Transformer,49118_STAR,GRNBYU__138F,G1,60111609,GBY_XT8C
279060,60111609,GBY_XT8C,GBY_XT8C,Transformer,49118_STAR,GENGBY7_08_8,G1,60082531,GBY_GBYXT8C
279079,60110820,SCSES_FMR2,SCSES_FMR2,Transformer,STRYKER_8,SCSES_UNIT2,2,60087203,SCSES_UXFMR2
279079,60087203,SCSES_UXFMR2,SCSES_UXFMR2,Transformer,,,2,60110820,SCSES_FMR2
279126,60082128,FLCNS_UXFMR1,FLCNS_UXFMR1,Transformer,,,1,60110680,FLCNS_FMR1
279126,60110680,FLCNS_FMR1,FLCNS_FMR1,Transformer,FSCOGEN_8,FLCNS_UNIT1,1,60082128,FLCNS_UXFMR1
279131,60085318,OECCS_CT11,OECCS_CT11,Transformer,,,1,60112101,OECCS_1TFA
279131,60112101,OECCS_1TFA,OECCS_1TFA,Transformer,OECCS_CT11,OECCS_1_5,1,60085318,OECCS_CT11
279165,60111440,SC_AT1H_H,SC_AT1H_H,Transformer,S_CHAN__B138,S_CHAN_A1STR,A1,60007115,SC_AT1_H_OldTeid
279165,60007115,SC_AT1_H_OldTeid,SC_AT1_H_OldTeid,Transformer,S_CHAN___B69,S_CHAN_A1STR,A1,60111440,SC_AT1H_H
279172,60083960,LNCRK2_UXFMR_T2,LNCRK2_UXFMR_T2,Transformer,,,1,60083961,LNCRK2_UXFMR_T2_L
279172,60083961,LNCRK2_UXFMR_T2_L,LNCRK2_UXFMR_T2_L,Transformer,,,1,60083960,LNCRK2_UXFMR_T2
279173,60003301,BGLK_XFMR_E1,BGLK_XFMR_E1,Transformer,,,1,"60017412, 60110994","BIGLAKE_XFMR_E1_H, BIGLAKE_XFMR_E1_L"
279187,60004110,CRAN_XFMR1,CRAN_XFMR1,Transformer,CRAN2A,WTUCRAN4,1,"60025851, 60111000","CRAN_XFMR1_H, CRAN_XFMR1_L"
279192,60082420,FTR_UXFMR1,FTR_UXFMR1,Transformer,,,G1,60112055,FTR_FMR1
279192,60112055,FTR_FMR1,FTR_FMR1,Transformer,FTR_FTR_G1,FTR_1_5,G1,60082420,FTR_UXFMR1
279193,60082421,FTR_UXFMR2,FTR_UXFMR2,Transformer,,,G1,60112057,FTR_FMR2
279193,60112057,FTR_FMR2,FTR_FMR2,Transformer,FTR_FTR_G2,FTR_1_5,G1,60082421,FTR_UXFMR2
279196,60082422,FTR_UXFMR3,FTR_UXFMR3,Transformer,,,G1,60112056,FTR_FMR3
279196,60112056,FTR_FMR3,FTR_FMR3,Transformer,FTR_FTR_G3,FTR_1_5,G1,60082422,FTR_UXFMR3
279200,60110607,MIL_FMR1,MIL_FMR1,Transformer,RWMILLER,MIL_MILLERG1,1,60084568,MIL_UNIT1_XFMR
279200,60084568,MIL_UNIT1_XFMR,MIL_UNIT1_XFMR,Transformer,,,1,60110607,MIL_FMR1
279204,60085351,OLINGR_GSUXFMR1,OLINGR_GSUXFMR1,Transformer,,,1,60011377,OLINGR_AMR1
279204,60011377,OLINGR_AMR1,OLINGR_AMR1,Transformer,OLINGER_9,OLIN_OLING_1,1,60085351,OLINGR_GSUXFMR1
279205,60111524,JN_AT3H_H,JN_AT3H_H,Transformer,JENETA__B345,JENETA_A3STR,A3,60005544,JN_AT3_H_OldTeid
279205,60005544,JN_AT3_H_OldTeid,JN_AT3_H_OldTeid,Transformer,JENETA__B138,JENETA_A3STR,A3,60111524,JN_AT3H_H
279210,60081120,CPSES_UXFMR1A,CPSES_UXFMR1A,Transformer,,,1,60110756,CPSES_MR1A
279210,60110756,CPSES_MR1A,CPSES_MR1A,Transformer,COMCHPKW_5,CPSES_UNIT1,1,60081120,CPSES_UXFMR1A
279215,60084393,MCSES_UXFMR6,MCSES_UXFMR6,Transformer,,,6,60111251,MCSES_FMR6
279215,60111251,MCSES_FMR6,MCSES_FMR6,Transformer,MTCK_6T8,MCSES_UNIT6,6,60084393,MCSES_UXFMR6
279228,60087655,STV_XFMR1,STV_XFMR1,Transformer,,,1,"60067690, 60007401","STV_XFMR18, STV_XFMR19"
279253,60083130,HWF_HWF-T1,HWF_HWF-T1,Transformer,,,1,60111199,HWF_MR1
279253,60111199,HWF_MR1,HWF_MR1,Transformer,COKFIELD1_5,HWF_HWFG1,1,60083130,HWF_HWF-T1
279309,60082992,HLSES_UXFMR3,HLSES_UXFMR3,Transformer,,,1,60110770,HLSES_FMR3
279309,60110770,HLSES_FMR3,HLSES_FMR3,Transformer,HANDLEYC_8,HLSES_UNIT3,1,60082992,HLSES_UXFMR3
279313,60110613,TEN_1STG,TEN_1STG,Transformer,JNSNCNTY8,TEN_STG,1,60087785,TEN_1STG-XF-1
279313,60087785,TEN_1STG-XF-1,TEN_1STG-XF-1,Transformer,,,1,60110613,TEN_1STG
279316,60110642,STEAM_FMR2,STEAM_FMR2,Transformer,STEAM_D,STEA_STEAM_2,2,60087577,STEAM_GSUXFMR2
279316,60087577,STEAM_GSUXFMR2,STEAM_GSUXFMR2,Transformer,,,2,60110642,STEAM_FMR2
279367,60056216,PENA_FMR1,PENA_FMR1,Transformer,PENA_1_5,PENA_UNIT1,1,60085868,PENA_PENASCALXFMR1
279367,60085868,PENA_PENASCALXFMR1,PENA_PENASCALXFMR1,Transformer,,,1,60056216,PENA_FMR1
279375,60003188,BALG_XFMR1,BALG_XFMR1,Transformer,BALG2A,BALG4A,1,60009311,BALLINGE_XFMR1
279375,60009311,BALLINGE_XFMR1,BALLINGE_XFMR1,Transformer,BALLINGE2A,BALLINGE4A,1,60003188,BALG_XFMR1
279385,60112759,SWEETWN5_XF5,SWEETWN5_XF5,Transformer,SWEETWN_WND5,SWEETWN5_5,1,60007427,SWEETWN4_5
279385,60007427,SWEETWN4_5,SWEETWN4_5,Transformer,SWEETWN_WND5,SWEETWN4_2_5,1,60112759,SWEETWN5_XF5
279397,60002855,ABNW_138_69T1,ABNW_138_69T1,Transformer,ABNW2A,ABNW4A,1,60110975,ABNTHWST_138_69T1
279397,60110975,ABNTHWST_138_69T1,ABNTHWST_138_69T1,Transformer,ABNTHWST2A,ABNTHWST4B,1,60002855,ABNW_138_69T1
279403,60110639,SPNCER_FMR4,SPNCER_FMR4,Transformer,SPNCRGEN69,SPNC_SPNCE_4,1,60087475,SPNCER_GSUXFMR4
279403,60087475,SPNCER_GSUXFMR4,SPNCER_GSUXFMR4,Transformer,,,1,60110639,SPNCER_FMR4
279408,60081402,DANSBY_GSUXFMR3,DANSBY_GSUXFMR3,Transformer,,,1,60111383,DANSBY_T3_H
279408,60111383,DANSBY_T3_H,DANSBY_T3_H,Transformer,BRYN_DSBY69,DAN_DANSBYG3,1,60081402,DANSBY_GSUXFMR3
279411,60110792,NORSW_AXFMR1H_H,NORSW_AXFMR1H_H,Transformer,NORWD_1T5,NORSW1_1,1,60006401,NORSW_AXFMR1H
279411,60006401,NORSW_AXFMR1H,NORSW_AXFMR1H,Transformer,,,1,60110792,NORSW_AXFMR1H_H
279429,60002877,ABSO_138_69T1,ABSO_138_69T1,Transformer,ABSO4A,ABSO2A,1,"60066397, 60110980","SOUTHABI_138_69T1_H, SOUTHABI_138_69T1_L"
279432,60087812,TGW_T2,TGW_T2,Transformer,,,1,60112571,TGW_TR2
279432,60112571,TGW_TR2,TGW_TR2,Transformer,TGW_T2,TGW_1_5,1,60087812,TGW_T2
279433,60087811,TGW_T1,TGW_T1,Transformer,,,1,60112572,TGW_TR1
279433,60112572,TGW_TR1,TGW_TR1,Transformer,TGW_T1,TGW_1_5,1,60087811,TGW_T1
279439,60080319,BOSQUESW_GSUXFMR1,BOSQUESW_GSUXFMR1,Transformer,,,1,60110600,BOSQUESW_FMR1
279439,60110600,BOSQUESW_FMR1,BOSQUESW_FMR1,Transformer,BOSQUESW5,BOSQ_BSQSU_1,1,60080319,BOSQUESW_GSUXFMR1
279440,60082141,FLTCK_UNIT_1,FLTCK_UNIT_1,Transformer,,,1,60110723,FLTCK_T1
279440,60110723,FLTCK_T1,FLTCK_T1,Transformer,SLSTR1PP_8,FLTCK_SSI,1,60082141,FLTCK_UNIT_1
279460,60083887,LHSES_UXFMR1,LHSES_UXFMR1,Transformer,,,1,60110789,LHSES_FMR1
279460,60110789,LHSES_FMR1,LHSES_FMR1,Transformer,LKHB_1T8,LHSES_UNIT1,1,60083887,LHSES_UXFMR1
279469,60088357,WAP_WAPMT1_,WAP_WAPMT1_,Transformer,W_A_P___138A,WAP_WAP_G1,G1,60111613,WAP_MT1
279469,60111613,WAP_MT1,WAP_MT1,Transformer,GENWAP1_01_8,WAP_WAP_G1,G1,60088357,WAP_WAPMT1_
279474,60083886,LH2SES_UXFMR2,LH2SES_UXFMR2,Transformer,,,2,60111249,LHSES_FMR2
279474,60111249,LHSES_FMR2,LHSES_FMR2,Transformer,LKHB_2T8,LH2SES_UNIT2,2,60083886,LH2SES_UXFMR2
279484,60084131,LPCCS_UXFMR1,LPCCS_UXFMR1,Transformer,,,1,60112252,LPCCS_FMR1
279484,60112252,LPCCS_FMR1,LPCCS_FMR1,Transformer,LPCCS_UNIT1,LPCCS_1_5,1,60084131,LPCCS_UXFMR1
279501,60003701,CBY_AT3_H_OldTeid,CBY_AT3_H_OldTeid,Transformer,CEDARP_B138B,CEDARP_A3STR,A3,60094322,CBY_AT3H_H
279501,60094322,CBY_AT3H_H,CBY_AT3H_H,Transformer,CEDARP_B345A,CEDARP_A3STR,A3,60003701,CBY_AT3_H_OldTeid
279503,60083875,LGE_138_13_1,LGE_138_13_1,Transformer,,,1,60112552,LGE_13_1
279503,60112552,LGE_13_1,LGE_13_1,Transformer,LGE_LGE_STG,LGE4A,1,60083875,LGE_138_13_1
279509,60006529,OLMOSW_AT1,OLMOSW_AT1,Transformer,L_OLMOSW8_1Y,L_OLMOSW9_1Y,1,"60054559, 60111050","OLMOSW_AT1L, OLMOSW_AT1H"
