teid,branch_id,n_snapshots,n_status_rows,n_closed,n_open,pct_closed,default_status_majority,review_flag
1465,60000697,20,20,20,0,1.0,Closed,clear_majority
1467,60004805,20,20,20,0,1.0,Closed,clear_majority
1468,60005089,18,18,18,0,1.0,Closed,clear_majority
1472,60005141,20,20,19,1,0.95,Closed,clear_majority
1473,60005143,20,20,20,0,1.0,Closed,clear_majority
1474,60005168,20,20,20,0,1.0,Closed,clear_majority
1475,60005169,20,20,20,0,1.0,Closed,clear_majority
1477,60003838,20,20,20,0,1.0,Closed,clear_majority
1478,60003839,20,20,20,0,1.0,Closed,clear_majority
1480,60001727,20,20,20,0,1.0,Closed,clear_majority
1481,60001749,20,20,20,0,1.0,Closed,clear_majority
1483,60002042,20,20,20,0,1.0,Closed,clear_majority
1485,60002043,20,20,20,0,1.0,Closed,clear_majority
1486,60002045,20,20,20,0,1.0,Closed,clear_majority
1487,60002046,20,20,20,0,1.0,Closed,clear_majority
1488,60002048,20,20,20,0,1.0,Closed,clear_majority
1489,60002049,20,20,19,1,0.95,Closed,clear_majority
1492,60002056,20,20,20,0,1.0,Closed,clear_majority
1493,60002057,20,20,20,0,1.0,Closed,clear_majority
1494,60002058,20,20,20,0,1.0,Closed,clear_majority
1497,60002062,20,20,20,0,1.0,Closed,clear_majority
1500,60002060,20,20,20,0,1.0,Closed,clear_majority
1501,60002068,19,19,19,0,1.0,Closed,clear_majority
1504,60002071,20,20,20,0,1.0,Closed,clear_majority
1505,60002072,20,20,20,0,1.0,Closed,clear_majority
1508,60093161,18,18,18,0,1.0,Closed,clear_majority
1509,60002077,20,20,20,0,1.0,Closed,clear_majority
1510,60002216,20,20,20,0,1.0,Closed,clear_majority
1511,60002217,20,20,20,0,1.0,Closed,clear_majority
1512,60002218,20,20,20,0,1.0,Closed,clear_majority
1513,60011476,20,20,20,0,1.0,Closed,clear_majority
1516,60002223,20,20,20,0,1.0,Closed,clear_majority
1518,60001119,20,20,17,3,0.85,Closed,clear_majority
1519,60001120,20,20,17,3,0.85,Closed,clear_majority
1520,60001121,20,20,17,3,0.85,Closed,clear_majority
1521,60001122,20,20,17,3,0.85,Closed,clear_majority
1522,60001123,20,20,17,3,0.85,Closed,clear_majority
1525,60003666,20,20,20,0,1.0,Closed,clear_majority
1527,60009115,20,20,20,0,1.0,Closed,clear_majority
1528,60005113,20,20,20,0,1.0,Closed,clear_majority
1529,60081630,0,0,0,0,,,no_pto_data
1530,60003953,20,20,20,0,1.0,Closed,clear_majority
1532,60008082,20,20,20,0,1.0,Closed,clear_majority
1534,60006576,20,20,20,0,1.0,Closed,clear_majority
1535,60003781,20,20,20,0,1.0,Closed,clear_majority
1536,60007157,20,20,20,0,1.0,Closed,clear_majority
1537,60006733,20,20,20,0,1.0,Closed,clear_majority
1538,60003060,18,18,18,0,1.0,Closed,clear_majority
1539,60009075,20,20,20,0,1.0,Closed,clear_majority
1540,60008086,20,20,20,0,1.0,Closed,clear_majority
1541,60006079,20,20,20,0,1.0,Closed,clear_majority
1542,60004038,20,20,20,0,1.0,Closed,clear_majority
1544,60002672,20,20,20,0,1.0,Closed,clear_majority
1545,60002920,20,20,20,0,1.0,Closed,clear_majority
1546,60004995,20,20,20,0,1.0,Closed,clear_majority
1547,60005005,20,20,20,0,1.0,Closed,clear_majority
1548,60005006,20,20,20,0,1.0,Closed,clear_majority
1550,60004700,20,20,20,0,1.0,Closed,clear_majority
1554,60005003,20,20,18,2,0.9,Closed,clear_majority
1555,60005000,20,20,20,0,1.0,Closed,clear_majority
1556,60002894,20,20,20,0,1.0,Closed,clear_majority
1557,60005099,20,20,20,0,1.0,Closed,clear_majority
1559,60003777,20,20,20,0,1.0,Closed,clear_majority
1563,60003390,20,20,20,0,1.0,Closed,clear_majority
1564,60000345,20,20,20,0,1.0,Closed,clear_majority
1565,60005585,20,20,18,2,0.9,Closed,clear_majority
1566,60001606,20,20,20,0,1.0,Closed,clear_majority
1567,60003376,7,7,1,6,0.143,Open,clear_majority
1568,60002464,20,20,20,0,1.0,Closed,clear_majority
1570,60005711,20,20,20,0,1.0,Closed,clear_majority
1571,60000028,20,20,20,0,1.0,Closed,clear_majority
1574,60008067,20,20,20,0,1.0,Closed,clear_majority
1576,60004026,20,20,20,0,1.0,Closed,clear_majority
1577,60009042,20,20,20,0,1.0,Closed,clear_majority
1579,60009080,20,20,20,0,1.0,Closed,clear_majority
1580,60009072,20,20,20,0,1.0,Closed,clear_majority
1581,60009062,20,20,20,0,1.0,Closed,clear_majority
1582,60002850,20,20,19,1,0.95,Closed,clear_majority
1583,60008076,20,20,20,0,1.0,Closed,clear_majority
1584,60000029,20,20,20,0,1.0,Closed,clear_majority
1587,60000364,20,20,20,0,1.0,Closed,clear_majority
1589,60092050,19,19,18,1,0.947,Closed,clear_majority
1590,60000530,20,20,20,0,1.0,Closed,clear_majority
1591,60005438,20,20,20,0,1.0,Closed,clear_majority
1592,60004463,20,20,20,0,1.0,Closed,clear_majority
1595,60005726,20,20,20,0,1.0,Closed,clear_majority
1596,60005768,20,20,20,0,1.0,Closed,clear_majority
1597,60005765,20,20,20,0,1.0,Closed,clear_majority
1598,60003768,20,20,20,0,1.0,Closed,clear_majority
1599,60009029,20,20,20,0,1.0,Closed,clear_majority
1601,60004013,20,20,20,0,1.0,Closed,clear_majority
1602,60004877,20,20,20,0,1.0,Closed,clear_majority
1603,60001356,20,20,20,0,1.0,Closed,clear_majority
1604,60005634,20,20,20,0,1.0,Closed,clear_majority
1606,60001361,20,20,20,0,1.0,Closed,clear_majority
1607,60001665,20,20,20,0,1.0,Closed,clear_majority
1608,60002040,20,20,20,0,1.0,Closed,clear_majority
1609,60002050,20,20,20,0,1.0,Closed,clear_majority
1610,60001775,20,20,20,0,1.0,Closed,clear_majority
1611,60001781,20,20,20,0,1.0,Closed,clear_majority
1612,60001202,20,20,20,0,1.0,Closed,clear_majority
1613,60011918,20,20,20,0,1.0,Closed,clear_majority
1614,60001255,20,20,19,1,0.95,Closed,clear_majority
1615,60001245,20,20,20,0,1.0,Closed,clear_majority
1616,60001249,20,20,20,0,1.0,Closed,clear_majority
1617,60001259,20,20,19,1,0.95,Closed,clear_majority
1618,60001261,20,20,20,0,1.0,Closed,clear_majority
1619,60001262,20,20,20,0,1.0,Closed,clear_majority
1620,60001290,20,20,20,0,1.0,Closed,clear_majority
1621,60001367,19,19,18,1,0.947,Closed,clear_majority
1622,60001505,20,20,20,0,1.0,Closed,clear_majority
1623,60001676,19,19,19,0,1.0,Closed,clear_majority
1624,60001689,20,20,20,0,1.0,Closed,clear_majority
1625,60001710,20,20,20,0,1.0,Closed,clear_majority
1628,60001959,20,20,20,0,1.0,Closed,clear_majority
1629,60001607,20,20,20,0,1.0,Closed,clear_majority
1632,60001620,20,20,20,0,1.0,Closed,clear_majority
1633,60001630,20,20,20,0,1.0,Closed,clear_majority
1634,60001638,20,20,20,0,1.0,Closed,clear_majority
1636,60001642,20,20,20,0,1.0,Closed,clear_majority
1637,60001643,20,20,20,0,1.0,Closed,clear_majority
1638,60001644,20,20,20,0,1.0,Closed,clear_majority
1639,60001786,20,20,20,0,1.0,Closed,clear_majority
1640,60001787,20,20,18,2,0.9,Closed,clear_majority
1641,60001788,20,20,20,0,1.0,Closed,clear_majority
1642,60001789,20,20,20,0,1.0,Closed,clear_majority
1644,60001796,20,20,20,0,1.0,Closed,clear_majority
1645,60001801,20,20,20,0,1.0,Closed,clear_majority
1646,60001803,20,20,20,0,1.0,Closed,clear_majority
1647,60001805,20,20,20,0,1.0,Closed,clear_majority
1649,60096979,15,15,4,11,0.267,Open,mixed
1650,60001823,20,20,19,1,0.95,Closed,clear_majority
1654,60000251,20,20,20,0,1.0,Closed,clear_majority
1655,60002762,20,20,20,0,1.0,Closed,clear_majority
1656,60000638,20,20,20,0,1.0,Closed,clear_majority
1657,60002763,20,20,20,0,1.0,Closed,clear_majority
1658,60003917,20,20,20,0,1.0,Closed,clear_majority
1659,60003924,20,20,20,0,1.0,Closed,clear_majority
1660,60003929,20,20,20,0,1.0,Closed,clear_majority
1661,60003932,20,20,20,0,1.0,Closed,clear_majority
1662,60003935,20,20,20,0,1.0,Closed,clear_majority
1670,60000506,20,20,20,0,1.0,Closed,clear_majority
1671,60003114,20,20,20,0,1.0,Closed,clear_majority
1672,60002781,20,20,20,0,1.0,Closed,clear_majority
1673,60002782,20,20,19,1,0.95,Closed,clear_majority
1675,60002780,20,20,20,0,1.0,Closed,clear_majority
1676,60000369,20,20,20,0,1.0,Closed,clear_majority
1678,60001230,20,20,20,0,1.0,Closed,clear_majority
1679,60001231,20,20,20,0,1.0,Closed,clear_majority
1682,60001238,20,20,19,1,0.95,Closed,clear_majority
1683,60001244,17,17,17,0,1.0,Closed,clear_majority
1684,60001246,20,20,20,0,1.0,Closed,clear_majority
1685,60001247,20,20,20,0,1.0,Closed,clear_majority
1686,60001248,20,20,20,0,1.0,Closed,clear_majority
1687,60001251,20,20,20,0,1.0,Closed,clear_majority
1688,60001254,20,20,19,1,0.95,Closed,clear_majority
1689,60001256,20,20,20,0,1.0,Closed,clear_majority
1690,60001258,20,20,19,1,0.95,Closed,clear_majority
1691,60001241,20,20,20,0,1.0,Closed,clear_majority
1692,60001278,20,20,20,0,1.0,Closed,clear_majority
1693,60001279,20,20,20,0,1.0,Closed,clear_majority
1694,60001280,20,20,20,0,1.0,Closed,clear_majority
1695,60001284,20,20,20,0,1.0,Closed,clear_majority
1696,60001285,20,20,20,0,1.0,Closed,clear_majority
1698,60001289,20,20,20,0,1.0,Closed,clear_majority
1700,60001295,20,20,20,0,1.0,Closed,clear_majority
1701,60001296,20,20,20,0,1.0,Closed,clear_majority
1702,60001309,20,20,20,0,1.0,Closed,clear_majority
1703,60001321,20,20,20,0,1.0,Closed,clear_majority
1704,60001322,20,20,20,0,1.0,Closed,clear_majority
1705,60001323,20,20,20,0,1.0,Closed,clear_majority
1706,60001324,20,20,20,0,1.0,Closed,clear_majority
1707,60001325,20,20,20,0,1.0,Closed,clear_majority
1708,60001328,20,20,20,0,1.0,Closed,clear_majority
1709,60001329,20,20,20,0,1.0,Closed,clear_majority
1710,60001330,20,20,20,0,1.0,Closed,clear_majority
1711,60001332,20,20,20,0,1.0,Closed,clear_majority
1712,60001337,20,20,20,0,1.0,Closed,clear_majority
1714,60088864,20,20,20,0,1.0,Closed,clear_majority
1715,60001343,20,20,20,0,1.0,Closed,clear_majority
1716,60001355,20,20,20,0,1.0,Closed,clear_majority
1717,60001357,20,20,20,0,1.0,Closed,clear_majority
1718,60001358,20,20,20,0,1.0,Closed,clear_majority
1720,60000705,20,20,20,0,1.0,Closed,clear_majority
1721,60000708,20,20,20,0,1.0,Closed,clear_majority
1724,60000710,20,20,20,0,1.0,Closed,clear_majority
1725,60000711,20,20,20,0,1.0,Closed,clear_majority
1726,60000712,20,20,20,0,1.0,Closed,clear_majority
1727,60005537,20,20,20,0,1.0,Closed,clear_majority
1728,60012104,20,20,20,0,1.0,Closed,clear_majority
1729,60001101,20,20,20,0,1.0,Closed,clear_majority
1730,60001102,20,20,20,0,1.0,Closed,clear_majority
1731,60001127,20,20,20,0,1.0,Closed,clear_majority
1732,60001128,20,20,20,0,1.0,Closed,clear_majority
1733,60001129,20,20,20,0,1.0,Closed,clear_majority
1734,60001130,20,20,20,0,1.0,Closed,clear_majority
1735,60001131,20,20,20,0,1.0,Closed,clear_majority
1736,60001134,20,20,20,0,1.0,Closed,clear_majority
1737,60001135,20,20,20,0,1.0,Closed,clear_majority
1738,60001138,20,20,20,0,1.0,Closed,clear_majority
1739,60001139,20,20,20,0,1.0,Closed,clear_majority
1740,60003421,20,20,20,0,1.0,Closed,clear_majority
1742,60008690,20,20,20,0,1.0,Closed,clear_majority
1743,60003091,0,0,0,0,,,no_pto_data
1746,60005244,20,20,20,0,1.0,Closed,clear_majority
1747,60006150,20,20,20,0,1.0,Closed,clear_majority
1749,60009013,20,20,20,0,1.0,Closed,clear_majority
1750,60001141,20,20,20,0,1.0,Closed,clear_majority
1751,60009043,20,20,20,0,1.0,Closed,clear_majority
1752,60009126,20,20,20,0,1.0,Closed,clear_majority
1754,60005665,20,20,20,0,1.0,Closed,clear_majority
1756,60009039,20,20,20,0,1.0,Closed,clear_majority
1757,60012700,20,20,20,0,1.0,Closed,clear_majority
1758,60008071,20,20,20,0,1.0,Closed,clear_majority
1759,60009054,20,20,20,0,1.0,Closed,clear_majority
1761,60001143,16,16,16,0,1.0,Closed,clear_majority
1762,60001359,20,20,20,0,1.0,Closed,clear_majority
1763,60001360,20,20,20,0,1.0,Closed,clear_majority
1764,60001370,20,20,20,0,1.0,Closed,clear_majority
1765,60001371,19,19,19,0,1.0,Closed,clear_majority
1766,60001374,20,20,20,0,1.0,Closed,clear_majority
1767,60001392,20,20,20,0,1.0,Closed,clear_majority
1768,60001514,20,20,20,0,1.0,Closed,clear_majority
1769,60001662,20,20,20,0,1.0,Closed,clear_majority
1770,60002044,20,20,20,0,1.0,Closed,clear_majority
1771,60002063,20,20,20,0,1.0,Closed,clear_majority
1773,60001664,20,20,20,0,1.0,Closed,clear_majority
1774,60001688,20,20,20,0,1.0,Closed,clear_majority
1775,60001704,20,20,20,0,1.0,Closed,clear_majority
1777,60001876,20,20,20,0,1.0,Closed,clear_majority
1778,60011907,20,20,20,0,1.0,Closed,clear_majority
1779,60001878,20,20,20,0,1.0,Closed,clear_majority
1780,60010860,20,20,20,0,1.0,Closed,clear_majority
1781,60001902,20,20,20,0,1.0,Closed,clear_majority
1782,60007261,20,20,20,0,1.0,Closed,clear_majority
1783,60007262,20,20,20,0,1.0,Closed,clear_majority
1784,60001940,20,20,20,0,1.0,Closed,clear_majority
1787,60094884,18,18,18,0,1.0,Closed,clear_majority
1788,60001980,20,20,20,0,1.0,Closed,clear_majority
1789,60001984,20,20,20,0,1.0,Closed,clear_majority
1790,60001988,19,19,19,0,1.0,Closed,clear_majority
1791,60001996,20,20,20,0,1.0,Closed,clear_majority
1792,60002000,7,7,7,0,1.0,Closed,clear_majority
1793,60002029,20,20,20,0,1.0,Closed,clear_majority
1798,60002081,20,20,18,2,0.9,Closed,clear_majority
1799,60002083,20,20,20,0,1.0,Closed,clear_majority
1800,60002084,20,20,20,0,1.0,Closed,clear_majority
1801,60002088,20,20,20,0,1.0,Closed,clear_majority
1802,60002089,20,20,20,0,1.0,Closed,clear_majority
1804,60002091,20,20,18,2,0.9,Closed,clear_majority
1805,60001144,20,20,20,0,1.0,Closed,clear_majority
1808,60001155,20,20,20,0,1.0,Closed,clear_majority
1809,60001148,20,20,20,0,1.0,Closed,clear_majority
1810,60001157,20,20,20,0,1.0,Closed,clear_majority
1812,60003205,20,20,20,0,1.0,Closed,clear_majority
1813,60009060,20,20,20,0,1.0,Closed,clear_majority
1816,60009108,20,20,20,0,1.0,Closed,clear_majority
1817,60005212,20,20,20,0,1.0,Closed,clear_majority
1819,60008670,20,20,20,0,1.0,Closed,clear_majority
1821,60001159,20,20,20,0,1.0,Closed,clear_majority
1822,60001161,20,20,20,0,1.0,Closed,clear_majority
1824,60009608,3,3,3,0,1.0,Closed,clear_majority
1825,60007299,20,20,20,0,1.0,Closed,clear_majority
1826,60005836,20,20,20,0,1.0,Closed,clear_majority
1829,60003422,20,20,20,0,1.0,Closed,clear_majority
1833,60009085,20,20,20,0,1.0,Closed,clear_majority
1834,60004048,20,20,20,0,1.0,Closed,clear_majority
1835,60004154,20,20,20,0,1.0,Closed,clear_majority
1838,60009096,20,20,20,0,1.0,Closed,clear_majority
1839,60009053,20,20,20,0,1.0,Closed,clear_majority
1840,60006054,20,20,17,3,0.85,Closed,clear_majority
1843,60008419,20,20,20,0,1.0,Closed,clear_majority
1844,60008416,20,20,20,0,1.0,Closed,clear_majority
1845,60009051,20,20,20,0,1.0,Closed,clear_majority
1847,60008066,20,20,20,0,1.0,Closed,clear_majority
1848,60001792,20,20,20,0,1.0,Closed,clear_majority
1851,60001800,20,20,20,0,1.0,Closed,clear_majority
1853,60001809,20,20,20,0,1.0,Closed,clear_majority
1856,60010139,0,0,0,0,,,no_pto_data
1857,60002302,20,20,20,0,1.0,Closed,clear_majority
1858,60002559,20,20,20,0,1.0,Closed,clear_majority
1859,60002599,20,20,20,0,1.0,Closed,clear_majority
1860,60002642,20,20,20,0,1.0,Closed,clear_majority
1861,60002628,20,20,20,0,1.0,Closed,clear_majority
1862,60002726,20,20,18,2,0.9,Closed,clear_majority
1863,60001817,20,20,20,0,1.0,Closed,clear_majority
1864,60002773,20,20,20,0,1.0,Closed,clear_majority
1865,60002778,20,20,20,0,1.0,Closed,clear_majority
1866,60002523,20,20,19,1,0.95,Closed,clear_majority
1867,60002092,18,18,17,1,0.944,Closed,clear_majority
1868,60002093,20,20,20,0,1.0,Closed,clear_majority
1870,60002095,20,20,19,1,0.95,Closed,clear_majority
1871,60002096,20,20,20,0,1.0,Closed,clear_majority
1872,60002101,20,20,20,0,1.0,Closed,clear_majority
1873,60002102,20,20,20,0,1.0,Closed,clear_majority
1874,60002103,20,20,20,0,1.0,Closed,clear_majority
1877,60002106,20,20,19,1,0.95,Closed,clear_majority
1878,60009067,20,20,20,0,1.0,Closed,clear_majority
1879,60008433,20,20,20,0,1.0,Closed,clear_majority
1881,60005276,20,20,20,0,1.0,Closed,clear_majority
1882,60008061,20,20,20,0,1.0,Closed,clear_majority
1883,60002831,20,20,20,0,1.0,Closed,clear_majority
1886,60009122,20,20,20,0,1.0,Closed,clear_majority
1890,60009128,20,20,20,0,1.0,Closed,clear_majority
1892,60005419,20,20,20,0,1.0,Closed,clear_majority
1894,60009020,20,20,20,0,1.0,Closed,clear_majority
1897,60003123,20,20,20,0,1.0,Closed,clear_majority
1900,60009015,20,20,20,0,1.0,Closed,clear_majority
1902,60009082,20,20,20,0,1.0,Closed,clear_majority
1903,60006861,3,3,3,0,1.0,Closed,clear_majority
1906,60003386,20,20,20,0,1.0,Closed,clear_majority
1907,60008070,20,20,20,0,1.0,Closed,clear_majority
1909,60006055,19,19,12,7,0.632,Closed,mixed
1910,60008047,20,20,20,0,1.0,Closed,clear_majority
1911,60006138,20,20,20,0,1.0,Closed,clear_majority
1912,60005636,20,20,20,0,1.0,Closed,clear_majority
1914,60009091,20,20,20,0,1.0,Closed,clear_majority
1915,60009010,20,20,20,0,1.0,Closed,clear_majority
1917,60009044,20,20,20,0,1.0,Closed,clear_majority
1918,60009076,20,20,20,0,1.0,Closed,clear_majority
1920,60008436,20,20,20,0,1.0,Closed,clear_majority
1921,60002255,20,20,20,0,1.0,Closed,clear_majority
1923,60002257,20,20,19,1,0.95,Closed,clear_majority
1924,60002277,20,20,20,0,1.0,Closed,clear_majority
1925,60002278,20,20,20,0,1.0,Closed,clear_majority
1926,60002282,20,20,20,0,1.0,Closed,clear_majority
1927,60002362,20,20,20,0,1.0,Closed,clear_majority
1928,60002363,20,20,20,0,1.0,Closed,clear_majority
1929,60002252,20,20,20,0,1.0,Closed,clear_majority
1930,60002254,20,20,20,0,1.0,Closed,clear_majority
1931,60006804,20,20,20,0,1.0,Closed,clear_majority
1932,60006618,20,20,20,0,1.0,Closed,clear_majority
1933,60003122,20,20,20,0,1.0,Closed,clear_majority
1934,60004058,20,20,20,0,1.0,Closed,clear_majority
1936,60008418,20,20,20,0,1.0,Closed,clear_majority
1938,60004560,20,20,20,0,1.0,Closed,clear_majority
1940,60084234,0,0,0,0,,,no_pto_data
1944,60008092,18,18,18,0,1.0,Closed,clear_majority
1945,60003268,20,20,20,0,1.0,Closed,clear_majority
1948,60004039,19,19,19,0,1.0,Closed,clear_majority
1949,60008428,20,20,20,0,1.0,Closed,clear_majority
1951,60005817,20,20,20,0,1.0,Closed,clear_majority
1952,60003063,20,20,20,0,1.0,Closed,clear_majority
1955,60009097,20,20,18,2,0.9,Closed,clear_majority
1956,60000567,20,20,10,10,0.5,Closed,mixed
1957,60009023,20,20,20,0,1.0,Closed,clear_majority
1958,60005236,20,20,20,0,1.0,Closed,clear_majority
1959,60005231,20,20,20,0,1.0,Closed,clear_majority
1960,60006080,20,20,20,0,1.0,Closed,clear_majority
1962,60008432,20,20,20,0,1.0,Closed,clear_majority
1963,60005066,20,20,20,0,1.0,Closed,clear_majority
1965,60006059,20,20,20,0,1.0,Closed,clear_majority
1966,60009022,20,20,20,0,1.0,Closed,clear_majority
1968,60003108,20,20,20,0,1.0,Closed,clear_majority
1970,60003101,20,20,20,0,1.0,Closed,clear_majority
1972,60005238,20,20,20,0,1.0,Closed,clear_majority
1973,60003049,20,20,18,2,0.9,Closed,clear_majority
1974,60112581,17,17,17,0,1.0,Closed,clear_majority
1975,60008084,20,20,20,0,1.0,Closed,clear_majority
1976,60096903,14,14,14,0,1.0,Closed,clear_majority
1977,60000672,20,20,20,0,1.0,Closed,clear_majority
1978,60012131,20,20,20,0,1.0,Closed,clear_majority
1980,60000675,20,20,20,0,1.0,Closed,clear_majority
1984,60000679,20,20,20,0,1.0,Closed,clear_majority
1985,60000680,20,20,20,0,1.0,Closed,clear_majority
1988,60000683,20,20,20,0,1.0,Closed,clear_majority
1989,60000686,20,20,20,0,1.0,Closed,clear_majority
1990,60000687,20,20,20,0,1.0,Closed,clear_majority
1991,60001233,20,20,20,0,1.0,Closed,clear_majority
1992,60001240,20,20,19,1,0.95,Closed,clear_majority
1994,60001327,20,20,20,0,1.0,Closed,clear_majority
1995,60001347,20,20,20,0,1.0,Closed,clear_majority
1996,60001339,20,20,20,0,1.0,Closed,clear_majority
1997,60001354,20,20,20,0,1.0,Closed,clear_majority
1998,60001386,20,20,20,0,1.0,Closed,clear_majority
1999,60001410,20,20,20,0,1.0,Closed,clear_majority
2001,60001495,20,20,20,0,1.0,Closed,clear_majority
2002,60001496,20,20,20,0,1.0,Closed,clear_majority
2003,60001500,20,20,20,0,1.0,Closed,clear_majority
2005,60001589,20,20,20,0,1.0,Closed,clear_majority
2006,60001493,20,20,20,0,1.0,Closed,clear_majority
2008,60001597,16,16,15,1,0.938,Closed,clear_majority
2009,60002149,20,20,20,0,1.0,Closed,clear_majority
2010,60002151,20,20,20,0,1.0,Closed,clear_majority
2011,60002153,20,20,20,0,1.0,Closed,clear_majority
2013,60111447,15,15,14,1,0.933,Closed,clear_majority
2014,60002148,20,20,20,0,1.0,Closed,clear_majority
2023,60002169,3,3,3,0,1.0,Closed,clear_majority
2024,60002173,20,20,20,0,1.0,Closed,clear_majority
2027,60010165,20,20,20,0,1.0,Closed,clear_majority
2030,60000388,20,20,20,0,1.0,Closed,clear_majority
2035,60002184,20,20,20,0,1.0,Closed,clear_majority
2037,60012114,20,20,20,0,1.0,Closed,clear_majority
2038,60002202,20,20,20,0,1.0,Closed,clear_majority
2039,60002204,20,20,20,0,1.0,Closed,clear_majority
2040,60002205,20,20,20,0,1.0,Closed,clear_majority
2041,60002206,20,20,20,0,1.0,Closed,clear_majority
2042,60002209,20,20,20,0,1.0,Closed,clear_majority
2043,60005445,20,20,20,0,1.0,Closed,clear_majority
2044,60006560,20,20,20,0,1.0,Closed,clear_majority
2045,60005446,20,20,20,0,1.0,Closed,clear_majority
2047,60008002,20,20,20,0,1.0,Closed,clear_majority
2048,60002524,19,19,10,9,0.526,Closed,mixed
2050,60002532,20,20,20,0,1.0,Closed,clear_majority
2051,60002560,12,12,9,3,0.75,Closed,mixed
2052,60002562,20,20,20,0,1.0,Closed,clear_majority
2053,60002563,20,20,20,0,1.0,Closed,clear_majority
2054,60002564,20,20,20,0,1.0,Closed,clear_majority
2055,60002566,20,20,20,0,1.0,Closed,clear_majority
2056,60002567,20,20,20,0,1.0,Closed,clear_majority
2057,60002568,20,20,20,0,1.0,Closed,clear_majority
2058,60002569,20,20,20,0,1.0,Closed,clear_majority
2059,60002570,20,20,20,0,1.0,Closed,clear_majority
2060,60002571,20,20,20,0,1.0,Closed,clear_majority
2061,60002572,0,0,0,0,,,no_pto_data
2062,60002580,20,20,20,0,1.0,Closed,clear_majority
2063,60002578,20,20,20,0,1.0,Closed,clear_majority
2064,60002581,20,20,20,0,1.0,Closed,clear_majority
2065,60002582,20,20,20,0,1.0,Closed,clear_majority
2066,60002583,20,20,20,0,1.0,Closed,clear_majority
2067,60002584,20,20,20,0,1.0,Closed,clear_majority
2068,60002585,20,20,20,0,1.0,Closed,clear_majority
2069,60002586,20,20,20,0,1.0,Closed,clear_majority
2071,60103475,8,8,0,8,0.0,Open,clear_majority
2073,60002591,20,20,11,9,0.55,Closed,mixed
2074,60002593,20,20,20,0,1.0,Closed,clear_majority
2075,60002594,18,18,18,0,1.0,Closed,clear_majority
2076,60002595,18,18,18,0,1.0,Closed,clear_majority
2077,60002596,20,20,20,0,1.0,Closed,clear_majority
2078,60000484,20,20,20,0,1.0,Closed,clear_majority
2080,60002786,20,20,20,0,1.0,Closed,clear_majority
2081,60113993,0,0,0,0,,,no_pto_data
2082,60001382,20,20,20,0,1.0,Closed,clear_majority
2083,60001383,20,20,20,0,1.0,Closed,clear_majority
2084,60001384,20,20,20,0,1.0,Closed,clear_majority
2085,60001385,20,20,20,0,1.0,Closed,clear_majority
2086,60001387,20,20,20,0,1.0,Closed,clear_majority
2087,60001376,20,20,20,0,1.0,Closed,clear_majority
2088,60001388,20,20,20,0,1.0,Closed,clear_majority
2089,60001389,20,20,20,0,1.0,Closed,clear_majority
2090,60001390,20,20,20,0,1.0,Closed,clear_majority
2091,60001391,20,20,20,0,1.0,Closed,clear_majority
2092,60001649,20,20,20,0,1.0,Closed,clear_majority
2093,60001650,20,20,20,0,1.0,Closed,clear_majority
2094,60001651,20,20,20,0,1.0,Closed,clear_majority
2095,60001652,20,20,20,0,1.0,Closed,clear_majority
2096,60001653,20,20,20,0,1.0,Closed,clear_majority
2097,60001654,20,20,20,0,1.0,Closed,clear_majority
2098,60001655,20,20,20,0,1.0,Closed,clear_majority
2099,60001659,20,20,20,0,1.0,Closed,clear_majority
2100,60001660,20,20,20,0,1.0,Closed,clear_majority
2101,60001663,20,20,20,0,1.0,Closed,clear_majority
2102,60001752,20,20,20,0,1.0,Closed,clear_majority
2104,60090606,20,20,20,0,1.0,Closed,clear_majority
2105,60001746,20,20,20,0,1.0,Closed,clear_majority
2106,60001829,20,20,19,1,0.95,Closed,clear_majority
2107,60001830,20,20,19,1,0.95,Closed,clear_majority
2108,60001832,20,20,20,0,1.0,Closed,clear_majority
2109,60001833,20,20,20,0,1.0,Closed,clear_majority
2110,60001835,20,20,20,0,1.0,Closed,clear_majority
2111,60001836,20,20,20,0,1.0,Closed,clear_majority
2112,60001837,20,20,20,0,1.0,Closed,clear_majority
2113,60001839,20,20,20,0,1.0,Closed,clear_majority
2114,60001840,20,20,20,0,1.0,Closed,clear_majority
2117,60001844,20,20,20,0,1.0,Closed,clear_majority
2119,60001846,20,20,20,0,1.0,Closed,clear_majority
2120,60002789,20,20,19,1,0.95,Closed,clear_majority
2122,60002791,18,18,11,7,0.611,Closed,mixed
2124,60002793,20,20,19,1,0.95,Closed,clear_majority
2125,60002801,20,20,20,0,1.0,Closed,clear_majority
2126,60002799,20,20,20,0,1.0,Closed,clear_majority
2127,60002788,20,20,19,1,0.95,Closed,clear_majority
2128,60001853,20,20,20,0,1.0,Closed,clear_majority
2130,60001864,20,20,20,0,1.0,Closed,clear_majority
2131,60001863,20,20,20,0,1.0,Closed,clear_majority
2137,60001875,20,20,20,0,1.0,Closed,clear_majority
2140,60010859,20,20,20,0,1.0,Closed,clear_majority
2142,60001882,20,20,20,0,1.0,Closed,clear_majority
2143,60001884,20,20,20,0,1.0,Closed,clear_majority
2145,60001886,20,20,20,0,1.0,Closed,clear_majority
2146,60001887,20,20,20,0,1.0,Closed,clear_majority
2147,60001888,20,20,20,0,1.0,Closed,clear_majority
