teid,branch_id,n_snapshots,n_status_rows,n_closed,n_open,pct_closed,default_status_majority,review_flag
280251,60110601,17,17,17,0,1.0,Closed,clear_majority
280252,60111077,17,17,17,0,1.0,Closed,clear_majority
280253,60010696,0,0,0,0,,,no_pto_data
280254,60110765,17,17,17,0,1.0,Closed,clear_majority
280255,60110930,17,17,17,0,1.0,Closed,clear_majority
280256,60110753,17,17,17,0,1.0,Closed,clear_majority
280257,60038024,0,0,0,0,,,no_pto_data
280258,60067943,0,0,0,0,,,no_pto_data
280260,60003429,20,20,20,0,1.0,Closed,clear_majority
280262,60111414,17,17,15,2,0.882,Closed,clear_majority
280265,60111408,17,17,16,1,0.941,Closed,clear_majority
280266,60112133,17,17,17,0,1.0,Closed,clear_majority
280267,60111614,17,17,17,0,1.0,Closed,clear_majority
280268,60112785,17,17,17,0,1.0,Closed,clear_majority
280269,60111595,17,17,17,0,1.0,Closed,clear_majority
280274,60112403,17,17,17,0,1.0,Closed,clear_majority
280275,60111777,17,17,17,0,1.0,Closed,clear_majority
280276,60111842,17,17,17,0,1.0,Closed,clear_majority
280277,60111839,17,17,17,0,1.0,Closed,clear_majority
280278,60110931,17,17,17,0,1.0,Closed,clear_majority
280280,60112104,17,17,17,0,1.0,Closed,clear_majority
280281,60040084,0,0,0,0,,,no_pto_data
280282,60110638,17,17,17,0,1.0,Closed,clear_majority
280283,60110768,17,17,17,0,1.0,Closed,clear_majority
280284,60111206,17,17,17,0,1.0,Closed,clear_majority
280285,60111840,17,17,17,0,1.0,Closed,clear_majority
280288,60111848,17,17,17,0,1.0,Closed,clear_majority
280289,60012807,20,20,20,0,1.0,Closed,clear_majority
280290,60111434,17,17,17,0,1.0,Closed,clear_majority
280291,60111612,17,17,17,0,1.0,Closed,clear_majority
280293,60110727,17,17,17,0,1.0,Closed,clear_majority
280294,60110957,17,17,17,0,1.0,Closed,clear_majority
280295,60110707,17,17,17,0,1.0,Closed,clear_majority
280299,60040083,0,0,0,0,,,no_pto_data
280300,60007229,0,0,0,0,,,no_pto_data
280304,60110751,17,17,17,0,1.0,Closed,clear_majority
280306,60112407,17,17,17,0,1.0,Closed,clear_majority
280307,60111394,17,17,17,0,1.0,Closed,clear_majority
280310,60111438,17,17,17,0,1.0,Closed,clear_majority
280312,60111783,17,17,17,0,1.0,Closed,clear_majority
280313,60111039,17,17,17,0,1.0,Closed,clear_majority
280315,60112253,17,17,17,0,1.0,Closed,clear_majority
280318,60005207,20,20,19,1,0.95,Closed,clear_majority
280320,60111436,16,16,16,0,1.0,Closed,clear_majority
280321,60005072,20,20,20,0,1.0,Closed,clear_majority
280322,60110691,17,17,17,0,1.0,Closed,clear_majority
280323,60111437,17,17,16,1,0.941,Closed,clear_majority
280325,60005294,20,20,20,0,1.0,Closed,clear_majority
280326,60003403,20,20,18,2,0.9,Closed,clear_majority
280330,60006157,20,20,20,0,1.0,Closed,clear_majority
280331,60110861,17,17,17,0,1.0,Closed,clear_majority
280332,60072275,0,0,0,0,,,no_pto_data
280335,60060758,0,0,0,0,,,no_pto_data
280336,60111381,17,17,17,0,1.0,Closed,clear_majority
280337,60110956,17,17,17,0,1.0,Closed,clear_majority
280338,60111617,17,17,17,0,1.0,Closed,clear_majority
280339,60010470,17,17,17,0,1.0,Closed,clear_majority
280340,60112758,17,17,17,0,1.0,Closed,clear_majority
280341,60110615,17,17,17,0,1.0,Closed,clear_majority
280342,60006905,20,20,20,0,1.0,Closed,clear_majority
280344,60110749,17,17,17,0,1.0,Closed,clear_majority
280345,60112780,17,17,17,0,1.0,Closed,clear_majority
280347,60007022,20,20,20,0,1.0,Closed,clear_majority
280349,60112771,17,17,5,12,0.294,Open,mixed
280352,60038026,0,0,0,0,,,no_pto_data
280353,60112677,17,17,17,0,1.0,Closed,clear_majority
280354,60112405,17,17,17,0,1.0,Closed,clear_majority
280357,60111141,17,17,17,0,1.0,Closed,clear_majority
280359,60110610,17,17,17,0,1.0,Closed,clear_majority
280362,60110603,17,17,16,1,0.941,Closed,clear_majority
280363,60026743,0,0,0,0,,,no_pto_data
280364,60111296,17,17,17,0,1.0,Closed,clear_majority
280365,60007741,20,20,20,0,1.0,Closed,clear_majority
280367,60112781,17,17,17,0,1.0,Closed,clear_majority
280371,60006904,20,20,20,0,1.0,Closed,clear_majority
280373,60010593,20,20,20,0,1.0,Closed,clear_majority
280374,60111778,17,17,17,0,1.0,Closed,clear_majority
280375,60112687,17,17,17,0,1.0,Closed,clear_majority
280376,60038029,0,0,0,0,,,no_pto_data
280377,60111274,17,17,17,0,1.0,Closed,clear_majority
280378,60110614,17,17,17,0,1.0,Closed,clear_majority
280379,60111855,17,17,17,0,1.0,Closed,clear_majority
280381,60003612,20,20,20,0,1.0,Closed,clear_majority
280383,60112773,17,17,0,17,0.0,Open,clear_majority
280384,60111384,17,17,17,0,1.0,Closed,clear_majority
280385,60056217,0,0,0,0,,,no_pto_data
280386,60010601,20,20,20,0,1.0,Closed,clear_majority
280387,60110649,17,17,17,0,1.0,Closed,clear_majority
280388,60111816,17,17,17,0,1.0,Closed,clear_majority
280393,60111491,17,17,17,0,1.0,Closed,clear_majority
280394,60111709,17,17,17,0,1.0,Closed,clear_majority
280398,60112414,17,17,17,0,1.0,Closed,clear_majority
280399,60005683,20,20,20,0,1.0,Closed,clear_majority
280400,60010004,20,20,20,0,1.0,Closed,clear_majority
280402,60010606,20,20,20,0,1.0,Closed,clear_majority
280405,60110625,17,17,17,0,1.0,Closed,clear_majority
280406,60112254,17,17,17,0,1.0,Closed,clear_majority
280408,60111021,17,17,17,0,1.0,Closed,clear_majority
280409,60112113,17,17,17,0,1.0,Closed,clear_majority
280410,60065061,0,0,0,0,,,no_pto_data
280411,60007237,20,20,20,0,1.0,Closed,clear_majority
280412,60006973,20,20,20,0,1.0,Closed,clear_majority
280413,60112557,17,17,17,0,1.0,Closed,clear_majority
280414,60043690,0,0,0,0,,,no_pto_data
280415,60111801,17,17,17,0,1.0,Closed,clear_majority
280416,60110648,17,17,17,0,1.0,Closed,clear_majority
280419,60110767,17,17,17,0,1.0,Closed,clear_majority
280422,60111859,17,17,17,0,1.0,Closed,clear_majority
280423,60110750,17,17,17,0,1.0,Closed,clear_majority
280424,60088515,0,0,0,0,,,no_pto_data
280426,60005434,20,20,20,0,1.0,Closed,clear_majority
280427,60008300,20,20,20,0,1.0,Closed,clear_majority
280428,60112751,17,17,17,0,1.0,Closed,clear_majority
280429,60110996,17,17,17,0,1.0,Closed,clear_majority
280432,60007240,20,20,20,0,1.0,Closed,clear_majority
280434,60111519,17,17,17,0,1.0,Closed,clear_majority
280436,60110696,17,17,17,0,1.0,Closed,clear_majority
280438,60111459,17,17,17,0,1.0,Closed,clear_majority
280439,60112750,17,17,17,0,1.0,Closed,clear_majority
280440,60111468,11,11,11,0,1.0,Closed,clear_majority
280441,60005598,20,20,20,0,1.0,Closed,clear_majority
280442,60008299,20,20,20,0,1.0,Closed,clear_majority
280443,60111521,17,17,17,0,1.0,Closed,clear_majority
280444,60007279,20,20,20,0,1.0,Closed,clear_majority
280446,60110640,17,17,17,0,1.0,Closed,clear_majority
280447,60007278,20,20,20,0,1.0,Closed,clear_majority
280448,60007241,20,20,20,0,1.0,Closed,clear_majority
280449,60112752,17,17,17,0,1.0,Closed,clear_majority
280452,60111836,17,17,17,0,1.0,Closed,clear_majority
280535,60008171,20,20,20,0,1.0,Closed,clear_majority
280540,60008172,20,20,20,0,1.0,Closed,clear_majority
280620,60000347,20,20,20,0,1.0,Closed,clear_majority
280624,60006280,20,20,20,0,1.0,Closed,clear_majority
280735,60006018,20,20,20,0,1.0,Closed,clear_majority
280759,60009684,20,20,20,0,1.0,Closed,clear_majority
280808,60112311,17,17,17,0,1.0,Closed,clear_majority
281130,60110906,17,17,17,0,1.0,Closed,clear_majority
281141,60112312,17,17,17,0,1.0,Closed,clear_majority
281262,60110905,15,15,15,0,1.0,Closed,clear_majority
281630,60007349,3,3,3,0,1.0,Closed,clear_majority
281631,60009296,20,20,20,0,1.0,Closed,clear_majority
281632,60003545,20,20,14,6,0.7,Closed,mixed
281633,60006705,20,20,20,0,1.0,Closed,clear_majority
281634,60006704,20,20,20,0,1.0,Closed,clear_majority
281635,60005766,20,20,20,0,1.0,Closed,clear_majority
281636,60005767,20,20,20,0,1.0,Closed,clear_majority
281637,60005933,20,20,20,0,1.0,Closed,clear_majority
281638,60005934,20,20,20,0,1.0,Closed,clear_majority
281639,60005949,20,20,20,0,1.0,Closed,clear_majority
281640,60005950,20,20,20,0,1.0,Closed,clear_majority
281642,60005971,20,20,20,0,1.0,Closed,clear_majority
281643,60005972,20,20,20,0,1.0,Closed,clear_majority
281644,60009242,20,20,20,0,1.0,Closed,clear_majority
281645,60005978,20,20,19,1,0.95,Closed,clear_majority
281646,60006075,20,20,20,0,1.0,Closed,clear_majority
281647,60006076,20,20,19,1,0.95,Closed,clear_majority
281648,60006134,20,20,20,0,1.0,Closed,clear_majority
281652,60006391,20,20,20,0,1.0,Closed,clear_majority
281653,60006392,20,20,20,0,1.0,Closed,clear_majority
281654,60006419,20,20,20,0,1.0,Closed,clear_majority
281655,60006420,20,20,20,0,1.0,Closed,clear_majority
281658,60006469,20,20,20,0,1.0,Closed,clear_majority
281659,60006470,20,20,20,0,1.0,Closed,clear_majority
281660,60006471,20,20,20,0,1.0,Closed,clear_majority
281661,60006472,20,20,20,0,1.0,Closed,clear_majority
281662,60006648,20,20,20,0,1.0,Closed,clear_majority
281663,60006649,20,20,20,0,1.0,Closed,clear_majority
281665,60006712,20,20,19,1,0.95,Closed,clear_majority
281666,60006713,20,20,20,0,1.0,Closed,clear_majority
281667,60006738,20,20,20,0,1.0,Closed,clear_majority
281668,60006739,20,20,20,0,1.0,Closed,clear_majority
281669,60006808,20,20,20,0,1.0,Closed,clear_majority
281670,60006809,20,20,20,0,1.0,Closed,clear_majority
281671,60006836,20,20,20,0,1.0,Closed,clear_majority
281674,60007014,20,20,20,0,1.0,Closed,clear_majority
281675,60007015,20,20,20,0,1.0,Closed,clear_majority
281676,60007033,20,20,19,1,0.95,Closed,clear_majority
281677,60007122,20,20,20,0,1.0,Closed,clear_majority
281679,60007172,20,20,20,0,1.0,Closed,clear_majority
281680,60007205,20,20,20,0,1.0,Closed,clear_majority
281681,60007206,20,20,19,1,0.95,Closed,clear_majority
281682,60007360,20,20,20,0,1.0,Closed,clear_majority
281683,60007361,20,20,20,0,1.0,Closed,clear_majority
281684,60007378,20,20,20,0,1.0,Closed,clear_majority
281685,60007379,20,20,20,0,1.0,Closed,clear_majority
281686,60007481,20,20,19,1,0.95,Closed,clear_majority
281687,60007485,20,20,20,0,1.0,Closed,clear_majority
281688,60007486,20,20,20,0,1.0,Closed,clear_majority
281689,60007549,20,20,20,0,1.0,Closed,clear_majority
281691,60007551,20,20,20,0,1.0,Closed,clear_majority
281694,60007571,20,20,20,0,1.0,Closed,clear_majority
281695,60007572,20,20,20,0,1.0,Closed,clear_majority
281696,60007592,20,20,20,0,1.0,Closed,clear_majority
281697,60007593,20,20,20,0,1.0,Closed,clear_majority
281698,60007647,20,20,20,0,1.0,Closed,clear_majority
281699,60007679,20,20,20,0,1.0,Closed,clear_majority
281700,60007680,20,20,20,0,1.0,Closed,clear_majority
281701,60007681,20,20,20,0,1.0,Closed,clear_majority
281702,60007682,20,20,20,0,1.0,Closed,clear_majority
281703,60007688,20,20,20,0,1.0,Closed,clear_majority
281704,60007689,20,20,20,0,1.0,Closed,clear_majority
281705,60007775,20,20,20,0,1.0,Closed,clear_majority
281706,60007776,20,20,20,0,1.0,Closed,clear_majority
281707,60007778,20,20,20,0,1.0,Closed,clear_majority
281708,60007779,20,20,20,0,1.0,Closed,clear_majority
281709,60007787,20,20,20,0,1.0,Closed,clear_majority
281710,60007788,20,20,20,0,1.0,Closed,clear_majority
281711,60007789,20,20,20,0,1.0,Closed,clear_majority
281712,60007790,20,20,20,0,1.0,Closed,clear_majority
281713,60007904,20,20,20,0,1.0,Closed,clear_majority
281714,60007905,20,20,20,0,1.0,Closed,clear_majority
281715,60007910,20,20,20,0,1.0,Closed,clear_majority
281725,60005874,20,20,20,0,1.0,Closed,clear_majority
281726,60005872,20,20,20,0,1.0,Closed,clear_majority
281727,60007352,20,20,20,0,1.0,Closed,clear_majority
281729,60005873,20,20,20,0,1.0,Closed,clear_majority
281730,60005875,20,20,20,0,1.0,Closed,clear_majority
281731,60005878,20,20,20,0,1.0,Closed,clear_majority
281733,60005880,20,20,20,0,1.0,Closed,clear_majority
281736,60003596,20,20,20,0,1.0,Closed,clear_majority
281739,60005877,20,20,20,0,1.0,Closed,clear_majority
281740,60003724,20,20,20,0,1.0,Closed,clear_majority
281742,60007582,3,3,3,0,1.0,Closed,clear_majority
281743,60006436,20,20,20,0,1.0,Closed,clear_majority
281744,60004489,5,5,5,0,1.0,Closed,clear_majority
281745,60003637,20,20,20,0,1.0,Closed,clear_majority
281746,60003030,20,20,20,0,1.0,Closed,clear_majority
281747,60004467,20,20,20,0,1.0,Closed,clear_majority
281748,60003016,20,20,20,0,1.0,Closed,clear_majority
281750,60005289,20,20,20,0,1.0,Closed,clear_majority
281751,60004008,3,3,3,0,1.0,Closed,clear_majority
281753,60003021,20,20,20,0,1.0,Closed,clear_majority
281754,60006647,20,20,20,0,1.0,Closed,clear_majority
281755,60003653,20,20,20,0,1.0,Closed,clear_majority
281761,60007567,20,20,20,0,1.0,Closed,clear_majority
281765,60007123,20,20,20,0,1.0,Closed,clear_majority
281766,60006340,20,20,20,0,1.0,Closed,clear_majority
281770,60005941,20,20,19,1,0.95,Closed,clear_majority
281772,60007334,20,20,20,0,1.0,Closed,clear_majority
281773,60006898,17,17,16,1,0.941,Closed,clear_majority
281780,60003743,20,20,20,0,1.0,Closed,clear_majority
281781,60003157,20,20,19,1,0.95,Closed,clear_majority
281782,60003158,20,20,20,0,1.0,Closed,clear_majority
281783,60003159,20,20,20,0,1.0,Closed,clear_majority
281784,60003160,20,20,20,0,1.0,Closed,clear_majority
281785,60008202,20,20,20,0,1.0,Closed,clear_majority
281786,60003209,20,20,20,0,1.0,Closed,clear_majority
281788,60003354,20,20,20,0,1.0,Closed,clear_majority
281789,60003355,20,20,19,1,0.95,Closed,clear_majority
281790,60011631,20,20,20,0,1.0,Closed,clear_majority
281793,60003679,20,20,20,0,1.0,Closed,clear_majority
281794,60003680,20,20,20,0,1.0,Closed,clear_majority
281795,60003721,20,20,20,0,1.0,Closed,clear_majority
281796,60003733,20,20,20,0,1.0,Closed,clear_majority
281797,60003732,20,20,20,0,1.0,Closed,clear_majority
281798,60003769,20,20,20,0,1.0,Closed,clear_majority
281799,60003774,20,20,20,0,1.0,Closed,clear_majority
281800,60003775,20,20,20,0,1.0,Closed,clear_majority
281801,60003834,20,20,20,0,1.0,Closed,clear_majority
281802,60003835,20,20,20,0,1.0,Closed,clear_majority
281803,60003842,20,20,20,0,1.0,Closed,clear_majority
281804,60003843,20,20,20,0,1.0,Closed,clear_majority
281806,60004190,20,20,20,0,1.0,Closed,clear_majority
281807,60004203,20,20,20,0,1.0,Closed,clear_majority
281808,60004204,20,20,20,0,1.0,Closed,clear_majority
281809,60004254,20,20,20,0,1.0,Closed,clear_majority
281810,60005423,20,20,20,0,1.0,Closed,clear_majority
281811,60005424,20,20,20,0,1.0,Closed,clear_majority
281812,60005439,20,20,20,0,1.0,Closed,clear_majority
281813,60005440,20,20,20,0,1.0,Closed,clear_majority
281814,60005443,20,20,20,0,1.0,Closed,clear_majority
281815,60005461,20,20,20,0,1.0,Closed,clear_majority
281817,60005486,20,20,19,1,0.95,Closed,clear_majority
281818,60005487,20,20,20,0,1.0,Closed,clear_majority
281819,60005521,20,20,20,0,1.0,Closed,clear_majority
281820,60005522,20,20,20,0,1.0,Closed,clear_majority
281822,60004255,20,20,20,0,1.0,Closed,clear_majority
281823,60004513,20,20,20,0,1.0,Closed,clear_majority
281824,60004514,20,20,20,0,1.0,Closed,clear_majority
281825,60004549,20,20,20,0,1.0,Closed,clear_majority
281826,60004550,20,20,20,0,1.0,Closed,clear_majority
281827,60004841,17,17,17,0,1.0,Closed,clear_majority
281828,60004864,20,20,20,0,1.0,Closed,clear_majority
281832,60005015,20,20,19,1,0.95,Closed,clear_majority
281833,60005027,20,20,20,0,1.0,Closed,clear_majority
281834,60005028,20,20,20,0,1.0,Closed,clear_majority
281837,60005100,20,20,20,0,1.0,Closed,clear_majority
281838,60005101,20,20,20,0,1.0,Closed,clear_majority
281839,60005170,20,20,20,0,1.0,Closed,clear_majority
281840,60005171,20,20,20,0,1.0,Closed,clear_majority
281841,60005188,20,20,19,1,0.95,Closed,clear_majority
281842,60005189,20,20,20,0,1.0,Closed,clear_majority
281843,60005351,20,20,20,0,1.0,Closed,clear_majority
281844,60005619,20,20,20,0,1.0,Closed,clear_majority
281845,60005620,20,20,20,0,1.0,Closed,clear_majority
281846,60005654,20,20,20,0,1.0,Closed,clear_majority
281847,60005655,20,20,20,0,1.0,Closed,clear_majority
281848,60005668,20,20,20,0,1.0,Closed,clear_majority
281849,60005669,20,20,20,0,1.0,Closed,clear_majority
281850,60005677,20,20,20,0,1.0,Closed,clear_majority
281851,60005702,20,20,20,0,1.0,Closed,clear_majority
281852,60005728,20,20,20,0,1.0,Closed,clear_majority
281853,60005729,20,20,20,0,1.0,Closed,clear_majority
281854,60004021,20,20,20,0,1.0,Closed,clear_majority
281856,60007333,20,20,19,1,0.95,Closed,clear_majority
281857,60005092,20,20,20,0,1.0,Closed,clear_majority
281858,60007164,20,20,18,2,0.9,Closed,clear_majority
281861,60012124,20,20,20,0,1.0,Closed,clear_majority
281863,60007348,3,3,3,0,1.0,Closed,clear_majority
281864,60005093,20,20,20,0,1.0,Closed,clear_majority
281865,60007163,20,20,20,0,1.0,Closed,clear_majority
281871,60007799,6,6,6,0,1.0,Closed,clear_majority
281876,60003033,20,20,20,0,1.0,Closed,clear_majority
281877,60005736,20,20,20,0,1.0,Closed,clear_majority
281880,60070585,0,0,0,0,,,no_pto_data
281881,60003031,20,20,20,0,1.0,Closed,clear_majority
281885,60007675,20,20,20,0,1.0,Closed,clear_majority
281887,60005280,20,20,20,0,1.0,Closed,clear_majority
281888,60003652,20,20,20,0,1.0,Closed,clear_majority
281890,60005290,20,20,20,0,1.0,Closed,clear_majority
281891,60070584,0,0,0,0,,,no_pto_data
281892,60006878,20,20,20,0,1.0,Closed,clear_majority
281893,60005587,20,20,18,2,0.9,Closed,clear_majority
281895,60003032,20,20,20,0,1.0,Closed,clear_majority
281896,60005588,20,20,20,0,1.0,Closed,clear_majority
281898,60002911,20,20,20,0,1.0,Closed,clear_majority
281899,60003599,20,20,20,0,1.0,Closed,clear_majority
281901,60004466,20,20,20,0,1.0,Closed,clear_majority
281903,60004009,3,3,3,0,1.0,Closed,clear_majority
281904,60007162,20,20,20,0,1.0,Closed,clear_majority
281905,60066693,0,0,0,0,,,no_pto_data
281906,60066694,0,0,0,0,,,no_pto_data
281907,60007560,20,20,20,0,1.0,Closed,clear_majority
281908,60066695,0,0,0,0,,,no_pto_data
281909,60007559,20,20,20,0,1.0,Closed,clear_majority
281910,60066691,0,0,0,0,,,no_pto_data
281911,60066692,0,0,0,0,,,no_pto_data
281913,60007432,20,20,20,0,1.0,Closed,clear_majority
282179,60001468,20,20,19,1,0.95,Closed,clear_majority
284632,60003093,20,20,20,0,1.0,Closed,clear_majority
284898,60001751,20,20,20,0,1.0,Closed,clear_majority
285614,60002294,20,20,20,0,1.0,Closed,clear_majority
286654,60006504,20,20,20,0,1.0,Closed,clear_majority
287229,60008447,20,20,20,0,1.0,Closed,clear_majority
287370,60009161,20,20,20,0,1.0,Closed,clear_majority
288987,60004025,20,20,20,0,1.0,Closed,clear_majority
289426,60007185,20,20,20,0,1.0,Closed,clear_majority
289894,60001756,20,20,20,0,1.0,Closed,clear_majority
290001,60008356,20,20,20,0,1.0,Closed,clear_majority
290122,60000986,18,18,17,1,0.944,Closed,clear_majority
291551,60007053,20,20,20,0,1.0,Closed,clear_majority
292138,60008363,20,20,20,0,1.0,Closed,clear_majority
292332,60008561,20,20,20,0,1.0,Closed,clear_majority
292974,60007864,20,20,20,0,1.0,Closed,clear_majority
293090,60111514,17,17,17,0,1.0,Closed,clear_majority
293143,60111516,17,17,17,0,1.0,Closed,clear_majority
294640,60111895,17,17,17,0,1.0,Closed,clear_majority
295197,60008900,20,20,20,0,1.0,Closed,clear_majority
298072,60066696,0,0,0,0,,,no_pto_data
298086,60066697,0,0,0,0,,,no_pto_data
298100,60066698,0,0,0,0,,,no_pto_data
298141,60112588,17,17,17,0,1.0,Closed,clear_majority
298189,60111758,17,17,17,0,1.0,Closed,clear_majority
298190,60111760,17,17,17,0,1.0,Closed,clear_majority
298191,60111761,17,17,17,0,1.0,Closed,clear_majority
298249,60111754,17,17,17,0,1.0,Closed,clear_majority
298356,60111763,17,17,17,0,1.0,Closed,clear_majority
298401,60111762,17,17,17,0,1.0,Closed,clear_majority
298451,60010544,20,20,20,0,1.0,Closed,clear_majority
298453,60111759,17,17,17,0,1.0,Closed,clear_majority
298586,60010543,20,20,20,0,1.0,Closed,clear_majority
298774,60008908,19,19,19,0,1.0,Closed,clear_majority
299040,60007315,20,20,20,0,1.0,Closed,clear_majority
299066,60007194,20,20,20,0,1.0,Closed,clear_majority
299072,60007313,20,20,20,0,1.0,Closed,clear_majority
299084,60003420,20,20,20,0,1.0,Closed,clear_majority
299099,60002829,20,20,20,0,1.0,Closed,clear_majority
299123,60005232,20,20,20,0,1.0,Closed,clear_majority
299172,60007141,20,20,20,0,1.0,Closed,clear_majority
299206,60005431,20,20,20,0,1.0,Closed,clear_majority
299336,60001303,20,20,20,0,1.0,Closed,clear_majority
299561,60006860,20,20,20,0,1.0,Closed,clear_majority
299708,60008629,20,20,20,0,1.0,Closed,clear_majority
299736,60001304,20,20,20,0,1.0,Closed,clear_majority
299777,60004562,20,20,20,0,1.0,Closed,clear_majority
299841,60001234,20,20,20,0,1.0,Closed,clear_majority
299858,60006820,20,20,20,0,1.0,Closed,clear_majority
299863,60006304,20,20,20,0,1.0,Closed,clear_majority
299913,60111501,17,17,16,1,0.941,Closed,clear_majority
299914,60111504,17,17,17,0,1.0,Closed,clear_majority
299916,60111503,17,17,17,0,1.0,Closed,clear_majority
299922,60005349,20,20,20,0,1.0,Closed,clear_majority
299931,60005352,20,20,20,0,1.0,Closed,clear_majority
299935,60111506,17,17,17,0,1.0,Closed,clear_majority
299940,60111502,17,17,17,0,1.0,Closed,clear_majority
299942,60111505,17,17,17,0,1.0,Closed,clear_majority
299991,60001729,20,20,18,2,0.9,Closed,clear_majority
300051,60004528,20,20,20,0,1.0,Closed,clear_majority
300065,60007619,20,20,20,0,1.0,Closed,clear_majority
300091,60005175,20,20,20,0,1.0,Closed,clear_majority
300092,60005174,20,20,20,0,1.0,Closed,clear_majority
300093,60003584,20,20,20,0,1.0,Closed,clear_majority
300118,60004529,20,20,20,0,1.0,Closed,clear_majority
300128,60006566,20,20,20,0,1.0,Closed,clear_majority
300172,60110935,17,17,17,0,1.0,Closed,clear_majority
300390,60007499,20,20,20,0,1.0,Closed,clear_majority
300554,60003644,3,3,3,0,1.0,Closed,clear_majority
300557,60006376,20,20,20,0,1.0,Closed,clear_majority
300646,60005454,20,20,17,3,0.85,Closed,clear_majority
300717,60112418,17,17,17,0,1.0,Closed,clear_majority
300884,60007159,20,20,20,0,1.0,Closed,clear_majority
300920,60110934,17,17,17,0,1.0,Closed,clear_majority
300931,60006965,20,20,20,0,1.0,Closed,clear_majority
300935,60006928,20,20,20,0,1.0,Closed,clear_majority
301336,60003096,20,20,20,0,1.0,Closed,clear_majority
301490,60005960,20,20,20,0,1.0,Closed,clear_majority
301649,60005803,20,20,20,0,1.0,Closed,clear_majority
301689,60001759,20,20,20,0,1.0,Closed,clear_majority
301766,60001571,20,20,20,0,1.0,Closed,clear_majority
301797,60112576,17,17,17,0,1.0,Closed,clear_majority
301894,60112577,17,17,17,0,1.0,Closed,clear_majority
301897,60005959,20,20,20,0,1.0,Closed,clear_majority
302029,60006930,20,20,20,0,1.0,Closed,clear_majority
302059,60004620,20,20,0,20,0.0,Open,clear_majority
302096,60000382,20,20,20,0,1.0,Closed,clear_majority
302190,60003817,20,20,16,4,0.8,Closed,mixed
302197,60006623,20,20,20,0,1.0,Closed,clear_majority
302226,60012331,20,20,18,2,0.9,Closed,clear_majority
302244,60007061,20,20,18,2,0.9,Closed,clear_majority
302299,60112597,17,17,17,0,1.0,Closed,clear_majority
302404,60005981,20,20,20,0,1.0,Closed,clear_majority
302430,60001931,20,20,20,0,1.0,Closed,clear_majority
302456,60001769,20,20,20,0,1.0,Closed,clear_majority
302554,60111650,17,17,17,0,1.0,Closed,clear_majority
302618,60112267,17,17,17,0,1.0,Closed,clear_majority
302700,60003236,20,20,20,0,1.0,Closed,clear_majority
302760,60008945,20,20,20,0,1.0,Closed,clear_majority
302931,60002293,20,20,20,0,1.0,Closed,clear_majority
303323,60008393,20,20,20,0,1.0,Closed,clear_majority
303339,60011009,20,20,20,0,1.0,Closed,clear_majority
303394,60008392,20,20,20,0,1.0,Closed,clear_majority
303397,60003416,20,20,20,0,1.0,Closed,clear_majority
303479,60002238,20,20,20,0,1.0,Closed,clear_majority
303480,60008465,20,20,20,0,1.0,Closed,clear_majority
303506,60008464,20,20,20,0,1.0,Closed,clear_majority
303515,60008463,20,20,20,0,1.0,Closed,clear_majority
303538,60002239,20,20,20,0,1.0,Closed,clear_majority
303590,60005568,20,20,20,0,1.0,Closed,clear_majority
303989,60111511,16,16,16,0,1.0,Closed,clear_majority
303990,60007475,20,20,20,0,1.0,Closed,clear_majority
304027,60111512,17,17,17,0,1.0,Closed,clear_majority
304031,60111513,17,17,17,0,1.0,Closed,clear_majority
304032,60007694,20,20,20,0,1.0,Closed,clear_majority
304691,60004521,20,20,17,3,0.85,Closed,clear_majority
304697,60004522,20,20,16,4,0.8,Closed,mixed
304701,60001694,20,20,18,2,0.9,Closed,clear_majority
304707,60001695,20,20,17,3,0.85,Closed,clear_majority
304722,60006553,20,20,16,4,0.8,Closed,mixed
304725,60006554,20,20,15,5,0.75,Closed,mixed
304737,60000877,20,20,18,2,0.9,Closed,clear_majority
304744,60000991,20,20,17,3,0.85,Closed,clear_majority
304752,60000880,20,20,18,2,0.9,Closed,clear_majority
304757,60001055,20,20,17,3,0.85,Closed,clear_majority
304842,60009274,20,20,20,0,1.0,Closed,clear_majority
305147,60007439,20,20,20,0,1.0,Closed,clear_majority
305161,60007440,20,20,20,0,1.0,Closed,clear_majority
305270,60005245,20,20,20,0,1.0,Closed,clear_majority
305295,60005580,20,20,20,0,1.0,Closed,clear_majority
305422,60004969,20,20,15,5,0.75,Closed,mixed
305430,60004970,20,20,19,1,0.95,Closed,clear_majority
305433,60004316,20,20,20,0,1.0,Closed,clear_majority
305553,60006841,20,20,20,0,1.0,Closed,clear_majority
305583,60008505,20,20,20,0,1.0,Closed,clear_majority
305604,60111665,17,17,14,3,0.824,Closed,clear_majority
305613,60008952,20,20,20,0,1.0,Closed,clear_majority
305614,60111664,17,17,17,0,1.0,Closed,clear_majority
305618,60111666,17,17,3,14,0.176,Open,clear_majority
305690,60092094,0,0,0,0,,,no_pto_data
305780,60003897,20,20,20,0,1.0,Closed,clear_majority
305796,60003859,20,20,20,0,1.0,Closed,clear_majority
305885,60004317,20,20,20,0,1.0,Closed,clear_majority
306014,60001418,18,18,18,0,1.0,Closed,clear_majority
306036,60001419,18,18,18,0,1.0,Closed,clear_majority
306066,60007563,20,20,20,0,1.0,Closed,clear_majority
306111,60111823,17,17,17,0,1.0,Closed,clear_majority
306122,60111825,17,17,10,7,0.588,Closed,mixed
