teid,RdfId,PsseType,NodeType,CircuitIdentifier,Name,BusNumber1,BusName1,Substation1,BusNumber2,BusName2,Substation2,EquipmentName,OpEqName,branch_id,branch_name,b1,b2,ckt,DeviceType,FromName,ToName,OP_EQCODE,EQNAME,match_status,opeq_agrees,fuzzy_ratio,is_high_side
519,0000fe55-9dee-4d3d-927c-537ff86353e2,Branch,ACLineSegment,1,VND_PLCE_1 1 1 69kV,5586,VANDERBLTSB9,VANBLT69,5590,PLACEDOSUB9,PLCEDOS,1,VND_PLCE_1,60007734.0,VND_PLCE1,,,1,Line,PLACEDOSUB9,VANDERBLTSB9,VND_PLCE_1,1,matched,True,0.0,False
670184,00022b4d-dc40-4b0b-9986-03963aa796f8,Branch,ACLineSegment,1,CERROR_POTOS_1_1 1 1 138kV,6313,POTOSI_T4A,POTOSI_T,60063,CERRORIC4A,CERRORIC,1,CERROR_POTOSI1_1,60091702.0,CERROR_POTOSI1,,,1,Line,POTOSI_T4A,CERRORIC4A,CERROR_POTOSI1_1,1,matched,True,0.0,False
579211,0005e8c3-f1f5-4aea-8ff1-1574ab3cf065,Branch,ACLineSegment,1,138_TCM_CTL_1 1 1 138kV,38580,TNCATTAIL_1,CATTAIL,39141,TNTXCITYMN1,TXCITYMN,1,138_TCM_CTL_1,60012237.0,138_TCM_CTL1,,,1,Line,TNTXCITYMN1,TNCATTAIL_1,138_TCM_CTL_1,1,matched,True,0.0,False
25363,000a86f1-cca3-47cd-b789-6642d193464d,Branch,ACLineSegment,1,SILR_SILVER1_1 1 1 69kV,6427,SILVER,SILVER,6428,SILR2A,SILR,1,SILR_SILVER1_1,60007219.0,SILR_SILVER11,,,1,Line,SILVER,SILR2A,SILR_SILVER1_1,1,matched,True,0.0,False
713,00119def-8e80-43a3-a265-7261809cebf2,Branch,ACLineSegment,1,6435__M _M 1 138kV,2109,WHITE1_T8,WHTT1,2112,WHITE2_8,WHITE,_M,6435__M,60002138.0,6435_M,,,1,Line,WHITE2_T8,WHITE2_8,6435__M,_M,matched,True,0.0,False
1019,001824dd-7775-4032-912e-9557fca8b60e,Branch,ACLineSegment,1,33T218_1 1 1 138kV,7100,L_BURNET8_1Y,BURNET,7104,L_WIRTZ_8_1Y,WIRTZ,1,33T218_1,60001232.0,33T2181,,,1,Line,L_WIRTZ_8_1Y,L_BURNET8_1Y,33T218_1,1,matched,True,0.0,False
392116,0018c238-7773-4086-a054-ac610641fca9,Branch,ACLineSegment,1,138_LTB_ARW_1 1 1 138kV,38480,TNARROWHD_1,ARROWHD,60392,LOTEBUSH4A,LOTEBUSH,1,138_LTB_ARW_1,60009833.0,138_LTB_ARW1,,,1,Line,TNARROWHD_1,LOTEBUSH4A,138_LTB_ARW_1,1,matched,True,0.0,False
747861,00199401-0161-45e7-94ef-f11a787d98c5,Branch,ACLineSegment,1,1267_A _A 1 138kV,32,ROBERTSON,RBS,3707,CANNON_8,CANSW,_A,1267__A,60113935.0,1267_A,,,1,Line,ROBERTSON,CANNON_8,1267__A,_A,duplicate_resolved_by_opeqcode,True,0.0,False
1721,00201cbe-fbdf-4abb-adf8-53c69b2bc72e,Branch,ACLineSegment,1,1890_B _B 1 138kV,3564,WACO_MM11_8,WMMM2,3698,WACOMMP11_8,WMMMR,_B,1890__B,60000708.0,1890_B,,,1,Line,WACO_MM11_8,WACOMMP11_8,1890__B,_B,matched,True,0.0,False
603719,00344a59-3a88-49c8-8b39-456d0027eadf,Branch,ACLineSegment,1,YNG_WND_TL_1 _1 1 345kV,11523,THOMPRCE_5,TOMSW,152534,YNG_WND_5,YNG_WND,_1,YNG_WND_TL__1,60092515.0,YNG_WND_TL_1,,,1,Line,YNG_WND_5,THOMPRCE_5,YNG_WND_TL__1,_1,duplicate_resolved_by_opeqcode,True,0.0,False
1020,0037c8b2-8cf6-4b93-9ad9-aafcd8b633ba,Branch,ACLineSegment,1,CAL_WW_ODEM1_1 1 1 69kV,8810,ODEM2A,ODEM,8867,CAL_WWKS2A,CAL_WWKS,1,CAL_WW_ODEM1_1,60003624.0,CAL_WW_ODEM11,,,1,Line,CAL_WWKS2A,ODEM2A,CAL_WW_ODEM1_1,1,matched,True,0.0,False
430361,003bc1bf-3547-4043-b359-d0108f75fda0,Branch,ACLineSegment,1,6625_N _N 1 69kV,1524,BEAVER_T9,BVRTP,11545,BARELSPNG_T9,BSPPI,_N,6625__N,60010867.0,6625_N,,,1,Line,BEAVER_T9,BARELSPNG_T9,6625__N,_N,matched,True,0.0,False
5390,0057a6a9-cbf7-4ca6-a3b9-511355dcdbb7,Branch,ACLineSegment,1,875_C _C 1 138kV,1693,PARIS_SW1_8,PRSSW,1801,PAR_PUMP_T8,PRPTP,_C,875__C,60002713.0,875_C,,,1,Line,PARIS_SW1_8,PAR_PUMP_T8,875__C,_C,matched,True,0.0,False
1022,005ce5a6-964e-45d5-afd9-e7cc9cb8b8a4,Branch,ACLineSegment,1,6440__F _F 1 138kV,1489,SIKES_8,SIKES,1494,WFSTHOSP_8,WFSHP,_F,6440__F,60002152.0,6440_F,,,1,Line,SIKES_8,WFSTHOSP_8,6440__F,_F,matched,True,0.0,False
1044,005d8324-8f02-4f08-93db-60f00221382d,Branch,ACLineSegment,1,1645__B _B 1 138kV,2472,ROYSE_B8,RYSSW,2693,WYLIE_P8,WYLTP,_B,1645__B,60000541.0,1645_B,,,1,Line,ROYSE_B8,WYLIE_P8,1645__B,_B,matched,True,0.0,False
263010,006f3f0a-2a18-499f-b18e-9141062a6efe,Branch,ACLineSegment,1,LASPUL_RIOHON1_1 1 1 138kV,8319,RIOHONDO4A,RIOHONDO,80309,LASPULGA4A,LASPULGA,1,LASPUL_RIOHON1_1,60005762.0,LASPUL_RIOHON11,,,1,Line,LASPULGA4A,RIOHONDO4A,LASPUL_RIOHON1_1,1,matched,True,0.0,False
379141,00843155-9435-4994-b39f-efaf795263fb,Branch,ACLineSegment,1,6137_B _B 1 138kV,11149,HOWDEN_8,HWPOD,11362,FLOWRGRVE_8,FLGRV,_B,6137__B,60009488.0,6137_B,,,1,Line,GUNSIGHT_8,FLOWRGRVE_8,6137__B,_B,matched,True,0.0,False
2563,008ba2bd-0b27-4657-bd48-220017d4ec04,Branch,ACLineSegment,1,CKT_972_1 1 1 138kV,9079,MCNEIL_MB1,MCNEIL,9217,HOWARDLN,HWRDLN,1,CKT_972_1,60003931.0,CKT_9721,,,1,Line,MCNEIL_MB1,HOWARDLN,CKT_972_1,1,matched,True,0.0,False
4363,0094c2d1-d932-4c77-805b-790798ca9604,Branch,ACLineSegment,25,FD_WW_25_A A 25 138kV,47100,FONDRN_S25_8,FD,48416,WESTWD25TPA8,WW,A,FD_WW_25_A,60004699.0,FD_WW_25A,,,25,Line,FONDRN_S25_8,WESTWD25TPA8,FD_WW_25_A,A,matched,True,0.0,False
3285,009e6a69-74c3-413c-8b50-3a7fe3a13b4d,Branch,ACLineSegment,1,6935__E _E 1 69kV,1507,SHPFIELD_T9,SHFT2,1508,WFLLSBSN_T9,WFBTP,_E,6935__E,60002512.0,6935_E,,,1,Line,SHPFIELD_T9,WFLLSBSN_T9,6935__E,_E,matched,True,0.0,False
331163,00a99fe8-daf8-4ff2-b5c5-da9bef9d3864,Branch,ACLineSegment,1,1 1 138kV,32790,ENTERPRISE,ENTERPR,32799,BRYN_TAMU_B,TAM,1,TAM_ENT_1,60009202.0,TAM_ENT1,,,1,Line,ENTERPRISE,BRYN_TAMU_B,TAM_ENT_1,1,matched,True,0.0,False
365,00aee8ff-a362-4a1a-bf2e-e1627f6b4bfa,Branch,ACLineSegment,1,PELICA_WHITE_1_1 1 1 138kV,8961,WHITEPT4A,WHITE_PT,80259,PELICAN4A,PELICAN,1,PELICA_WHITE_1_1,60006671.0,PELICA_WHITE_11,,,1,Line,PELICAN4A,WHITEPT4A,PELICA_WHITE_1_1,1,matched,True,0.0,False
4567,00b285f6-1db5-47c0-8251-22dc7bec0e9c,Branch,ACLineSegment,1,1391_J_1 1 1 138kV,817,ROSEHILL,ROSEHILL,2740,GRLDBTWN_8,BBTWN,1,1391_J_1,60110563.0,1391_J,,,1,Line,ROSEHILL,GRLDBTWN_8,1391_J_1,1,duplicate_resolved_exact_duplicate,True,0.0,False
4568,00b43526-3de4-4a50-8efe-c23000dcf731,Branch,ACLineSegment,1,842__A _A 1 138kV,2523,PL_TENNY_8,PTENN,2570,PL_COMM2_8,PCOMM,_A,842__A,60002670.0,842_A,,,1,Line,PL_TENNY_8,PL_COMM2_8,842__A,_A,matched,True,0.0,False
4569,00b6d5b2-c2d2-44f9-a1da-828357aa36f2,Branch,ACLineSegment,1,269T362_1 1 1 138kV,70529,P_WHITES8_1_,WHITES,70531,P_BUTTER8_1_,BUTTER,1,269T362_1,60001032.0,269T3621,,,1,Line,P_WHITES8_1_,P_BUTTER8_1_,269T362_1,1,matched,True,0.0,False
472379,00c07d60-6a36-484b-a83b-7d47fbd59195,Branch,ACLineSegment,1,_E 1 138kV,3640,SALADO1_8,SALSW,13640,SALADO_S1_8,SALDS,_E,1710__E,60011210.0,1710_E,,,1,Line,SALADO1_8,SALADO_S1_8,1710__E,_E,matched,True,0.0,False
3117,00c5658c-1541-4588-85a3-a0185ebb1ee9,Branch,ACLineSegment,1,1340__B _B 1 138kV,3342,BAYOULC_8,BAYLC,3343,DOUGLAS_8,DGLAS,_B,1340__B,60000301.0,1340_B,,,1,Line,BAYOULC_8,DOUGLAS_8,1340__B,_B,matched,True,0.0,False
296,00c8245a-2cd0-4d10-87c5-07497b40e743,Branch,ACLineSegment,1,BED_NZL_1 1 1 138kV,9,BEDIAS,BED,25,NORTHZULCH,NZL,1,BED_NZL_1,60003248.0,BED_NZL1,,,1,Line,NORTHZULCH,BEDIAS,BED_NZL_1,1,matched,True,0.0,False
728601,00c85708-adda-47ce-9104-96be7dd96b90,Branch,ACLineSegment,1,PRIMAV_TERRAV1_1 1 1 138kV,8003,PRIMAVERA4A,PRIMAVER,8921,TERVERDE4A,TERRAVER,1,PRIMAV_TERRAV1_1,60097000.0,PRIMAV_TERRAV1,,,1,Line,PRIMAVERA4A,TERVERDE4A,PRIMAV_TERRAV1_1,1,matched,True,0.0,False
196,00d389a2-5b86-474d-9fbc-6470f7b4367c,Branch,ACLineSegment,1,670__A _A 1 138kV,1656,BRNWD_S_8,BRNSO,1661,BRNWD1_8,BRNWD,_A,670__A,60002361.0,670_A,,,1,Line,BRNWD_S_8,BRNWD1_8,670__A,_A,matched,True,0.0,False
408018,00d62917-d4db-4827-bff4-84edfa90140c,Branch,ACLineSegment,1,GIBBS_MCCAMP1_1 1 1 138kV,8173,GIBBS4A,GIBBS,80470,MCCAMPB4A,MCCAMPBE,1,GIBBS_MCCAMP1_1,60010263.0,GIBBS_MCCAMP11,,,1,Line,GIBBS4A,MCCAMPB4A,GIBBS_MCCAMP1_1,1,matched,True,0.0,False
833128,00df21d7-08cc-46c0-b441-550a5b48a19d,Branch,ACLineSegment,1,THORP_SPOCK1_1 1 1 138kV,474,SPOCK138,SPOCK,473,THORPSPRGS,THRPSPRG,1,THORP_SPOCK1_1,60104526.0,THORP_SPOCK1,,,1,Line,THORPSPRGS,SPOCK138,THORP_SPOCK1_1,1,matched,True,0.0,False
1583,00ed1a9d-d2de-426d-a101-f89790f2131b,Branch,ACLineSegment,1,BENFIC_SAPOWE1_1 1 1 138kV,6473,BENFICKL4A,BENFICKL,6480,SAPOWER4B,SAPOWER,1,BENFIC_SAPOWE1_1,60008076.0,BENFIC_SAPOWE11,,,1,Line,SAPOWER4B,BENFICKL4A,BENFIC_SAPOWE1_1,1,duplicate_resolved_by_opeqcode,True,0.0,False
615265,00ff2f07-d661-4a55-8ca0-d2d02968c24e,Branch,ACLineSegment,1,HOUSEMTN_LINE_1 1 1 69kV,6674,BRONCO2A,BRONCO,135782,HOUSEMT2_9,HOUSEMTN,1,HOUSEMTN_LINE_1,60012702.0,HOUSEMTN_LINE1,,,1,Line,BRONCO2A,HOUSEMT2_9,HOUSEMTN_LINE_1,1,matched,True,0.0,False
28242,0107c9b1-16d4-4ccf-bc22-d692f7d41444,Branch,ACLineSegment,1,VINSON_WALKER_1 1 1 138kV,60354,WALKERTA_8,WALKER,60355,VINSON4A,VINSON,1,VINSON_WALKER_1,60007724.0,VINSON_WALKER1,,,1,Line,WALKERTA_8,VINSON4A,VINSON_WALKER_1,1,matched,True,0.0,False
609728,010ce05a-7c17-43d8-86e3-6fbe270cda37,Branch,ACLineSegment,1,1561_C _C 1 138kV,1768,DEPORT_P8,DPREA,11768,HAWKHLOW_8,HWKSW,_C,1561__C,60012675.0,1561_C,,,1,Line,DEPORT_P8,HAWKHLOW_8,1561__C,_C,matched,True,0.0,False
828155,01103382-9729-47ed-aa2f-5c022345f676,Branch,ACLineSegment,02,HENWAP02_A A 02 345kV,44000,W_A_P__POI5A,WAP,114042,HEN_5,HEN,A,HENWAP02_A,60098480.0,HENWAP02A,,,02,Line,W_A_P__POI5A,HEN_5,HENWAP02_A,A,matched,True,0.0,False
1186,01111253-749c-425b-9e12-c49b7c5e8474,Branch,ACLineSegment,1,HIWAY__MORRIS1_1 1 1 138kV,8470,HIWAY_94A,HIWAY_9,8623,MORRIS4B,MORRIS,1,HIWAY__MORRIS1_1,60005341.0,HIWAY__MORRIS11,,,1,Line,HIWAY_94A,MORRIS4B,HIWAY__MORRIS1_1,1,matched,True,0.0,False
1444,01229778-2165-43d5-8950-30227d90fa04,Branch,ACLineSegment,1,3060__C _C 1 138kV,12442,PARKD_2EN8,PDSES,12446,MDLTM2_8,MDLTM,_C,3060__C,60001090.0,3060_C,,,1,Line,PARKD_2EN8,MDLTM2_8,3060__C,_C,matched,True,0.0,False
2320,0122ab14-584f-47c2-a56a-83c143f5b641,Branch,ACLineSegment,1,1430__D _D 1 138kV,3457,CORS_MOBT_8,CMOTP,3459,CORS_MAG1_8,CRMPM,_D,1430__D,60000408.0,1430_D,,,1,Line,CORS_MOBT_8,CORS_MAG1_8,1430__D,_D,matched,True,0.0,False
12063,0135a728-01ae-45e2-9203-4ace52706cfa,Branch,ACLineSegment,1,ENLSWRC_1 1 1 138kV,6834,ENLOE_SW,ENLSW_LC,17011,LKCRK_P8,ENPOI,1,ENLSWRC_1,60004597.0,ENLSWRC1,,,1,Line,ENLOE_SW,LKCRK_P8,ENLSWRC_1,1,matched,True,0.0,False
4575,0136416f-9b83-41e8-8a49-96e4d65358b0,Branch,ACLineSegment,1,466T466_1 1 1 69kV,70197,P_LEHIGH9_1_,LEHIGH,70508,P_CENTEX9_1_,CENTEX,1,466T466_1,60110585.0,466T466,,,1,Line,P_LEHIGH9_1_,P_CENTEX9_1_,466T466_1,1,duplicate_resolved_exact_duplicate,True,0.0,False
325393,01505f83-8484-4faa-a561-cd0ccc086c60,Branch,ACLineSegment,96,LP_SDY96_A A 96 138kV,40090,SANDY__S96_8,SDY,48214,LAPORT96TP_8,LP,A,LP_SDY96_A,60009233.0,LP_SDY96A,,,96,Line,SANDY__S96_8,LAPORT96TP_8,LP_SDY96_A,A,matched,True,0.0,False
1162,0156c5c8-6f0e-49df-a19c-fb61608be300,Branch,ACLineSegment,1,1 1 138kV,5648,LOYOLASUB8,LOYOLA,8899,ARMSTRON4A,ARMSTRON,1,ARMSTR_LOYOLA1_1,60003087.0,ARMSTR_LOYOLA11,,,1,Line,LOYOLASUB8,ARMSTRON4A,ARMSTR_LOYOLA1_1,1,matched,True,0.0,False
109256,01668b6e-e248-4fe1-ae66-9d6e4351f7f9,Branch,ACLineSegment,1,CUELCA_THOMAS1_1 1 1 138kV,7244,L_CUERO_8_1Y,CUERO,89450,THOMASTN4B,THOMASTN,1,CUELCA_THOMAS1_1,60004187.0,CUELCA_THOMAS11,,,1,Line,L_CUERO_8_1Y,THOMASTN4B,CUELCA_THOMAS1_1,1,matched,True,0.0,False
556821,016dd626-20d3-4004-bcc8-1c3df3715dc4,Branch,ACLineSegment,1,_A 1 138kV,2725,OAKGROVE_P8,OKGTP,2774,KNGCRK_8,KCRSW,_A,1854__A,60012132.0,1854_A,,,1,Line,KNGCRK_8,OAKGROVE_P8,1854__A,_A,matched,True,0.0,False
324748,0176fa1b-603d-4731-b2ad-cb44c228e381,Branch,ACLineSegment,1,HAISLE_MEDIOC1_1 1 1 138kV,8912,MEDIOCR4A,MEDIOCRK,8920,HAISLEY4A,HAISLEY,1,HAISLE_MEDIOC1_1,60009184.0,HAISLE_MEDIOC11,,,1,Line,MEDIOCR4A,HAISLEY4A,HAISLE_MEDIOC1_1,1,matched,True,0.0,False
665429,017ca2f8-6d76-45dc-a4bb-5f11ce143d15,Branch,ACLineSegment,1,JCKCN_HIDOUT_1 1 1 138kV,571,HIDEOUT,HIDEOUT,579,JCKCNTY8,JACKCNTY,1,JCKCN_HIDOUT_1,60089146.0,JCKCN_HIDOUT,,,1,Line,HIDEOUT,JCKCNTY8,JCKCN_HIDOUT_1,1,matched,True,0.0,False
94034,01847327-a7c6-4851-a365-f9c407e02a63,Branch,ACLineSegment,1,Q3_X4_1 1 1 138kV,5419,SWRI,X4,5423,TCC,Q3,1,Q3_X4_1,60006819.0,Q3_X41,,,1,Line,TCC,SWRI,Q3_X4_1,1,matched,True,0.0,False
455180,018509ab-2343-4315-8c1e-c8b199c495ff,Branch,ACLineSegment,1,6427_B _B 1 138kV,11402,ROUGHCRK_8,ROUGH,11403,LLOYDCRK_8,LCPOD,_B,6427__B,60011291.0,6427_B,,,1,Line,ROUGHCRK_8,LLOYDCRK_8,6427__B,_B,matched,True,0.0,False
589257,018f47fd-8613-4e19-a960-4fbb9c253ae9,Branch,ACLineSegment,1,JIMTRE_SALVAR2_1 1 1 345kV,60511,SALVARE7A,SALVARE,61001,JIMTREEC7A,JIMTREEC,1,JIMTRE_SALVAR2_1,60012791.0,JIMTRE_SALVAR21,,,1,Line,SALVARE7A,JIMTREEC7A,JIMTRE_SALVAR2_1,1,matched,True,0.0,False
596978,0191cdf0-6ed7-422f-9bb5-a02067081f75,Branch,ACLineSegment,85,AZ_BOG85_A A 85 138kV,40070,AIRPRO_POI_8,AZ,41460,BOGGY__POI_8,BOG,A,AZ_BOG85_A,60012606.0,AZ_BOG85A,,,85,Line,BOGGY__POI_8,AIRPRO_POI_8,AZ_BOG85_A,A,matched,True,0.0,False
3300,01a60301-3dda-492f-b0fa-b7362ca24702,Branch,ACLineSegment,1,138_DEL_DWC_1 1 1 138kV,38373,TNDELAWR__1,DELAWARE,38374,TNDELAWRC_1,DELAWARC,1,138_DEL_DWC_1,60008173.0,138_DEL_DWC1,,,1,Line,TNDELAWRC_1,TNDELAWR__1,138_DEL_DWC_1,1,duplicate_resolved_by_opeqcode,True,0.0,False
573487,01b67786-a810-4c52-b5b6-ea3a239e2af8,Branch,ACLineSegment,1,MCLNSLR_TLINE_1 1 1 138kV,8209,SHAKEPOI4A,ASHERTON,162543,MCLNSLR_8,MCLNSLR,1,MCLNSLR_TLINE_1,60012187.0,MCLNSLR_TLINE1,,,1,Line,SHAKEPOI4A,MCLNSLR_8,MCLNSLR_TLINE_1,1,matched,True,0.0,False
290001,01b7d863-e0b6-4dff-8de4-7375562cb281,Branch,ACLineSegment,1,JYBRD_MIL_1 1 1 138kV,320,JAYBIRD,JAYBIRD,331,RWMILLER,MIL,1,JYBRD_MIL_1,60008356.0,JYBRD_MIL1,,,1,Line,JAYBIRD,RWMILLER,JYBRD_MIL_1,1,matched,True,0.0,False
334,01bc1f52-3e6b-4472-afef-01283f0a1f6e,Branch,ACLineSegment,1,SCRYSW_RDCNY_1 1 1 138kV,729,SCURRYSWCH,SCURRYSW,180552,RDCANYON_1_8,RDCANYON,1,SCRYSW_RDCNY_1,60007143.0,SCRYSW_RDCNY1,,,1,Line,RDCANYON_1_8,SCURRYSWCH,SCRYSW_RDCNY_1,1,matched,True,0.0,False
724245,01bff446-2c8f-4b85-be7a-a3e8f5aadebf,Branch,ACLineSegment,1,1180_H _H 1 138kV,3347,CHAMPION_8,CHAMP,3747,KOLBLAKE_P8,KLPOD,_H,1180__H,60093237.0,1180_H,,,1,Line,CHAMPION_8,KOLBLAKE_P8,1180__H,_H,matched,True,0.0,True
1700,01c7f68c-9ddd-40f7-9ae3-ac237b311a60,Branch,ACLineSegment,1,3500__B _B 1 138kV,2885,BLKWEL2_8,BKWST,2887,JENKNS2_8,JNKNS,_B,3500__B,60001295.0,3500_B,,,1,Line,BLKWEL2_8,JENKNS2_8,3500__B,_B,matched,True,0.0,False
4582,01c8bd96-b846-44a5-b2c9-153ca839d2f9,Branch,ACLineSegment,1,DER_DILL_1 1 1 69kV,5842,DERBYSUB9,DERBYS,5860,DILLEYSUB9,DILLEYS,1,DER_DILL_1,60004273.0,DER_DILL1,,,1,Line,DERBYSUB9,DILLEYSUB9,DER_DILL_1,1,matched,True,0.0,False
864356,01df38c7-6804-4c2c-9ece-9efeeb307013,Branch,ACLineSegment,1,LEMAY_BANGL1_1 1 1 138kV,8079,BANGL4A,WWMBANGL,8627,LEMAY4A,LEMAY,1,LEMAY_BANGL1_1,60113299.0,LEMAY_BANGL11,,,1,Line,LEMAY4A,BANGL4A,LEMAY_BANGL1_1,1,matched,True,0.0,False
4583,01e080ce-3914-4430-b489-16d6fddb40a0,Branch,ACLineSegment,1,190__A _A 1 345kV,3405,THOUSE__5,THSES,3406,ELM_MOTT__5,ELMOT,_A,190__A,60000715.0,190_A,,,1,Line,THOUSE__5,ELM_MOTT__5,190__A,_A,matched,True,0.0,False
608745,01e658e5-46cb-4aa6-9240-f3793866c2fd,Branch,ACLineSegment,1,138_LIGON_FTB_1 1 1 138kV,9424,FTBLOCKS_8,FTBLOCKS,131453,KEO_2_8,KEO,1,138_LIGON_FTB_1,60012494.0,138_LIGON_FTB1,,,1,Line,KEO_2_8,FTBLOCKS_8,138_LIGON_FTB_1,1,matched,True,0.0,False
2193,01f5530e-1dab-4b1b-8895-40ce96009b06,Branch,ACLineSegment,1,6185__A _A 1 138kV,1955,CALMONT1_8,CMTSW,2088,WHILL2_8,WSTHL,_A,6185__A,60001955.0,6185_A,,,1,Line,CALMONT1_8,WHILL2_8,6185__A,_A,matched,True,0.0,False
3775,01f60028-4a81-443c-9084-cd8a947f88d5,Branch,ACLineSegment,35,CN_LOM35_A A 35 138kV,42260,CELNEC_X35B8,CN,42890,LOMAX__X35B8,LOM,A,CN_LOM35_A,60003994.0,CN_LOM35A,,,35,Line,LOMAX__X35B8,CELNEC_X35B8,CN_LOM35_A,A,matched,True,0.0,False
2639,01fac961-37a9-4395-af56-0de8bdf0c4e9,Branch,ACLineSegment,1,1110__C _C 1 138kV,2756,MSQTE1_8,MESQE,2769,ESIDE1T_8,EFTPN,_C,1110__C,60000124.0,1110_C,,,1,Line,MSQTE1_8,ESIDE1T_8,1110__C,_C,matched,True,0.0,False
188100,020f425f-2e45-4344-8dd5-248116df6e7e,Branch,ACLineSegment,1,182T580_1 1 1 138kV,78580,L_NIXOAE8_1Y,NIXOAE,78582,L_GILLET8_1Y,GILLET,1,182T580_1,60008504.0,182T5801,,,1,Line,L_NIXOAE8_1Y,L_GILLET8_1Y,182T580_1,1,duplicate_resolved_by_opeqcode,True,0.0,False
2863,0224bbff-2beb-462b-a950-c4feadbf11dc,Branch,ACLineSegment,1,1370__A _A 1 138kV,3155,DIBOLL_8,DIBOL,3327,DIBOLET_8,DIBSW,_A,1370__A,60000316.0,1370_A,,,1,Line,DIBOLL_8,DIBOLET_8,1370__A,_A,matched,True,0.0,False
605675,023eb64d-a89d-41d3-a203-5ca1122be126,Branch,ACLineSegment,1,3170_C _C 1 138kV,2985,BUNTIN2_8,BNTDR,3000,CCRESTS_8,CDCST,_C,3170__C,60012679.0,3170_C,,,1,Line,BUNTIN2_8,CCRESTS_8,3170__C,_C,matched,True,0.0,False
536975,023ec0c2-fcfc-44be-b594-5949bfa06f79,Branch,ACLineSegment,1,MADDUX_SANTIA1_1 1 1 138kV,6015,MADDUX4A,MADDUX,6490,SANTIAGO4A,SANTIAGO,1,MADDUX_SANTIA1_1,60012160.0,MADDUX_SANTIA11,,,1,Line,SANTIAGO4A,MADDUX4A,MADDUX_SANTIA1_1,1,matched,True,0.0,False
425,0241efdd-5cce-4475-9188-c84101f58101,Branch,ACLineSegment,1,6715__B _B 1 69kV,1197,CRANENORTH_9,CNPOI,1232,CRANEHUM_9,CRNHU,_B,6715__B,60002372.0,6715_B,,,1,Line,CRANENORTH_9,CRANEHUM_9,6715__B,_B,matched,True,0.0,False
3779,024de69b-1a5d-416b-8b86-84485a04aa93,Branch,ACLineSegment,35,ARMFT_35_A A 35 138kV,42120,ARMAND_X35B8,ARM,42610,FAIRMT__B138,FT,A,ARMFT_35_A,60003085.0,ARMFT_35A,,,35,Line,ARMAND_X35B8,FAIRMT__B138,ARMFT_35_A,A,matched,True,0.0,False
126440,0262245d-f3b8-4433-844c-594e7819b00c,Branch,ACLineSegment,1,11010__A _A 1 138kV,3110,STRYKER_8,SCSES,3301,GRESHRD_8,GRDSW,_A,11010__A,60000119.0,11010_A,,,1,Line,GRESHRD_8,STRYKER_8,11010__A,_A,matched,True,0.0,False
53844,02658f9a-55fb-43ab-8278-cde5383ef9e4,Branch,ACLineSegment,1,COOPERCK_KGRW_1 1 1 138kV,900,KINGSROW138,KNGSRW,906,COOPERCK,COOPERCK,1,COOPERCK_KGRW_1,60007950.0,COOPERCK_KGRW1,,,1,Line,KINGSROW138,COOPERCK,COOPERCK_KGRW_1,1,matched,True,0.0,False
4588,0268495d-014e-4b86-99b4-f540e9a7eca2,Branch,ACLineSegment,1,6120__A _A 1 138kV,1874,BENBRK_A_8,BNBSW,11874,BENBRKSUB1_8,BNBRK,_A,6120__A,60001893.0,6120_A,,,1,Line,BENBRK_A_8,BENBRKSUB1_8,6120__A,_A,matched,True,0.0,False
624203,02712932-c9b2-45e5-8016-c0658b58959a,Branch,ACLineSegment,3,_K 3 138kV,3372,BEWLEY_8,BEWLY,3594,MCGREG_T_8,MPHTP,_K,1830__K,60012916.0,1830_K,,,3,Line,BEWLEY_8,MCGREG_T_8,1830__K,_K,matched,True,0.0,False
300931,027a2775-56a0-465d-8041-be84b741dab4,Branch,ACLineSegment,1,RNDMOT_RICEBRD_1 1 1 69kV,5530,ROUNDMOTSW9,RMOTTSW,5535,RICEBIRDSW9,RICEBI,1,RNDMOT_RICEBRD_1,60006965.0,RNDMOT_RICEBRD1,,,1,Line,ROUNDMOTSW9,RICEBIRDSW9,RNDMOT_RICEBRD_1,1,matched,True,0.0,False
552333,027c6252-03b7-4cda-a31d-4a1c6d24f917,Branch,ACLineSegment,1,CKT_3137_1 1 1 345kV,9043,CISTERN,CISTERN,170604,BIG_STAR_5,BIG_STAR,1,CKT_3137_1,60012493.0,CKT_31371,,,1,Line,BIG_STAR_5,CISTERN,CKT_3137_1,1,matched,True,0.0,False
1417,02808edb-d982-466e-a25f-2b637d05d452,Branch,ACLineSegment,1,565__F _F 1 138kV,1750,SHER_S_8,SHSTH,1752,WHTMND_8,WHTMD,_F,565__F,60001717.0,565_F,,,1,Line,SHER_S_8,WHTMND_8,565__F,_F,matched,True,0.0,False
1332,0287f292-1876-4dd1-9a22-2ec7eb35eb15,Branch,ACLineSegment,1,280__A _A 1 345kV,3409,LAKE_CRK1_5,LCSES,20108,TEMPTHSES,THSES,_A,280__A,60001047.0,280_A,,,1,Line,THOUSE_A_5,LAKE_CRK1_5,280__A,_A,matched,True,0.0,False
314626,0289d40a-9c4a-4d40-86f4-3b265e6411e3,Branch,ACLineSegment,1,DUP10_1 1 1 138kV,110682,DUP1_V_1_8,DUP1_V,110688,STONERSY_2,STONERSY,1,DUP10_1,60008780.0,DUP101,,,1,Line,DUP1_V_1_8,STONERSY_2,DUP10_1,1,matched,True,0.0,False
