teid,RdfId,PsseType,NodeType,CircuitIdentifier,Name,BusNumber1,BusName1,Substation1,BusNumber2,BusName2,Substation2,EquipmentName,OpEqName,branch_id,branch_name,b1,b2,ckt,DeviceType,FromName,ToName,OP_EQCODE,EQNAME,match_status,opeq_agrees,fuzzy_ratio,is_high_side
298588,a3c72c00-6b3e-477f-877f-61431028359e,Branch,SeriesCompensator,SG,1,110114,DOWG_DOW_G61,DOWGEN,110118,DOW_61_2_64,DOWGEN,1,DOW_RE-T610_1,,,,,,,,,,,unmatched,False,0.0,False
281745,a3e5abb0-26a1-47c2-a5fe-cb86f295e420,Branch,SeriesCompensator,S3,1,170238,HHGT_1_8,HHGT,170243,HHGT_X1_8,HHGT,1,CALHHGT_1,60003637.0,CALHHGT1,,,S3,Line,HHGT_1_8,HHGT_X1_8,CALHHGT_1,1,matched,True,0.0,False
281746,a3efb7b8-ab05-439f-8ffe-df4e8d28ef66,Branch,SeriesCompensator,S6,1,110276,AMOCOOIL_3_8,AMOCOOIL,110279,AMOCOOIL_6_8,AMOCOOIL,1,AMOCO_CHEM1_1,60003030.0,AMOCO_CHEM11,,,S6,Line,AMOCOOIL_3_8,AMOCOOIL_6_8,AMOCO_CHEM1_1,1,matched,True,0.0,False
438548,a482fa1d-a4e7-469f-851d-51bddd6489a6,Branch,SeriesCompensator,1,1,80210,TORRPOI7A,LOBO,80219,LOBO7A,LOBO,1,LOBO_SERDEV1_1,60011023.0,LOBO_SERDEV11,,,1,Line,TORRPOI7A,LOBO7A,LOBO_SERDEV1_1,1,matched,True,0.0,False
281747,a5480004-57a9-4934-b4c1-5b9e18585c52,Branch,SeriesCompensator,24,1,47072,DUNVAL_T24_8,DV,48089,DUNVAL24TP_8,DV,1,DV_TAP24_1,60004467.0,DV_TAP241,,,24,Line,DUNVAL24TP_8,DUNVAL_T24_8,DV_TAP24_1,1,matched,True,0.0,False
728935,a60ac74c-ef96-4636-9c4f-1bd05e178dad,Branch,SeriesCompensator,1,1,144662,BKSL_ESS_5,BKSL_ESS,144663,BKSL_ESS_6,BKSL_ESS,1,BKSL_TLINE_1,60095305.0,BKSL_TLINE,,,1,Line,BKSL_ESS_5,BKSL_ESS_6,BKSL_TLINE_1,1,matched,True,0.0,False
281854,a62dbf2a-a80a-4538-950d-e37c7ecda082,Branch,SeriesCompensator,1,1,8162,COLETO4A,COLETO,160122,COLETO_1_8,COLETO,1,COL_COLETOG1_1,60004021.0,COL_COLETOG11,,,1,Line,COLETO_1_8,COLETO4A,COL_COLETOG1_1,1,matched,True,0.0,False
281797,a6a4692a-4fff-4a39-aca6-35620a078215,Branch,SeriesCompensator,84,1,40012,CEDAR_84T2_8,CD,48065,CEDAR_84TP_8,CD,1,CD_TAP84_1,60003732.0,CD_TAP841,,,84,Line,CEDAR_84T2_8,CEDAR_84TP_8,CD_TAP84_1,1,matched,True,0.0,False
281675,a6a85c40-b5ac-487f-a571-099de7f0292b,Branch,SeriesCompensator,95,1,46281,RITTEN95T1_8,RU,48323,RITTEN95TP_8,RU,1,RU_TAP95_1,60007015.0,RU_TAP951,,,95,Line,RITTEN95T1_8,RITTEN95TP_8,RU_TAP95_1,1,matched,True,0.0,False
859628,a7016b6b-48d5-4b81-b1ef-1404d105988b,Branch,SeriesCompensator,60,1,44540,ORCHRD_S60A8,OR,44545,ORCHRD_S60B8,OR,1,OR_OR_60_1,60104282.0,OR_OR_601,,,60,Line,ORCHRD_S60B8,ORCHRD_S60A8,OR_OR_60_1,1,matched,True,0.0,False
863382,a86bb1f3-15cf-421a-a303-9e13d33c0bdd,Branch,SeriesCompensator,1,1,6235,ABMULCW7A,MULBERRY,60516,LANCIUM7A,MULBERRY,1,LANCIU_SERDEV1_1,60104951.0,LANCIU_SERDEV11,,,1,Line,LANCIUM7A,ABMULCW7A,LANCIU_SERDEV1_1,1,matched,True,0.0,False
305422,a8e647e7-8611-46ba-8209-b858697f686a,Branch,SeriesCompensator,S1,1,60700,GAUSS7A,GAUSS,60701,GAUSS7B,GAUSS,1,GAUSS_C1_1,60004969.0,GAUSS_C11,,,S1,Line,GAUSS7A,GAUSS7B,GAUSS_C1_1,1,matched,True,0.0,False
305430,a9414888-a2a6-42e5-b1a9-20f99fe17416,Branch,SeriesCompensator,S1,1,60702,GAUSS7C,GAUSS,60703,GAUSS7D,GAUSS,1,GAUSS_C2_1,60004970.0,GAUSS_C21,,,S1,Line,GAUSS7C,GAUSS7D,GAUSS_C2_1,1,matched,True,0.0,False
452753,a95ac37b-1493-4071-964f-cf59152382cc,Branch,SeriesCompensator,2,1,60514,CLEARCRO7B,CLEARCRO,60515,CLEARCRO7A,CLEARCRO,1,CLEA_SERDEV2_1,60011357.0,CLEA_SERDEV21,,,2,Line,CLEARCRO7B,CLEARCRO7A,CLEA_SERDEV2_1,1,matched,True,0.0,False
281711,aa256a8e-9e53-4fb0-b7a1-ee78c6bed136,Branch,SeriesCompensator,93,1,43501,WEBSTR93T1_8,WEB,48392,WEBSTR93T9_8,WEB,1,WEBTAP93_1,60007789.0,WEBTAP931,,,93,Line,WEBSTR93T1_8,WEBSTR93T9_8,WEBTAP93_1,1,matched,True,0.0,False
281794,aab5a94d-75af-40d1-a3bd-979c04fbab4a,Branch,SeriesCompensator,21,1,45681,CAMBEL_T21_8,CB,48057,CAMBEL21TP_8,CB,1,CB_TAP21_1,60003680.0,CB_TAP211,,,21,Line,CAMBEL_T21_8,CAMBEL21TP_8,CB_TAP21_1,1,matched,True,0.0,False
437545,abb770ea-cd97-4e9d-88f4-bebe0a85072f,Branch,SeriesCompensator,BT,1,8290,LAREDO2A,LAREDO,8530,LAREDO2B,LAREDO,1,LAREDO_SERDEV1_1,60010932.0,LAREDO_SERDEV11,,,BT,Line,LAREDO2A,LAREDO2B,LAREDO_SERDEV1_1,1,matched,True,0.0,False
281663,ac1a3de6-b5b3-4b7f-b4ce-04ad5a131c2d,Branch,SeriesCompensator,91,1,43052,PEARLD91T2_8,PE,48278,PEARLD91TP_8,PE,1,PE_TAP91_1,60006649.0,PE_TAP911,,,91,Line,PEARLD91T2_8,PEARLD91TP_8,PE_TAP91_1,1,matched,True,0.0,False
281815,ac911845-8c2c-46c9-b5d5-aadb93804a2a,Branch,SeriesCompensator,05,1,44343,IMPERL05T3_8,IM,48161,IMPERL05TP_8,IM,1,IM_TAP05_1,60005461.0,IM_TAP051,,,05,Line,IMPERL05T3_8,IMPERL05TP_8,IM_TAP05_1,1,matched,True,0.0,False
676602,ac93a6e2-618e-403b-99e0-ecdd97c28eb7,Branch,SeriesCompensator,94,1,40615,GALENA94T5_8,GP,48613,GALENA94TP_8,GP,1,GP_TPB94_1,60091456.0,GP_TPB94,,,94,Line,GALENA__B138,GALENA94T5_8,GP_TPB94_1,1,matched,True,0.0,False
647607,ad4afb60-0bc1-4af2-a427-0f40ca8ba099,Branch,SeriesCompensator,1,1,111532,MYR_S2,MYR,113311,MYR_B1,MYR,1,BR1_1,,,,,,,,,,,unmatched,False,0.0,False
83190,ad57d539-7a31-45a8-b2a1-5506911c5b3b,Branch,SeriesCompensator,1,1,140753,HRFDWIND_5,HRFDWIND,141053,JRDWIND_5,HRFDWIND,1,JR_TLINE_1,60005570.0,JR_TLINE1,,,1,Line,JRDWIND_5,HRFDWIND_5,JR_TLINE_1,1,matched,True,0.0,False
546781,ad6fd81f-1a1c-4e32-8cf4-da317affc1f8,Branch,SeriesCompensator,1,1,60722,COULOMB7A,COULOMB,60725,SISUPOI7A,COULOMB,1,COULOM_SERDEV1_1,60012029.0,COULOM_SERDEV11,,,1,Line,COULOMB7A,SISUPOI7A,COULOM_SERDEV1_1,1,matched,True,0.0,False
420660,ad7d4156-a4cb-45a4-b437-b0590939bd84,Branch,SeriesCompensator,1,1,8172,VICTORIA4A,VICTORIA,110883,VIC_SU5,VICTORIA,1,GSU5-SWYD_1,60010260.0,GSU5-SWYD1,,,1,Line,VIC_SU5,VICTORIA4A,GSU5-SWYD_1,1,matched,True,0.0,False
452752,ada7d9e9-d33f-4064-be12-179216185975,Branch,SeriesCompensator,1,1,60514,CLEARCRO7B,CLEARCRO,60515,CLEARCRO7A,CLEARCRO,1,CLEARC_SERDEV1_1,60011356.0,CLEARC_SERDEV11,,,1,Line,CLEARCRO7B,CLEARCRO7A,CLEARC_SERDEV1_1,1,matched,True,0.0,False
281750,adbd75ab-187c-44ae-9881-234bae9a27f2,Branch,SeriesCompensator,S4,1,170242,HHGT_5_8,HHGT,170244,HHGT_X2_8,HHGT,1,HH4HHGT_1,60005289.0,HH4HHGT1,,,S4,Line,HHGT_X2_8,HHGT_5_8,HH4HHGT_1,1,matched,True,0.0,False
281822,add959bc-deb0-425b-8234-14d486e2101a,Branch,SeriesCompensator,96,1,40442,DEERPK96T2_8,DE,48085,DEERPK96TP_8,DE,1,DE_TAP96_1,60004255.0,DE_TAP961,,,96,Line,DEERPK96T2_8,DEERPK96TP_8,DE_TAP96_1,1,matched,True,0.0,False
21369,ae26d43f-28c6-4d4e-a7a2-fed7a047536c,Branch,SeriesCompensator,1,1,110153,DOWGEN_14_8,DOWGEN,110155,DOWGEN_16_8,DOWGEN,1,DOW_RE-L99_1,60004357.0,DOW_RE-L991,,,1,Line,DOWGEN_16_8,DOWGEN_14_8,DOW_RE-L99_1,1,matched,True,0.0,False
281838,af999d35-63ea-4798-a9cd-4d2cbb1b9c03,Branch,SeriesCompensator,90,1,45822,GREENS90T2_8,GR,48135,GREENS90TP_8,GR,1,GR_TAP90_1,60005101.0,GR_TAP901,,,90,Line,GREENS90TP_8,GREENS90T2_8,GR_TAP90_1,1,matched,True,0.0,False
327201,b018d8a8-dbd5-4922-bfed-5af58dc01e36,Branch,SeriesCompensator,36,1,48006,SEADOC36TP_8,DOC,48999,SEAWAY36TP_8,DOC,1,DOCDOC36_1,60011645.0,DOCDOC361,,,36,Line,SEADOC36TP_8,SEAWAY36TP_8,DOCDOC36_1,1,matched,True,0.0,False
281825,b04508e9-7542-49b1-ae7b-caab3f335455,Branch,SeriesCompensator,07,1,42581,ELLING07T1_8,EL,48100,ELLING07TP_8,EL,1,EL_TAP07_1,60004549.0,EL_TAP071,,,07,Line,ELLING07TP_8,ELLING07T1_8,EL_TAP07_1,1,matched,True,0.0,False
467419,b07f1e79-32cc-408f-9076-f813f252c85d,Branch,SeriesCompensator,BT,1,80308,DELSOL7B,DELSOL,80355,DELSOL7A,DELSOL,1,DELSOL_SERDEV1_1,60092093.0,DELSOL_SERDEV1,,,BT,Line,DELSOL7B,DELSOL7A,DELSOL_SERDEV1_1,1,matched,True,0.0,False
281751,b104976a-f029-4277-b743-798a18cd030e,Branch,SeriesCompensator,2,1,2439,CNVLSW_W8,CNRSW,900503,CNVLSW_R_W8,CNRSW,1,CNRSW_SERDEV1_1,60004008.0,CNRSW_SERDEV11,,,2,Line,CNVLSW_W8,CNVLSW_R_W8,CNRSW_SERDEV1_1,1,matched,True,0.0,False
298590,b1d71b12-11d5-4f1a-906c-0fc7026e5ddb,Branch,SeriesCompensator,SG,1,110126,DOW_G66_ST65,DOWGEN,110199,DOW_T670,DOWGEN,1,DOW_RE-T670_1,,,,,,,,,,,unmatched,False,0.0,False
281795,b1fd68a0-0bf3-4b29-8ba8-fc18defd0881,Branch,SeriesCompensator,07,1,48013,CHOC_B07TP_8,CC,48060,ALMEDA07TP_8,CC,1,CC_CC_07_1,60003721.0,CC_CC_071,,,07,Line,CHOC_B07TP_8,ALMEDA07TP_8,CC_CC_07_1,1,matched,True,0.0,False
34553,b2964079-3baf-4a55-a7b5-3f05964a18a9,Branch,SeriesCompensator,SG,1,110111,DOWG_DOW_G37,DOWGEN,110112,DOWGEN_1,DOWGEN,1,DOW37_1,,,,,,,,,,,unmatched,False,0.0,False
281705,b30f02ee-a070-49d7-9d8f-954982cf7fbb,Branch,SeriesCompensator,73,1,44801,WOODCK_T73_8,WD,48398,WOODCK73TP_8,WD,1,WD_TAP73_1,60007775.0,WD_TAP731,,,73,Line,WOODCK_T73_8,WOODCK73TP_8,WD_TAP73_1,1,matched,True,0.0,False
281754,b3d36177-00e3-4c38-bfe8-59e1eb5fc204,Branch,SeriesCompensator,1,1,131753,PC_SOUTH_1_5,PC_SOUTH,131754,PC_SOUTH_2_5,PC_SOUTH,1,PC3_LINE_1,60006647.0,PC3_LINE1,,,1,Line,PC_SOUTH_1_5,PC_SOUTH_2_5,PC3_LINE_1,1,matched,True,0.0,False
281849,b411eca7-4e81-4eb5-be71-6c8c5aca2096,Branch,SeriesCompensator,08,1,47331,KNIGHT08T1_8,KN,48198,KNIGHT08TP_8,KN,1,KN_TAP08_1,60005669.0,KN_TAP081,,,08,Line,KNIGHT08T1_8,KNIGHT08TP_8,KN_TAP08_1,1,matched,True,0.0,False
281642,b444b5ae-6244-4ce9-bc87-ae75adb12572,Branch,SeriesCompensator,86,1,46031,LOCKWD86T1_8,LW,48227,LOCKWD86TP_8,LW,1,LW_TAP86_1,60005971.0,LW_TAP861,,,86,Line,LOCKWD86T1_8,LOCKWD86TP_8,LW_TAP86_1,1,matched,True,0.0,False
72989,b4978605-c927-47a0-a6db-747098743df3,Branch,SeriesCompensator,1,1,111101,RNPCOGEN_1,MIN,111102,RNPCOGEN_4,MIN,1,COGEN_L1_1,,,,,,,,,,,unmatched,False,0.0,False
281755,b533205f-082c-4949-9322-58b7d16d3219,Branch,SeriesCompensator,S2,1,180755,CAPRIDGE_2_8,CAPRIDGE,180757,CAPRIDGE_3_8,CAPRIDGE,1,CAPRDG2_CAPRG3_1,60003653.0,CAPRDG2_CAPRG31,,,S2,Line,CAPRIDGE_3_8,CAPRIDGE_2_8,CAPRDG2_CAPRG3_1,1,matched,True,0.0,False
281896,b537744d-cd2e-41fd-806c-0077d2283ca7,Branch,SeriesCompensator,75,1,45972,KUYDAL75T2_5,KDL,48205,KUYDAL75TP_5,KDL,1,KDLTAP75_1,60005588.0,KDLTAP751,,,75,Line,KUYDAL75TP_5,KUYDAL75T2_5,KDLTAP75_1,1,matched,True,0.0,False
281840,b56e5bd3-3e63-47f2-80fa-6ecedd096efc,Branch,SeriesCompensator,95,1,45783,GEARS_95T3_8,GZ,48139,GEARS_95TP_8,GZ,1,GZ_TAP95_1,60005171.0,GZ_TAP951,,,95,Line,GEARS_95TP_8,GEARS_95T3_8,GZ_TAP95_1,1,matched,True,0.0,False
281632,b5e69054-695e-41c8-830b-136e00274387,Branch,SeriesCompensator,S1,1,180454,BUFF_GAP_1_8,BUFF_GAP,180455,BUFF_GAP_2_8,BUFF_GAP,1,BUFG_CIREL_1A_1,60003545.0,BUFG_CIREL_1A1,,,S1,Line,BUFF_GAP_1_8,BUFF_GAP_2_8,BUFG_CIREL_1A_1,1,matched,True,0.0,False
423091,b68dbddb-4778-404c-8725-b8d5ff9b6801,Branch,SeriesCompensator,BT,1,8608,PAVLOV4A,PAVLOV,8614,PAVLOV4B,PAVLOV,1,PAVLOV_SERDEV1_1,60010948.0,PAVLOV_SERDEV11,,,BT,Line,PAVLOV4B,PAVLOV4A,PAVLOV_SERDEV1_1,1,matched,True,0.0,False
281669,b6bc2e3d-fd45-4751-ab68-3a3b8c8f0230,Branch,SeriesCompensator,94,1,41227,PARKWY94T7_8,PW,48296,PARKWY94TP_8,PW,1,PW_TAP94_1,60006808.0,PW_TAP941,,,94,Line,PARKWY94T7_8,PARKWY94TP_8,PW_TAP94_1,1,matched,True,0.0,False
616203,b76ef53a-aaec-4b8d-8101-b007d3800238,Branch,SeriesCompensator,1,1,8951,STEWART4A,STEWART,8974,STEWART4C,STEWART,1,STEWRT_SERDEV2_1,60012727.0,STEWRT_SERDEV21,,,1,Line,STEWART4A,STEWART4C,STEWRT_SERDEV2_1,1,matched,True,0.0,False
724071,b824c8eb-ac1a-4e91-9f92-e2a5a84d9e50,Branch,SeriesCompensator,1,1,154422,DSWL_ESS_5,DSWL_ESS,154423,DSWL_ESS_SC,DSWL_ESS,1,DSWL_SC_1,60095307.0,DSWL_SC,,,1,Line,DSWL_ESS_5,DSWL_ESS_SC,DSWL_SC_1,1,matched,True,0.0,False
341335,b83503f1-a373-456d-af70-01d5ca2cd1b6,Branch,SeriesCompensator,SG,1,110949,SL_5,SL,110953,SL_9,SL,1,SL_RX1302_1,,,,,,,,,,,unmatched,False,0.0,False
863575,b8383e93-c773-44e7-9ca0-8fa28f197017,Branch,SeriesCompensator,BT,1,85352,POMPATAP4B,POMPATAP,8535,POMPANO4A,POMPATAP,1,POMPAT_SERDEV_1,60105062.0,POMPAT_SERDEV1,,,BT,Line,POMPATAP4B,POMPANO4A,POMPAT_SERDEV_1,1,matched,True,0.0,False
498358,b8cdd257-6887-4359-9bb3-9986d740332a,Branch,SeriesCompensator,65,1,46564,WALLER65T4_8,WL,48564,WALLER65TP_8,WL,1,WL_TAP65_1,60011641.0,WL_TAP651,,,65,Line,WALLER65T4_8,WALLER65TP_8,WL_TAP65_1,1,matched,True,0.0,False
314859,ba56d1ab-bbc6-461c-aab9-aedf3dae2b91,Branch,SeriesCompensator,1,1,110684,DUPV1_1_8,DUPV1,110692,DUPV1_3_8,DUPV1,1,DUP11_1,60098081.0,DUP111,,,1,Line,DUPV1_3_8,DUPV1_1_8,DUP11_1,1,duplicate_resolved_by_opeqcode,True,0.0,False
76185,ba7b6cf6-812f-477e-80f8-bdfb33141673,Branch,SeriesCompensator,2,1,110471,FORFPC_1_8,FORMOSA,110475,FORCFB_2_8,FORMOSA,1,CFB2_1,60010501.0,CFB21,,,2,Line,FORFPC_1_8,FORCFB_2_8,CFB2_1,1,matched,True,0.0,False
281844,bab37280-e613-4a11-a346-64a3d9202e3b,Branch,SeriesCompensator,94,1,40914,KING__94T4_8,KG,48186,KING__94TPB8,KG,1,KG1TAP94_1,60005619.0,KG1TAP941,,,94,Line,KING__94T4_8,KING__94TPB8,KG1TAP94_1,1,matched,True,0.0,False
696806,bac5514f-2505-4b6c-8096-81049c6bdf4d,Branch,SeriesCompensator,79,1,42852,SEABOK79T2_8,SBK,48852,SEABOK79TP_8,SBK,1,SBKTAP79_1,60091730.0,SBKTAP79,,,79,Line,SEABOK79T2_8,SEABOK79TP_8,SBKTAP79_1,1,matched,True,0.0,False
504767,bbe729dd-7803-4954-a311-7d0df711b08f,Branch,SeriesCompensator,BT,1,8609,SSIDE4B,SOUTH_SI,8617,SSIDE4C,SOUTH_SI,1,SOUTH_SERDEV2_1,60011575.0,SOUTH_SERDEV21,,,BT,Line,SSIDE4B,SSIDE4C,SOUTH_SERDEV2_1,1,matched,True,0.0,False
730942,bdb32740-ef49-4ae9-a05e-4ed3cd5c0969,Branch,SeriesCompensator,1,1,8795,ROMA_SW4A,ROMA_SW,88795,STARRPOI4A,ROMA_SW,1,ROMASW_SERDEV1_1,60094242.0,ROMASW_SERDEV1,,,1,Line,ROMA_SW4A,STARRPOI4A,ROMASW_SERDEV1_1,1,matched,True,0.0,False
56912,be213911-1d31-42cc-95bf-0fb446e3aacc,Branch,SeriesCompensator,2,1,110131,DOWGEN_5_8,DOWGEN,110133,DOWGEN_6_8,DOWGEN,1,DOW02A_1,60004369.0,DOW02A1,,,2,Line,DOWGEN_5_8,DOWGEN_6_8,DOW02A_1,1,duplicate_resolved_by_opeqcode,True,0.0,False
847514,be473f55-f345-4f88-bd97-8b2f6aa44946,Branch,SeriesCompensator,1,1,145561,QTUM_SLR_5,QTUM_SLR,145569,QTUM_SLR_TL,QTUM_SLR,1,QTUM_SLR_TLINE_1,60104054.0,QTUM_SLR_TLINE,,,1,Line,QTUM_SLR_5,QTUM_SLR_TL,QTUM_SLR_TLINE_1,1,matched,True,0.0,False
281823,be688aae-b18d-435b-99c2-dc4f19eee4ca,Branch,SeriesCompensator,91,1,42561,ELDORA91T1_8,ED,48095,ELDORA91TP_8,ED,1,ED_TAP91_1,60004513.0,ED_TAP911,,,91,Line,ELDORA91T1_8,ELDORA91TP_8,ED_TAP91_1,1,matched,True,0.0,False
281804,be9a16ae-7833-4fad-bfeb-4bcd6a5e347b,Branch,SeriesCompensator,95,1,48071,CLERLK95TP_8,CK,48122,GENOA_95TP_8,CK,1,CK_TAP95_1,60003843.0,CK_TAP951,,,95,Line,CLERLK95TP_8,GENOA_95TP_8,CK_TAP95_1,1,matched,True,0.0,False
507813,beaa8b30-caa7-4357-90bd-5350cc6d5dad,Branch,SeriesCompensator,GL,1,46020,LIMEST_POI_5,LEG,49209,GENLEG2_02_5,LEG,1,LEGGEN02_1,60011670.0,LEGGEN021,,,GL,Line,LIMEST_POI_5,GENLEG2_02_5,LEGGEN02_1,1,matched,True,0.0,False
438945,bed47a82-79b5-42a1-8a89-1f1f01f65dd6,Branch,SeriesCompensator,BT,1,8116,CELANEBC4A,CELANEBC,8139,CELNEBC4B,CELANEBC,1,CELANE_SERDEV3_1,60010924.0,CELANE_SERDEV31,,,BT,Line,CELANEBC4A,CELNEBC4B,CELANE_SERDEV3_1,1,matched,True,0.0,False
281841,bee27cf2-c0bd-402f-a3dd-2b96bc0f5247,Branch,SeriesCompensator,06,1,42761,MY_HA__T06_8,HA,48249,MARYCK06TP_8,HA,1,HA_TAP06_1,60005188.0,HA_TAP061,,,06,Line,MY_HA__T06_8,MARYCK06TP_8,HA_TAP06_1,1,matched,True,0.0,False
517409,bee471fa-b44a-4e31-8762-dc8fa70e7036,Branch,SeriesCompensator,GL,1,44010,W_A_P__POI8A,WAP,49217,GENWAPGT01_8,WAP,1,WAPGT101_1,60012018.0,WAPGT1011,,,GL,Line,GENWAPGT01_8,W_A_P__POI8A,WAPGT101_1,1,matched,True,0.0,False
507755,bf227114-9227-47cb-ba05-897402ca342e,Branch,SeriesCompensator,GL,1,40010,CEDARP_B138A,CBY,49201,GENCBY2_02_8,CBY,1,CBYGEN02_1,60011615.0,CBYGEN021,,,GL,Line,GENCBY2_02_8,CEDARP_B138A,CBYGEN02_1,1,matched,True,0.0,False
281753,bf3220a5-ea2b-4031-9d9b-b5cfcf4df85b,Branch,SeriesCompensator,26,1,42043,ALMEDA26T3_8,AM,48012,CHOC_B26TP_8,AM,1,AM_TAP26_1,60003021.0,AM_TAP261,,,26,Line,CHOC_B26TP_8,ALMEDA26T3_8,AM_TAP26_1,1,matched,True,0.0,False
281796,bf35e2a0-804f-4d52-bd3b-03b0b76668e0,Branch,SeriesCompensator,87,1,40011,CEDAR__T87_8,CD,48064,CEDAR_87TP_8,CD,1,CD_TAP87_1,60003733.0,CD_TAP871,,,87,Line,CEDAR__T87_8,CEDAR_87TP_8,CD_TAP87_1,1,matched,True,0.0,False
5848,bfe94d23-75e1-4408-a4f1-0561fb604fc2,Branch,SeriesCompensator,1,1,8383,NEDIN7A,NEDIN,8901,NEDIN7B,NEDIN,1,NEDIN_XR1_1,60006371.0,NEDIN_XR11,,,1,Line,NEDIN7A,NEDIN7B,NEDIN_XR1_1,1,matched,True,0.0,False
377502,c03c005e-bbe8-4493-94a6-f196434fff4a,Branch,SeriesCompensator,91,1,47760,UNIVER__B138,UN,48763,UNIVER91TPB8,UN,1,UN_UN_91_1,60010485.0,UN_UN_911,,,91,Line,UNIVER__B138,UNIVER91TPB8,UN_UN_91_1,1,matched,True,0.0,False
281761,c04ae1c7-dae5-451f-b9d5-e1b7c42d40bc,Branch,SeriesCompensator,1,1,1333,MCDONALD_8,MCDLD,131143,MCDLD_1_8,MCDLD,1,TL_FC_SB_1,60007567.0,TL_FC_SB1,,,1,Line,MCDONALD_8,MCDLD_1_8,TL_FC_SB_1,1,matched,True,0.0,False
281727,c0824614-867b-4fe7-9dc1-ce1c393a1d0d,Branch,SeriesCompensator,1,1,1638,SLSTR1PP_8,FLTCK,1642,FLATCRK_T8,FLTCK,1,SSI_TLINE_1,60007352.0,SSI_TLINE1,,,1,Line,SLSTR1PP_8,FLATCRK_T8,SSI_TLINE_1,1,matched,True,0.0,False
326456,c0b0f27f-0f7b-4030-9b54-92db31051ee2,Branch,SeriesCompensator,1,1,111201,NA_GT1,,111207,NA_4,,1,LINE_M1_1,,,,,,,,,,,unmatched,False,0.0,False
508907,c1308aa3-1ae9-4aa6-96b1-73fd7d9e9a12,Branch,SeriesCompensator,1,1,8656,LUNA4A,LUNA,88657,VANCOPOI4A,LUNA,1,SERDEV2_1,60011578.0,SERDEV21,,,1,Line,LUNA4A,VANCOPOI4A,SERDEV2_1,1,matched,True,0.0,False
281652,c1796e72-e7bd-4256-ba0c-389970760fb2,Branch,SeriesCompensator,77,1,41171,NORMDY77T1_8,NM,48260,NORMDY77TP_8,NM,1,NM_TAP77_1,60006391.0,NM_TAP771,,,77,Line,NORMDY77TP_8,NORMDY77T1_8,NM_TAP77_1,1,matched,True,0.0,False
524313,c242c9c3-5635-4339-a7d4-84b0cb52a19e,Branch,SeriesCompensator,1,1,8579,KATOEN7A,KATOEN,88579,ELALGOPOI7A,KATOEN,1,SDALGO_1,60011970.0,SDALGO1,,,1,Line,ELALGOPOI7A,KATOEN7A,SDALGO_1,1,matched,True,0.0,False
616202,c293f4db-d336-40b2-bbd6-b99bd8d5fa00,Branch,SeriesCompensator,1,1,8951,STEWART4A,STEWART,8966,STEWART4B,STEWART,1,STEWRT_SERDEV1_1,60012726.0,STEWRT_SERDEV11,,,1,Line,STEWART4A,STEWART4B,STEWRT_SERDEV1_1,1,matched,True,0.0,False
493352,c51e2b75-b922-45e1-95b4-36806eff4652,Branch,SeriesCompensator,1,1,8640,KELVIN4A,KELVIN,88640,CHLPAPOI4A,KELVIN,1,KELVIN_SERDEV1_1,60011577.0,KELVIN_SERDEV11,,,1,Line,KELVIN4A,CHLPAPOI4A,KELVIN_SERDEV1_1,1,matched,True,0.0,False
191599,c547c7a7-8ca8-4110-b683-4a934233ff8e,Branch,SeriesCompensator,SC,28,68010,ROMNEY1_W,ROMNEY,68020,ROMNEY1_E,ROMNEY,28,ROMNEY1_28,60061570.0,ROMNEY128,,,,Line,,,ROMNEY1_28,28,duplicate_resolved_by_opeqcode,True,0.0,False
579738,c5a9735c-8534-4873-84e4-6ba21624f8f1,Branch,SeriesCompensator,1,1,8380,NEDIN4A,NEDIN,88383,NEDIN4D,NEDIN,1,NEDIN_SERDEV2_1,60012191.0,NEDIN_SERDEV21,,,1,Line,NEDIN4A,NEDIN4D,NEDIN_SERDEV2_1,1,matched,True,0.0,False
696807,c5f1e6d2-0718-4c38-a83f-5890e916a5c5,Branch,SeriesCompensator,96,1,42851,SEABOK96T1_8,SBK,48851,SEABOK96TP_8,SBK,1,SBKTAP96_1,60091729.0,SBKTAP96,,,96,Line,SEABOK96T1_8,SEABOK96TP_8,SBKTAP96_1,1,matched,True,0.0,False
614183,c69778a9-988b-427b-b2c9-f0afbd02c53b,Branch,SeriesCompensator,1,1,13430,SAND_TXU_8,SNDSW,13441,SANDOW_SR1_8,SNDSW,1,SNDSW_SERDEV1_1,60012743.0,SNDSW_SERDEV11,,,1,Line,SANDOW_SR1_8,SAND_TXU_8,SNDSW_SERDEV1_1,1,matched,True,0.0,False
200491,c6987451-1ec4-42e6-af2b-58606cdc663b,Branch,SeriesCompensator,SC,09,68050,ROMNEY2_W,ROMNEY,68060,ROMNEY2_E,ROMNEY,09,ROMNEY2_09,60061571.0,ROMNEY209,,,,Line,,,ROMNEY2_09,09,duplicate_resolved_by_opeqcode,True,0.0,False
281839,c6ac7b36-aa45-4af0-800b-f8c21efce290,Branch,SeriesCompensator,67,1,45781,GEARS__T67_8,GZ,48138,GEARS_67TP_8,GZ,1,GZ_TAP67_1,60005170.0,GZ_TAP671,,,67,Line,GEARS__T67_8,GEARS_67TP_8,GZ_TAP67_1,1,matched,True,0.0,False
